index,start_date,lat,lon,fw_fw_06_swe_-2,swe_swe_average_-2,clusteringLabel
28276,2006-06-01,35.08437,107.1207,0,255,0
28289,2006-06-01,31.89711,106.23235,0,255,0
28309,2006-06-01,26.86715,105.0285,0,255,0
28446,2006-06-01,34.6719,-106.74575,0,255,0
28448,2006-06-01,35.15865,-106.88679,0,255,0
28474,2006-06-01,41.35838,-108.95423,0,255,0
28489,2006-06-01,44.82966,-110.38429,0,255,0
28494,2006-06-01,45.9697,-110.90798,0,255,0
28498,2006-06-01,46.87553,-111.34579,0,255,0
28502,2006-06-01,47.7758,-111.80141,0,255,0
28547,2006-06-01,57.48712,-118.54619,0,255,0
28557,2006-06-01,59.52459,-120.59601,0,255,0
28592,2006-06-01,66.15935,-130.36453,7,255,1
28608,2006-06-01,68.82893,-136.7357,1,255,0
28647,2006-06-01,66.3344,130.72054,0,255,0
28702,2006-06-01,55.61166,116.90609,0,255,0
28724,2006-06-01,50.88186,113.55226,0,255,0
28727,2006-06-01,50.22227,113.15508,0,255,0
28742,2006-06-01,46.87553,111.34579,0,255,0
28764,2006-06-01,41.82564,109.13364,0,255,0
28847,2006-06-01,21.2054,103.6975,0,255,0
28909,2006-06-01,20.73759,-103.41087,0,255,0
28914,2006-06-01,22.06416,-103.64482,0,255,0
28917,2006-06-01,22.85452,-103.78907,0,255,0
28943,2006-06-01,29.54051,-105.17657,0,255,0
28950,2006-06-01,31.29367,-105.59796,0,255,0
28977,2006-06-01,37.88612,-107.46117,0,255,0
28986,2006-06-01,40.02655,-108.1818,0,255,0
29030,2006-06-01,50.0949,-112.7215,0,255,0
29044,2006-06-01,53.15557,-114.65058,0,255,0
29053,2006-06-01,55.08286,-116.061,12,255,2
29072,2006-06-01,59.03497,-119.58776,0,255,0
29078,2006-06-01,60.24585,-120.88847,0,255,0
29083,2006-06-01,61.23946,-122.05349,0,255,0
29103,2006-06-01,65.04913,-127.6004,0,255,0
29153,2006-06-01,68.35148,134.57559,0,255,0
29175,2006-06-01,64.49662,126.66563,13,255,2
29188,2006-06-01,62.02348,123.04342,0,255,0
29217,2006-06-01,56.13894,116.91125,0,255,0
29220,2006-06-01,55.50659,116.39503,0,255,0
29222,2006-06-01,55.08286,116.061,0,255,0
29226,2006-06-01,54.23036,115.41601,0,255,0
29231,2006-06-01,53.15557,114.65058,0,255,0
29248,2006-06-01,49.42964,112.34476,0,255,0
29253,2006-06-01,48.31377,111.74258,0,255,0
29273,2006-06-01,43.76392,109.6152,0,255,0
29315,2006-06-01,33.76606,106.24107,0,255,0
29321,2006-06-01,32.28709,105.84915,0,255,0
29328,2006-06-01,30.54463,105.4146,0,255,0
29350,2006-06-01,24.94234,104.18876,0,255,0
29364,2006-06-01,21.26963,103.5035,0,255,0
29390,2006-06-01,14.19553,102.3895,0,255,0
29448,2006-06-01,26.81248,-104.34933,0,255,0
29461,2006-06-01,30.11151,-105.07687,0,255,0
29495,2006-06-01,38.43943,-107.36948,0,255,0
29505,2006-06-01,40.81178,-108.17802,0,255,0
29512,2006-06-01,42.45241,-108.78862,0,255,0
29547,2006-06-01,50.40839,-112.54306,0,255,0
29550,2006-06-01,51.07062,-112.9321,0,255,0
29563,2006-06-01,53.90164,-114.77514,0,255,0
29623,2006-06-01,65.91802,-128.49104,27,255,4
29630,2006-06-01,67.15777,-130.97174,6,255,1
29635,2006-06-01,68.01261,-132.90984,0,255,0
29637,2006-06-01,68.34668,-133.72697,3,255,0
29640,2006-06-01,68.83876,-135.0,0,255,0
29642,2006-06-01,69.1605,-135.88141,6,255,1
29653,2006-06-01,70.82891,141.23448,0,255,0
29669,2006-06-01,68.34668,133.72697,0,255,0
29699,2006-06-01,62.9265,123.69007,0,255,0
29708,2006-06-01,61.16397,121.42957,0,255,0
29717,2006-06-01,59.35364,119.42746,3,255,0
29731,2006-06-01,56.45543,116.73973,0,255,0
29733,2006-06-01,56.03402,116.39247,0,255,0
29744,2006-06-01,53.68617,114.62357,0,255,0
29773,2006-06-01,47.27601,110.882,0,255,0
29820,2006-06-01,36.27512,106.69924,0,255,0
29823,2006-06-01,35.54742,106.48686,0,255,0
29881,2006-06-01,20.80067,103.21779,0,255,0
29908,2006-06-01,13.41644,102.09476,0,255,0
29912,2006-06-01,6.79232,101.27664,14,255,2
29960,2006-06-01,26.10609,-103.98458,0,255,0
29989,2006-06-01,33.41469,-105.65141,0,255,0
30002,2006-06-01,36.58931,-106.53108,0,255,0
30028,2006-06-01,42.76454,-108.61288,0,255,0
30043,2006-06-01,46.22488,-110.0606,0,255,0
30045,2006-06-01,46.68061,-110.2701,0,255,0
30053,2006-06-01,48.49012,-111.15169,0,255,0
30057,2006-06-01,49.3867,-111.62048,0,255,0
30127,2006-06-01,64.01471,-124.66344,2,255,0
30140,2006-06-01,66.42183,-128.74597,9,255,1
30148,2006-06-01,67.82738,-131.68222,5,255,1
30162,2006-06-01,71.84189,144.13017,14,255,2
30170,2006-06-01,70.71444,139.76364,0,255,0
30184,2006-06-01,68.50467,133.29019,0,255,0
30185,2006-06-01,68.33706,132.87891,0,255,0
30198,2006-06-01,66.06079,128.06566,0,255,0
30206,2006-06-01,64.58223,125.53768,0,255,0
30301,2006-06-01,44.38863,109.2626,0,255,0
30309,2006-06-01,42.5312,108.52351,0,255,0
30320,2006-06-01,39.94263,107.59242,0,255,0
30331,2006-06-01,37.3135,106.7479,0,255,0
30379,2006-06-01,25.33081,103.8318,0,255,0
30382,2006-06-01,24.55169,103.68226,0,255,0
30383,2006-06-01,24.29111,103.63311,0,255,0
30413,2006-06-01,16.25698,102.30468,18,255,3
30459,2006-06-01,22.25235,-103.05524,0,255,0
30485,2006-06-01,28.98235,-104.35934,0,255,0
30492,2006-06-01,30.74721,-104.75517,0,255,0
30507,2006-06-01,34.46725,-105.67953,0,255,0
30514,2006-06-01,36.17562,-106.15063,0,255,0
30536,2006-06-01,41.43583,-107.82821,0,255,0
30555,2006-06-01,45.84988,-109.57313,0,255,0
30655,2006-06-01,66.9247,-129.01186,0,255,0
30690,2006-06-01,69.32442,134.55586,0,255,0
30697,2006-06-01,68.15161,131.63354,0,255,0
30723,2006-06-01,63.37523,123.147,0,255,0
30731,2006-06-01,61.80307,121.12247,0,255,0
30738,2006-06-01,60.39631,119.52599,11,255,2
30757,2006-06-01,56.45302,115.86636,8,255,1
30761,2006-06-01,55.60224,115.20113,0,255,0
30837,2006-06-01,38.3472,106.79837,0,255,0
30841,2006-06-01,37.38547,106.50436,0,255,0
30864,2006-06-01,31.74732,104.99108,0,255,0
30955,2006-06-01,18.56238,-102.25657,2,255,0
30971,2006-06-01,22.84153,-102.94879,0,255,0
30977,2006-06-01,24.41573,-103.2286,0,255,0
30991,2006-06-01,28.02905,-103.93004,0,255,0
30992,2006-06-01,28.28407,-103.98295,0,255,0
31003,2006-06-01,31.06353,-104.59196,0,255,0
31026,2006-06-01,36.73083,-106.049,0,255,0
31060,2006-06-01,44.77903,-108.80579,0,255,0
31067,2006-06-01,46.38922,-109.49053,0,255,0
31072,2006-06-01,47.52958,-110.0097,0,255,0
31086,2006-06-01,50.67846,-111.61478,0,255,0
31100,2006-06-01,53.75962,-113.48412,0,255,0
31135,2006-06-01,61.11895,-119.80094,4,255,1
31189,2006-06-01,71.21069,139.39871,4,255,1
31209,2006-06-01,67.95582,130.40945,0,255,0
31228,2006-06-01,64.46676,124.11447,0,255,0
31248,2006-06-01,60.51053,119.14063,0,255,0
31254,2006-06-01,59.27977,117.89727,0,255,0
31307,2006-06-01,47.75667,110.11672,0,255,0
31312,2006-06-01,46.61795,109.59229,0,255,0
31338,2006-06-01,40.56556,107.24146,18,255,3
31350,2006-06-01,37.69756,106.33181,0,255,0
31355,2006-06-01,36.4883,105.97979,0,255,0
31372,2006-06-01,32.31175,104.88627,0,255,0
31386,2006-06-01,28.79292,104.08994,0,255,0
31401,2006-06-01,24.93696,103.32453,0,255,0
31490,2006-06-01,25.25821,-103.16819,0,255,0
31499,2006-06-01,27.58033,-103.61418,0,255,0
31517,2006-06-01,32.12828,-104.60127,0,255,0
31525,2006-06-01,34.11084,-105.08636,0,255,0
31526,2006-06-01,34.35705,-105.14921,0,255,0
31547,2006-06-01,39.44812,-106.59811,0,255,0
31548,2006-06-01,39.68686,-106.67384,0,255,0
31574,2006-06-01,45.78052,-108.90845,0,255,0
31576,2006-06-01,46.24026,-109.10448,0,255,0
31611,2006-06-01,54.07134,-113.29456,0,255,0
31625,2006-06-01,57.08096,-115.49755,0,255,0
31648,2006-06-01,61.83969,-120.08968,12,255,2
31657,2006-06-01,63.6257,-122.31962,4,255,1
31669,2006-06-01,65.92345,-125.78897,4,255,1
31682,2006-06-01,68.27947,-130.34175,4,255,1
31685,2006-06-01,68.79948,-131.53177,19,255,3
31704,2006-06-01,70.29585,135.46581,0,255,0
31750,2006-06-01,61.63832,119.85902,0,255,0
31753,2006-06-01,61.03092,119.18591,0,255,0
31763,2006-06-01,58.97297,117.13046,0,255,0
31780,2006-06-01,55.37056,114.19321,9,255,1
31797,2006-06-01,51.65516,111.80141,0,255,0
31804,2006-06-01,50.09559,110.94265,0,255,0
31877,2006-06-01,32.87444,104.77956,0,255,0
31888,2006-06-01,30.12227,104.1458,0,255,0
31904,2006-06-01,26.03598,103.31363,0,255,0
31909,2006-06-01,24.73758,103.07295,26,255,4
31976,2006-06-01,19.49074,-101.99929,0,255,0
32023,2006-06-01,31.6931,-104.26071,0,255,0
32029,2006-06-01,33.1876,-104.61091,0,255,0
32034,2006-06-01,34.42315,-104.91584,0,255,0
32039,2006-06-01,35.64996,-105.23347,0,255,0
32054,2006-06-01,39.27948,-106.27073,0,255,0
32058,2006-06-01,40.23478,-106.57095,0,255,0
32067,2006-06-01,42.36532,-107.28742,0,255,0
32068,2006-06-01,42.60045,-107.37075,0,255,0
32129,2006-06-01,56.32724,-114.47616,3,255,0
32145,2006-06-01,59.70345,-117.33666,0,255,0
32165,2006-06-01,63.74875,-121.90015,2,255,0
32174,2006-06-01,65.49012,-124.42648,0,255,0
32211,2006-06-01,70.29585,134.53419,0,255,0
32217,2006-06-01,69.29429,131.89397,0,255,0
32242,2006-06-01,64.72312,123.26143,0,255,0
32247,2006-06-01,63.74875,121.90015,0,255,0
32256,2006-06-01,61.95549,119.68718,0,255,0
32301,2006-06-01,52.40771,111.86637,8,255,1
32311,2006-06-01,50.1807,110.63352,0,255,0
32320,2006-06-01,48.148,109.6326,0,255,0
32352,2006-06-01,40.71049,106.72514,0,255,0
32362,2006-06-01,38.31894,105.98092,0,255,0
32380,2006-06-01,33.92999,104.79239,0,255,0
32398,2006-06-01,29.42639,103.76521,0,255,0
32439,2006-06-01,18.67844,101.8787,3,255,0
32468,2006-06-01,1.63011,99.9143,0,255,0
32536,2006-06-01,33.74739,-104.50017,0,255,0
32581,2006-06-01,44.54522,-107.78913,0,255,0
32627,2006-06-01,54.91046,-113.0513,39,255,6
32648,2006-06-01,59.39281,-116.56505,0,255,0
32649,2006-06-01,59.60162,-116.75732,0,255,0
32659,2006-06-01,61.66354,-118.83097,0,255,0
32669,2006-06-01,63.67266,-121.2184,23,255,3
32674,2006-06-01,64.65466,-122.55,0,255,0
32684,2006-06-01,66.75332,-125.86285,16,255,2
32688,2006-06-01,67.49253,-127.21644,9,255,1
32700,2006-06-01,69.61781,-131.84515,14,255,2
32701,2006-06-01,72.61191,141.34019,17,255,3
32730,2006-06-01,67.12466,126.52885,0,255,0
32749,2006-06-01,63.47436,120.96375,11,255,2
32798,2006-06-01,53.15853,111.93388,0,255,0
32811,2006-06-01,50.26457,110.32314,0,255,0
32812,2006-06-01,50.03963,110.20856,0,255,0
32821,2006-06-01,48.00065,109.23067,0,255,0
32829,2006-06-01,46.16657,108.43495,0,255,0
32845,2006-06-01,42.43799,107.02052,0,255,0
32849,2006-06-01,41.49323,106.69924,0,255,0
32906,2006-06-01,27.44582,103.14107,0,255,0
32915,2006-06-01,25.11756,102.71114,0,255,0
32927,2006-06-01,21.9594,102.17918,0,255,0
32936,2006-06-01,19.54768,101.80814,12,255,2
32942,2006-06-01,17.918,101.57293,23,255,3
32974,2006-06-01,17.70001,-101.3474,7,255,1
32990,2006-06-01,22.01632,-101.98211,0,255,0
32995,2006-06-01,23.3405,-102.19505,0,255,0
33008,2006-06-01,26.73251,-102.78522,0,255,0
33013,2006-06-01,28.0185,-103.02744,0,255,0
33027,2006-06-01,31.56758,-103.75621,0,255,0
33030,2006-06-01,32.31857,-103.9229,0,255,0
33078,2006-06-01,43.91886,-107.25095,0,255,0
33089,2006-06-01,46.47351,-108.24268,0,255,0
33091,2006-06-01,46.93395,-108.43495,0,255,0
33094,2006-06-01,47.62227,-108.7308,0,255,0
33160,2006-06-01,61.97908,-118.64761,6,255,1
33176,2006-06-01,65.36215,-122.95743,18,255,3
33183,2006-06-01,66.69945,-125.08347,9,255,1
33197,2006-06-01,69.59745,-130.94644,11,255,2
33217,2006-06-01,68.53979,128.56526,13,255,2
33221,2006-06-01,67.81446,127.10423,0,255,0
33238,2006-06-01,64.58223,121.84246,4,255,1
33261,2006-06-01,59.91509,116.56505,0,255,0
33308,2006-06-01,49.67025,109.67582,0,255,0
33322,2006-06-01,46.47351,108.24268,0,255,0
33328,2006-06-01,45.08473,107.68847,0,255,0
33339,2006-06-01,42.50954,106.75287,0,255,0
33388,2006-06-01,30.56111,103.53995,0,255,0
33413,2006-06-01,24.12968,102.32643,0,255,0
33426,2006-06-01,20.6807,101.77637,0,255,0
33434,2006-06-01,18.51888,101.46131,0,255,0
33467,2006-06-01,0.80372,99.51511,1,255,0
33491,2006-06-01,23.13297,-101.95187,0,255,0
33512,2006-06-01,28.58918,-102.91189,0,255,0
33518,2006-06-01,30.11561,-103.21466,0,255,0
33538,2006-06-01,35.10822,-104.3328,0,255,0
33553,2006-06-01,38.76232,-105.30084,0,255,0
33576,2006-06-01,44.22502,-107.06011,0,255,0
33610,2006-06-01,51.99959,-110.51553,0,255,0
33614,2006-06-01,52.89015,-111.01208,0,255,0
33696,2006-06-01,73.53185,142.81529,19,255,3
33707,2006-06-01,70.09298,131.30861,0,255,0
33715,2006-06-01,68.68207,128.08878,1,255,0
33721,2006-06-01,67.58191,125.94211,0,255,0
33746,2006-06-01,62.7013,118.91542,0,255,0
33788,2006-06-01,53.77538,111.5321,0,255,0
33808,2006-06-01,49.29686,109.15239,0,255,0
33825,2006-06-01,45.39081,107.49576,0,255,0
33862,2006-06-01,36.57881,104.70527,0,255,0
33887,2006-06-01,30.36868,103.26648,0,255,0
33894,2006-06-01,28.58918,102.91189,0,255,0
33909,2006-06-01,24.71073,102.21151,0,255,0
33921,2006-06-01,21.53924,101.7029,6,255,1
33927,2006-06-01,19.92885,101.46395,0,255,0
33954,2006-06-01,7.53115,99.96835,8,255,1
33975,2006-06-01,19.17116,-101.15735,0,255,0
33992,2006-06-01,23.71633,-101.83556,0,255,0
34005,2006-06-01,27.10603,-102.41164,0,255,0
34029,2006-06-01,33.18918,-103.63397,0,255,0
34043,2006-06-01,36.64235,-104.46246,0,255,0
34085,2006-06-01,46.62311,-107.66334,0,255,0
34105,2006-06-01,51.18509,-109.72227,0,255,0
34106,2006-06-01,51.40992,-109.83739,0,255,0
34113,2006-06-01,52.97476,-110.68069,0,255,0
34136,2006-06-01,57.99897,-114.00401,0,255,0
34142,2006-06-01,59.27716,-115.04259,0,255,0
34151,2006-06-01,61.16581,-116.76751,0,255,0
34160,2006-06-01,63.01627,-118.72613,14,255,2
34190,2006-06-01,69.36339,-128.75809,15,255,2
34193,2006-06-01,70.06955,-130.38934,19,255,3
34214,2006-06-01,68.8228,127.60599,0,255,0
34217,2006-06-01,68.27348,126.51105,0,255,0
34221,2006-06-01,67.52847,125.13419,3,255,0
34222,2006-06-01,67.3401,124.80401,1,255,0
34247,2006-06-01,62.404,118.04469,1,255,0
34277,2006-06-01,56.05546,112.59016,0,255,0
34327,2006-06-01,44.76404,106.9519,0,255,0
34333,2006-06-01,43.35695,106.45381,0,255,0
34349,2006-06-01,39.55042,105.25512,0,255,0
34350,2006-06-01,39.30985,105.18584,0,255,0
34357,2006-06-01,37.61689,104.71757,0,255,0
34363,2006-06-01,36.1531,104.33811,0,255,0
34396,2006-06-01,27.87843,102.55251,0,255,0
34399,2006-06-01,27.10603,102.41164,0,255,0
34406,2006-06-01,25.2896,102.09476,0,255,0
34485,2006-06-01,22.18145,-101.38918,0,255,0
34513,2006-06-01,29.47019,-102.62584,0,255,0
34533,2006-06-01,34.49092,-103.68402,0,255,0
34543,2006-06-01,36.94915,-104.2811,0,255,0
34572,2006-06-01,43.8967,-106.34081,0,255,0
34598,2006-06-01,49.90724,-108.7469,0,255,0
34610,2006-06-01,52.61173,-110.10329,0,255,0
34630,2006-06-01,57.01492,-112.83366,5,255,1
34631,2006-06-01,57.23142,-112.98872,0,255,0
34640,2006-06-01,59.16277,-114.47904,4,255,1
34643,2006-06-01,59.7994,-115.01689,0,255,0
34665,2006-06-01,64.94107,-120.51823,7,255,1
34702,2006-06-01,68.77865,126.74747,0,255,0
34707,2006-06-01,67.84855,124.99202,11,255,2
34721,2006-06-01,65.13969,120.78415,0,255,0
34750,2006-06-01,59.16277,114.47904,0,255,0
34752,2006-06-01,58.73631,114.13238,0,255,0
34765,2006-06-01,55.92701,112.08717,0,255,0
34777,2006-06-01,53.28074,110.47228,0,255,0
34787,2006-06-01,51.03957,109.29005,0,255,0
34809,2006-06-01,46.00034,107.10273,0,255,0
34843,2006-06-01,37.92321,104.53445,0,255,0
34852,2006-06-01,35.72421,103.97631,0,255,0
34876,2006-06-01,29.72469,102.67491,0,255,0
34877,2006-06-01,29.47019,102.62584,0,255,0
34886,2006-06-01,27.16234,102.20047,0,255,0
34902,2006-06-01,22.97826,101.51012,0,255,0
34926,2006-06-01,16.48439,100.60809,16,255,2
34933,2006-06-01,14.53521,100.37074,0,255,0
34953,2006-06-01,17.08796,-100.49148,4,255,1
35036,2006-06-01,38.47115,-104.4136,0,255,0
35071,2006-06-01,46.76795,-107.08023,0,255,0
35084,2006-06-01,49.75598,-108.33134,0,255,0
35095,2006-06-01,52.24445,-109.53665,0,255,0
35105,2006-06-01,54.47386,-110.77225,16,255,2
35126,2006-06-01,59.04532,-113.9196,23,255,3
35127,2006-06-01,59.25894,-114.09202,0,255,0
35155,2006-06-01,66.82984,-122.60033,0,255,0
35199,2006-06-01,66.44069,122.00539,0,255,0
35232,2006-06-01,59.68499,114.44395,0,255,0
35235,2006-06-01,59.04532,113.9196,0,255,0
35267,2006-06-01,52.01976,109.42082,0,255,0
35270,2006-06-01,51.34385,109.08112,0,255,0
35289,2006-06-01,46.99959,107.17056,0,255,0
35311,2006-06-01,41.83456,105.37625,0,255,0
35373,2006-06-01,26.44091,101.85559,0,255,0
35385,2006-06-01,23.29655,101.35014,0,255,0
35407,2006-06-01,17.36329,100.52613,13,255,2
35408,2006-06-01,17.08796,100.49148,2,255,0
35413,2006-06-01,15.70342,100.32154,0,255,0
35423,2006-06-01,12.60898,99.9662,12,255,2
35446,2006-06-01,18.51046,-100.47742,0,255,0
35454,2006-06-01,20.67975,-100.76575,0,255,0
35456,2006-06-01,21.21729,-100.84031,0,255,0
35530,2006-06-01,39.98313,-104.55357,0,255,0
35551,2006-06-01,44.97241,-106.10713,0,255,0
35567,2006-06-01,48.68589,-107.52557,0,255,0
35570,2006-06-01,49.37376,-107.81889,0,255,0
35596,2006-06-01,55.22101,-110.82089,4,255,1
35600,2006-06-01,56.10155,-111.37062,2,255,0
35655,2006-06-01,69.42009,-126.49129,35,255,5
35665,2006-06-01,70.50739,128.86778,5,255,1
35667,2006-06-01,70.14906,128.04704,0,255,0
35683,2006-06-01,67.14749,122.42755,0,255,0
35754,2006-06-01,52.09838,109.09349,0,255,0
35761,2006-06-01,50.51428,108.32943,0,255,0
35794,2006-06-01,42.85037,105.40343,0,255,0
35795,2006-06-01,42.6131,105.32892,0,255,0
35800,2006-06-01,41.42222,104.96672,0,255,0
35818,2006-06-01,37.07133,103.79087,0,255,0
35828,2006-06-01,34.60938,103.21275,0,255,0
35842,2006-06-01,31.10547,102.47907,0,255,0
35863,2006-06-01,25.71412,101.51768,0,255,0
35879,2006-06-01,21.48537,100.87797,1,255,0
35890,2006-06-01,18.51046,100.47742,0,255,0
35901,2006-06-01,15.47506,100.10503,12,255,2
35903,2006-06-01,14.91625,100.04012,21,255,3
35907,2006-06-01,13.79196,99.91275,0,255,0
35909,2006-06-01,13.2264,99.85026,14,255,2
35912,2006-06-01,12.37369,99.75797,0,255,0
35926,2006-06-01,1.98728,98.7955,17,255,3
35933,2006-06-01,18.56051,-100.28757,0,255,0
35946,2006-06-01,22.07134,-100.75598,0,255,0
35952,2006-06-01,23.66548,-100.98669,0,255,0
35957,2006-06-01,24.98196,-101.18654,0,255,0
35962,2006-06-01,26.28797,-101.3937,0,255,0
35975,2006-06-01,29.63689,-101.96949,0,255,0
36000,2006-06-01,35.90304,-103.25471,0,255,0
36006,2006-06-01,37.37542,-103.60453,0,255,0
36081,2006-06-01,54.86112,-110.20642,0,255,0
36123,2006-06-01,64.67849,-118.40524,4,255,1
36134,2006-06-01,67.85207,-122.87626,0,255,0
36146,2006-06-01,75.25797,144.36018,0,255,0
36147,2006-06-01,75.12436,143.65254,0,255,0
36163,2006-06-01,68.42734,123.85711,2,255,0
36204,2006-06-01,60.08895,113.82945,0,255,0
36252,2006-06-01,49.44669,107.50925,0,255,0
36272,2006-06-01,44.80466,105.74393,0,255,0
36280,2006-06-01,42.91513,105.13137,0,255,0
36288,2006-06-01,41.0066,104.56369,0,255,0
36300,2006-06-01,38.10728,103.78632,0,255,0
36316,2006-06-01,34.17031,102.86829,0,255,0
36320,2006-06-01,33.17276,102.65727,0,255,0
36438,2006-06-01,22.92095,-100.66978,0,255,0
36478,2006-06-01,33.22841,-102.42594,0,255,0
36507,2006-06-01,40.34699,-104.10135,0,255,0
36535,2006-06-01,46.97618,-106.19873,0,255,0
36537,2006-06-01,47.44099,-106.37202,0,255,0
36540,2006-06-01,48.36714,-106.72962,0,255,0
36541,2006-06-01,48.59796,-106.82141,0,255,0
36583,2006-06-01,58.2408,-111.9544,17,255,3
36584,2006-06-01,58.89133,-112.42587,0,255,0
36645,2006-06-01,68.16949,122.69946,4,255,1
36659,2006-06-01,65.39728,118.69491,0,255,0
36663,2006-06-01,64.58327,117.71082,0,255,0
36682,2006-06-01,60.60978,113.78203,0,255,0
36686,2006-06-01,59.75359,113.08514,12,255,2
36704,2006-06-01,55.82898,110.37643,37,255,5
36745,2006-06-01,46.04313,105.86266,0,255,0
36755,2006-06-01,43.69027,105.07913,0,255,0
36771,2006-06-01,39.86459,103.97172,0,255,0
36817,2006-06-01,28.40954,101.52582,0,255,0
36829,2006-06-01,25.29548,101.02077,0,255,0
36948,2006-06-01,30.2531,-101.6206,0,255,0
36961,2006-06-01,33.53325,-102.24453,0,255,0
36974,2006-06-01,36.75573,-102.93806,0,255,0
36993,2006-06-01,41.36901,-104.10264,0,255,0
36997,2006-06-01,42.32632,-104.37447,0,255,0
37000,2006-06-01,43.04121,-104.58517,0,255,0
37047,2006-06-01,53.9039,-108.89515,0,255,0
37050,2006-06-01,54.57549,-109.25508,16,255,2
37055,2006-06-01,55.68869,-109.88516,13,255,2
37059,2006-06-01,56.57359,-110.41843,0,255,0
37077,2006-06-01,60.48891,-113.19859,0,255,0
37090,2006-06-01,64.68991,-117.25533,4,255,1
37102,2006-06-01,68.29265,-122.19573,0,255,0
37107,2006-06-01,69.25419,-123.86369,14,255,2
37156,2006-06-01,63.86429,116.34211,0,255,0
37168,2006-06-01,61.34286,113.91624,0,255,0
37182,2006-06-01,58.32769,111.5713,0,255,0
37190,2006-06-01,56.57359,110.41843,0,255,0
37202,2006-06-01,51.64587,107.78389,10,255,2
37204,2006-06-01,51.19075,107.57665,0,255,0
37219,2006-06-01,47.74083,106.16015,0,255,0
37229,2006-06-01,45.40534,105.33328,0,255,0
37287,2006-06-01,31.26877,101.80579,0,255,0
37293,2006-06-01,29.74308,101.53013,0,255,0
37303,2006-06-01,27.17032,101.09789,0,255,0
37355,2006-06-01,13.08613,99.28355,0,255,0
37420,2006-06-01,27.47981,-100.92654,0,255,0
37430,2006-06-01,30.05001,-101.35418,0,255,0
37448,2006-06-01,34.58513,-102.21328,0,255,0
37475,2006-06-01,41.18844,-103.7716,0,255,0
37486,2006-06-01,43.81552,-104.52415,0,255,0
37516,2006-06-01,50.8053,-107.05331,1,255,0
37524,2006-06-01,52.62634,-107.8787,0,255,0
37542,2006-06-01,56.65498,-110.05024,1,255,0
37557,2006-06-01,59.93368,-112.28559,10,255,2
37578,2006-06-01,65.41113,-117.512,5,255,1
37582,2006-06-01,66.62891,-119.0546,13,255,2
37583,2006-06-01,66.82984,-119.32718,10,255,2
37601,2006-06-01,72.14749,129.34052,10,255,2
37602,2006-06-01,71.9704,128.88449,15,255,2
37605,2006-06-01,71.43225,127.56859,0,255,0
37616,2006-06-01,69.38102,123.34071,0,255,0
37641,2006-06-01,64.3815,116.33768,0,255,0
37657,2006-06-01,61.00895,113.13947,0,255,0
37661,2006-06-01,60.14948,112.45155,0,255,0
37688,2006-06-01,51.26227,107.25266,0,255,0
37691,2006-06-01,50.57639,106.95531,0,255,0
37713,2006-06-01,45.46917,105.04639,0,255,0
37730,2006-06-01,41.42873,103.83684,0,255,0
37731,2006-06-01,41.18844,103.7716,0,255,0
37743,2006-06-01,38.28164,103.03336,0,255,0
37813,2006-06-01,20.33694,99.91653,16,255,2
37830,2006-06-01,15.66657,99.37031,0,255,0
37835,2006-06-01,14.26415,99.22083,0,255,0
37844,2006-06-01,11.70394,98.96335,30,255,5
37868,2006-06-01,18.20348,-99.46232,0,255,0
37877,2006-06-01,20.65415,-99.75548,0,255,0
37895,2006-06-01,25.4442,-100.39924,0,255,0
37969,2006-06-01,43.8764,-104.24561,0,255,0
38004,2006-06-01,52.01688,-107.23005,0,255,0
38012,2006-06-01,53.82944,-108.09049,0,255,0
38023,2006-06-01,56.29126,-109.41847,10,255,2
38035,2006-06-01,59.15239,-111.2505,13,255,2
38047,2006-06-01,62.38104,-113.81865,0,255,0
38122,2006-06-01,65.51686,117.04053,0,255,0
38140,2006-06-01,61.74212,113.25922,0,255,0
38210,2006-06-01,44.58755,104.46117,0,255,0
38224,2006-06-01,41.24681,103.50636,0,255,0
38228,2006-06-01,40.28186,103.25587,0,255,0
38242,2006-06-01,36.86652,102.4468,0,255,0
38244,2006-06-01,36.37365,102.33909,0,255,0
38247,2006-06-01,35.63195,102.18092,0,255,0
38284,2006-06-01,26.22912,100.51479,0,255,0
38311,2006-06-01,19.02474,99.55808,7,255,1
38355,2006-06-01,2.52519,98.01482,16,255,2
38366,2006-06-01,19.61546,-99.43017,3,255,0
38368,2006-06-01,20.15874,-99.49469,0,255,0
38384,2006-06-01,24.43911,-100.04416,0,255,0
38385,2006-06-01,24.70292,-100.0806,0,255,0
38438,2006-06-01,38.14787,-102.47289,0,255,0
38449,2006-06-01,40.82174,-103.11644,0,255,0
38466,2006-06-01,44.88472,-104.25003,0,255,0
38468,2006-06-01,45.35735,-104.39613,0,255,0
38479,2006-06-01,47.93707,-105.25512,0,255,0
38487,2006-06-01,49.79238,-105.9454,0,255,0
38500,2006-06-01,52.76977,-107.20657,0,255,0
38507,2006-06-01,54.35346,-107.96914,13,255,2
38539,2006-06-01,62.26075,-113.19859,0,255,0
38551,2006-06-01,64.79175,-115.64101,4,255,1
38562,2006-06-01,67.05176,-118.33913,6,255,1
38565,2006-06-01,67.65645,-119.16761,0,255,0
38594,2006-06-01,70.39738,123.69007,0,255,0
38606,2006-06-01,68.05647,119.74488,0,255,0
38608,2006-06-01,67.65645,119.16761,0,255,0
