index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,V[ALL]_Q0.1_C5
267,2005-09-01,11.85389,124.83087,0,0,0,0,1,7,75,2,6,0,0,0,0,0,0,16,66,9,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
269,2005-09-01,9.92453,124.03024,0,0,0,0,6,43,42,0,0,0,0,0,0,0,0,1,89,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
299,2005-09-01,35.26666,140.3828,0,91,0,0,0,1,69,9,8,0,0,0,0,0,0,49,42,0,0,0,5,70,16,0,0,0,91,0,0,0,0,88,3,0,1
303,2005-09-01,9.1843,123.11134,0,0,0,0,2,18,63,8,0,0,0,0,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
304,2005-09-01,7.93528,122.64238,0,0,0,0,1,20,61,3,6,0,0,0,0,0,0,5,85,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
330,2005-09-01,12.1935,123.88918,0,0,0,0,0,3,86,2,0,0,0,0,0,0,0,2,60,9,13,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
356,2005-09-01,10.65336,123.05347,0,0,0,0,0,13,72,6,0,0,0,0,0,0,0,53,38,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
358,2005-09-01,10.16098,122.86187,0,0,0,0,0,5,59,21,6,0,0,0,0,0,0,43,47,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
359,2005-09-01,9.91373,122.76681,0,0,0,0,5,15,71,0,0,0,0,0,0,0,0,13,70,8,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
383,2005-09-01,36.72474,140.16225,0,0,0,0,0,14,70,0,0,0,0,0,0,0,0,33,58,0,0,0,4,71,16,0,0,0,84,7,0,0,0,75,16,0,0
406,2005-09-01,37.40054,140.5853,0,91,0,0,0,13,64,8,0,0,0,0,0,0,0,27,64,0,0,0,3,75,13,0,0,0,88,3,0,0,0,78,13,0,1
419,2005-09-01,35.26069,138.12213,0,91,0,0,0,14,76,1,0,0,0,0,0,0,0,49,42,0,0,0,5,72,14,0,0,0,88,3,0,0,0,76,15,0,1
427,2005-09-01,11.37443,122.70316,0,0,0,0,0,8,69,14,0,0,0,0,0,0,0,1,88,2,0,0,3,88,0,0,0,0,91,0,0,0,0,91,0,0,0
428,2005-09-01,11.1289,122.60728,0,0,0,0,4,16,68,2,0,0,0,0,0,0,0,15,72,4,0,0,3,88,0,0,0,0,91,0,0,0,0,91,0,0,0
436,2005-09-01,37.11081,139.83795,0,91,0,0,0,0,73,9,0,0,0,0,0,0,0,24,67,0,0,0,4,74,13,0,0,0,83,8,0,0,0,75,16,0,1
442,2005-09-01,36.12289,138.69705,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,0,0,0,3,74,14,0,0,0,81,10,0,0,0,76,15,0,2
448,2005-09-01,35.10822,137.59471,0,91,0,0,0,29,56,6,0,0,0,0,0,0,0,52,39,0,0,0,1,77,13,0,0,0,90,1,0,0,0,77,14,0,1
455,2005-09-01,11.53144,122.5532,0,0,0,0,10,18,53,8,2,0,0,0,0,0,0,0,87,2,2,0,4,87,0,0,0,0,91,0,0,0,0,91,0,0,0
465,2005-09-01,37.78785,140.26003,0,91,0,0,0,17,74,0,0,0,0,0,0,0,0,17,74,0,0,0,4,74,13,0,0,0,86,5,0,0,0,78,13,0,1
468,2005-09-01,37.30291,139.67416,0,91,0,0,0,0,77,7,0,0,0,0,0,0,0,17,74,0,0,0,2,75,14,0,0,0,85,6,0,0,0,76,15,0,1
495,2005-09-01,1.00641,118.86716,0,0,0,0,1,3,78,2,7,0,0,0,0,0,0,22,47,22,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
505,2005-09-01,37.98058,140.0957,0,91,0,0,0,0,70,4,0,0,0,0,0,0,0,11,80,0,0,0,4,73,14,0,0,0,87,4,0,0,0,77,14,0,1
506,2005-09-01,37.81928,139.89909,0,91,0,0,0,9,75,1,0,0,0,0,0,0,0,11,80,0,0,0,3,75,13,0,0,0,86,5,0,0,0,77,14,0,1
521,2005-09-01,35.30959,137.08257,0,0,0,0,1,16,74,0,0,0,0,0,0,0,0,36,55,0,0,0,3,76,12,0,0,0,87,4,0,0,0,76,15,0,0
528,2005-09-01,33.90434,135.67802,0,90,0,1,0,38,53,0,0,0,0,0,0,0,0,13,77,1,0,0,2,78,11,0,0,0,91,0,0,0,0,83,8,0,1
538,2005-09-01,39.28292,141.34019,0,91,0,0,0,39,30,13,6,0,0,0,0,0,0,37,54,0,0,0,4,72,15,0,0,0,90,1,0,0,0,78,13,0,2
545,2005-09-01,38.17268,139.93024,0,91,0,0,0,0,85,0,0,0,0,0,0,0,0,5,86,0,0,0,4,71,16,0,0,0,90,1,0,0,0,77,14,0,1
547,2005-09-01,37.84848,139.53777,0,91,0,0,0,12,79,0,0,0,0,0,0,0,0,2,89,0,0,0,2,75,14,0,0,0,88,3,0,0,0,77,14,0,1
553,2005-09-01,36.85765,138.38739,0,91,0,0,0,0,83,6,0,0,0,0,0,0,0,10,81,0,0,0,1,77,13,0,0,0,89,2,0,0,0,75,16,0,1
564,2005-09-01,34.97226,136.38036,0,91,0,0,6,37,34,4,3,0,0,0,0,0,0,21,70,0,0,0,8,71,12,0,0,0,88,3,0,0,0,76,15,0,2
574,2005-09-01,1.03258,118.50776,0,0,0,0,0,2,56,31,2,0,0,0,0,0,0,27,49,15,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
577,2005-09-01,39.63329,141.38156,0,91,0,0,0,17,72,0,0,0,0,0,0,0,0,25,66,0,0,0,5,71,15,0,0,0,89,2,0,0,0,79,12,0,1
584,2005-09-01,38.52555,139.96179,0,91,0,0,0,26,63,0,0,0,0,0,0,0,0,2,78,11,0,0,6,70,15,0,0,0,90,1,0,0,0,78,13,0,1
586,2005-09-01,38.20203,139.56665,0,85,4,2,0,54,37,0,0,0,0,0,0,0,0,0,60,30,1,0,4,72,15,0,0,0,90,1,0,0,0,76,15,0,1
596,2005-09-01,36.53906,137.65889,0,91,0,0,0,0,31,10,0,0,0,0,0,0,0,25,66,0,0,0,3,78,10,0,0,0,86,5,0,0,0,77,14,0,2
617,2005-09-01,39.98313,141.42348,0,91,0,0,0,1,71,12,0,0,0,0,0,0,0,22,68,1,0,0,8,67,16,0,0,0,90,1,0,0,0,80,11,0,1
635,2005-09-01,35.51472,136.21887,0,91,0,0,0,10,60,17,4,0,0,0,0,0,0,6,85,0,0,0,4,74,13,0,0,0,90,1,0,0,0,76,15,0,1
648,2005-09-01,40.1773,141.25661,0,91,0,0,0,7,68,0,0,0,0,0,0,0,0,17,73,0,0,0,8,67,16,0,0,0,90,1,0,0,0,79,12,0,1
661,2005-09-01,35.87294,136.22633,0,89,2,0,0,25,66,0,0,0,0,0,0,0,0,1,81,9,0,0,3,74,14,0,0,0,91,0,0,0,0,76,15,0,1
670,2005-09-01,33.90434,134.32198,0,91,0,0,0,9,74,8,0,0,0,0,0,0,0,42,49,0,0,0,1,78,12,0,0,0,91,0,0,0,0,79,12,0,1
681,2005-09-01,43.18458,145.2869,0,0,0,0,0,3,75,13,0,0,0,0,0,0,0,56,35,0,0,0,9,62,20,0,0,0,90,1,0,0,0,82,9,0,0
682,2005-09-01,40.52645,141.29813,0,87,4,0,0,11,55,9,10,0,0,0,0,0,0,12,78,0,0,0,7,67,17,0,0,0,90,1,0,0,0,83,8,0,1
683,2005-09-01,40.37086,141.08853,0,91,0,0,0,3,83,1,0,0,0,0,0,0,0,14,76,0,0,0,7,67,17,0,0,0,90,1,0,0,0,81,10,0,1
685,2005-09-01,40.05725,140.67302,0,91,0,0,0,6,84,1,0,0,0,0,0,0,0,7,83,1,0,0,6,68,17,0,0,0,90,1,0,0,0,79,12,0,1
700,2005-09-01,34.26524,134.31793,0,0,0,0,3,25,50,11,2,0,0,0,0,0,0,35,56,0,0,0,3,77,11,0,0,0,91,0,0,0,0,78,13,0,0
713,2005-09-01,46.00672,150.06848,0,0,0,0,0,12,78,1,0,0,0,0,0,0,0,1,84,6,0,0,9,62,20,0,0,0,91,0,0,0,0,85,6,0,0
724,2005-09-01,40.40696,140.71059,0,91,0,0,0,16,75,0,0,0,0,0,0,0,0,9,81,0,1,0,6,68,17,0,0,0,90,1,0,0,0,82,9,0,1
727,2005-09-01,39.93164,140.09212,0,0,0,0,0,7,66,11,6,0,0,27,15,0,0,0,59,17,10,0,7,69,15,0,0,0,91,0,0,0,0,81,10,0,0
740,2005-09-01,33.52048,133.31532,0,91,0,0,0,6,56,14,9,0,0,0,0,0,0,11,80,0,0,0,1,79,11,0,0,0,90,1,0,0,0,80,11,0,1
742,2005-09-01,33.1468,132.99045,0,91,0,0,0,15,72,4,0,0,0,0,0,0,0,11,80,0,0,0,0,79,12,0,0,0,91,0,0,0,0,82,9,0,1
758,2005-09-01,0.93855,117.5714,0,0,0,0,0,10,43,17,21,0,0,0,0,0,0,13,60,18,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
762,2005-09-01,52.17063,-174.4278,0,0,0,0,0,8,78,5,0,0,0,0,0,0,0,3,74,14,0,0,10,62,19,0,0,0,91,0,0,0,0,86,5,0,0
774,2005-09-01,42.43258,143.1301,0,90,0,1,6,13,66,1,0,0,0,42,0,0,0,48,43,0,0,0,9,64,18,0,0,0,91,0,0,0,0,83,8,0,1
784,2005-09-01,35.16678,134.48071,0,91,0,0,0,1,81,8,1,0,0,0,0,0,0,11,78,2,0,0,4,76,11,0,0,0,91,0,0,0,0,77,14,0,1
785,2005-09-01,34.98525,134.30972,0,91,0,0,0,18,55,18,0,0,0,0,0,0,0,16,74,1,0,0,2,77,12,0,0,0,91,0,0,0,0,77,14,0,1
810,2005-09-01,1.64342,117.57775,0,0,0,0,0,0,51,12,1,0,0,0,0,0,0,8,64,19,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
823,2005-09-01,42.92421,143.41234,0,90,0,1,1,5,72,13,0,0,0,6,0,0,0,54,37,0,0,0,9,62,20,0,0,0,88,3,0,0,0,81,10,0,1
828,2005-09-01,41.26096,140.9989,0,0,0,0,0,14,74,3,0,0,0,0,0,0,0,1,84,5,1,0,5,70,16,0,0,0,91,0,0,0,0,83,8,0,0
840,2005-09-01,33.87015,132.96669,0,91,0,0,10,23,58,0,0,0,0,0,0,0,0,18,73,0,0,0,1,80,10,0,0,0,90,1,0,0,0,75,16,0,1
859,2005-09-01,5.073,118.35729,0,0,0,0,0,0,68,22,0,0,0,0,0,0,0,37,44,10,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
863,2005-09-01,2.06671,117.509,0,0,0,0,0,7,78,6,0,0,0,0,0,0,0,3,64,24,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
867,2005-09-01,0.94875,117.21203,0,0,0,0,0,0,81,6,0,0,0,0,0,0,0,9,63,19,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
881,2005-09-01,41.13896,140.40379,0,0,0,0,7,11,66,6,0,0,0,0,0,0,0,13,45,18,9,0,6,70,15,0,0,0,91,0,0,0,0,83,8,0,0
890,2005-09-01,32.90825,131.82942,0,91,0,0,1,2,53,28,6,0,0,0,0,0,0,27,64,0,0,0,3,77,11,0,0,0,91,0,0,0,0,76,15,0,1
893,2005-09-01,32.3317,131.36182,0,91,0,0,0,3,60,23,5,0,0,0,0,0,0,31,60,0,0,0,2,78,11,0,0,0,91,0,0,0,0,82,9,0,1
895,2005-09-01,31.94414,131.05481,0,91,0,0,0,21,64,6,0,0,0,0,0,0,0,25,65,1,0,0,1,78,12,0,0,0,91,0,0,0,0,84,7,0,1
901,2005-09-01,16.3591,122.125,0,0,0,0,1,7,83,0,0,0,0,0,0,0,0,54,37,0,0,0,1,88,2,0,0,0,91,0,0,0,0,91,0,0,0
905,2005-09-01,14.18683,121.24693,0,0,0,0,6,4,80,1,0,0,0,0,0,0,0,46,44,1,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,0
910,2005-09-01,12.95731,120.77753,0,0,0,0,0,38,28,18,5,0,0,0,0,0,0,34,49,8,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
914,2005-09-01,4.94835,118.13134,0,0,0,0,5,8,52,25,0,0,0,0,0,0,0,42,35,14,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
923,2005-09-01,1.09291,117.06889,0,0,0,0,0,0,70,14,2,0,0,0,0,0,0,8,62,21,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
939,2005-09-01,35.14726,133.44249,0,91,0,0,0,13,78,0,0,0,0,0,0,0,0,11,74,5,0,0,2,74,15,0,0,0,91,0,0,0,0,76,15,0,1
947,2005-09-01,32.69456,131.34071,0,91,0,0,0,15,61,5,4,0,0,0,0,0,0,21,70,0,0,0,3,77,11,0,0,0,91,0,0,0,0,76,15,0,1
953,2005-09-01,31.52595,130.42607,0,0,0,0,3,23,65,0,0,0,0,0,0,0,0,7,70,13,0,0,3,77,11,0,0,0,91,0,0,0,0,88,3,0,0
954,2005-09-01,31.32897,130.27689,0,0,0,0,14,9,53,14,0,0,0,0,0,0,0,1,75,14,0,0,2,77,12,0,0,0,91,0,0,0,0,90,1,0,0
971,2005-09-01,4.82195,117.90593,0,0,0,0,1,11,52,26,1,0,0,0,0,0,0,40,34,17,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
972,2005-09-01,4.55096,117.82818,0,0,0,0,0,19,67,5,0,0,0,0,0,0,0,40,31,20,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
976,2005-09-01,3.45911,117.52112,0,0,0,0,0,5,49,30,7,0,0,0,0,0,0,6,63,22,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
983,2005-09-01,1.23618,116.9254,0,0,0,0,0,0,44,13,0,0,0,0,0,0,0,6,65,20,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1001,2005-09-01,41.51928,140.05383,0,0,0,0,0,9,77,5,0,0,0,0,0,0,0,10,49,16,4,0,6,70,15,0,0,0,91,0,0,0,0,84,7,0,0
1003,2005-09-01,35.13641,133.09662,0,91,0,0,0,17,74,0,0,0,0,0,0,0,0,9,76,5,1,0,2,73,16,0,0,0,91,0,0,0,0,77,14,0,1
1026,2005-09-01,15.69651,121.41187,0,0,0,0,4,15,30,27,9,0,0,0,0,0,0,19,72,0,0,0,1,84,6,0,0,0,91,0,0,0,0,91,0,0,0
1027,2005-09-01,15.45481,121.31487,0,0,0,0,0,8,71,5,0,0,0,0,0,0,0,16,75,0,0,0,2,83,6,0,0,0,91,0,0,0,0,91,0,0,0
1036,2005-09-01,11.7515,119.92213,0,0,0,0,9,12,55,10,0,0,0,0,0,0,0,0,56,32,1,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1039,2005-09-01,5.77328,117.99339,0,0,0,0,0,16,43,17,1,0,0,0,0,0,0,6,75,10,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1054,2005-09-01,1.65939,116.85442,0,0,0,0,0,0,35,28,1,0,0,0,0,0,0,4,66,21,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1063,2005-09-01,43.70929,142.72864,0,91,0,0,0,0,54,5,0,0,0,0,0,0,0,43,48,0,0,0,8,63,20,0,0,0,85,6,0,0,0,81,10,0,1
1075,2005-09-01,35.12339,132.75087,0,89,2,0,0,8,77,6,0,0,0,0,0,0,0,6,81,4,0,0,3,72,16,0,0,0,91,0,0,0,0,77,14,0,1
1090,2005-09-01,17.99212,122.14766,0,0,0,0,0,15,65,11,0,0,0,0,0,0,0,9,82,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,0
1094,2005-09-01,17.04343,121.74413,0,0,0,0,0,0,32,1,6,0,0,0,0,0,0,54,37,0,0,0,3,70,18,0,0,0,91,0,0,0,0,91,0,0,4
1098,2005-09-01,16.08475,121.34958,0,0,0,0,0,9,59,17,6,0,0,0,0,0,0,13,78,0,0,0,1,84,6,0,0,0,91,0,0,0,0,91,0,0,0
1100,2005-09-01,15.60164,121.15559,0,0,0,0,0,7,64,11,2,0,0,0,0,0,0,14,77,0,0,0,3,80,8,0,0,0,91,0,0,0,0,91,0,0,0
1105,2005-09-01,10.88268,119.4156,0,0,0,0,0,14,71,6,0,0,0,0,0,0,0,21,44,25,1,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1112,2005-09-01,5.10684,117.61075,0,0,0,0,0,0,59,12,1,0,0,0,0,0,0,13,59,19,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0
1118,2005-09-01,3.46844,117.15343,0,0,0,0,0,0,58,30,3,0,0,0,0,0,0,11,60,20,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1122,2005-09-01,2.36007,116.85626,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,4,64,23,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1131,2005-09-01,44.34706,143.24632,0,0,0,0,1,11,55,23,1,0,0,38,1,0,0,17,73,1,0,0,10,63,18,0,0,0,89,2,0,0,0,81,10,0,0
1137,2005-09-01,43.45339,141.87482,0,88,3,0,0,14,66,1,0,0,0,0,1,1,0,17,74,0,0,0,7,65,19,0,0,0,90,1,0,0,0,81,10,0,1
1158,2005-09-01,17.90355,121.88356,0,0,0,0,0,45,46,0,0,0,0,0,0,0,0,6,85,0,0,0,2,84,5,0,0,0,91,0,0,0,0,91,0,0,0
1162,2005-09-01,16.95161,121.48343,0,0,0,0,0,0,45,4,1,0,0,0,0,0,0,12,79,0,0,0,3,73,15,0,0,0,91,0,0,0,0,91,0,0,0
1169,2005-09-01,15.26165,120.80451,0,0,0,0,8,13,70,0,0,0,0,0,0,0,0,14,77,0,0,0,5,81,5,0,0,0,91,0,0,0,0,91,0,0,0
1180,2005-09-01,4.15869,117.15723,0,0,0,0,0,6,55,25,5,0,0,0,0,0,0,16,49,26,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1186,2005-09-01,2.50078,116.71084,0,0,0,0,0,0,25,13,2,0,0,0,0,0,0,4,63,24,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1187,2005-09-01,2.2216,116.63776,0,0,0,0,0,0,36,8,0,0,0,0,0,0,0,3,66,22,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1211,2005-09-01,42.40375,139.94408,2,84,3,2,0,5,85,1,0,0,0,0,0,0,0,7,55,25,4,0,9,66,16,0,0,0,91,0,0,0,0,83,8,0,1
1214,2005-09-01,34.13977,131.25385,0,91,0,0,2,13,66,10,0,0,0,0,0,0,0,0,71,12,7,0,0,78,13,0,0,0,91,0,0,0,0,76,15,0,1
1226,2005-09-01,16.85798,121.2233,0,0,0,0,0,10,62,4,7,0,0,0,0,0,0,0,91,0,0,0,3,83,5,0,0,0,91,0,0,0,0,91,0,0,0
1245,2005-09-01,4.84509,117.16109,0,0,0,0,0,0,48,23,0,0,0,0,0,0,0,10,54,27,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0
1251,2005-09-01,3.19657,116.71178,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,7,61,23,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1263,2005-09-01,53.43754,-168.05582,0,0,0,0,0,14,77,0,0,0,0,0,0,0,0,8,79,4,0,0,12,59,20,0,0,0,91,0,0,0,0,86,5,0,0
1277,2005-09-01,33.14309,130.13904,0,0,0,0,0,13,78,0,0,0,0,0,0,0,0,2,78,10,0,0,2,77,12,0,0,0,91,0,0,0,0,76,15,0,0
1282,2005-09-01,17.72096,121.35709,0,0,0,0,0,9,66,15,0,0,0,0,0,0,0,0,91,0,0,0,5,80,6,0,0,0,91,0,0,0,0,91,0,0,0
1283,2005-09-01,17.48228,121.25791,0,0,0,0,0,17,58,10,6,0,0,0,0,0,0,0,91,0,0,0,5,79,7,0,0,0,91,0,0,0,0,91,0,0,0
1291,2005-09-01,15.55053,120.48444,0,0,0,0,0,56,35,0,0,0,0,0,0,0,0,4,86,1,0,0,8,80,3,0,0,0,91,0,0,0,0,91,0,0,0
1294,2005-09-01,14.81576,120.20324,0,0,0,0,0,0,78,13,0,0,0,0,0,0,0,14,64,13,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1301,2005-09-01,5.52774,117.16499,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,2,73,16,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0
1307,2005-09-01,3.88839,116.71272,0,0,0,0,0,7,43,20,4,0,0,0,0,0,0,16,49,26,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1312,2005-09-01,2.50034,116.34637,0,0,0,0,0,0,61,0,8,0,0,0,0,0,0,4,65,22,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1313,2005-09-01,2.22026,116.27422,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,3,65,22,1,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0
1321,2005-09-01,53.51503,-166.92442,0,0,0,0,3,25,56,7,0,0,0,0,0,0,0,0,91,0,0,0,11,61,19,0,0,0,91,0,0,0,0,86,5,0,0
