index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,[ALL]_Q0.1
40932,2006-12-01,54.70117,-106.20072,76,0,14,0,0,0,0,0,0,0,0,59,30,1,0,17,53,12,8,0,0,83,7,0,0,0,90,0,0,0,0,85,5,0,1
40936,2006-12-01,55.60774,-106.62621,79,3,8,0,0,0,0,0,0,0,1,37,32,4,0,0,72,8,7,0,0,82,8,0,0,0,90,0,0,0,0,86,4,0,1
40937,2006-12-01,55.83371,-106.73599,79,3,8,0,0,0,0,0,0,0,1,47,32,4,0,4,68,9,8,0,0,82,8,0,0,0,90,0,0,0,0,86,4,0,1
40944,2006-12-01,57.408,-107.54573,87,0,3,0,0,0,0,0,0,0,0,56,29,5,0,0,72,12,6,0,0,83,7,0,0,0,88,2,0,0,0,83,7,0,1
40948,2006-12-01,58.30151,-108.04341,87,0,3,0,0,0,0,0,0,0,0,80,10,0,0,0,72,10,8,0,0,84,6,0,0,0,90,0,0,0,0,81,9,0,1
40962,2006-12-01,61.82842,-110.33923,77,0,13,0,0,0,0,0,0,0,0,55,35,0,0,0,74,15,1,0,0,87,3,0,0,0,89,1,0,0,0,80,10,0,1
40968,2006-12-01,63.56088,-111.70988,0,0,0,0,0,0,0,0,0,2,3,50,30,0,0,0,76,3,9,0,0,87,3,0,0,0,88,2,0,0,0,79,11,0,4
40997,2006-12-01,72.17064,-123.08485,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,89,1,0,0,0,88,2,0,4
41000,2006-12-01,72.73998,-124.31509,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,88,2,0,0,0,88,2,0,4
41006,2006-12-01,72.73998,124.31509,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,2,87,1,0,0,0,89,1,0,1
41013,2006-12-01,71.39885,121.56181,90,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,1,88,1,0,1
41021,2006-12-01,69.81739,118.86716,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,88,0,2,0,0,90,0,0,0,0,90,0,0,0,1,89,0,0,1
41028,2006-12-01,68.39841,116.83405,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,87,1,2,0,0,90,0,0,0,0,89,1,0,0,0,89,1,0,1
41031,2006-12-01,67.7816,116.04182,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,86,2,2,0,0,90,0,0,0,0,88,2,0,0,0,89,1,0,1
41036,2006-12-01,66.74321,114.81419,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,84,4,2,0,0,89,1,0,0,0,88,2,0,0,0,89,1,0,1
41052,2006-12-01,63.34556,111.52901,90,0,0,0,0,0,0,0,0,0,0,25,54,11,0,0,75,11,3,0,0,87,3,0,0,0,87,3,0,0,2,84,4,0,1
41055,2006-12-01,62.69743,111.00322,90,0,0,0,0,0,0,0,0,0,0,29,61,0,0,0,74,13,2,0,0,86,4,0,0,0,87,3,0,0,4,81,5,0,1
41067,2006-12-01,60.07472,109.12523,90,0,0,0,0,0,0,0,0,0,0,21,27,42,0,0,79,8,1,0,0,84,6,0,0,2,87,1,0,0,2,83,5,0,1
41069,2006-12-01,59.63319,108.84322,90,0,0,0,0,0,0,0,0,0,0,20,27,31,0,0,78,9,3,0,0,84,6,0,0,2,88,0,0,0,3,83,4,0,1
41072,2006-12-01,58.96866,108.43495,90,0,0,0,0,0,0,0,0,0,0,17,27,27,0,0,75,12,3,0,0,83,7,0,0,0,90,0,0,0,1,85,4,0,1
41084,2006-12-01,56.28487,106.95985,90,0,0,0,0,0,0,0,0,0,0,20,27,43,0,0,78,9,3,0,0,83,7,0,0,0,90,0,0,0,0,87,3,0,1
41087,2006-12-01,55.60774,106.62621,90,0,0,0,0,0,0,0,0,0,0,32,36,22,0,0,78,9,3,0,0,82,8,0,0,0,90,0,0,0,0,88,2,0,1
41092,2006-12-01,54.47386,106.09764,90,0,0,0,0,0,0,0,0,0,0,74,16,0,0,3,70,9,8,0,0,82,8,0,0,0,89,1,0,0,0,89,1,0,1
41094,2006-12-01,54.01848,105.89527,90,0,0,0,0,0,0,0,0,0,11,65,14,0,0,3,69,10,8,0,0,82,8,0,0,0,89,1,0,0,0,89,1,0,1
41098,2006-12-01,53.10457,105.50504,90,0,0,0,0,0,0,0,0,0,16,73,1,0,0,0,68,12,7,0,0,82,8,0,0,0,90,0,0,0,0,89,1,0,1
41101,2006-12-01,52.41644,105.22443,90,0,0,0,0,0,0,0,0,0,0,86,4,0,0,8,59,14,6,0,0,81,9,0,0,0,90,0,0,0,0,89,1,0,1
41107,2006-12-01,50.80179,104.60674,90,0,0,0,0,0,0,0,0,0,21,69,0,0,0,8,65,10,7,0,0,81,9,0,0,0,90,0,0,0,0,88,2,0,1
41112,2006-12-01,49.64079,104.19474,90,0,0,0,0,0,0,0,0,0,11,79,0,0,0,10,59,12,9,0,0,81,9,0,0,0,90,0,0,0,0,89,1,0,1
41123,2006-12-01,47.064,103.36396,89,0,1,0,0,0,0,0,0,0,15,47,0,0,0,18,58,14,0,0,0,81,9,0,0,0,87,3,0,0,0,88,2,0,1
41125,2006-12-01,46.59213,103.22307,87,0,3,0,0,0,5,0,0,0,31,52,0,0,0,15,69,6,0,0,0,81,9,0,0,0,86,4,0,0,0,88,2,0,1
41156,2006-12-01,39.1404,101.36141,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,72,14,4,0,0,79,11,0,0,0,89,1,0,0,0,88,2,0,0
41172,2006-12-01,35.18631,100.58957,77,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,8,0,0,78,12,0,0,2,88,0,0,0,0,89,1,0,1
41179,2006-12-01,33.43116,100.28357,70,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,67,10,3,0,0,79,11,0,0,3,87,0,0,0,0,90,0,0,1
41183,2006-12-01,32.42096,100.11644,63,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,5,0,0,79,11,0,0,0,87,3,0,0,0,90,0,0,2
41186,2006-12-01,31.65975,99.99458,13,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,72,13,5,0,0,79,11,0,0,0,87,3,0,0,1,89,0,0,2
41190,2006-12-01,30.63994,99.83656,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,71,19,0,0,0,80,10,0,0,0,88,2,0,0,1,89,0,0,2
41206,2006-12-01,26.50234,99.25103,0,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,80,10,0,0,0,90,0,0,0,0,90,0,0,2
41208,2006-12-01,25.97825,99.18266,0,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,79,11,0,0,0,90,0,0,0,0,90,0,0,2
41226,2006-12-01,21.18638,98.60967,0,71,0,19,0,0,39,15,13,0,0,0,0,0,0,0,56,34,0,0,0,80,10,0,0,0,90,0,0,0,0,90,0,0,3
41228,2006-12-01,20.64515,98.55035,0,0,0,0,0,0,52,8,0,0,0,0,0,0,0,0,60,30,0,0,2,78,10,0,0,0,90,0,0,0,0,90,0,0,0
41232,2006-12-01,19.55709,98.43413,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,56,34,0,0,2,79,9,0,0,0,90,0,0,0,0,90,0,0,0
41241,2006-12-01,17.08054,98.18375,0,0,0,0,0,20,57,1,0,0,0,0,0,0,0,0,57,33,0,0,0,86,4,0,0,0,90,0,0,0,0,90,0,0,0
41242,2006-12-01,16.80285,98.15684,0,0,0,0,0,0,79,5,0,0,0,0,0,0,0,0,60,30,0,0,0,87,3,0,0,0,90,0,0,0,0,90,0,0,0
41252,2006-12-01,4.61014,97.16625,0,0,0,0,0,7,75,0,1,0,0,0,0,0,0,0,63,27,0,0,1,88,1,0,0,0,90,0,0,0,0,90,0,0,0
41255,2006-12-01,3.69372,97.10458,0,0,0,0,1,20,69,0,0,0,0,0,0,0,0,0,71,19,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,0
41256,2006-12-01,16.28516,-97.9175,0,0,0,0,0,22,36,24,6,0,0,0,0,0,0,0,89,1,0,0,0,83,7,0,0,0,89,1,0,0,0,90,0,0,0
41272,2006-12-01,20.68544,-98.35435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,7,0,0,0,77,13,0,0,0,90,0,0,0,0,90,0,0,0
41274,2006-12-01,21.22681,-98.41235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,0,0,1,78,11,0,0,0,90,0,0,0,0,90,0,0,0
41294,2006-12-01,26.54447,-99.03948,0,90,0,0,0,0,16,4,0,0,0,0,0,0,0,0,89,1,0,0,0,83,7,0,0,0,90,0,0,0,0,89,1,0,3
41295,2006-12-01,26.80602,-99.07328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0,0,0,83,7,0,0,0,90,0,0,0,0,89,1,0,0
41310,2006-12-01,30.68376,-99.61211,0,71,19,0,0,0,0,0,0,0,0,0,0,0,0,0,81,9,0,0,0,77,13,0,0,0,89,1,0,0,0,86,4,0,3
41319,2006-12-01,32.97166,-99.96695,0,45,45,0,0,0,12,0,0,0,0,0,0,0,0,6,77,7,0,0,0,78,12,0,0,1,89,0,0,0,0,87,3,0,2
41322,2006-12-01,33.72819,-100.09106,0,38,52,0,0,0,4,7,0,0,0,0,0,0,0,10,77,3,0,0,0,79,11,0,0,1,89,0,0,0,0,88,2,0,2
41326,2006-12-01,34.73232,-100.26138,1,38,51,0,0,0,1,6,2,0,0,0,0,0,0,0,87,3,0,0,0,80,10,0,0,0,89,1,0,0,0,88,2,0,2
41327,2006-12-01,34.98254,-100.30485,1,37,52,0,0,0,7,6,0,0,0,0,0,0,0,0,86,4,0,0,0,78,12,0,0,0,89,1,0,0,1,87,2,0,2
41329,2006-12-01,35.48204,-100.39289,1,33,56,0,0,0,0,12,0,0,0,0,0,0,0,0,86,4,0,0,0,78,12,0,0,0,88,2,0,0,2,86,2,0,2
41330,2006-12-01,35.73132,-100.43748,1,33,56,0,0,0,12,0,0,0,0,0,0,0,0,0,85,5,0,0,0,78,12,0,0,0,88,2,0,0,2,86,2,0,2
41346,2006-12-01,39.67822,-101.20595,45,6,39,0,0,0,0,0,0,0,0,9,15,35,0,0,20,12,31,0,0,77,13,0,0,0,90,0,0,0,2,88,0,0,2
41360,2006-12-01,43.07095,-101.97614,25,1,64,0,0,0,0,0,0,0,0,11,3,0,0,0,85,5,0,0,0,79,11,0,0,0,90,0,0,0,3,87,0,0,2
41372,2006-12-01,45.93653,-102.72436,37,1,52,0,0,0,0,0,0,0,0,12,0,0,0,27,48,14,1,0,0,82,8,0,0,0,90,0,0,0,3,86,1,0,2
41380,2006-12-01,47.82597,-103.2764,72,0,18,0,0,0,0,0,0,0,0,88,0,0,0,8,62,20,0,0,0,83,7,0,0,0,90,0,0,0,3,86,1,0,1
41395,2006-12-01,51.32468,-104.44903,67,1,22,0,0,0,0,0,0,0,1,60,26,3,0,0,65,17,8,0,0,81,9,0,0,1,89,0,0,0,2,86,2,0,1
41399,2006-12-01,52.24807,-104.79676,88,0,2,0,0,0,0,0,0,0,0,43,20,27,0,1,66,17,6,0,0,83,7,0,0,2,87,1,0,0,2,86,2,0,1
41407,2006-12-01,54.08268,-105.54368,77,1,12,0,0,0,0,0,0,0,1,68,5,0,0,3,67,10,8,0,0,82,8,0,0,0,90,0,0,0,0,85,5,0,1
41420,2006-12-01,57.02877,-106.92751,81,1,7,1,0,0,0,0,0,0,0,56,28,6,0,0,72,15,3,0,0,83,7,0,0,0,88,2,0,0,0,84,6,0,1
41423,2006-12-01,57.70228,-107.2815,88,0,2,0,0,0,0,0,0,0,0,58,30,2,0,0,72,11,7,0,0,83,7,0,0,0,88,2,0,0,0,83,7,0,1
41434,2006-12-01,60.37119,-108.85316,83,0,7,0,0,0,0,0,0,0,0,90,0,0,0,0,72,14,3,0,0,87,3,0,0,0,87,3,0,0,0,79,11,0,1
41447,2006-12-01,63.64567,-111.2505,0,0,0,0,0,0,0,0,0,1,3,42,30,0,0,0,76,3,9,0,0,87,3,0,0,0,89,1,0,0,0,79,11,0,4
41451,2006-12-01,64.72001,-112.18401,0,0,0,0,0,0,0,0,0,0,6,84,0,0,0,0,77,11,2,0,0,89,1,0,0,0,89,1,0,0,0,81,9,0,4
41468,2006-12-01,68.29506,-116.02959,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,85,2,3,0,0,90,0,0,0,0,88,2,0,0,0,84,6,0,4
41473,2006-12-01,71.90747,-121.70143,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,89,1,0,0,0,88,2,0,4
41487,2006-12-01,72.29417,122.47119,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,89,1,0,0,0,90,0,0,0,1,89,0,0,0,0,89,1,0,1
41490,2006-12-01,71.71284,121.32869,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,1,88,1,0,1
41498,2006-12-01,70.12817,118.61046,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,0,1,89,0,0,1
41504,2006-12-01,68.91136,116.84051,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,87,2,1,0,0,90,0,0,0,0,89,1,0,0,0,89,1,0,1
41512,2006-12-01,67.25736,114.77514,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,84,3,3,0,0,90,0,0,0,0,88,2,0,0,0,89,1,0,1
41516,2006-12-01,66.41851,113.85047,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,83,5,2,0,0,90,0,0,0,0,88,2,0,0,0,89,1,0,1
41518,2006-12-01,65.99639,113.41212,90,0,0,0,0,0,0,0,0,0,0,87,3,0,0,0,82,2,6,0,0,89,1,0,0,0,89,1,0,0,0,87,3,0,1
41521,2006-12-01,65.36002,112.7824,90,0,0,0,0,0,0,0,0,0,0,57,33,0,0,0,80,3,7,0,0,88,2,0,0,0,88,2,0,0,0,86,4,0,1
41522,2006-12-01,65.14708,112.57957,90,0,0,0,0,0,0,0,0,0,0,52,38,0,0,0,78,5,7,0,0,87,3,0,0,0,87,3,0,0,0,86,4,0,1
41535,2006-12-01,62.34471,110.22486,90,0,0,0,0,0,0,0,0,0,0,30,58,2,0,0,73,14,2,0,0,86,4,0,0,0,88,2,0,0,4,80,6,0,1
41550,2006-12-01,59.04187,108.03429,90,0,0,0,0,0,0,0,0,0,0,17,26,27,0,0,74,12,3,0,0,83,7,0,0,1,89,0,0,0,1,85,4,0,1
41552,2006-12-01,58.59646,107.77641,90,0,0,0,0,0,0,0,0,0,0,17,26,30,0,0,69,13,6,0,0,82,8,0,0,0,90,0,0,0,1,85,4,0,1
41560,2006-12-01,56.80373,106.81263,90,0,0,0,0,0,0,0,0,0,0,19,28,43,0,0,74,13,2,0,0,83,7,0,0,0,90,0,0,0,0,86,4,0,1
41564,2006-12-01,55.9009,106.36784,90,0,0,0,0,0,0,0,0,0,0,23,34,33,0,0,78,9,3,0,0,82,8,0,0,0,90,0,0,0,0,89,1,0,1
41590,2006-12-01,49.46579,103.79948,90,0,0,0,0,0,0,0,0,0,14,76,0,0,0,14,62,14,0,0,0,81,9,0,0,0,88,2,0,0,0,89,1,0,1
41596,2006-12-01,48.061,103.34872,90,0,0,0,0,0,0,0,0,0,5,60,0,0,0,14,44,32,0,0,0,81,9,0,0,0,87,3,0,0,0,88,2,0,1
41601,2006-12-01,46.88332,102.99461,87,0,3,0,0,0,0,0,0,0,28,55,0,0,0,16,64,10,0,0,0,81,9,0,0,0,87,3,0,0,0,88,2,0,1
41611,2006-12-01,44.50852,102.33909,0,0,0,0,0,0,0,0,0,0,0,83,6,0,0,0,50,37,3,0,0,78,12,0,0,0,89,1,0,0,0,87,3,0,4
41614,2006-12-01,43.79094,102.15495,0,0,0,0,0,0,0,0,0,0,0,46,44,0,0,0,69,21,0,0,0,78,12,0,0,0,87,3,0,0,0,87,3,0,4
41629,2006-12-01,40.16627,101.30993,0,0,0,0,0,0,52,38,0,0,0,0,0,0,0,0,68,12,7,0,0,78,12,0,0,0,86,4,0,0,0,88,2,0,0
41636,2006-12-01,38.45302,100.95406,62,0,28,0,0,0,0,0,0,0,0,89,0,0,0,0,76,13,1,0,0,79,11,0,0,0,90,0,0,0,0,89,1,0,1
41639,2006-12-01,37.71437,100.80823,78,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,68,19,3,0,0,80,10,0,0,0,90,0,0,0,1,88,1,0,1
41640,2006-12-01,37.46756,100.76047,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,68,19,3,0,0,80,10,0,0,0,90,0,0,0,1,88,1,0,1
41700,2006-12-01,21.76636,98.47115,0,0,0,0,0,0,43,2,1,0,0,0,0,0,0,0,55,35,0,0,1,79,10,0,0,0,90,0,0,0,0,90,0,0,0
41702,2006-12-01,21.22681,98.41235,0,82,0,8,0,0,58,16,0,0,0,0,0,0,0,0,55,35,0,0,0,80,10,0,0,0,90,0,0,0,0,90,0,0,3
41734,2006-12-01,17.1585,-97.80791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0,0,0,82,8,0,0,0,90,0,0,0,0,90,0,0,0
41745,2006-12-01,20.18142,-98.10225,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,85,5,0,0,0,78,12,0,0,0,90,0,0,0,0,90,0,0,0
41763,2006-12-01,25.00741,-98.63451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3,0,0,0,84,6,0,0,0,89,1,0,0,0,90,0,0,0
41770,2006-12-01,26.84727,-98.86072,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,0,0,0,83,7,0,0,0,90,0,0,0,0,89,1,0,3
41772,2006-12-01,27.36939,-98.92753,0,90,0,0,0,0,14,0,0,0,0,0,0,0,0,0,83,7,0,0,0,80,10,0,0,0,90,0,0,0,0,88,2,0,3
41778,2006-12-01,28.9266,-99.13409,0,90,0,0,0,0,25,13,7,0,0,0,0,0,0,0,85,5,0,0,0,79,11,0,0,0,90,0,0,0,0,86,4,0,3
41810,2006-12-01,37.01911,-100.41785,2,14,74,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,0,0,0,77,13,0,0,0,90,0,0,0,2,88,0,0,2
41818,2006-12-01,38.99132,-100.79655,42,1,46,1,0,0,0,0,0,0,0,12,21,29,0,0,20,10,21,0,0,77,13,0,0,2,88,0,0,0,1,89,0,0,2
41826,2006-12-01,40.94492,-101.20344,43,3,44,0,0,0,0,0,0,0,0,20,36,9,0,0,29,36,20,0,0,79,11,0,0,0,90,0,0,0,2,88,0,0,2
41829,2006-12-01,41.67287,-101.36394,47,3,40,0,0,0,0,0,0,0,0,35,24,7,0,0,44,42,4,0,0,79,11,0,0,0,90,0,0,0,2,88,0,0,1
41835,2006-12-01,43.12136,-101.69894,25,1,64,0,0,0,0,0,0,0,0,11,2,0,0,0,85,4,1,0,0,79,11,0,0,0,90,0,0,0,3,87,0,0,2
41836,2006-12-01,43.36183,-101.75668,22,1,67,0,0,0,0,0,0,0,0,11,2,0,0,0,80,5,5,0,0,79,11,0,0,0,90,0,0,0,3,87,0,0,2
41837,2006-12-01,43.60203,-101.81497,21,1,68,0,0,0,0,0,0,0,0,82,5,0,0,1,79,5,0,0,0,78,12,0,0,0,90,0,0,0,3,87,0,0,4
41844,2006-12-01,45.27599,-102.2396,37,0,53,0,0,0,0,0,0,0,0,12,0,0,0,10,65,10,5,0,0,81,9,0,0,0,90,0,0,0,3,87,0,0,2
41856,2006-12-01,48.11611,-103.04189,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,68,16,6,0,0,83,7,0,0,0,90,0,0,0,3,86,1,0,4
41873,2006-12-01,52.07745,-104.37278,90,0,0,0,0,0,0,0,0,0,0,43,20,25,0,1,66,17,6,0,0,83,7,0,0,1,89,0,0,0,2,86,2,0,1
41875,2006-12-01,52.53876,-104.54704,90,0,0,0,0,0,0,0,0,0,0,45,43,2,0,2,65,16,7,0,0,83,7,0,0,1,88,1,0,0,1,86,3,0,1
41896,2006-12-01,57.32165,-106.66087,0,0,0,0,0,0,0,0,0,0,0,56,29,5,0,0,72,13,5,0,0,83,7,0,0,0,88,2,0,0,0,83,7,0,4
41911,2006-12-01,60.88749,-108.71859,83,0,7,0,0,0,0,0,0,0,0,90,0,0,0,0,68,18,3,0,0,87,3,0,0,0,87,3,0,0,0,79,11,0,1
41913,2006-12-01,61.32807,-109.01077,77,0,13,0,0,0,0,0,0,0,0,88,2,0,0,0,67,18,4,0,0,87,3,0,0,0,85,5,0,0,0,79,11,0,1
41917,2006-12-01,62.20553,-109.62225,82,0,8,0,0,0,0,0,0,0,0,55,35,0,0,0,74,9,7,0,0,86,4,0,0,0,87,3,0,0,0,79,11,0,1
41926,2006-12-01,64.37637,-111.32946,78,3,9,0,0,0,0,0,0,0,5,85,0,0,0,0,77,6,7,0,0,88,2,0,0,0,89,1,0,0,0,79,11,0,1
41930,2006-12-01,65.2348,-112.09423,0,0,0,0,0,0,0,0,0,5,12,70,3,0,0,0,77,10,3,0,0,89,1,0,0,0,88,2,0,0,0,83,7,0,4
41933,2006-12-01,65.87458,-112.70284,79,0,11,0,0,0,0,0,0,4,13,70,3,0,0,0,83,4,3,0,0,90,0,0,0,0,88,2,0,0,0,82,8,0,1
41935,2006-12-01,66.51069,-113.34401,81,0,9,0,0,0,0,0,0,0,13,76,1,0,0,0,84,3,3,0,0,90,0,0,0,0,88,2,0,0,0,82,8,0,1
41940,2006-12-01,67.56215,-114.4919,87,0,2,1,0,0,0,0,0,0,8,82,0,0,0,0,83,3,3,0,0,90,0,0,0,0,87,3,0,0,0,82,8,0,1
41950,2006-12-01,72.60894,-122.24247,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,89,1,0,0,0,88,2,0,4
41952,2006-12-01,72.99288,-123.05582,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,89,1,0,0,0,88,2,0,4
41955,2006-12-01,73.74913,124.79603,90,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,89,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,1
41962,2006-12-01,72.02637,121.0875,90,0,0,0,0,0,0,0,0,0,0,86,4,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,89,1,0,1
41966,2006-12-01,71.23825,119.65911,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,1,88,1,0,1
41998,2006-12-01,64.59153,111.51588,90,0,0,0,0,0,0,0,0,0,0,42,48,0,0,0,77,6,6,0,0,87,3,0,0,0,86,4,0,0,0,86,4,0,1
42009,2006-12-01,62.20553,109.62225,90,0,0,0,0,0,0,0,0,0,0,30,48,12,0,0,74,13,3,0,0,86,4,0,0,0,86,4,0,0,4,80,6,0,1
42013,2006-12-01,61.32807,109.01077,90,0,0,0,0,0,0,0,0,0,0,28,35,27,0,0,74,13,2,0,0,85,5,0,0,0,86,4,0,0,2,83,5,0,1
42016,2006-12-01,60.66676,108.57572,90,0,0,0,0,0,0,0,0,0,0,24,26,40,0,0,74,13,1,0,0,84,6,0,0,0,88,2,0,0,2,83,5,0,1
42020,2006-12-01,59.78089,108.02473,90,0,0,0,0,0,0,0,0,0,0,20,26,32,0,0,79,7,3,0,0,84,6,0,0,2,88,0,0,0,3,83,4,0,1
42023,2006-12-01,59.1135,107.63179,90,0,0,0,0,0,0,0,0,0,0,18,25,28,0,0,71,13,5,0,0,83,7,0,0,2,88,0,0,0,1,83,6,0,1
42026,2006-12-01,58.44359,107.25511,90,0,0,0,0,0,0,0,0,0,0,16,28,30,0,0,68,14,5,0,0,82,8,0,0,1,89,0,0,0,1,85,4,0,1
42027,2006-12-01,58.21974,107.133,90,0,0,0,0,0,0,0,0,0,0,17,29,43,0,0,67,15,5,0,0,82,8,0,0,1,89,0,0,0,1,85,4,0,1
42061,2006-12-01,50.22227,103.71481,90,0,0,0,0,0,0,0,0,0,34,56,0,0,0,0,72,16,2,0,0,81,9,0,0,0,89,1,0,0,0,88,2,0,1
42062,2006-12-01,49.98925,103.6367,90,0,0,0,0,0,0,0,0,0,34,56,0,0,0,5,69,16,0,0,0,81,9,0,0,0,89,1,0,0,0,89,1,0,1
42064,2006-12-01,49.52247,103.48306,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,10,0,0,0,81,9,0,0,0,87,3,0,0,0,88,2,0,1
42068,2006-12-01,48.5859,103.18576,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,15,57,18,0,0,0,81,9,0,0,0,88,2,0,0,0,88,2,0,1
42080,2006-12-01,45.75191,102.3665,85,0,5,0,0,0,0,8,0,0,12,71,0,0,0,24,63,3,0,0,0,82,8,0,0,0,85,5,0,0,0,88,2,0,1
42084,2006-12-01,44.79903,102.11524,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,57,33,0,0,0,78,12,0,0,0,89,1,0,0,0,88,2,0,4
42085,2006-12-01,44.56016,102.05399,0,0,0,0,0,0,0,0,0,0,0,88,2,0,0,0,50,38,2,0,0,78,12,0,0,0,89,1,0,0,0,87,3,0,4
42108,2006-12-01,38.99132,100.79655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,14,4,0,0,79,11,0,0,0,89,1,0,0,0,89,1,0,0
42120,2006-12-01,35.52726,100.15065,82,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,1,0,0,78,12,0,0,1,89,0,0,0,0,88,2,0,1
42121,2006-12-01,35.27753,100.10743,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,0,78,12,0,0,1,89,0,0,0,0,88,2,0,1
42123,2006-12-01,34.77712,100.02206,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,9,0,0,78,12,0,0,3,87,0,0,0,0,89,1,0,1
42131,2006-12-01,32.76257,99.69444,82,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,7,0,0,79,11,0,0,0,87,2,1,0,0,90,0,0,1
42132,2006-12-01,32.50927,99.65498,77,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,5,0,0,79,11,0,0,0,86,2,2,0,0,90,0,0,1
42142,2006-12-01,29.95732,99.27714,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,77,13,0,0,0,81,9,0,0,0,89,1,0,0,0,90,0,0,2
42145,2006-12-01,29.18483,99.16944,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,62,22,1,0,0,81,9,0,0,1,89,0,0,0,0,90,0,0,2
