index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,[ALL]_Q0.1
223,2002-06-01,1.07295,121.6813,0,0,0,0,3,11,77,1,0,0,0,0,0,0,0,0,81,10,1,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
225,2002-06-01,0.53362,121.51308,0,0,0,0,0,0,34,31,24,0,0,0,0,0,0,0,80,12,0,0,4,88,0,0,0,0,92,0,0,0,0,92,0,0,3
232,2002-06-01,0.69905,121.37634,0,0,0,0,0,1,39,38,13,0,0,0,0,0,0,0,81,11,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
242,2002-06-01,8.11756,123.73778,0,0,0,0,0,32,60,0,0,0,0,0,0,0,0,0,29,55,8,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,8
255,2002-06-01,9.75935,124.1752,0,0,0,0,0,0,84,8,0,0,0,0,0,0,0,0,50,16,26,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
260,2002-06-01,7.53473,123.31063,0,0,0,0,0,2,70,20,0,0,0,0,0,0,0,0,9,31,41,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,7
267,2002-06-01,11.85389,124.83087,0,0,0,0,0,6,77,9,0,0,0,0,0,0,0,0,31,55,6,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,7
269,2002-06-01,9.92453,124.03024,0,0,0,0,1,22,67,2,0,0,0,0,0,0,0,0,44,25,23,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
299,2002-06-01,35.26666,140.3828,0,92,0,0,5,4,47,12,22,0,0,0,0,0,0,0,87,5,0,0,3,89,0,0,0,0,92,0,0,0,0,92,0,0,0
303,2002-06-01,9.1843,123.11134,0,0,0,0,0,13,48,18,13,0,0,0,0,0,0,0,88,4,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
304,2002-06-01,7.93528,122.64238,0,0,0,0,0,35,52,5,0,0,0,0,0,0,0,0,85,7,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
330,2002-06-01,12.1935,123.88918,0,0,0,0,0,0,68,12,12,0,0,0,0,0,0,1,58,17,16,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
356,2002-06-01,10.65336,123.05347,0,0,0,0,0,12,72,8,0,0,0,0,0,0,0,0,32,43,17,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,7
358,2002-06-01,10.16098,122.86187,0,0,0,0,1,26,47,18,0,0,0,0,0,0,0,0,34,41,17,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
359,2002-06-01,9.91373,122.76681,0,0,0,0,0,15,77,0,0,0,0,0,0,0,0,0,40,40,12,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
383,2002-06-01,36.72474,140.16225,0,0,0,0,0,0,74,10,7,0,0,0,0,0,0,0,43,46,3,0,8,84,0,0,0,0,89,3,0,0,0,92,0,0,1
406,2002-06-01,37.40054,140.5853,0,92,0,0,0,30,50,12,0,0,0,0,0,0,0,0,26,60,6,0,1,91,0,0,0,0,90,2,0,0,0,92,0,0,0
419,2002-06-01,35.26069,138.12213,0,92,0,0,0,0,36,24,30,0,0,0,0,0,0,0,24,64,4,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,2
427,2002-06-01,11.37443,122.70316,0,0,0,0,0,16,76,0,0,0,0,0,0,0,0,0,63,25,4,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
428,2002-06-01,11.1289,122.60728,0,0,0,0,0,9,61,9,11,0,0,0,0,0,0,0,59,19,14,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
436,2002-06-01,37.11081,139.83795,0,92,0,0,0,0,50,21,3,0,0,0,0,0,0,0,44,48,0,0,1,91,0,0,0,0,88,4,0,0,0,92,0,0,0
442,2002-06-01,36.12289,138.69705,0,92,0,0,0,0,25,7,0,0,0,0,0,0,0,0,41,51,0,0,0,92,0,0,0,0,90,2,0,0,0,92,0,0,2
448,2002-06-01,35.10822,137.59471,0,92,0,0,0,3,57,18,14,0,0,0,0,0,0,0,34,52,6,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,0
455,2002-06-01,11.53144,122.5532,0,0,0,0,1,40,51,0,0,0,0,0,0,0,0,0,74,18,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
465,2002-06-01,37.78785,140.26003,0,92,0,0,0,0,75,17,0,0,0,0,0,0,0,0,36,49,7,0,0,92,0,0,0,0,90,2,0,0,0,92,0,0,0
468,2002-06-01,37.30291,139.67416,0,92,0,0,0,0,73,17,2,0,0,0,0,0,0,0,56,36,0,0,0,92,0,0,0,0,87,5,0,0,0,92,0,0,0
495,2002-06-01,1.00641,118.86716,0,0,0,0,0,0,74,16,2,0,0,0,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
505,2002-06-01,37.98058,140.0957,0,92,0,0,0,0,73,19,0,0,0,0,0,0,0,0,49,37,6,0,0,92,0,0,0,0,90,2,0,0,0,92,0,0,0
506,2002-06-01,37.81928,139.89909,0,92,0,0,0,0,74,16,0,0,0,0,0,0,0,0,63,29,0,0,0,92,0,0,0,0,89,3,0,0,0,92,0,0,0
521,2002-06-01,35.30959,137.08257,0,0,0,0,0,28,46,9,9,0,0,0,0,0,0,0,62,30,0,0,1,90,1,0,0,0,91,1,0,0,0,92,0,0,1
528,2002-06-01,33.90434,135.67802,0,92,0,0,0,3,64,24,1,0,0,0,0,0,0,0,86,6,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
538,2002-06-01,39.28292,141.34019,0,92,0,0,0,13,69,7,3,0,0,0,0,0,0,0,32,60,0,0,2,90,0,0,0,0,92,0,0,0,0,92,0,0,0
545,2002-06-01,38.17268,139.93024,0,92,0,0,0,0,42,20,0,0,0,0,0,0,0,0,66,25,1,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
547,2002-06-01,37.84848,139.53777,0,92,0,0,0,8,59,5,9,0,0,0,0,0,0,0,81,11,0,0,0,92,0,0,0,0,90,2,0,0,0,92,0,0,0
553,2002-06-01,36.85765,138.38739,0,92,0,0,0,0,31,9,6,0,0,0,0,0,0,0,78,14,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,2
564,2002-06-01,34.97226,136.38036,0,92,0,0,2,29,56,5,0,0,0,0,0,0,0,0,71,21,0,0,1,91,0,0,0,0,90,2,0,0,0,92,0,0,0
574,2002-06-01,1.03258,118.50776,0,0,0,0,0,1,70,5,16,0,0,0,0,0,0,0,84,8,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
577,2002-06-01,39.63329,141.38156,0,92,0,0,0,4,75,5,6,0,0,0,0,0,0,0,33,59,0,0,3,89,0,0,0,0,92,0,0,0,0,92,0,0,0
584,2002-06-01,38.52555,139.96179,0,92,0,0,0,27,48,3,7,0,0,0,0,0,0,0,69,23,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
586,2002-06-01,38.20203,139.56665,0,91,1,0,8,24,42,9,9,0,0,0,0,0,0,0,90,2,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
596,2002-06-01,36.53906,137.65889,0,92,0,0,0,0,44,0,0,0,0,0,0,0,0,0,79,13,0,0,5,87,0,0,0,0,90,2,0,0,0,92,0,0,0
617,2002-06-01,39.98313,141.42348,0,92,0,0,0,0,69,0,2,0,0,0,0,0,0,0,32,60,0,0,3,89,0,0,0,0,92,0,0,0,0,92,0,0,0
635,2002-06-01,35.51472,136.21887,0,92,0,0,0,25,64,3,0,0,0,0,0,0,0,0,84,8,0,0,0,92,0,0,0,0,91,1,0,0,0,92,0,0,0
648,2002-06-01,40.1773,141.25661,0,92,0,0,0,0,67,0,0,0,0,0,0,0,0,0,41,51,0,0,3,89,0,0,0,0,92,0,0,0,0,92,0,0,0
661,2002-06-01,35.87294,136.22633,0,92,0,0,7,10,75,0,0,0,0,0,0,0,0,8,84,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
670,2002-06-01,33.90434,134.32198,0,92,0,0,0,20,67,5,0,0,0,0,0,0,0,0,48,40,4,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
681,2002-06-01,43.18458,145.2869,0,0,0,0,1,11,53,16,11,0,0,0,0,0,0,0,50,42,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
682,2002-06-01,40.52645,141.29813,0,91,1,0,0,28,57,7,0,0,0,0,0,0,0,0,44,48,0,0,2,89,1,0,0,0,92,0,0,0,0,92,0,0,0
683,2002-06-01,40.37086,141.08853,0,92,0,0,0,16,76,0,0,0,0,0,0,0,0,0,45,47,0,0,3,88,1,0,0,0,92,0,0,0,0,92,0,0,0
685,2002-06-01,40.05725,140.67302,0,92,0,0,0,6,69,17,0,0,0,0,0,0,0,0,63,29,0,0,1,91,0,0,0,0,91,1,0,0,0,92,0,0,0
700,2002-06-01,34.26524,134.31793,0,0,0,0,8,19,65,0,0,0,0,0,0,0,0,0,43,49,0,0,4,88,0,0,0,0,92,0,0,0,0,92,0,0,1
713,2002-06-01,46.00672,150.06848,0,0,0,0,0,5,83,4,0,0,0,0,0,0,0,0,84,8,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
724,2002-06-01,40.40696,140.71059,0,92,0,0,0,32,59,1,0,0,0,0,0,0,0,0,63,29,0,0,2,90,0,0,0,0,92,0,0,0,0,92,0,0,0
727,2002-06-01,39.93164,140.09212,0,0,0,0,0,8,72,10,2,0,0,0,0,0,0,0,76,16,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
740,2002-06-01,33.52048,133.31532,0,92,0,0,0,0,72,11,9,0,0,0,0,0,0,0,70,22,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
742,2002-06-01,33.1468,132.99045,0,92,0,0,0,18,72,2,0,0,0,0,0,0,0,0,58,34,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
758,2002-06-01,0.93855,117.5714,0,0,0,0,2,13,51,21,5,0,0,0,0,0,0,0,44,48,0,0,0,92,0,0,0,0,91,1,0,0,0,92,0,0,1
762,2002-06-01,52.17063,-174.4278,0,0,0,0,0,0,65,27,0,0,0,0,0,0,0,6,86,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
774,2002-06-01,42.43258,143.1301,0,92,0,0,3,11,42,17,16,0,0,0,0,0,0,0,32,60,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,0
784,2002-06-01,35.16678,134.48071,0,92,0,0,0,0,79,12,1,0,0,0,0,0,0,0,85,7,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
785,2002-06-01,34.98525,134.30972,0,92,0,0,0,0,50,28,13,0,0,0,0,0,0,0,72,20,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,0
810,2002-06-01,1.64342,117.57775,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,44,48,0,0,0,91,1,0,0,0,92,0,0,0,0,92,0,0,3
823,2002-06-01,42.92421,143.41234,0,91,0,1,0,11,50,12,9,0,0,0,0,0,0,0,34,58,0,0,3,89,0,0,0,0,92,0,0,0,0,92,0,0,0
828,2002-06-01,41.26096,140.9989,0,0,0,0,7,54,31,0,0,0,0,0,0,0,0,0,79,9,3,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,3
840,2002-06-01,33.87015,132.96669,0,92,0,0,2,20,66,4,0,0,0,0,0,0,0,0,46,46,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
859,2002-06-01,5.073,118.35729,0,0,0,0,0,0,42,29,21,0,0,0,0,0,0,0,39,53,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,8
863,2002-06-01,2.06671,117.509,0,0,0,0,0,29,54,0,0,0,0,0,0,0,0,0,44,48,0,0,0,91,1,0,0,0,92,0,0,0,0,92,0,0,1
867,2002-06-01,0.94875,117.21203,0,0,0,0,0,0,73,6,6,0,0,0,0,0,0,0,37,53,2,0,0,91,1,0,0,0,91,1,0,0,0,92,0,0,1
881,2002-06-01,41.13896,140.40379,0,0,0,0,6,23,55,7,1,0,0,0,0,0,0,0,74,18,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
890,2002-06-01,32.90825,131.82942,0,92,0,0,0,21,59,12,0,0,0,0,0,0,0,0,33,58,1,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
893,2002-06-01,32.3317,131.36182,0,92,0,0,0,5,63,23,1,0,0,0,0,0,0,0,53,39,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
895,2002-06-01,31.94414,131.05481,0,92,0,0,0,1,85,6,0,0,0,0,0,0,0,0,55,37,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
901,2002-06-01,16.3591,122.125,0,0,0,0,0,5,57,29,1,0,0,0,0,0,0,0,34,54,4,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,8
905,2002-06-01,14.18683,121.24693,0,0,0,0,0,21,60,11,0,0,0,0,0,0,0,0,71,21,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
910,2002-06-01,12.95731,120.77753,0,0,0,0,0,8,83,1,0,0,0,0,0,0,0,0,80,12,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
914,2002-06-01,4.94835,118.13134,0,0,0,0,0,4,58,18,12,0,0,0,0,0,0,0,40,52,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
923,2002-06-01,1.09291,117.06889,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,36,55,1,0,1,90,1,0,0,0,92,0,0,0,0,92,0,0,1
939,2002-06-01,35.14726,133.44249,0,92,0,0,0,24,68,0,0,0,0,0,0,0,0,0,87,5,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
947,2002-06-01,32.69456,131.34071,0,92,0,0,0,2,80,10,0,0,0,0,0,0,0,0,52,40,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,0
953,2002-06-01,31.52595,130.42607,0,0,0,0,0,1,78,13,0,0,0,0,0,0,0,0,91,1,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
954,2002-06-01,31.32897,130.27689,0,0,0,0,0,9,69,14,0,0,0,0,0,0,0,2,90,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
971,2002-06-01,4.82195,117.90593,0,0,0,0,0,0,83,9,0,0,0,0,0,0,0,0,49,43,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
972,2002-06-01,4.55096,117.82818,0,0,0,0,0,0,73,15,4,0,0,0,0,0,0,0,54,38,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
976,2002-06-01,3.45911,117.52112,0,0,0,0,1,5,43,34,3,0,0,0,0,0,0,0,60,32,0,0,1,90,1,0,0,0,92,0,0,0,0,92,0,0,1
983,2002-06-01,1.23618,116.9254,0,0,0,0,0,0,34,7,8,0,0,0,0,0,0,0,41,51,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,3
1001,2002-06-01,41.51928,140.05383,0,0,0,0,0,12,75,5,0,0,0,0,0,0,0,3,75,14,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
1003,2002-06-01,35.13641,133.09662,0,92,0,0,0,26,66,0,0,0,0,0,0,0,0,0,91,1,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
1026,2002-06-01,15.69651,121.41187,0,0,0,0,0,25,61,6,0,0,0,0,0,0,0,0,65,27,0,0,2,90,0,0,0,0,92,0,0,0,0,92,0,0,1
1027,2002-06-01,15.45481,121.31487,0,0,0,0,7,8,63,14,0,0,0,0,0,0,0,0,68,24,0,0,2,90,0,0,0,0,92,0,0,0,0,92,0,0,1
1036,2002-06-01,11.7515,119.92213,0,0,0,0,1,9,60,16,6,0,0,0,0,0,0,19,73,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1039,2002-06-01,5.77328,117.99339,0,0,0,0,1,36,55,0,0,0,0,0,0,0,0,0,61,31,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1054,2002-06-01,1.65939,116.85442,0,0,0,0,0,0,29,11,13,0,0,0,0,0,0,0,43,49,0,0,2,89,1,0,0,0,92,0,0,0,0,92,0,0,3
1063,2002-06-01,43.70929,142.72864,0,92,0,0,0,0,87,3,0,0,0,0,0,0,0,0,49,43,0,0,3,87,2,0,0,0,92,0,0,0,1,90,1,0,0
1075,2002-06-01,35.12339,132.75087,0,92,0,0,0,46,46,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
1090,2002-06-01,17.99212,122.14766,0,0,0,0,0,5,41,31,14,0,0,0,0,0,0,0,62,27,3,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1094,2002-06-01,17.04343,121.74413,0,0,0,0,0,21,71,0,0,0,0,0,0,0,0,0,38,42,12,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1098,2002-06-01,16.08475,121.34958,0,0,0,0,0,14,64,9,5,0,0,0,0,0,0,0,58,34,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1100,2002-06-01,15.60164,121.15559,0,0,0,0,0,25,49,18,0,0,0,0,0,0,0,0,68,24,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,1
1105,2002-06-01,10.88268,119.4156,0,0,0,0,3,31,58,0,0,0,0,0,0,0,0,1,49,40,2,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1112,2002-06-01,5.10684,117.61075,0,0,0,0,0,0,57,8,6,0,0,0,0,0,0,0,60,32,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1118,2002-06-01,3.46844,117.15343,0,0,0,0,0,8,64,14,6,0,0,0,0,0,0,0,50,42,0,0,1,90,1,0,0,0,92,0,0,0,0,92,0,0,1
1122,2002-06-01,2.36007,116.85626,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0,44,48,0,0,3,87,2,0,0,0,92,0,0,0,0,92,0,0,3
1131,2002-06-01,44.34706,143.24632,0,0,0,0,15,32,44,0,0,0,0,0,0,0,0,0,80,12,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1137,2002-06-01,43.45339,141.87482,0,92,0,0,0,7,84,1,0,0,0,0,0,0,0,0,58,34,0,0,0,92,0,0,0,0,92,0,0,0,0,91,1,0,0
1158,2002-06-01,17.90355,121.88356,0,0,0,0,0,9,70,13,0,0,0,0,0,0,0,0,45,41,6,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1162,2002-06-01,16.95161,121.48343,0,0,0,0,0,7,85,0,0,0,0,0,0,0,0,0,47,38,7,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1169,2002-06-01,15.26165,120.80451,0,0,0,0,0,17,32,14,21,0,0,0,0,0,0,0,50,41,1,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,3
1180,2002-06-01,4.15869,117.15723,0,0,0,0,0,10,67,7,7,0,0,0,0,0,0,0,63,29,0,0,0,91,1,0,0,0,92,0,0,0,0,92,0,0,1
1186,2002-06-01,2.50078,116.71084,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,43,49,0,0,2,90,0,0,0,0,92,0,0,0,0,92,0,0,3
1187,2002-06-01,2.2216,116.63776,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,44,48,0,0,2,88,2,0,0,0,92,0,0,0,0,92,0,0,3
1211,2002-06-01,42.40375,139.94408,0,91,0,1,0,30,47,10,5,0,0,0,0,0,0,4,80,8,0,0,0,91,1,0,0,0,92,0,0,0,0,91,1,0,0
1214,2002-06-01,34.13977,131.25385,0,92,0,0,0,0,92,0,0,0,0,0,0,0,0,1,90,1,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,0
1226,2002-06-01,16.85798,121.2233,0,0,0,0,0,21,68,1,0,0,0,0,0,0,0,0,57,34,1,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1245,2002-06-01,4.84509,117.16109,0,0,0,0,0,0,49,12,2,0,0,0,0,0,0,0,58,34,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1251,2002-06-01,3.19657,116.71178,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,44,48,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0,3
1263,2002-06-01,53.43754,-168.05582,0,0,0,0,8,28,56,0,0,0,0,0,0,0,0,5,87,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1277,2002-06-01,33.14309,130.13904,0,0,0,0,0,3,85,4,0,0,0,0,0,0,0,21,71,0,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1282,2002-06-01,17.72096,121.35709,0,0,0,0,0,4,80,8,0,0,0,0,0,0,0,0,37,55,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1283,2002-06-01,17.48228,121.25791,0,0,0,0,0,0,79,12,1,0,0,0,0,0,0,0,50,42,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1291,2002-06-01,15.55053,120.48444,0,0,0,0,0,19,33,18,11,0,0,0,0,0,0,0,72,20,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,3
1294,2002-06-01,14.81576,120.20324,0,0,0,0,0,0,37,41,8,0,0,0,0,0,0,1,63,5,23,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1301,2002-06-01,5.52774,117.16499,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,44,48,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
1307,2002-06-01,3.88839,116.71272,0,0,0,0,0,0,56,14,1,0,0,0,0,0,0,0,52,40,0,0,2,89,1,0,0,0,92,0,0,0,0,92,0,0,1
1312,2002-06-01,2.50034,116.34637,0,0,0,0,0,0,47,8,0,0,0,0,0,0,0,0,52,40,0,0,3,87,2,0,0,0,92,0,0,0,0,92,0,0,1
1313,2002-06-01,2.22026,116.27422,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,46,46,0,0,2,88,2,0,0,0,92,0,0,0,0,92,0,0,3
1321,2002-06-01,53.51503,-166.92442,0,0,0,0,0,5,68,19,0,0,0,0,0,0,0,22,67,3,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0,1
