index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,[ALL]_Q0.1
20341,2007-03-01,37.16032,111.80141,0,73,19,0,0,0,21,7,4,0,0,0,0,0,0,5,38,31,13,0,13,57,22,0,2,14,44,24,8,2,10,66,10,4,1
20345,2007-03-01,36.22233,111.43117,0,79,13,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,13,0,15,64,13,0,4,12,48,19,9,2,12,63,12,3,1
20351,2007-03-01,34.80358,110.89777,0,82,10,0,0,0,16,11,3,0,0,0,0,0,0,0,41,32,16,2,15,56,19,0,1,17,42,21,11,1,15,60,13,3,1
20357,2007-03-01,33.37061,110.38917,0,82,10,0,0,0,0,0,0,0,0,0,0,0,0,1,41,23,19,3,14,59,16,0,0,19,41,24,8,0,16,58,15,3,1
20393,2007-03-01,24.46103,107.77641,0,92,0,0,0,0,7,14,11,0,0,0,0,0,0,0,37,27,27,3,10,54,22,3,3,12,46,18,13,4,16,57,15,0,1
20398,2007-03-01,23.17879,107.46393,0,92,0,0,0,0,41,12,5,0,0,0,0,0,0,0,38,22,31,2,14,56,17,3,4,13,38,23,13,4,17,53,18,0,1
20407,2007-03-01,17.92919,106.31385,0,0,0,0,1,2,69,19,1,0,0,0,0,0,0,0,35,27,26,2,15,58,17,0,2,14,67,9,0,1,17,67,7,0,0
20417,2007-03-01,15.22672,105.7924,0,0,0,0,0,13,63,9,7,0,0,0,0,0,0,0,38,21,27,4,18,49,21,0,0,7,74,7,2,0,10,82,0,0,0
20440,2007-03-01,1.38212,103.68402,0,0,0,0,11,4,63,8,0,0,0,0,0,0,0,0,58,29,5,3,20,53,16,0,5,8,67,7,3,3,1,69,18,0,0
20443,2007-03-01,24.79766,-107.64106,0,0,0,0,0,33,52,7,0,0,0,0,0,0,0,0,69,21,2,0,12,67,13,0,0,9,62,13,8,0,14,74,4,0,0
20449,2007-03-01,26.31963,-108.02956,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,27,0,1,10,56,25,0,2,10,55,17,8,0,12,75,5,0,1
20489,2007-03-01,36.07843,-111.10891,0,65,27,0,0,0,25,3,0,0,0,0,0,0,0,0,48,39,5,3,18,62,9,0,1,8,61,15,7,4,6,70,12,0,1
20493,2007-03-01,37.01911,-111.47294,0,0,0,0,0,8,80,0,0,0,0,0,0,0,0,3,89,0,0,2,14,55,21,0,0,9,65,18,0,3,7,71,11,0,0
20494,2007-03-01,37.25331,-111.56582,0,55,37,0,0,0,65,10,5,0,0,0,0,0,0,6,86,0,0,2,14,51,25,0,0,9,64,19,0,3,7,71,11,0,1
20516,2007-03-01,42.30773,-113.82095,2,37,53,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,14,67,11,0,5,0,61,25,1,1,9,64,17,1,1
20532,2007-03-01,45.86452,-115.76001,3,29,60,0,0,0,20,9,0,0,0,0,0,0,0,0,92,0,0,0,18,64,10,0,0,5,67,17,3,2,10,63,17,0,1
20539,2007-03-01,47.3879,-116.70378,4,34,54,0,0,21,58,0,1,0,0,12,0,0,0,5,82,5,0,0,17,63,12,0,1,8,65,17,1,1,9,68,14,0,1
20542,2007-03-01,48.03446,-117.12814,3,38,51,0,0,17,63,0,0,0,0,11,1,0,0,0,83,4,5,0,18,57,17,0,3,8,62,19,0,1,9,66,16,0,1
20543,2007-03-01,48.24913,-117.27237,3,38,51,0,0,2,74,0,0,0,0,13,0,0,0,0,82,5,5,0,18,54,20,0,4,8,59,21,0,1,10,65,16,0,1
20558,2007-03-01,51.41561,-119.61794,14,27,51,0,0,3,25,0,0,0,0,0,0,0,0,0,30,42,17,0,18,51,23,0,1,27,56,7,1,0,13,68,9,2,1
20576,2007-03-01,55.07124,-122.96088,20,22,50,0,0,0,23,4,0,0,0,82,0,0,0,0,41,32,11,0,17,53,22,0,3,16,57,14,2,5,9,70,7,1,1
20612,2007-03-01,61.78336,-132.05595,42,14,36,0,0,0,14,0,0,0,0,0,0,0,0,1,62,26,3,0,17,53,22,0,7,20,51,13,1,5,24,52,11,0,1
20627,2007-03-01,64.26175,-137.14758,47,9,36,0,0,0,6,0,0,0,34,54,0,0,0,14,65,12,1,0,17,54,21,0,4,26,39,18,5,5,24,50,11,2,1
20638,2007-03-01,65.91802,-141.50896,37,26,29,0,0,0,9,0,0,0,6,52,0,0,0,6,74,9,1,0,18,52,22,0,6,24,45,12,5,3,25,52,9,3,1
20640,2007-03-01,66.20217,-142.36475,38,31,23,0,0,0,37,0,0,0,6,51,0,0,0,11,73,6,1,0,18,53,21,0,3,26,47,13,3,4,25,52,9,2,1
20651,2007-03-01,67.65878,-147.43956,54,13,25,0,0,0,8,2,0,0,35,51,0,0,0,11,77,4,0,0,16,55,21,0,2,26,47,13,3,4,23,54,10,1,1
20682,2007-03-01,71.20381,179.30972,37,20,34,1,0,0,0,0,0,0,0,0,0,0,0,16,50,26,0,0,18,54,20,0,0,17,59,16,0,0,15,57,20,0,1
20688,2007-03-01,69.49592,156.55194,73,18,1,0,0,2,12,1,0,4,3,75,0,0,0,15,62,15,0,0,18,53,21,0,1,8,62,15,4,0,11,60,15,4,1
20715,2007-03-01,66.34214,142.80019,63,15,14,0,0,0,5,6,3,0,9,28,44,0,0,13,72,6,1,0,19,53,20,0,0,7,64,13,8,0,9,60,14,9,1
20739,2007-03-01,62.63466,133.65211,44,25,23,0,0,0,0,14,9,0,2,27,31,11,0,2,77,12,1,0,19,50,23,0,0,11,57,22,2,0,7,64,16,5,1
20741,2007-03-01,62.29698,133.00212,44,25,23,0,0,0,0,3,19,0,3,27,36,5,0,0,81,10,0,0,20,49,23,0,0,11,58,22,1,0,8,63,16,5,1
20746,2007-03-01,61.4364,131.44382,44,24,24,0,0,0,1,17,1,0,5,25,42,0,0,0,77,6,6,0,18,51,23,0,0,16,53,20,3,0,15,56,15,6,1
20753,2007-03-01,60.19495,129.41275,44,23,25,0,0,0,14,2,2,0,8,25,38,0,0,2,67,9,10,0,17,53,22,0,0,16,54,19,3,0,17,54,14,7,1
20758,2007-03-01,59.28411,128.06161,48,19,25,0,0,0,10,4,4,0,10,42,21,0,0,6,71,2,10,0,17,52,23,0,0,15,55,17,5,0,17,56,12,7,1
20763,2007-03-01,58.35473,126.78722,58,19,15,0,0,0,3,11,1,0,16,64,0,0,0,8,62,11,11,0,17,52,23,0,0,15,55,17,5,0,17,54,15,6,1
20772,2007-03-01,56.63885,124.67032,48,23,21,0,0,0,16,1,1,0,18,61,0,0,0,5,60,19,8,0,17,53,22,0,0,16,62,9,5,0,23,46,18,5,1
20784,2007-03-01,54.27363,122.16119,39,34,19,0,0,0,26,0,0,0,8,30,8,19,0,0,71,21,0,0,16,58,18,0,0,21,49,18,4,0,26,44,19,3,1
20785,2007-03-01,54.07286,121.96664,33,40,19,0,0,0,29,3,1,0,0,29,5,20,0,0,68,23,1,0,16,57,19,0,0,21,50,17,4,0,24,46,20,2,1
20792,2007-03-01,52.65265,120.66189,33,39,20,0,0,0,36,1,0,0,0,39,19,6,0,0,60,27,5,0,16,62,14,0,1,20,50,17,4,1,21,49,18,3,1
20809,2007-03-01,49.10343,117.86372,0,0,0,0,0,0,40,12,0,0,0,25,19,0,0,0,49,29,8,0,15,59,18,0,0,28,40,22,2,2,15,56,16,3,0
20813,2007-03-01,48.24913,117.27237,23,42,27,0,0,0,23,0,0,0,0,88,0,0,0,0,50,36,5,0,14,64,14,0,0,24,45,19,4,3,11,62,14,2,1
20835,2007-03-01,43.43018,114.39676,8,48,36,0,0,7,60,5,0,0,0,88,0,0,0,0,46,30,6,0,14,60,18,0,4,11,56,19,2,1,8,69,12,2,1
20843,2007-03-01,41.62955,113.48759,1,54,37,0,0,1,72,0,0,0,0,88,0,0,0,0,44,33,8,0,11,60,21,0,6,9,54,20,3,1,13,66,11,1,1
20859,2007-03-01,37.95358,111.84911,3,71,18,0,0,0,0,0,0,0,0,17,0,0,0,0,45,32,10,0,13,59,20,0,0,16,46,22,8,2,10,68,10,2,1
20860,2007-03-01,37.72054,111.7539,1,72,19,0,0,0,0,0,0,0,0,16,0,0,0,0,44,33,10,0,13,60,19,0,1,15,46,22,8,2,10,67,10,3,1
20872,2007-03-01,34.89383,110.67012,0,81,11,0,0,0,68,14,5,0,0,0,0,0,0,0,32,40,17,2,15,54,21,0,1,17,41,23,10,1,15,60,13,3,1
20903,2007-03-01,27.32545,108.29787,0,92,0,0,0,0,44,0,0,0,0,0,0,0,0,2,59,5,21,0,11,57,22,2,0,13,49,22,7,0,19,57,13,3,1
20931,2007-03-01,17.73912,106.07669,0,0,0,0,0,14,43,8,6,0,0,0,0,0,0,0,30,27,25,5,17,54,16,0,4,11,64,13,0,2,16,69,5,0,0
20935,2007-03-01,16.66207,105.86762,0,0,0,0,0,0,88,2,0,0,0,0,0,0,0,0,25,27,29,6,13,51,21,1,2,12,67,5,3,0,14,76,2,0,0
20938,2007-03-01,15.84858,105.71426,0,0,0,0,0,0,65,14,13,0,0,0,0,0,0,0,36,21,23,6,17,52,17,0,0,8,71,8,1,0,14,77,1,0,0
20940,2007-03-01,15.30349,105.61362,0,0,0,0,0,7,61,10,13,0,0,0,0,0,0,1,38,22,25,4,23,48,17,0,0,8,72,8,2,0,10,82,0,0,0
20946,2007-03-01,13.65455,105.3191,0,0,0,0,0,13,47,9,9,0,0,0,0,0,0,0,34,34,24,2,15,45,29,0,0,3,81,6,0,0,6,82,4,0,0
20960,2007-03-01,2.06671,103.60309,0,0,0,0,0,6,86,0,0,0,0,0,0,0,0,1,51,36,4,5,21,51,14,0,1,13,63,8,3,2,2,60,27,0,0
20966,2007-03-01,24.36704,-107.3168,1,84,0,7,0,18,58,15,1,0,0,0,0,0,0,0,76,14,2,0,13,70,9,0,0,11,61,15,5,0,13,75,4,0,1
20976,2007-03-01,26.90544,-107.95806,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,13,0,1,10,59,22,0,1,13,60,18,0,0,12,75,5,0,1
21028,2007-03-01,39.43835,-112.1935,0,60,32,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,13,0,22,54,16,0,0,8,58,25,1,3,7,69,13,0,1
21036,2007-03-01,41.50033,-113.12652,2,40,50,0,0,0,89,3,0,0,0,0,0,0,0,7,80,0,0,0,15,63,14,0,4,2,63,23,0,2,10,66,14,0,1
21050,2007-03-01,44.64549,-114.73431,5,29,58,0,0,0,0,0,0,0,0,0,0,0,0,23,69,0,0,0,17,64,11,0,0,7,64,21,0,2,9,64,16,1,1
21053,2007-03-01,45.3094,-115.10645,5,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,17,67,8,0,0,3,67,21,1,2,11,62,17,0,1
21060,2007-03-01,46.8444,-116.01678,4,32,56,0,0,0,58,0,0,0,0,0,0,0,0,1,91,0,0,0,17,61,14,0,0,7,65,17,3,1,11,63,17,0,1
21064,2007-03-01,47.71249,-116.56505,4,33,55,0,0,24,63,1,0,0,0,23,0,0,0,5,82,2,3,0,18,60,14,0,3,7,64,18,0,1,9,66,16,0,1
21077,2007-03-01,50.48639,-118.50401,9,32,51,0,9,6,9,0,0,0,0,0,0,0,0,0,64,18,10,0,16,53,23,0,1,14,56,21,0,1,12,67,11,1,1
21110,2007-03-01,57.15938,-124.79603,36,12,44,0,0,0,5,0,0,0,0,0,0,0,0,0,63,23,6,0,17,53,22,0,1,23,60,6,2,5,12,66,9,0,1
21125,2007-03-01,59.97885,-128.52388,36,13,43,0,8,5,16,6,0,0,2,38,34,0,0,0,54,32,6,0,16,54,22,0,8,21,50,12,1,4,23,54,11,0,1
21136,2007-03-01,61.93852,-131.71075,42,15,35,0,1,1,20,0,0,0,1,24,54,0,0,1,47,35,9,0,17,53,22,0,6,20,53,12,1,6,23,52,11,0,1
21154,2007-03-01,64.90027,-137.93567,46,11,35,0,0,0,7,0,0,0,34,54,0,0,0,8,71,13,0,0,17,56,19,0,4,27,46,10,5,5,23,52,10,2,1
21159,2007-03-01,65.65849,-139.92061,49,13,30,0,0,0,9,0,0,0,21,53,0,0,0,12,74,5,0,0,17,53,22,0,5,25,47,7,8,5,23,52,9,3,1
21162,2007-03-01,66.09798,-141.17018,38,19,35,0,0,0,10,0,0,0,19,51,0,0,0,5,74,8,3,0,17,54,21,0,5,25,46,11,5,3,25,53,8,3,1
21176,2007-03-01,67.97592,-147.61932,65,11,16,0,0,0,8,0,0,0,36,52,0,0,0,13,73,6,0,0,16,55,21,0,1,27,46,14,4,4,23,54,10,1,1
21177,2007-03-01,68.09805,-148.12041,65,11,16,0,0,0,6,0,0,0,0,0,0,0,0,11,75,6,0,0,16,55,21,0,1,27,45,16,3,4,23,55,9,1,1
21178,2007-03-01,68.21843,-148.627,70,10,12,0,0,0,5,0,1,0,0,0,0,0,0,10,73,9,0,0,17,54,21,0,1,26,46,16,3,4,23,54,9,2,1
21179,2007-03-01,68.33706,-149.13911,67,10,15,0,0,0,6,0,1,0,0,0,0,0,0,10,66,16,0,0,17,54,21,0,1,25,48,15,3,3,24,54,9,2,1
21187,2007-03-01,69.21917,-153.43495,82,2,8,0,0,0,0,0,0,0,23,65,0,0,0,12,54,21,5,0,18,52,22,0,5,19,58,10,0,0,26,54,10,2,1
21202,2007-03-01,71.43364,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,48,27,0,0,18,52,22,0,0,18,58,16,0,0,16,55,21,0,0
21210,2007-03-01,69.61272,155.71417,74,16,2,0,0,0,14,0,0,4,4,75,0,0,0,15,63,14,0,0,18,53,21,0,0,10,61,11,8,0,11,61,13,5,1
21213,2007-03-01,69.32065,153.99666,71,19,2,0,0,1,10,4,0,4,4,74,0,0,0,14,66,12,0,0,19,52,21,0,0,10,61,13,6,0,11,61,12,6,1
21262,2007-03-01,62.45479,132.65587,48,25,19,0,0,0,1,3,16,0,3,26,37,5,0,1,80,10,0,0,20,49,23,0,0,11,58,22,1,0,8,63,16,5,1
21263,2007-03-01,62.28362,132.33701,47,25,20,0,0,0,0,0,15,0,4,28,38,3,0,1,78,12,0,0,19,50,23,0,0,12,57,21,2,0,8,63,16,5,1
21267,2007-03-01,61.58981,131.0995,45,25,22,0,0,0,0,15,3,0,6,25,42,0,0,0,78,6,5,0,19,50,23,0,0,17,52,20,3,0,15,56,15,6,1
21291,2007-03-01,57.15938,124.79603,46,22,24,0,0,0,10,5,3,0,17,61,0,0,0,8,58,22,4,0,17,53,22,0,0,16,59,13,4,0,19,50,18,5,1
21298,2007-03-01,55.79346,123.26488,37,34,21,0,0,0,15,0,0,0,19,20,27,0,0,2,64,23,3,0,18,54,20,0,0,16,58,15,3,0,24,45,18,5,1
21299,2007-03-01,55.59596,123.05582,36,34,22,0,0,0,31,0,0,0,19,17,29,0,0,1,65,23,3,0,18,53,21,0,0,17,53,19,3,0,25,44,19,4,1
21310,2007-03-01,53.38694,120.90221,33,43,16,0,0,0,27,4,2,0,0,28,7,18,0,0,68,19,5,0,15,58,19,0,0,19,53,16,4,0,23,48,19,2,1
21312,2007-03-01,52.97844,120.53754,33,41,18,0,0,0,35,7,0,0,0,28,9,16,0,0,64,23,5,0,16,60,16,0,0,22,48,18,4,1,21,49,19,2,1
21318,2007-03-01,51.74102,119.48891,33,41,18,0,0,0,29,8,1,0,0,20,29,0,0,0,55,22,12,0,15,64,13,0,1,24,44,20,3,1,20,52,15,4,1
21325,2007-03-01,50.27567,118.3457,35,45,12,0,0,0,33,2,0,0,0,12,36,0,0,0,48,16,12,0,15,60,17,0,1,28,39,20,4,1,19,55,14,3,1
21338,2007-03-01,46.8444,116.01678,12,38,42,0,0,0,36,0,0,0,0,55,0,0,0,0,69,23,0,0,15,61,16,0,0,16,54,19,3,2,10,65,14,1,1
21353,2007-03-01,43.53103,114.13655,8,49,35,0,0,5,41,25,0,0,0,81,0,0,0,0,45,28,9,0,14,60,18,0,5,10,56,19,2,1,8,67,14,2,1
21358,2007-03-01,42.40675,113.5654,3,49,40,0,0,8,73,0,0,0,0,88,0,0,0,0,48,22,14,0,14,57,21,0,2,13,55,20,2,1,11,67,11,2,1
21361,2007-03-01,41.72752,113.23479,2,50,40,0,0,0,73,0,0,0,0,88,0,0,0,0,44,32,8,0,12,59,21,0,4,11,54,20,3,1,13,66,10,2,1
21371,2007-03-01,39.43835,112.1935,3,69,20,0,0,0,39,0,0,0,0,22,0,0,0,0,55,26,3,0,10,64,18,0,5,9,54,20,4,3,8,68,13,0,1
21374,2007-03-01,38.74412,111.89819,1,67,24,0,0,0,0,0,0,0,0,0,0,0,0,0,53,28,6,0,10,63,19,0,2,12,52,21,4,3,8,69,10,2,1
21391,2007-03-01,34.74473,110.3569,0,79,13,0,0,0,74,11,6,0,0,0,0,0,0,0,37,36,18,2,15,55,20,0,1,17,46,18,10,0,15,60,14,3,1
21395,2007-03-01,33.7874,110.02399,0,80,12,0,0,0,0,0,0,0,0,0,0,0,0,1,51,20,14,2,14,60,16,0,0,19,39,24,10,0,16,58,15,3,1
21399,2007-03-01,32.82377,109.70136,0,82,10,0,0,0,0,0,0,0,0,0,0,0,0,1,56,16,17,2,13,63,14,0,0,19,41,24,7,0,17,55,16,4,1
21405,2007-03-01,31.36636,109.23573,0,85,7,0,0,0,0,0,0,0,0,0,0,0,0,10,42,16,21,1,13,59,19,0,0,18,43,22,8,0,18,53,17,4,1
21408,2007-03-01,30.63221,109.01077,0,89,3,0,0,0,49,8,0,0,0,0,0,0,0,10,42,25,14,1,14,61,16,0,0,16,44,23,8,0,18,54,16,4,1
21412,2007-03-01,29.64761,108.71859,0,90,2,0,0,0,20,0,0,0,0,0,0,0,0,5,56,13,18,1,11,64,16,0,0,14,49,24,5,0,18,55,14,5,1
21413,2007-03-01,29.40043,108.6469,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,7,54,13,18,1,11,63,16,1,0,14,48,26,4,0,18,55,14,5,1
21423,2007-03-01,26.90544,107.95806,0,92,0,0,0,0,28,0,0,0,0,0,0,0,0,2,56,5,21,2,10,59,20,1,0,14,49,20,8,1,19,56,13,3,1
21427,2007-03-01,25.8954,107.69612,0,92,0,0,0,0,27,0,0,0,0,0,0,0,0,0,52,10,30,2,14,55,20,1,1,13,48,22,8,2,21,54,14,1,1
21452,2007-03-01,17.81596,105.89283,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,31,27,20,5,12,58,17,0,4,10,64,10,4,3,15,69,5,0,0
21481,2007-03-01,2.44396,103.48306,0,0,0,0,0,8,70,14,0,0,0,0,0,0,0,0,51,36,5,6,20,48,18,0,3,11,66,9,0,1,4,57,29,0,0
21484,2007-03-01,1.5294,103.37004,0,0,0,0,12,3,54,10,6,0,0,0,0,0,0,1,46,31,14,2,20,49,20,0,4,7,68,7,3,2,2,69,18,0,0
21487,2007-03-01,24.18995,-107.05697,0,87,1,4,0,0,55,15,17,0,0,0,0,0,0,0,60,25,7,0,12,63,17,0,0,17,59,13,3,0,14,74,4,0,1
21488,2007-03-01,24.44642,-107.11803,1,84,0,7,0,16,61,14,1,0,0,0,0,0,0,0,65,25,2,0,12,64,16,0,1,15,56,15,5,0,15,73,4,0,1
21490,2007-03-01,24.95799,-107.24146,0,0,0,0,0,8,68,16,0,0,0,0,0,0,0,0,70,21,1,0,10,60,22,0,2,10,58,17,5,0,11,76,5,0,0
21494,2007-03-01,25.97578,-107.49355,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,25,0,0,10,56,26,0,2,11,59,14,6,0,10,77,5,0,1
21496,2007-03-01,26.48203,-107.6223,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,18,0,0,13,63,16,0,1,11,62,18,0,0,12,75,5,0,1
21518,2007-03-01,31.93891,-109.16947,0,82,10,0,0,0,55,0,0,0,0,0,0,0,0,5,69,18,0,0,14,61,17,0,4,8,59,21,0,5,5,68,13,1,1
21537,2007-03-01,36.49492,-110.73189,0,54,38,0,0,0,41,11,0,0,0,0,0,0,0,0,84,8,0,1,21,60,10,0,0,8,61,18,5,4,6,70,11,1,1
21545,2007-03-01,38.37152,-111.46494,3,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0,20,66,6,0,3,4,59,25,1,3,7,70,12,0,1
21551,2007-03-01,39.76297,-112.04795,0,56,36,0,0,0,0,0,0,0,0,12,0,0,0,0,67,22,3,0,18,59,15,0,0,6,60,23,3,3,7,69,13,0,1
21573,2007-03-01,45.63319,-114.96279,4,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,17,67,8,0,0,4,67,20,1,2,10,65,15,0,1
21581,2007-03-01,47.38594,-116.01015,4,34,54,0,0,0,41,1,0,0,0,0,0,0,0,0,88,4,0,0,18,61,13,0,0,6,63,21,2,1,9,69,13,0,1
21594,2007-03-01,50.17724,-117.89727,11,32,49,0,0,0,16,0,0,0,0,0,0,0,0,0,49,33,10,0,18,52,22,0,0,19,58,15,0,1,11,67,13,0,1
21633,2007-03-01,58.06263,-125.3948,48,12,32,0,0,0,0,0,0,0,0,0,0,0,0,2,78,12,0,0,16,54,22,0,1,20,62,8,1,3,22,57,10,0,1
21634,2007-03-01,58.25344,-125.63349,50,9,33,0,0,0,2,0,0,0,0,0,0,0,0,2,82,8,0,0,16,54,22,0,1,22,58,10,1,3,22,57,10,0,1
21641,2007-03-01,59.57009,-127.38528,36,15,41,0,0,0,23,15,1,0,1,32,36,0,0,0,67,22,3,0,17,54,21,0,11,19,48,14,0,5,21,54,11,1,1
21663,2007-03-01,63.45748,-133.95837,40,15,37,0,0,4,22,0,0,0,0,55,33,0,0,9,67,11,5,0,16,54,22,0,5,25,44,15,3,3,25,50,9,3,1
21687,2007-03-01,67.12466,-143.47115,44,18,30,0,0,1,24,0,0,0,20,49,0,0,0,1,67,17,4,0,18,55,19,0,3,27,48,13,1,2,25,55,10,0,1
21700,2007-03-01,68.76762,-149.87569,77,9,6,0,0,0,0,0,0,0,20,68,0,0,0,10,56,23,3,0,17,54,21,0,4,23,52,11,2,2,24,54,11,1,1
21702,2007-03-01,68.99409,-150.94539,79,7,6,0,0,0,0,0,0,0,20,68,0,0,0,11,55,20,6,0,18,52,22,0,4,22,56,10,0,1,26,52,12,1,1
21728,2007-03-01,69.62673,154.29004,74,17,1,0,0,0,14,1,0,4,4,75,0,0,0,14,64,14,0,0,18,53,21,0,0,10,61,11,8,0,11,61,13,5,1
21745,2007-03-01,67.65995,145.34164,63,20,9,0,0,1,3,12,0,4,9,42,29,0,0,10,79,3,0,0,19,54,19,0,0,10,63,13,6,0,10,59,16,6,1
21759,2007-03-01,65.68433,139.1665,72,7,13,0,0,0,0,0,0,8,8,26,46,0,0,12,73,7,0,0,19,54,19,0,0,7,67,16,2,0,8,63,14,7,1
21765,2007-03-01,64.75741,136.8241,68,14,10,0,0,0,12,0,0,0,10,25,48,0,0,12,76,4,0,0,20,51,21,0,0,8,66,16,2,0,6,65,16,5,1
21784,2007-03-01,61.56559,130.45195,46,26,20,0,0,0,0,17,1,0,7,24,42,0,0,0,77,6,6,0,18,51,23,0,0,17,52,20,3,0,15,56,15,6,1
21802,2007-03-01,58.25344,125.63349,55,18,19,0,0,0,11,4,0,0,26,61,0,0,0,14,62,12,4,0,18,53,21,0,0,17,55,16,4,0,18,54,15,5,1
21806,2007-03-01,57.4863,124.69515,50,22,20,0,0,0,13,4,0,0,18,61,0,0,0,10,60,21,1,0,17,53,22,0,0,15,59,15,3,0,18,53,16,5,1
21807,2007-03-01,57.29292,124.46729,45,22,25,0,0,0,15,3,0,0,17,61,0,0,0,8,57,26,1,0,17,53,22,0,0,15,60,14,3,0,19,51,17,5,1
21815,2007-03-01,55.72411,122.73523,36,35,21,0,0,0,30,2,0,0,10,26,29,0,0,2,64,23,3,0,18,53,21,0,0,16,57,15,4,0,25,44,18,5,1
21834,2007-03-01,51.85791,119.18863,33,39,20,0,0,0,28,7,3,0,0,19,31,0,0,0,56,22,14,0,15,65,12,0,1,22,47,19,3,1,20,52,15,4,1
21843,2007-03-01,49.96511,117.7432,35,43,14,0,0,0,40,0,0,0,0,8,36,0,0,0,55,12,19,0,15,60,17,0,1,26,40,23,2,2,17,53,17,3,1
21866,2007-03-01,44.96928,114.59012,20,42,30,0,0,0,54,0,0,0,0,37,3,0,0,0,54,28,6,0,15,57,20,0,0,15,54,20,3,2,7,68,13,2,1
21867,2007-03-01,44.74718,114.4682,20,41,31,0,0,0,66,0,0,0,0,28,0,0,0,0,53,29,7,0,13,61,18,0,0,15,53,21,3,1,8,68,13,2,1
21878,2007-03-01,42.27835,113.19859,5,48,39,0,0,0,77,0,0,0,0,0,0,0,0,0,47,22,15,0,13,58,21,0,3,12,56,19,2,1,12,66,12,1,1
21885,2007-03-01,40.683,112.45361,7,62,23,0,0,0,65,0,0,0,0,88,0,0,0,0,43,30,9,0,13,61,18,0,3,11,54,21,3,2,12,66,12,0,1
21911,2007-03-01,34.59375,110.04525,0,79,13,0,0,0,64,14,14,0,0,0,0,0,0,0,40,35,17,2,17,55,18,0,0,18,44,21,9,0,15,60,14,3,1
21921,2007-03-01,32.18224,109.24603,0,83,9,0,0,0,0,0,0,0,0,0,0,0,0,9,49,13,21,2,13,63,14,0,0,18,42,24,7,0,17,56,15,4,1
21932,2007-03-01,29.48343,108.43495,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,5,56,14,17,1,11,65,15,0,0,14,49,25,4,0,17,56,14,5,1
21946,2007-03-01,25.97578,107.49355,0,92,0,0,0,0,14,0,0,0,0,0,0,0,0,0,52,10,30,2,15,53,21,1,1,13,49,23,5,2,21,55,13,1,1
21951,2007-03-01,24.70243,107.17953,0,92,0,0,0,0,47,0,5,0,0,0,0,0,0,0,46,20,26,4,17,47,21,3,2,14,42,25,9,3,18,57,14,0,1
21971,2007-03-01,18.16006,105.76066,0,0,0,0,0,13,65,0,0,0,0,0,0,0,0,0,32,28,20,1,11,64,16,0,3,14,59,8,5,3,15,67,7,0,0
21977,2007-03-01,16.54314,105.45349,0,0,0,0,0,0,79,8,5,0,0,0,0,0,0,0,22,29,26,6,10,55,20,1,2,10,68,5,4,0,14,76,2,0,0
21994,2007-03-01,11.85253,104.64344,0,0,0,0,0,0,69,7,2,0,0,0,0,0,0,0,25,53,14,3,10,55,24,0,0,1,74,11,4,0,5,73,14,0,0
22000,2007-03-01,3.42356,103.43819,0,0,0,0,1,8,38,36,8,0,0,0,0,0,0,8,72,11,1,8,13,54,17,0,0,15,74,3,0,1,5,47,38,0,0
22011,2007-03-01,24.52487,-106.91885,0,0,0,0,0,19,73,0,0,0,0,0,0,0,0,0,60,30,2,1,8,63,20,0,2,14,57,16,3,0,13,74,5,0,0
22012,2007-03-01,24.78105,-106.97971,0,92,0,0,0,21,62,3,0,0,0,0,0,0,0,0,67,25,0,0,9,64,19,0,2,11,59,17,3,0,9,78,5,0,1
22017,2007-03-01,26.05523,-107.29053,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,26,0,0,11,61,20,0,1,11,62,18,0,0,11,76,5,0,1
