Days
0
0
2
0
0
0
27
0
0
0
0
45
0
42
0
0
0
0
0
0
8
5
6
11
6
10
0
0
6
10
0
0
42
46
45
0
0
0
0
0
0
0
10
17
0
0
0
0
0
0
31
0
0
0
0
0
9
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
12
7
0
0
2
5
30
0
0
14
0
0
0
0
0
17
36
0
0
0
0
0
19
14
11
33
3
7
0
0
0
0
4
7
0
0
7
0
0
0
0
0
2
0
0
0
0
26
0
7
0
0
0
0
8
6
0
0
0
1
23
16
0
0
3
24
0
0
0
22
0
0
0
0
8
3
27
0
21
0
0
0
3
4
3
0
0
0
0
0
0
0
7
3
4
0
0
0
0
0
0
0
12
0
2
2
3
0
0
0
19
0
0
3
6
0
0
0
0
8
7
43
36
41
6
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
23
4
7
0
0
0
0
0
0
0
22
0
8
0
0
0
0
18
13
0
1
0
0
20
0
0
0
0
21
0
0
0
8
0
21
0
0
0
4
6
0
0
0
0
20
3
0
0
0
0
0
0
0
0
1
1
10
0
11
21
0
0
1
11
9
0
23
0
0
0
0
0
27
14
0
0
0
3
4
0
0
0
0
10
3
0
0
0
0
14
19
0
0
0
0
0
0
15
0
0
0
2
0
0
0
0
17
10
0
0
0
0
0
0
7
0
10
0
0
0
0
0
0
0
9
8
0
2
7
8
2
0
3
0
0
0
12
0
9
46
0
0
0
12
8
0
0
5
4
0
0
0
0
2
0
44
0
0
19
0
0
0
22
26
44
0
0
0
0
0
2
8
9
0
0
20
0
8
13
0
54
0
30
0
0
0
22
15
0
0
0
0
7
2
8
20
0
0
51
0
0
0
0
12
0
0
0
9
30
0
0
0
0
0
0
13
0
16
0
0
0
1
49
0
0
0
0
0
0
11
0
0
0
0
0
3
0
5
0
0
11
0
0
10
0
0
0
0
6
7
0
9
24
0
0
0
0
1
0
14
49
25
2
0
0
0
6
0
0
1
0
0
4
0
0
0
5
0
0
1
5
13
0
0
0
4
4
9
0
0
1
0
3
8
10
0
11
0
0
13
1
4
14
5
26
0
0
11
9
0
0
0
50
0
0
5
38
0
0
0
0
0
4
29
28
9
0
0
15
0
17
12
6
0
0
0
6
0
0
0
0
14
0
0
26
3
18
0
0
2
0
0
0
0
0
53
0
9
1
21
0
0
50
5
0
7
16
5
0
9
7
0
32
7
16
5
28
21
0
0
0
18
0
40
0
0
18
10
35
8
0
19
0
0
23
12
19
2
16
6
28
0
31
30
31
5
42
9
1
0
0
10
9
29
9
24
9
6
27
27
8
9
0
17
9
4
0
0
42
0
25
24
5
0
0
10
7
25
16
17
2
3
7
4
46
0
32
21
1
0
1
5
11
2
0
2
0
0
34
36
0
0
10
0
0
1
0
0
51
0
0
3
0
0
0
17
0
4
0
7
27
35
5
18
16
21
24
17
0
35
21
2
30
5
24
24
6
26
0
18
0
0
21
22
0
3
21
19
23
12
11
8
12
7
0
0
0
8
0
0
20
0
4
0
3
28
17
10
30
0
0
0
0
21
28
14
24
13
14
0
6
0
0
0
26
0
0
0
0
0
0
0
0
9
8
0
9
0
12
0
0
14
0
