index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_minus3,fw_fw_06_swe_minus2,fw_fw_06_swe_minus1,fw_fw_06_swe_plus1,fw_fw_06_swe_plus2,swe_swe_average_minus3,swe_swe_average_minus2,swe_swe_average_minus1,swe_swe_average_plus1,swe_swe_average_plus2,energy_sw_up_minus3,energy_sw_up_minus2,energy_sw_up_minus1,energy_sw_up_plus1,energy_sw_up_plus2,energy_sw_dn_minus3,energy_sw_dn_minus2,energy_sw_dn_minus1,energy_sw_dn_plus1,energy_sw_dn_plus2,energy_lw_up_minus3,energy_lw_up_minus2,energy_lw_up_minus1,energy_lw_up_plus1,energy_lw_up_plus2,energy_lw_dn_minus3,energy_lw_dn_minus2,energy_lw_dn_minus1,energy_lw_dn_plus1,energy_lw_dn_plus2,clusterLabel
7,2003-12-01,19.6795,-155.79903,0,0,0,0,0,7,79,5,0,0,0,0,0,0,0,0,91,0,0,0,0,86,5,0,0,0,91,0,0,0,0,91,0,0,5
14,2003-12-01,21.32913,-158.08727,0,0,0,0,7,11,73,0,0,0,0,0,0,0,0,4,87,0,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0,5
17,2003-12-01,19.83736,-155.10158,0,0,0,0,0,30,39,6,14,0,0,0,0,0,0,0,91,0,0,0,0,86,5,0,0,0,91,0,0,0,0,91,0,0,5
25,2003-12-01,13.43787,144.69498,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
26,2003-12-01,7.49447,134.51651,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,23,68,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
34,2003-12-01,0.61878,128.18423,0,0,0,0,0,3,82,4,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
41,2003-12-01,2.48924,128.53255,0,0,0,0,0,1,81,7,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
75,2003-12-01,7.18326,126.29048,0,0,0,0,0,15,55,19,1,0,0,0,0,0,0,1,90,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,5
83,2003-12-01,7.11801,126.05241,0,0,0,0,2,13,74,1,0,0,0,0,0,0,0,1,90,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,5
84,2003-12-01,6.13935,125.65533,0,0,0,0,0,8,75,8,0,0,0,0,0,0,0,3,88,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
91,2003-12-01,7.77949,126.1156,0,0,0,0,0,1,84,5,0,0,0,0,0,0,0,8,83,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,5
112,2003-12-01,8.13055,125.83765,0,0,0,0,0,22,54,13,0,0,0,0,0,0,0,4,87,0,0,0,1,89,1,0,0,0,91,0,0,0,0,91,0,0,5
137,2003-12-01,6.09609,124.81245,0,0,0,0,0,1,73,16,1,0,0,0,0,0,0,5,86,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
142,2003-12-01,8.47834,125.55775,0,0,0,0,0,3,79,4,0,0,0,0,0,0,0,3,88,0,0,0,3,88,0,0,0,0,91,0,0,0,0,91,0,0,5
152,2003-12-01,6.01938,124.57794,0,0,0,0,1,0,73,17,0,0,0,0,0,0,0,3,88,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
153,2003-12-01,0.86404,122.75452,0,0,0,0,0,23,63,0,4,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
183,2003-12-01,0.67067,122.31132,0,0,0,0,0,1,77,12,1,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
185,2003-12-01,9.71795,125.43605,0,0,0,0,0,9,75,7,0,0,0,0,0,0,0,24,67,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
190,2003-12-01,7.77233,124.64095,0,0,0,0,0,24,65,1,0,0,0,0,0,0,0,12,79,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
191,2003-12-01,7.52578,124.54375,0,0,0,0,0,18,73,0,0,0,0,0,0,0,0,7,84,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
209,2003-12-01,0.73941,121.95436,0,0,0,0,0,6,84,1,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
223,2003-12-01,1.07295,121.6813,0,0,0,0,0,17,66,8,0,0,0,0,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
225,2003-12-01,0.53362,121.51308,0,0,0,0,0,17,66,8,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
232,2003-12-01,0.69905,121.37634,0,0,0,0,0,0,44,28,17,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
242,2003-12-01,8.11756,123.73778,0,0,0,0,0,3,82,6,0,0,0,0,0,0,0,10,81,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,5
0,2003-12-01,9.75935,124.1752,0,0,0,0,0,1,88,2,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
260,2003-12-01,7.53473,123.31063,0,0,0,0,0,8,72,11,0,0,0,0,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
267,2003-12-01,11.85389,124.83087,0,0,0,0,0,6,85,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
269,2003-12-01,9.92453,124.03024,0,0,0,0,0,7,84,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
299,2003-12-01,35.26666,140.3828,0,88,2,1,0,0,73,16,0,0,0,0,0,0,0,0,91,0,0,0,0,82,9,0,0,0,91,0,0,0,0,88,3,0,6
303,2003-12-01,9.1843,123.11134,0,0,0,0,0,0,67,14,10,0,0,0,0,0,0,12,78,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
304,2003-12-01,7.93528,122.64238,0,0,0,0,0,7,83,1,0,0,0,0,0,0,0,9,79,3,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
330,2003-12-01,12.1935,123.88918,0,0,0,0,0,0,85,6,0,0,0,0,0,0,0,4,87,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,5
356,2003-12-01,10.65336,123.05347,0,0,0,0,0,18,73,0,0,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,5
358,2003-12-01,10.16098,122.86187,0,0,0,0,0,30,53,8,0,0,0,0,0,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,5
359,2003-12-01,9.91373,122.76681,0,0,0,0,0,16,65,10,0,0,0,0,0,0,0,8,83,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
383,2003-12-01,36.72474,140.16225,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,3,75,9,4,0,0,78,13,0,0,0,91,0,0,0,0,88,3,0,5
406,2003-12-01,37.40054,140.5853,0,91,0,0,0,0,71,0,0,0,0,0,0,0,0,9,54,19,9,0,0,77,14,0,0,0,90,1,0,0,0,88,3,0,6
419,2003-12-01,35.26069,138.12213,0,91,0,0,0,3,81,0,0,0,0,0,0,0,0,12,69,10,0,0,0,78,13,0,0,0,90,1,0,0,0,88,3,0,6
427,2003-12-01,11.37443,122.70316,0,0,0,0,1,31,58,1,0,0,0,0,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
428,2003-12-01,11.1289,122.60728,0,0,0,0,0,1,79,11,0,0,0,0,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
436,2003-12-01,37.11081,139.83795,0,91,0,0,0,0,12,9,0,0,0,0,0,0,0,9,62,16,4,0,0,79,12,0,0,0,90,1,0,0,0,88,3,0,2
442,2003-12-01,36.12289,138.69705,0,91,0,0,0,0,14,0,0,0,0,0,0,0,0,8,72,11,0,0,0,78,13,0,0,0,90,1,0,0,0,89,2,0,2
448,2003-12-01,35.10822,137.59471,0,90,0,1,0,1,73,16,0,0,0,0,0,0,0,34,53,4,0,0,0,78,13,0,0,0,91,0,0,0,0,89,2,0,6
455,2003-12-01,11.53144,122.5532,0,0,0,0,0,1,85,5,0,0,0,0,0,0,0,1,89,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,5
465,2003-12-01,37.78785,140.26003,0,90,1,0,0,0,24,4,0,0,0,0,0,0,0,9,62,11,9,0,0,77,14,0,0,0,89,2,0,0,0,89,2,0,2
