index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_minus3,fw_fw_06_swe_minus2,fw_fw_06_swe_minus1,fw_fw_06_swe_plus1,fw_fw_06_swe_plus2,swe_swe_average_minus3,swe_swe_average_minus2,swe_swe_average_minus1,swe_swe_average_plus1,swe_swe_average_plus2,energy_sw_up_minus3,energy_sw_up_minus2,energy_sw_up_minus1,energy_sw_up_plus1,energy_sw_up_plus2,energy_sw_dn_minus3,energy_sw_dn_minus2,energy_sw_dn_minus1,energy_sw_dn_plus1,energy_sw_dn_plus2,energy_lw_up_minus3,energy_lw_up_minus2,energy_lw_up_minus1,energy_lw_up_plus1,energy_lw_up_plus2,energy_lw_dn_minus3,energy_lw_dn_minus2,energy_lw_dn_minus1,energy_lw_dn_plus1,energy_lw_dn_plus2,clusterLabel
183,12/1/91,0.67067,122.31132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,4
185,12/1/91,9.71795,125.43605,0,0,0,0,1,6,49,1,0,0,0,0,0,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
190,12/1/91,7.77233,124.64095,0,0,0,0,0,12,43,1,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
191,12/1/91,7.52578,124.54375,0,0,0,0,0,11,17,2,5,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
209,12/1/91,0.73941,121.95436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
223,12/1/91,1.07295,121.6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
225,12/1/91,0.53362,121.51308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
232,12/1/91,0.69905,121.37634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
242,12/1/91,8.11756,123.73778,0,0,0,0,0,0,33,24,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
0,12/1/91,9.75935,124.1752,0,0,0,0,1,18,29,9,0,0,0,0,0,0,0,0,91,0,0,0,1,89,1,0,0,0,91,0,0,0,0,91,0,0,4
260,12/1/91,7.53473,123.31063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
267,12/1/91,11.85389,124.83087,0,0,0,0,0,0,39,18,0,0,0,0,0,0,0,4,87,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,4
269,12/1/91,9.92453,124.03024,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,4
299,12/1/91,35.26666,140.3828,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,0,1,78,12,0,0,0,91,0,0,0,0,88,3,0,2
303,12/1/91,9.1843,123.11134,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
304,12/1/91,7.93528,122.64238,0,0,0,0,1,15,42,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
330,12/1/91,12.1935,123.88918,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,91,0,0,0,0,86,5,0,0,0,91,0,0,0,0,91,0,0,4
356,12/1/91,10.65336,123.05347,0,0,0,0,0,14,41,1,1,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
358,12/1/91,10.16098,122.86187,0,0,0,0,0,12,46,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
359,12/1/91,9.91373,122.76681,0,0,0,0,1,12,45,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
383,12/1/91,36.72474,140.16225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,53,0,0,0,0,78,13,0,0,0,91,0,0,0,0,88,3,0,4
406,12/1/91,37.40054,140.5853,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,35,51,5,0,0,3,76,12,0,0,0,91,0,0,0,0,89,2,0,2
419,12/1/91,35.26069,138.12213,0,91,0,0,0,0,37,2,7,0,0,0,0,0,0,0,91,0,0,0,1,78,12,0,0,0,91,0,0,0,0,88,3,0,2
427,12/1/91,11.37443,122.70316,0,0,0,0,0,7,50,1,0,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
428,12/1/91,11.1289,122.60728,0,0,0,0,0,18,37,3,0,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
436,12/1/91,37.11081,139.83795,0,85,6,0,0,0,0,0,0,0,0,0,0,0,0,45,41,5,0,0,1,78,12,0,0,0,91,0,0,0,0,89,2,0,2
442,12/1/91,36.12289,138.69705,0,91,0,0,0,0,10,1,3,0,0,0,0,0,0,37,44,10,0,0,2,77,12,0,0,0,91,0,0,0,0,88,3,0,2
448,12/1/91,35.10822,137.59471,0,84,7,0,0,9,35,3,1,0,0,0,0,0,0,0,86,5,0,0,2,78,11,0,0,0,90,1,0,0,0,88,3,0,2
455,12/1/91,11.53144,122.5532,0,0,0,0,0,36,22,0,0,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
465,12/1/91,37.78785,140.26003,0,88,3,0,0,0,0,0,0,0,0,0,0,0,0,35,51,5,0,0,2,77,12,0,0,0,90,1,0,0,0,89,2,0,2
468,12/1/91,37.30291,139.67416,0,85,6,0,0,0,0,0,0,0,0,0,0,0,0,45,41,5,0,0,1,79,11,0,0,0,91,0,0,0,0,89,2,0,2
495,12/1/91,1.00641,118.86716,0,0,0,0,1,16,37,2,2,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
505,12/1/91,37.98058,140.0957,0,79,12,0,0,0,0,0,0,0,0,4,18,0,0,35,51,5,0,0,1,78,12,0,0,0,91,0,0,0,0,89,2,0,2
506,12/1/91,37.81928,139.89909,0,82,9,0,0,0,0,0,0,0,0,0,0,0,0,37,49,5,0,0,0,79,12,0,0,0,91,0,0,0,0,89,2,0,2
521,12/1/91,35.30959,137.08257,0,0,0,0,0,0,33,17,5,0,0,0,0,0,0,0,86,5,0,0,1,80,10,0,0,0,90,1,0,0,0,88,3,0,4
528,12/1/91,33.90434,135.67802,0,89,0,2,1,2,36,16,1,0,0,0,0,0,0,0,91,0,0,0,0,82,9,0,0,0,91,0,0,0,0,86,5,0,2
538,12/1/91,39.28292,141.34019,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,31,49,11,0,0,2,77,12,0,0,0,91,0,0,0,0,89,2,0,2
545,12/1/91,38.17268,139.93024,0,74,17,0,0,0,0,0,0,0,0,0,0,0,0,35,52,4,0,0,0,79,12,0,0,0,91,0,0,0,0,89,2,0,2
547,12/1/91,37.84848,139.53777,1,77,11,2,0,0,0,0,0,0,0,0,0,0,0,51,35,5,0,0,0,80,11,0,0,0,90,1,0,0,0,89,2,0,2
553,12/1/91,36.85765,138.38739,0,86,5,0,0,0,0,0,0,0,0,0,0,0,0,41,36,14,0,0,1,78,12,0,0,0,90,1,0,0,0,88,3,0,2
564,12/1/91,34.97226,136.38036,0,91,0,0,0,5,39,3,5,0,0,0,0,0,0,6,80,5,0,0,1,81,9,0,0,0,90,1,0,0,0,88,3,0,2
574,12/1/91,1.03258,118.50776,0,0,0,0,2,12,33,11,0,0,0,0,0,0,0,0,91,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,4
577,12/1/91,39.63329,141.38156,0,85,6,0,0,0,0,0,0,0,0,3,10,9,0,31,43,17,0,0,2,77,12,0,0,0,91,0,0,0,0,88,3,0,2
584,12/1/91,38.52555,139.96179,0,68,23,0,0,0,0,0,0,0,0,0,0,0,0,35,53,3,0,0,0,79,12,0,0,0,91,0,0,0,0,89,2,0,2
586,12/1/91,38.20203,139.56665,6,54,22,9,0,0,0,0,0,0,0,0,0,0,0,37,52,2,0,0,0,79,12,0,0,0,91,0,0,0,0,89,2,0,2
596,12/1/91,36.53906,137.65889,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,34,55,2,0,0,0,80,11,0,0,0,90,1,0,0,0,88,3,0,2
617,12/1/91,39.98313,141.42348,0,77,14,0,0,0,0,0,0,0,0,10,28,0,0,31,44,16,0,0,0,79,12,0,0,0,91,0,0,0,0,87,4,0,2
635,12/1/91,35.51472,136.21887,0,88,1,2,0,9,40,0,0,0,0,0,0,0,0,7,79,5,0,0,2,79,10,0,0,0,90,1,0,0,0,87,4,0,2
648,12/1/91,40.1773,141.25661,0,67,22,2,0,0,0,0,0,0,0,19,28,0,0,31,47,13,0,0,0,79,12,0,0,0,91,0,0,0,0,87,4,0,2
661,12/1/91,35.87294,136.22633,0,84,5,2,0,0,24,26,6,0,0,0,0,0,0,0,86,5,0,0,0,81,10,0,0,0,91,0,0,0,0,87,4,0,2
670,12/1/91,33.90434,134.32198,0,87,4,0,0,0,34,13,8,0,0,0,0,0,0,0,91,0,0,0,0,81,10,0,0,0,90,1,0,0,0,86,5,0,2
681,12/1/91,43.18458,145.2869,0,0,0,0,0,1,58,0,0,0,0,4,2,7,0,25,64,2,0,0,0,80,11,0,0,0,91,0,0,0,0,88,3,0,4
682,12/1/91,40.52645,141.29813,6,55,23,7,0,0,28,0,0,0,0,34,25,0,0,20,60,11,0,0,0,79,12,0,0,0,91,0,0,0,0,87,4,0,2
683,12/1/91,40.37086,141.08853,0,62,27,2,0,0,0,0,0,0,0,19,28,0,0,30,50,11,0,0,0,79,12,0,0,0,91,0,0,0,0,87,4,0,2
685,12/1/91,40.05725,140.67302,0,79,12,0,0,0,0,0,0,0,0,0,0,0,0,31,50,10,0,0,1,78,12,0,0,0,91,0,0,0,0,87,4,0,2
700,12/1/91,34.26524,134.31793,0,0,0,0,0,7,30,15,4,0,0,0,0,0,0,0,91,0,0,0,1,81,9,0,0,0,89,2,0,0,0,86,5,0,4
713,12/1/91,46.00672,150.06848,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,90,1,0,0,0,81,10,0,0,0,91,0,0,0,0,88,3,0,4
724,12/1/91,40.40696,140.71059,0,75,16,0,0,0,0,0,0,0,0,8,30,0,0,30,51,10,0,0,1,78,12,0,0,0,91,0,0,0,0,87,4,0,2
727,12/1/91,39.93164,140.09212,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,52,8,0,0,1,79,11,0,0,0,91,0,0,0,0,87,4,0,4
740,12/1/91,33.52048,133.31532,0,87,4,0,0,0,38,16,2,0,0,0,0,0,0,0,91,0,0,0,0,81,10,0,0,0,91,0,0,0,0,85,6,0,2
742,12/1/91,33.1468,132.99045,0,84,7,0,0,2,43,10,1,0,0,0,0,0,0,6,85,0,0,0,0,81,10,0,0,0,91,0,0,0,0,84,7,0,2
758,12/1/91,0.93855,117.5714,0,0,0,0,0,2,17,26,11,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
762,12/1/91,52.17063,-174.4278,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,2,57,12,12,0,0,83,8,0,0,0,91,0,0,0,0,90,1,0,4
774,12/1/91,42.43258,143.1301,9,61,14,7,0,0,49,2,0,0,0,47,0,0,0,29,52,10,0,0,0,79,12,0,0,0,90,1,0,0,0,86,5,0,2
784,12/1/91,35.16678,134.48071,0,90,1,0,0,0,20,32,4,0,0,0,0,0,0,0,87,4,0,0,1,80,10,0,0,0,91,0,0,0,0,87,4,0,2
785,12/1/91,34.98525,134.30972,0,87,4,0,0,0,11,28,17,0,0,0,0,0,0,0,91,0,0,0,1,80,10,0,0,0,90,1,0,0,0,87,4,0,2
810,12/1/91,1.64342,117.57775,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
823,12/1/91,42.92421,143.41234,18,47,17,9,0,0,0,0,0,0,0,40,1,0,0,31,47,13,0,0,0,79,12,0,0,1,89,1,0,0,0,86,5,0,2
828,12/1/91,41.26096,140.9989,0,0,0,0,0,0,54,4,1,0,0,0,0,0,0,19,64,7,0,0,0,79,12,0,0,0,91,0,0,0,0,88,3,0,4
840,12/1/91,33.87015,132.96669,0,88,3,0,1,9,22,21,4,0,0,0,0,0,0,0,89,2,0,0,0,81,10,0,0,0,89,2,0,0,0,85,6,0,2
859,12/1/91,5.073,118.35729,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,91,0,0,0,4,87,0,0,0,0,91,0,0,0,0,91,0,0,4
863,12/1/91,2.06671,117.509,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
867,12/1/91,0.94875,117.21203,0,0,0,0,0,0,49,5,2,0,0,0,0,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,4
881,12/1/91,41.13896,140.40379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,4,0,0,0,80,11,0,0,0,91,0,0,0,0,87,4,0,4
890,12/1/91,32.90825,131.82942,0,77,11,3,0,0,0,0,0,0,0,0,0,0,0,7,84,0,0,0,0,81,10,0,0,0,89,2,0,0,0,84,7,0,2
893,12/1/91,32.3317,131.36182,1,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,79,12,0,0,0,90,1,0,0,0,84,7,0,2
895,12/1/91,31.94414,131.05481,0,91,0,0,0,0,47,10,0,0,0,0,0,0,0,0,91,0,0,0,0,80,11,0,0,0,91,0,0,0,0,85,6,0,2
901,12/1/91,16.3591,122.125,0,0,0,0,0,3,29,20,7,0,0,0,0,0,0,13,78,0,0,0,1,87,3,0,0,0,91,0,0,0,0,91,0,0,4
905,12/1/91,14.18683,121.24693,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,2,89,0,0,0,3,87,1,0,0,0,91,0,0,0,0,91,0,0,4
910,12/1/91,12.95731,120.77753,0,0,0,0,2,19,36,0,0,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
914,12/1/91,4.94835,118.13134,0,0,0,0,0,8,48,1,0,0,0,0,0,0,0,0,91,0,0,0,3,88,0,0,0,0,91,0,0,0,0,91,0,0,4
923,12/1/91,1.09291,117.06889,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,4
939,12/1/91,35.14726,133.44249,0,89,2,0,0,10,47,0,0,0,0,0,0,0,0,0,84,7,0,0,0,81,10,0,0,0,91,0,0,0,0,87,4,0,2
947,12/1/91,32.69456,131.34071,0,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,81,10,0,0,0,89,2,0,0,0,84,7,0,2
953,12/1/91,31.52595,130.42607,0,0,0,0,0,4,29,12,11,0,0,0,0,0,0,0,91,0,0,0,0,84,7,0,0,0,91,0,0,0,0,85,6,0,4
954,12/1/91,31.32897,130.27689,0,0,0,0,0,0,46,12,0,0,0,0,0,0,0,0,91,0,0,0,0,85,6,0,0,0,91,0,0,0,0,85,6,0,4
971,12/1/91,4.82195,117.90593,0,0,0,0,0,1,53,4,0,0,0,0,0,0,0,0,91,0,0,0,2,88,1,0,0,0,91,0,0,0,0,91,0,0,4
972,12/1/91,4.55096,117.82818,0,0,0,0,0,2,39,15,2,0,0,0,0,0,0,0,91,0,0,0,2,87,2,0,0,0,91,0,0,0,0,91,0,0,4
976,12/1/91,3.45911,117.52112,0,0,0,0,0,10,48,1,0,0,0,0,0,0,0,0,91,0,0,0,1,87,3,0,0,0,91,0,0,0,0,91,0,0,4
983,12/1/91,1.23618,116.9254,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,4
1001,12/1/91,41.51928,140.05383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,13,0,0,0,80,11,0,0,0,91,0,0,0,0,87,4,0,4
1003,12/1/91,35.13641,133.09662,0,82,9,0,0,0,57,0,0,0,0,0,0,0,0,0,85,6,0,0,0,82,9,0,0,0,91,0,0,0,0,88,3,0,2
1026,12/1/91,15.69651,121.41187,0,0,0,0,0,0,25,23,8,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
1027,12/1/91,15.45481,121.31487,0,0,0,0,0,6,34,16,1,0,0,0,0,0,0,0,91,0,0,0,1,88,2,0,0,0,91,0,0,0,0,91,0,0,4
1036,12/1/91,11.7515,119.92213,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,77,14,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0,4
1039,12/1/91,5.77328,117.99339,0,0,0,0,0,40,18,0,0,0,0,0,0,0,0,0,91,0,0,0,2,87,2,0,0,0,91,0,0,0,0,91,0,0,4
1054,12/1/91,1.65939,116.85442,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,4
1063,12/1/91,43.70929,142.72864,32,24,24,11,0,0,0,0,0,0,0,0,0,0,0,2,77,12,0,0,0,80,11,0,0,0,90,1,0,0,0,87,4,0,3
1075,12/1/91,35.12339,132.75087,0,80,11,0,0,0,56,1,0,0,0,0,0,0,0,0,88,3,0,0,0,83,8,0,0,0,91,0,0,0,0,88,3,0,2
1090,12/1/91,17.99212,122.14766,0,0,0,0,0,6,48,5,0,0,0,0,0,0,0,4,87,0,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0,4
1094,12/1/91,17.04343,121.74413,0,0,0,0,0,27,32,0,0,0,0,0,0,0,0,0,91,0,0,0,0,85,6,0,0,0,91,0,0,0,0,91,0,0,4
1098,12/1/91,16.08475,121.34958,0,0,0,0,0,2,34,3,0,0,0,0,0,0,0,0,91,0,0,0,0,87,4,0,0,0,91,0,0,0,0,91,0,0,4
1100,12/1/91,15.60164,121.15559,0,0,0,0,0,0,38,19,1,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
1105,12/1/91,10.88268,119.4156,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,91,0,0,0,0,90,1,0,0,0,91,0,0,0,0,91,0,0,4
1112,12/1/91,5.10684,117.61075,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,91,0,0,0,4,83,4,0,0,0,91,0,0,0,0,91,0,0,4
1118,12/1/91,3.46844,117.15343,0,0,0,0,0,8,50,0,0,0,0,0,0,0,0,0,91,0,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0,4
1122,12/1/91,2.36007,116.85626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,4
1131,12/1/91,44.34706,143.24632,0,0,0,0,0,4,33,7,0,0,0,22,24,0,0,1,81,9,0,0,0,81,10,0,0,0,91,0,0,0,0,88,3,0,4
1137,12/1/91,43.45339,141.87482,30,32,19,10,0,0,0,0,0,0,0,72,0,0,0,1,76,14,0,0,1,79,11,0,0,0,91,0,0,0,0,88,3,0,1
1158,12/1/91,17.90355,121.88356,0,0,0,0,0,5,50,2,1,0,0,0,0,0,0,2,89,0,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0,4
1162,12/1/91,16.95161,121.48343,0,0,0,0,0,6,48,0,0,0,0,0,0,0,0,0,91,0,0,0,0,84,7,0,0,0,91,0,0,0,0,91,0,0,4
1169,12/1/91,15.26165,120.80451,0,0,0,0,0,9,50,0,0,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
1180,12/1/91,4.15869,117.15723,0,0,0,0,0,14,42,2,0,0,0,0,0,0,0,0,91,0,0,0,0,87,4,0,0,0,91,0,0,0,0,91,0,0,4
1186,12/1/91,2.50078,116.71084,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,91,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,4
1187,12/1/91,2.2216,116.63776,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,91,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,4
1211,12/1/91,42.40375,139.94408,11,35,31,14,0,0,0,0,0,0,0,0,0,0,0,1,75,15,0,0,0,80,11,0,0,0,91,0,0,0,0,87,4,0,3
1214,12/1/91,34.13977,131.25385,0,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,86,5,0,0,0,91,0,0,0,0,86,5,0,2
1226,12/1/91,16.85798,121.2233,0,0,0,0,0,8,50,1,0,0,0,0,0,0,0,0,91,0,0,0,0,85,6,0,0,0,91,0,0,0,0,91,0,0,4
1245,12/1/91,4.84509,117.16109,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,91,0,0,0,2,86,3,0,0,0,91,0,0,0,0,91,0,0,4
1251,12/1/91,3.19657,116.71178,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
1263,12/1/91,53.43754,-168.05582,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,58,19,8,0,0,83,8,0,0,0,91,0,0,0,0,91,0,0,4
1277,12/1/91,33.14309,130.13904,0,0,0,0,0,0,8,44,5,0,0,0,0,0,0,2,89,0,0,0,0,81,10,0,0,0,91,0,0,0,0,86,5,0,4
1282,12/1/91,17.72096,121.35709,0,0,0,0,0,12,46,1,0,0,0,0,0,0,0,0,91,0,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0,4
1283,12/1/91,17.48228,121.25791,0,0,0,0,1,14,34,10,0,0,0,0,0,0,0,0,91,0,0,0,0,86,5,0,0,0,91,0,0,0,0,91,0,0,4
1291,12/1/91,15.55053,120.48444,0,0,0,0,0,2,49,8,0,0,0,0,0,0,0,0,91,0,0,0,1,87,3,0,0,0,91,0,0,0,0,91,0,0,4
1294,12/1/91,14.81576,120.20324,0,0,0,0,0,3,50,5,0,0,0,0,0,0,0,0,91,0,0,0,0,87,4,0,0,0,91,0,0,0,0,91,0,0,4
1301,12/1/91,5.52774,117.16499,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,91,0,0,0,2,87,2,0,0,0,91,0,0,0,0,91,0,0,4
1307,12/1/91,3.88839,116.71272,0,0,0,0,0,0,41,6,0,0,0,0,0,0,0,0,91,0,0,0,1,85,5,0,0,0,91,0,0,0,0,91,0,0,4
1312,12/1/91,2.50034,116.34637,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,91,0,0,0,1,89,1,0,0,0,91,0,0,0,0,91,0,0,4
1313,12/1/91,2.22026,116.27422,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,91,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,4
1321,12/1/91,53.51503,-166.92442,0,0,0,0,0,0,50,7,1,0,0,0,0,0,0,0,60,15,8,0,0,85,6,0,0,0,91,0,0,0,0,91,0,0,4
1331,12/1/91,33.11132,129.80557,0,91,0,0,0,0,55,3,0,0,0,0,0,0,0,0,91,0,0,0,0,83,8,0,0,0,91,0,0,0,0,86,5,0,2
