Days
67
64
64
70
29
25
60
63
27
42
71
65
74
71
33
49
27
32
32
37
34
23
23
23
33
33
41
39
30
36
32
34
20
24
12
21
19
16
3
17
16
13
20
18
37
15
19
28
20
26
32
20
23
19
22
29
21
20
41
38
34
70
55
54
72
70
60
57
66
48
62
