Days
87
85
87
91
91
91
91
87
87
90
86
86
91
88
91
91
91
91
91
91
91
91
89
89
90
91
91
90
90
89
91
89
88
90
91
78
90
91
90
91
80
91
81
84
81
80
91
82
89
82
89
91
88
80
88
85
91
90
88
82
83
89
89
85
89
81
89
90
91
90
90
88
84
91
90
91
87
85
90
80
88
86
88
85
91
90
87
85
90
83
81
87
85
88
90
88
84
91
91
83
84
88
91
86
90
91
85
89
91
85
89
84
88
88
91
91
85
90
89
82
85
84
89
88
88
89
89
85
82
85
87
81
89
86
90
90
81
81
90
88
81
90
87
83
80
77
83
87
78
90
88
90
91
78
90
90
85
86
85
91
91
85
86
85
87
85
78
86
85
91
91
87
86
85
84
83
90
87
84
83
91
85
84
86
85
85
84
84
87
88
88
86
85
90
88
90
90
84
88
86
85
89
80
84
87
89
89
91
84
89
84
87
81
85
85
86
83
79
89
81
85
85
81
87
82
89
79
80
88
80
79
79
82
82
80
81
81
82
81
87
78
80
82
85
90
78
78
81
79
78
79
80
83
83
80
88
81
86
81
78
82
83
86
87
83
85
79
82
81
83
87
88
81
80
81
86
83
84
84
88
88
89
81
81
84
85
87
87
80
82
88
90
86
79
83
84
84
87
89
81
86
86
84
85
86
86
82
87
90
83
86
86
83
81
89
86
83
83
86
84
91
86
91
84
87
80
90
90
86
82
89
86
88
88
81
81
89
88
90
89
89
89
87
86
80
82
82
88
89
88
82
81
88
88
89
89
86
81
81
88
83
81
85
88
89
87
84
84
91
91
89
89
79
84
87
88
89
91
89
87
90
81
80
89
87
88
85
90
91
82
81
91
89
91
89
82
80
89
87
90
91
82
80
84
86
89
87
81
87
88
88
90
90
91
91
90
89
88
90
89
89
90
85
87
90
88
90
87
84
80
87
89
89
88
91
84
89
88
88
88
90
89
87
90
89
89
84
88
87
88
84
90
79
87
87
89
90
90
90
86
87
90
88
86
90
88
90
90
83
90
89
90
83
86
90
91
89
89
81
79
87
88
91
90
90
91
80
85
85
86
88
88
88
90
87
89
88
91
80
80
84
85
88
88
87
90
89
89
87
89
88
85
90
89
80
80
81
81
87
89
90
89
91
79
81
86
87
86
87
88
86
88
85
80
81
82
85
90
89
90
81
89
91
91
81
81
82
81
81
82
88
89
91
90
90
91
91
81
81
80
88
89
90
87
81
80
81
81
82
86
86
87
90
91
87
91
90
87
91
79
79
81
82
86
91
85
85
88
81
80
80
81
80
81
88
88
90
91
87
86
88
83
81
87
88
88
80
80
81
80
82
83
81
89
88
91
91
91
88
88
90
87
91
83
80
82
83
87
86
86
86
91
91
91
84
83
86
89
88
91
88
81
80
83
86
86
90
91
91
88
86
91
81
85
87
91
91
85
84
84
82
81
80
80
87
89
91
87
80
81
85
86
86
90
81
81
87
90
91
88
85
84
81
86
86
87
86
90
89
91
88
89
87
86
86
79
87
86
89
89
91
91
88
77
84
86
82
83
89
77
89
79
87
87
89
88
91
89
86
81
85
81
86
86
88
91
91
89
85
79
90
88
80
87
87
91
87
79
80
86
85
82
89
87
79
81
87
91
81
79
80
80
80
79
85
79
91
90
78
84
85
78
83
86
91
91
89
82
82
81
81
79
82
85
84
85
86
81
85
79
81
84
80
79
81
85
86
81
83
89
81
85
80
79
82
80
83
87
84
83
91
78
77
85
85
85
85
79
80
91
80
80
80
79
79
80
89
85
91
80
80
79
80
85
80
80
80
81
88
87
84
82
80
80
79
80
81
85
79
79
78
79
79
79
80
80
80
80
87
83
84
80
81
80
80
81
81
80
80
80
79
79
81
81
83
89
90
80
80
78
81
82
80
80
83
83
80
80
79
91
89
91
80
79
80
79
80
84
79
79
78
78
81
78
84
83
79
78
78
80
84
80
81
79
80
81
79
89
82
81
84
87
80
81
81
80
78
81
80
80
80
76
76
79
80
80
90
91
81
80
81
76
79
80
81
81
84
82
80
80
80
79
80
80
78
79
85
82
82
81
80
81
80
81
77
79
78
77
84
80
81
78
79
80
80
86
86
79
78
79
87
84
84
81
80
80
79
84
85
86
84
81
78
78
78
87
84
84
83
80
80
80
81
80
89
89
87
85
84
55
80
81
85
84
84
78
76
76
78
81
78
83
81
80
80
80
78
78
76
84
87
78
79
79
78
80
75
86
83
82
80
77
76
79
87
88
85
82
85
80
83
80
78
75
85
84
80
78
78
77
77
88
86
84
80
80
80
84
84
82
91
82
79
79
79
79
76
76
81
81
80
79
84
81
80
89
86
81
77
79
74
79
79
79
78
81
83
78
77
79
82
80
76
79
80
79
78
77
78
82
82
78
78
80
90
86
81
81
78
78
87
88
81
80
76
78
74
81
77
77
78
89
76
81
83
87
82
43
81
81
82
83
79
79
82
81
58
81
79
79
83
86
86
80
79
76
74
90
88
83
91
81
79
78
76
80
76
77
84
82
88
89
75
79
78
80
88
82
76
79
79
83
84
86
84
83
82
80
78
76
75
77
80
81
83
86
80
78
87
86
82
91
79
76
79
79
91
87
81
91
76
80
78
74
81
91
90
89
91
78
81
79
81
87
87
85
90
88
79
81
80
74
79
81
82
86
90
89
85
83
82
80
79
79
79
78
79
83
90
90
82
86
82
91
78
81
81
82
82
86
82
80
80
79
81
81
86
85
88
82
83
82
78
91
91
80
81
79
83
89
81
83
80
81
79
84
86
83
90
79
79
79
79
79
81
81
80
86
88
89
84
84
79
87
80
79
79
80
81
80
85
82
82
79
79
79
80
79
82
83
86
87
91
91
80
80
79
84
90
85
82
80
79
81
79
83
86
86
84
85
82
79
80
86
84
84
79
79
80
81
81
79
87
86
86
89
86
46
48
46
79
80
79
81
87
86
89
84
90
79
81
80
79
79
79
85
86
91
91
79
80
80
79
79
85
81
87
87
87
87
85
81
83
80
79
84
88
84
82
60
91
79
80
80
79
80
79
79
79
87
87
85
85
87
84
79
86
90
91
91
57
79
86
86
87
88
85
86
91
81
79
79
79
87
88
90
90
91
79
80
80
86
88
86
89
87
83
79
79
80
79
80
80
80
80
78
88
85
87
85
79
80
79
80
79
87
88
91
91
89
78
88
80
80
86
91
78
88
80
80
86
86
87
88
88
88
84
89
81
77
82
84
88
80
81
79
79
79
87
83
80
85
82
80
83
80
75
88
79
79
79
79
74
88
83
89
91
90
79
91
80
79
79
82
87
89
87
87
84
84
89
91
