indicator,average
0,0.06
1,49.83
2,1.06
3,0.13
4,0.25
5,4.48
6,44.63
7,6.75
8,1.79
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.04
15,5.95
16,78.38
17,6.98
18,0.5
19,0.0
20,1.45
21,89.61
22,0.94
23,0.0
24,0.0
25,0.02
26,89.97
27,1.97
28,0.04
29,0.0
30,0.06
31,90.75
32,1.2
33,0.0
