indicator,average
0,0.1
1,49.86
2,1.02
3,0.1
4,0.2
5,4.12
6,43.83
7,7.43
8,2.21
9,0.0
10,0.0
11,0.62
12,0.14
13,0.1
14,1.1
15,8.2
16,66.09
17,13.37
18,2.84
19,0.0
20,1.53
21,89.4
22,1.06
23,0.0
24,0.0
25,0.08
26,89.23
27,2.63
28,0.06
29,0.0
30,0.21
31,90.16
32,1.63
33,0.0
