indicator,average
0,0.1
1,49.73
2,1.13
3,0.11
4,0.69
5,5.79
6,39.59
7,6.83
8,2.32
9,0.0
10,0.0
11,0.9
12,0.15
13,0.05
14,0.1
15,5.03
16,81.59
17,4.6
18,0.53
19,0.0
20,1.75
21,89.04
22,1.21
23,0.0
24,0.0
25,0.06
26,91.44
27,0.5
28,0.0
29,0.0
30,0.1
31,91.02
32,0.87
33,0.0
