index,fw_fw_06_swe_-2,swe_swe_average_-2,clusteringLabel
97278,1
93880,3
97277,2
95299,1
93882,3
97541,3
93585,1
110026,0
99557,3
101724,3
100049,3
96165,1
98821,3
101952,3
100777,1
538,1
382,2
461,4
327,3
147183,1
149734,1
144753,5
146682,3
148262,3
143284,0
148777,3
148791,0
150231,3
150922,3
149766,3
146643,1
151578,3
144460,0
145837,2
146956,2
145827,3
141510,3
149251,0
145828,2
149281,3
146920,3
149285,2
147492,0
150927,2
146634,0
147737,2
151802,3
143585,3
149254,2
148528,1
142990,1
148265,3
148523,3
142103,3
143865,1
140916,0
143884,2
150908,2
150928,0
146408,2
145840,3
146392,0
146410,0
150446,1
144434,0
148018,3
150925,0
147991,0
148524,2
144453,0
147187,0
152627,0
146648,1
150900,0
149004,0
151354,2
150237,1
146656,0
145832,3
145304,0
144176,0
148488,2
145005,3
149999,3
148015,0
142404,1
152625,3
141517,0
147708,1
151145,3
148501,3
145576,0
146916,1
148249,0
149035,2
150897,0
142099,0
146357,1
149756,2
148538,2
144740,0
147729,0
149262,1
146383,3
147205,3
149483,0
142703,0
148990,3
149751,0
147195,0
144471,3
146355,0
150675,3
150219,4
144151,0
148236,0
4863,0
22531,2
19923,3
19918,0
21486,0
18890,0
23064,0
29912,3
25206,2
26269,0
23605,3
5839,0
25215,1
25747,4
25752,0
23597,0
27844,0
27335,3
4867,0
26277,0
24139,0
24138,0
21202,0
42888,3
49568,1
48711,1
52091,0
45204,0
44291,3
44742,2
47826,3
52092,3
45654,0
50835,0
132496,3
137845,3
137851,0
137860,1
137551,0
141486,3
138792,0
132810,2
133122,1
135655,1
137562,0
131557,1
130944,0
137519,0
141469,3
139364,0
137831,0
135969,2
135940,0
144424,3
135305,1
138150,3
137567,2
136927,2
137878,3
133435,0
138454,0
138467,0
144126,3
137227,0
136916,3
142377,0
137250,0
139686,1
136622,0
140909,0
138182,0
139705,0
139991,2
139406,2
133426,3
140590,0
135347,0
139373,2
132808,0
144992,1
136914,2
137526,0
138751,0
146084,0
144130,0
136286,2
135002,0
140282,0
141494,0
139366,0
137520,0
135328,0
143835,0
137218,0
136887,1
144124,2
135944,1
131566,0
143247,0
141478,2
140266,1
140906,0
136583,0
139076,0
139378,0
140601,0
140014,2
138465,0
137245,2
137225,2
136889,0
134705,0
138794,0
141796,4
141790,0
138496,0
136266,0
139976,0
134050,0
140568,0
143833,0
139674,0
142063,0
134380,0
135020,0
139659,2
145545,0
140267,0
132178,1
28494,3
23171,0
30045,0
24801,0
31072,0
26919,0
12771,0
23187,2
19472,3
14810,1
17408,1
15330,1
22094,1
30057,0
20511,3
19508,1
25842,0
22637,0
15332,0
13269,0
13275,0
20526,0
14299,0
16881,0
19497,0
19481,3
24788,0
28498,0
19990,0
22103,3
21579,0
25320,3
26904,4
13265,0
10320,3
12281,0
21562,0
30043,0
18467,0
27984,0
18459,0
23702,0
26397,1
14290,3
18966,0
15844,0
21584,2
18985,1
28489,0
9453,0
25340,0
25851,3
10795,3
16386,0
10318,0
17946,0
13278,0
30053,1
15319,0
18482,0
20519,0
17415,1
19471,0
27452,0
14305,3
26916,2
28502,3
20522,0
34640,0
33614,0
34643,0
37059,2
34631,0
23205,0
31086,0
32129,0
36081,2
21595,0
36583,0
34113,0
37542,0
25885,0
35600,0
37557,3
32648,3
33610,0
38035,3
26420,3
31625,0
35127,0
32145,0
22126,0
25368,3
29044,0
39026,0
22132,0
20553,0
24272,2
31100,0
29550,3
35126,0
25882,0
25896,2
34630,0
34142,0
27487,0
34610,0
34136,0
29030,0
35105,0
32627,0
36584,0
29547,0
29072,0
32649,0
21599,3
24273,0
26974,0
27489,0
31611,0
28547,0
29563,0
29053,0
35596,0
36993,0
39456,3
38466,1
38971,0
37969,0
31574,0
35567,0
39445,0
43733,0
35084,0
35551,0
41837,0
30555,0
28474,0
41351,0
36535,2
43706,3
31060,2
33576,0
37486,0
32058,0
38944,4
38479,0
32067,0
36537,0
33094,0
34085,0
43243,0
31067,1
45547,0
42331,0
29505,4
30028,3
29512,0
38487,0
38449,0
32068,0
43250,0
33091,0
38468,0
36540,0
44629,0
38955,3
36541,0
30536,0
38977,3
45090,0
38956,2
33089,3
35071,0
44636,0
35570,0
43251,0
37000,0
36507,3
40418,3
39917,3
43261,0
32581,0
37475,0
33078,0
34572,2
44631,0
28986,0
36997,3
31576,0
34598,2
39924,0
42326,3
66049,0
59433,1
33197,2
21661,0
13867,0
22728,0
20609,0
16460,1
23256,0
15409,0
24360,3
25421,0
18018,0
30148,0
25426,0
18545,0
28608,1
13866,0
18032,0
29642,3
28592,0
31685,1
21150,0
22189,0
16452,0
31682,0
29640,2
22724,1
25972,0
20112,0
22719,0
18033,0
32700,3
29635,0
19570,0
16984,0
21157,0
29630,0
22733,0
25442,0
29637,0
112226,0
110418,1
113802,0
110380,2
116454,0
111755,0
110373,1
113545,3
109431,0
111057,2
109925,0
113023,0
106480,0
112228,0
111762,0
113527,0
106476,0
108704,0
112240,0
109950,0
108978,0
110629,0
108467,0
111996,0
116460,0
111041,0
107484,0
113528,0
109223,0
111280,0
115431,0
113529,0
109909,1
110617,3
110626,1
110171,0
109448,0
109212,0
109933,0
108709,0
111990,1
115694,1
111042,0
109936,0
108956,0
112494,0
110183,0
108962,0
112750,0
110193,0
114056,0
114324,0
114333,0
108456,0
113782,0
109231,0
108446,0
105058,0
113537,0
114057,0
110383,0
115683,0
115144,0
117186,0
113544,0
106472,0
108217,0
110181,0
111766,0
116450,0
114891,0
110594,0
105992,1
112496,0
113533,0
111043,0
110853,1
78324,0
78327,0
78322,0
73857,0
77260,0
70759,0
77974,0
74625,0
71543,0
75402,0
75784,0
74248,3
74249,2
70384,1
62514,0
66028,0
62509,0
60586,3
60200,0
60976,2
65004,1
63238,0
63585,2
65003,1
61735,0
64312,1
60587,0
60198,2
121991,0
120920,0
123023,0
126516,0
122298,0
123797,0
123666,0
121638,0
123969,0
121455,0
129162,3
122578,3
123024,0
121811,0
121128,3
119684,0
119851,0
119485,0
121665,0
120934,0
125931,0
128866,1
121113,3
128864,2
127990,0
120044,0
120924,0
119681,0
122447,0
125650,0
126814,0
125395,0
124314,0
124326,1
123639,0
124337,0
126517,0
125396,0
119469,1
127104,1
119275,0
120049,0
122290,0
126816,2
122722,0
121633,0
125121,0
121290,0
125119,0
125656,0
124703,0
122288,0
123177,0
118865,0
123985,0
122732,0
119479,0
121976,0
123174,0
119271,0
121637,0
125923,1
120953,0
124306,0
124329,0
122719,0
121304,0
125148,2
124318,0
120403,1
123030,1
102216,2
103248,0
107387,0
105907,0
104093,0
103242,0
103870,3
100824,2
106376,0
108141,0
105654,0
108143,0
101071,0
103662,0
102850,0
102633,3
107644,2
103036,3
104311,3
105901,0
108397,0
107386,3
103859,1
107650,1
108879,0
106135,0
103866,1
107379,0
104967,0
106392,0
102647,0
103449,0
104510,0
106627,0
103244,0
106887,1
100810,0
101997,0
105177,0
107394,0
102435,0
105650,0
105904,3
103453,0
103647,0
106632,0
106865,0
103054,1
15,0
85624,0
84303,0
83250,0
87388,2
87732,1
83597,2
79346,1
88787,0
88792,0
89829,0
77959,0
78641,0
85633,0
89126,0
88769,0
86668,0
89118,2
91109,0
82568,0
78978,0
82901,0
79344,0
79328,0
87022,0
88090,0
79688,0
92934,0
78292,0
80436,0
80053,0
77591,0
79002,0
77232,0
89491,0
85629,0
86656,0
84645,0
81152,0
86667,0
85973,0
90145,0
81146,0
88791,0
89466,0
78629,0
84953,0
82203,0
84615,0
78981,0
80788,0
92013,1
78636,0
92304,1
80424,0
84967,0
82889,0
84983,0
82201,0
85630,1
88082,3
86305,0
88417,0
87363,0
81847,0
90779,0
77967,0
78306,0
82917,0
87729,0
81868,0
87367,0
93534,0
81159,0
86322,0
91701,0
90134,0
85646,0
78283,1
88779,0
76119,0
86284,0
84302,0
91698,1
81520,0
79352,0
20679,0
22441,1
29315,3
34852,0
32380,0
41637,0
25113,0
29321,0
39247,3
28276,0
38748,0
20887,0
39740,0
41649,0
34363,0
36300,0
33862,0
35842,0
33887,0
41163,3
34843,0
36320,0
38247,0
38753,1
30331,3
41168,0
43051,2
29328,2
31372,0
40691,0
23516,1
34350,0
36771,0
26165,0
34349,0
25129,2
43049,0
38740,3
43048,0
27226,0
21404,0
29820,0
22446,0
35818,0
29823,0
23505,0
38242,0
25631,0
40195,0
30841,0
22436,0
35828,0
31888,0
26716,0
30864,0
39235,0
34357,0
37287,0
28289,0
31877,0
31350,2
26161,2
25116,2
26175,1
25107,0
27768,0
37743,0
41181,0
21916,0
41162,0
32362,0
30837,0
38244,0
36316,0
40220,0
33388,0
20884,0
31355,0
30320,0
42114,3
27756,0
79406,0
79039,0
79401,0
78342,0
77273,0
102514,0
101195,0
98983,0
101630,0
101397,0
104418,2
98723,0
98985,0
99970,0
103128,0
98478,2
101870,0
106022,0
102071,0
97955,0
103566,2
103342,0
104647,0
100440,1
104627,0
106252,0
101179,0
100949,0
102925,0
100453,0
100447,0
99703,0
101400,0
100207,0
101418,0
98469,0
101178,0
97961,0
102087,0
108733,0
105544,0
109479,0
105546,1
108248,0
101181,0
102297,0
105524,0
102714,0
108482,2
103359,2
103347,0
106019,0
103542,0
100918,0
103125,0
101633,1
105074,0
99220,0
104855,0
106998,0
103358,0
105776,0
104412,0
99470,0
98971,0
102922,0
100462,0
100917,0
103331,2
102941,3
101420,0
98979,0
106511,0
99471,0
104851,0
100198,0
55298,0
51104,0
53581,0
45043,0
57304,2
54002,1
45507,0
56916,0
57737,0
45956,0
42741,0
47247,0
55714,0
56108,0
49852,0
45950,3
48109,1
46819,0
54864,1
57340,0
54854,0
57310,0
57714,4
48541,3
53169,0
52369,0
57712,2
51119,0
56132,0
55722,0
50255,0
42722,0
45479,0
52758,0
54448,0
50675,0
49857,0
52773,0
46829,0
59302,0
53582,0
45931,0
47257,0
58921,0
51959,0
49833,3
42730,1
44598,1
44132,0
51962,0
55292,0
42720,0
49005,0
59305,0
56510,3
47660,0
53997,0
50256,0
58110,0
59325,1
46796,4
56499,3
41789,2
53611,0
49835,0
54443,0
43666,0
46825,0
