index,start_date,lat,lon,P0.1_N1_ALL_C9
881,1992-06-01,41.13896,140.40379,5
890,1992-06-01,32.90825,131.82942,0
893,1992-06-01,32.3317,131.36182,2
895,1992-06-01,31.94414,131.05481,0
901,1992-06-01,16.3591,122.125,1
905,1992-06-01,14.18683,121.24693,1
910,1992-06-01,12.95731,120.77753,1
914,1992-06-01,4.94835,118.13134,1
923,1992-06-01,1.09291,117.06889,1
939,1992-06-01,35.14726,133.44249,0
947,1992-06-01,32.69456,131.34071,0
953,1992-06-01,31.52595,130.42607,5
954,1992-06-01,31.32897,130.27689,1
971,1992-06-01,4.82195,117.90593,1
972,1992-06-01,4.55096,117.82818,1
976,1992-06-01,3.45911,117.52112,1
983,1992-06-01,1.23618,116.9254,1
1001,1992-06-01,41.51928,140.05383,5
1003,1992-06-01,35.13641,133.09662,0
1026,1992-06-01,15.69651,121.41187,1
1027,1992-06-01,15.45481,121.31487,1
1036,1992-06-01,11.7515,119.92213,1
1039,1992-06-01,5.77328,117.99339,1
1054,1992-06-01,1.65939,116.85442,1
1063,1992-06-01,43.70929,142.72864,0
1075,1992-06-01,35.12339,132.75087,0
1090,1992-06-01,17.99212,122.14766,1
1094,1992-06-01,17.04343,121.74413,1
1098,1992-06-01,16.08475,121.34958,1
1100,1992-06-01,15.60164,121.15559,1
1105,1992-06-01,10.88268,119.4156,1
1112,1992-06-01,5.10684,117.61075,1
1118,1992-06-01,3.46844,117.15343,1
1122,1992-06-01,2.36007,116.85626,1
1131,1992-06-01,44.34706,143.24632,1
1137,1992-06-01,43.45339,141.87482,0
1158,1992-06-01,17.90355,121.88356,1
1162,1992-06-01,16.95161,121.48343,1
1169,1992-06-01,15.26165,120.80451,1
1180,1992-06-01,4.15869,117.15723,1
1186,1992-06-01,2.50078,116.71084,1
1187,1992-06-01,2.2216,116.63776,1
1211,1992-06-01,42.40375,139.94408,0
1214,1992-06-01,34.13977,131.25385,0
1226,1992-06-01,16.85798,121.2233,1
1245,1992-06-01,4.84509,117.16109,1
1251,1992-06-01,3.19657,116.71178,1
1263,1992-06-01,53.43754,-168.05582,5
1277,1992-06-01,33.14309,130.13904,1
1282,1992-06-01,17.72096,121.35709,1
1283,1992-06-01,17.48228,121.25791,1
1291,1992-06-01,15.55053,120.48444,1
1294,1992-06-01,14.81576,120.20324,1
1301,1992-06-01,5.52774,117.16499,1
1307,1992-06-01,3.88839,116.71272,1
1312,1992-06-01,2.50034,116.34637,1
1313,1992-06-01,2.22026,116.27422,1
1321,1992-06-01,53.51503,-166.92442,5
1331,1992-06-01,33.11132,129.80557,0
1332,1992-06-01,18.34171,121.39305,1
1333,1992-06-01,18.10407,121.29304,1
1359,1992-06-01,3.19612,116.34496,1
1376,1992-06-01,51.60372,157.11647,0
1407,1992-06-01,3.88794,116.34355,1
1410,1992-06-01,3.05489,116.12545,1
1419,1992-06-01,0.51101,115.49088,1
1423,1992-06-01,52.18654,158.26318,1
1433,1992-06-01,17.91381,120.76664,1
1440,1992-06-01,8.61467,117.49284,1
1446,1992-06-01,5.3972,116.56505,1
1457,1992-06-01,2.35075,115.76427,1
1466,1992-06-01,54.09554,-165.96376,5
1468,1992-06-01,52.40771,158.13364,0
1470,1992-06-01,52.22779,157.48727,0
1482,1992-06-01,16.11845,119.83793,1
1499,1992-06-01,2.76715,115.68814,1
1504,1992-06-01,1.35373,115.3385,1
1556,1992-06-01,5.52907,116.04011,1
1560,1992-06-01,4.42863,115.74872,1
1567,1992-06-01,2.47237,115.25317,1
1574,1992-06-01,0.47553,114.77514,1
1580,1992-06-01,53.41893,159.06563,0
1585,1992-06-01,52.97844,157.40744,0
1591,1992-06-01,46.53537,142.33861,0
1597,1992-06-01,4.56164,115.59907,1
1599,1992-06-01,4.00663,115.45624,1
1609,1992-06-01,1.18295,114.76389,1
1610,1992-06-01,0.89597,114.69659,1
1620,1992-06-01,53.64052,158.93655,0
1659,1992-06-01,53.94683,159.14554,0
1661,1992-06-01,53.77538,158.4679,0
1662,1992-06-01,53.68767,158.13142,0
1669,1992-06-01,47.36236,142.69604,0
1684,1992-06-01,3.14993,114.87821,1
1688,1992-06-01,2.01701,114.60513,1
1689,1992-06-01,1.73171,114.53773,1
1698,1992-06-01,54.7288,161.4474,0
1710,1992-06-01,53.72738,157.32443,0
1715,1992-06-01,47.4069,142.26111,3
1768,1992-06-01,35.31393,128.39154,0
1771,1992-06-01,24.42157,121.78476,1
1779,1992-06-01,22.58,120.92892,1
1781,1992-06-01,22.11394,120.72142,1
1791,1992-06-01,2.27619,114.30933,1
1803,1992-06-01,55.09991,160.85187,0
1821,1992-06-01,36.65617,129.1304,0
1823,1992-06-01,36.26357,128.81561,0
1843,1992-06-01,22.48589,120.65067,1
1872,1992-06-01,54.91586,158.96249,0
1893,1992-06-01,36.02578,128.31068,0
1897,1992-06-01,35.22702,127.70306,0
1903,1992-06-01,24.9306,121.53885,1
1904,1992-06-01,24.70243,121.42957,1
1919,1992-06-01,3.10019,114.14554,1
1928,1992-06-01,0.51633,113.55603,1
1939,1992-06-01,55.38617,159.88741,0
1943,1992-06-01,55.05033,158.4774,2
1947,1992-06-01,54.69272,157.09422,2
1948,1992-06-01,54.59998,156.75273,0
1949,1992-06-01,54.50593,156.41296,0
1951,1992-06-01,49.62436,144.04466,3
1958,1992-06-01,43.46072,135.0,1
1959,1992-06-01,37.36482,129.05687,0
1962,1992-06-01,36.77622,128.58121,2
1986,1992-06-01,4.35391,114.26555,1
1988,1992-06-01,3.79194,114.12997,1
2010,1992-06-01,55.84635,160.83676,0
2022,1992-06-01,54.81722,156.60553,0
2027,1992-06-01,49.5334,143.32565,0
2032,1992-06-01,48.80425,142.04071,0
2057,1992-06-01,36.53685,128.07278,0
2069,1992-06-01,24.75077,120.96375,1
2080,1992-06-01,3.6355,113.91232,1
2084,1992-06-01,2.49856,113.64804,1
2099,1992-06-01,56.29606,161.81096,0
2101,1992-06-01,56.1461,161.07536,0
2115,1992-06-01,54.93901,156.11349,0
2116,1992-06-01,54.84263,155.77225,1
2123,1992-06-01,49.28938,142.35239,0
2131,1992-06-01,45.68141,136.90211,0
2138,1992-06-01,44.49857,135.41219,0
2147,1992-06-01,42.92482,133.60281,5
2148,1992-06-01,37.876,128.82007,1
2150,1992-06-01,37.48376,128.50066,0
2162,1992-06-01,35.08057,126.67435,0
2169,1992-06-01,23.4995,120.15285,1
2174,1992-06-01,2.90879,113.5638,1
2193,1992-06-01,56.445,161.31808,0
2210,1992-06-01,50.3472,143.7283,0
2220,1992-06-01,47.00739,138.26428,0
2224,1992-06-01,46.3558,137.35916,0
2245,1992-06-01,38.03292,128.61963,0
2247,1992-06-01,37.63985,128.30072,2
2250,1992-06-01,37.04577,127.83064,2
2257,1992-06-01,35.63904,126.77119,0
2289,1992-06-01,56.27049,159.35301,0
2290,1992-06-01,56.18672,158.99031,2
2301,1992-06-01,50.39726,143.2632,0
2307,1992-06-01,48.30044,139.70786,0
2348,1992-06-01,36.59925,127.17092,1
2351,1992-06-01,35.99343,126.72095,0
2352,1992-06-01,3.44045,113.32812,1
2357,1992-06-01,2.00858,113.00682,1
2360,1992-06-01,1.13948,112.81803,1
2389,1992-06-01,50.73238,143.33138,0
2407,1992-06-01,46.87683,137.16925,2
2410,1992-06-01,46.37894,136.50179,2
2414,1992-06-01,45.70427,135.63425,2
2421,1992-06-01,44.49484,134.17566,2
2433,1992-06-01,38.1473,128.05586,0
2441,1992-06-01,36.54955,126.81977,0
2451,1992-06-01,0.97004,112.6075,1
2462,1992-06-01,57.18883,161.31265,0
2487,1992-06-01,48.66708,139.29478,0
2497,1992-06-01,47.05423,136.95993,2
2529,1992-06-01,36.90256,126.76903,1
2549,1992-06-01,57.6318,162.33237,0
2562,1992-06-01,56.58083,157.4706,2
2564,1992-06-01,56.39769,156.75021,0
2583,1992-06-01,47.8881,137.66299,2
2585,1992-06-01,47.56111,137.20259,2
2587,1992-06-01,47.23093,136.74895,2
2592,1992-06-01,46.39179,135.64375,2
2595,1992-06-01,45.87917,135.0,0
2603,1992-06-01,44.47992,133.35165,2
2605,1992-06-01,44.123,132.95459,2
2670,1992-06-01,49.18885,139.11819,2
2672,1992-06-01,48.8723,138.63295,2
2676,1992-06-01,48.22915,137.68378,2
2700,1992-06-01,44.10941,132.54597,2
2716,1992-06-01,38.4083,127.28432,2
2740,1992-06-01,1.62212,112.22181,1
2744,1992-06-01,0.45113,111.97971,1
2770,1992-06-01,50.30274,140.40695,0
2801,1992-06-01,45.17022,133.32761,0
2805,1992-06-01,44.45506,132.52834,0
2807,1992-06-01,44.09335,132.13759,2
2808,1992-06-01,43.91148,131.94441,2
2813,1992-06-01,42.99208,130.99982,0
2827,1992-06-01,40.13784,128.36749,0
2841,1992-06-01,28.7914,120.92579,0
2844,1992-06-01,28.11499,120.58781,1
2865,1992-06-01,57.13894,-156.64444,1
2866,1992-06-01,57.23142,-157.01128,0
2877,1992-06-01,57.67241,158.87527,2
2889,1992-06-01,50.48709,140.19443,0
2915,1992-06-01,46.21782,134.1449,0
2917,1992-06-01,45.86771,133.72697,0
2928,1992-06-01,43.33865,130.97174,0
2932,1992-06-01,42.59201,130.23636,0
2949,1992-06-01,38.90977,127.02673,0
2959,1992-06-01,29.59813,121.07904,0
2960,1992-06-01,29.37447,120.96375,0
2975,1992-06-01,25.95654,119.32301,1
2982,1992-06-01,2.14881,111.98244,1
2985,1992-06-01,1.27433,111.80141,1
2996,1992-06-01,58.86987,163.82381,5
3002,1992-06-01,58.21974,160.26309,0
3028,1992-06-01,49.24996,137.74809,2
3029,1992-06-01,49.08785,137.50937,2
3039,1992-06-01,47.42263,135.21953,2
3042,1992-06-01,46.90798,134.56595,0
3052,1992-06-01,44.78403,132.09618,0
3055,1992-06-01,44.2374,131.51317,2
3060,1992-06-01,43.31305,130.57043,0
3076,1992-06-01,40.24873,127.78098,0
3082,1992-06-01,39.05982,126.81747,0
3086,1992-06-01,38.25566,126.19829,0
3094,1992-06-01,29.5084,120.77187,0
3104,1992-06-01,27.24013,119.66434,1
3108,1992-06-01,26.31814,119.24137,1
3128,1992-06-01,57.56972,-156.3244,0
3133,1992-06-01,58.96007,162.89728,5
3140,1992-06-01,58.4402,160.12312,0
3142,1992-06-01,58.27789,159.34741,0
3144,1992-06-01,58.10961,158.57954,1
3148,1992-06-01,52.78444,143.27139,7
3162,1992-06-01,50.22851,138.75172,2
3164,1992-06-01,49.91068,138.25722,2
3171,1992-06-01,48.77194,136.58485,0
3173,1992-06-01,48.43929,136.12331,2
3209,1992-06-01,41.57084,128.57397,2
3227,1992-06-01,37.99689,125.68712,1
3244,1992-06-01,27.82877,119.69073,0
3246,1992-06-01,27.37039,119.47589,1
3251,1992-06-01,26.21528,118.951,1
3260,1992-06-01,2.38138,111.68047,1
3262,1992-06-01,1.79915,111.5608,1
3271,1992-06-01,57.29292,-154.33012,1
3281,1992-06-01,59.1135,162.36821,0
3292,1992-06-01,52.68702,142.49586,0
3334,1992-06-01,45.83333,132.4552,0
3340,1992-06-01,44.74406,131.2686,0
3343,1992-06-01,44.19037,130.69553,2
3353,1992-06-01,42.30293,128.8775,0
3367,1992-06-01,39.5579,126.55247,0
3372,1992-06-01,38.54993,125.77917,0
3376,1992-06-01,31.99589,121.56181,0
3380,1992-06-01,31.11324,121.08173,1
3392,1992-06-01,28.41559,119.71758,0
3400,1992-06-01,26.57571,118.86716,1
3404,1992-06-01,25.64326,118.45844,1
3405,1992-06-01,25.40884,118.35791,1
3419,1992-06-01,0.4436,111.11794,1
3422,1992-06-01,57.29702,-153.43495,0
3436,1992-06-01,59.11522,-161.02959,2
3441,1992-06-01,60.02231,-166.80939,0
3449,1992-06-01,59.33624,162.23909,0
3460,1992-06-01,52.72948,142.00127,0
3500,1992-06-01,45.63573,131.83188,0
3504,1992-06-01,44.90475,131.04767,0
3507,1992-06-01,44.34954,130.47523,2
3510,1992-06-01,43.78848,129.91589,2
3516,1992-06-01,42.64927,128.83516,0
3520,1992-06-01,41.87743,128.14169,2
3523,1992-06-01,41.29224,127.63525,2
3529,1992-06-01,40.10594,126.65611,2
3541,1992-06-01,31.91017,121.24247,0
3560,1992-06-01,27.62837,119.09689,0
3574,1992-06-01,24.35389,117.68106,1
3576,1992-06-01,23.87773,117.4891,1
3579,1992-06-01,2.02811,111.25891,1
3587,1992-06-01,57.50693,-153.25478,0
3601,1992-06-01,59.25894,-160.4892,2
3607,1992-06-01,60.24942,-166.7092,0
3609,1992-06-01,60.69937,171.05054,1
3612,1992-06-01,60.58268,169.73486,0
3613,1992-06-01,60.24942,166.7092,0
3619,1992-06-01,59.55871,162.10812,0
3620,1992-06-01,59.48614,161.7005,0
3626,1992-06-01,53.35349,142.62814,3
3632,1992-06-01,52.16918,140.41702,1
3638,1992-06-01,51.24173,138.84602,0
3645,1992-06-01,50.11979,137.10379,0
3670,1992-06-01,45.79769,131.60866,0
3690,1992-06-01,42.0295,127.92362,2
3694,1992-06-01,41.24622,127.25223,0
3722,1992-06-01,29.58385,119.77267,0
3724,1992-06-01,29.12998,119.55169,0
3728,1992-06-01,28.2161,119.11858,0
3729,1992-06-01,27.98635,119.0121,0
3734,1992-06-01,26.82987,118.49023,0
3759,1992-06-01,58.23069,-154.90848,0
3762,1992-06-01,58.52249,-156.03751,1
3775,1992-06-01,59.70784,-161.56505,0
3811,1992-06-01,53.25034,141.84277,5
3816,1992-06-01,52.19956,139.92711,1
3824,1992-06-01,50.94375,137.86241,0
3838,1992-06-01,48.61674,134.54886,0
3841,1992-06-01,48.09817,133.88544,0
3842,1992-06-01,47.92383,133.66779,0
3844,1992-06-01,47.57295,133.23761,0
3846,1992-06-01,47.21917,132.81419,0
3863,1992-06-01,44.10138,129.47246,0
3869,1992-06-01,42.95632,128.39517,2
3870,1992-06-01,42.76333,128.22043,2
3872,1992-06-01,42.37553,127.87498,2
3890,1992-06-01,31.95459,120.72469,1
3906,1992-06-01,27.88294,118.71508,0
3930,1992-06-01,57.81783,-152.52557,1
3934,1992-06-01,58.44274,-154.7327,0
3942,1992-06-01,59.19653,-157.80453,0
3948,1992-06-01,59.69905,-160.20113,0
3956,1992-06-01,60.28071,-163.51125,0
3966,1992-06-01,61.08224,170.01818,0
3978,1992-06-01,60.47181,164.78368,0
3979,1992-06-01,60.40978,164.35776,0
3996,1992-06-01,52.07168,139.17299,0
4008,1992-06-01,50.13917,136.16914,0
4030,1992-06-01,46.30185,131.35687,0
4041,1992-06-01,44.25659,129.2486,0
4042,1992-06-01,44.0668,129.06584,0
4045,1992-06-01,43.49373,128.52605,2
4056,1992-06-01,41.34597,126.651,0
4061,1992-06-01,40.34641,125.84975,0
4075,1992-06-01,30.06794,119.49297,0
4084,1992-06-01,28.00895,118.52312,0
4091,1992-06-01,26.37902,117.80833,0
4102,1992-06-01,23.76671,116.74958,1
4103,1992-06-01,23.5261,116.65702,1
4115,1992-06-01,58.65438,-154.5546,0
4165,1992-06-01,60.3676,162.5408,1
4168,1992-06-01,53.32453,140.83662,0
4173,1992-06-01,52.56283,139.4749,0
4181,1992-06-01,51.29701,137.40598,0
4189,1992-06-01,49.97683,135.46581,2
4190,1992-06-01,49.80818,135.23196,0
4193,1992-06-01,49.29754,134.54164,0
4199,1992-06-01,48.25579,133.21008,1
4205,1992-06-01,47.18784,131.9413,0
4208,1992-06-01,46.64443,131.32945,2
4212,1992-06-01,45.91039,130.53615,0
4213,1992-06-01,45.72522,130.34175,0
4219,1992-06-01,44.60063,129.2072,2
4225,1992-06-01,43.45339,128.12518,2
4239,1992-06-01,40.69294,125.78897,0
4250,1992-06-01,31.9938,120.20624,0
4256,1992-06-01,30.64819,119.51897,0
4265,1992-06-01,28.59575,118.53999,0
4266,1992-06-01,28.36518,118.43487,0
4288,1992-06-01,23.16336,116.29047,1
4289,1992-06-01,22.92095,116.20011,1
4293,1992-06-01,0.70792,110.312,1
4298,1992-06-01,58.76367,-153.99666,0
4302,1992-06-01,59.16277,-155.52097,1
4309,1992-06-01,59.80469,-158.27895,3
4314,1992-06-01,60.21726,-160.31667,2
4316,1992-06-01,60.37119,-161.14684,0
4322,1992-06-01,60.92124,-164.54799,1
4333,1992-06-01,61.5805,170.31122,0
4339,1992-06-01,61.31328,167.61925,0
4342,1992-06-01,61.15569,166.29305,0
4349,1992-06-01,60.72747,163.25803,1
4351,1992-06-01,53.50832,140.60927,0
4352,1992-06-01,53.35721,140.33215,0
4368,1992-06-01,50.81653,136.18854,2
4373,1992-06-01,49.97822,135.0,2
4392,1992-06-01,46.62118,130.89902,0
4402,1992-06-01,44.75467,128.98015,0
4409,1992-06-01,43.41064,127.725,2
4429,1992-06-01,33.01131,120.47752,0
4455,1992-06-01,27.09407,117.62775,0
4468,1992-06-01,24.00728,116.37993,1
4469,1992-06-01,23.76623,116.28826,1
4473,1992-06-01,1.70509,110.32876,1
4488,1992-06-01,59.93368,-157.71442,0
4503,1992-06-01,61.08224,-163.9926,1
4530,1992-06-01,61.26712,165.30267,0
4534,1992-06-01,59.27716,154.9574,8
4606,1992-06-01,40.98133,125.34817,0
4616,1992-06-01,32.6972,120.03646,0
4620,1992-06-01,31.57903,119.4584,0
4642,1992-06-01,26.51077,117.13991,0
4645,1992-06-01,25.80079,116.84963,0
4646,1992-06-01,25.56311,116.75414,0
4660,1992-06-01,0.92613,110.01057,1
4662,1992-06-01,0.33006,109.90116,1
4663,1992-06-01,0.03072,109.84689,1
4679,1992-06-01,60.32458,-158.36206,0
4681,1992-06-01,60.49342,-159.18494,0
4682,1992-06-01,60.57546,-159.59979,0
4691,1992-06-01,61.24038,-163.43117,0
4692,1992-06-01,61.30589,-163.86716,0
4702,1992-06-01,62.36287,175.27554,0
4710,1992-06-01,62.14948,171.53872,0
4725,1992-06-01,61.43176,164.74489,0
4732,1992-06-01,58.97297,152.86955,1
4737,1992-06-01,53.2585,139.04958,0
4740,1992-06-01,52.78737,138.24911,2
4765,1992-06-01,48.56981,132.29512,2
4806,1992-06-01,40.71809,124.81484,2
4809,1992-06-01,40.10478,124.35713,2
4828,1992-06-01,30.57347,118.7012,0
4829,1992-06-01,30.34556,118.59238,0
4833,1992-06-01,29.42894,118.16452,0
4836,1992-06-01,28.73626,117.85127,0
4865,1992-06-01,0.7363,109.80492,1
4889,1992-06-01,40.03872,-123.98617,3
4912,1992-06-01,61.32622,-162.42874,0
4914,1992-06-01,61.46331,-163.30075,0
4919,1992-06-01,61.77586,-165.51527,0
4922,1992-06-01,62.68197,178.5679,0
4932,1992-06-01,62.50181,173.34558,0
4935,1992-06-01,62.41262,171.93676,0
4937,1992-06-01,62.34376,171.00286,2
4939,1992-06-01,62.26742,170.07376,2
4946,1992-06-01,61.94229,166.86598,0
4948,1992-06-01,61.83312,165.96376,0
4957,1992-06-01,59.49662,153.81819,0
4975,1992-06-01,52.15834,136.72081,1
4977,1992-06-01,51.82992,136.21887,0
4983,1992-06-01,50.82495,134.76225,2
4988,1992-06-01,49.9658,133.60281,2
5008,1992-06-01,46.34873,129.41739,0
5018,1992-06-01,44.4414,127.56859,0
5021,1992-06-01,43.85733,127.04247,0
5036,1992-06-01,40.85926,124.59229,2
5045,1992-06-01,33.61948,119.98164,0
5050,1992-06-01,32.50558,119.39605,0
5051,1992-06-01,32.28132,119.28143,0
5060,1992-06-01,30.24078,118.28543,0
5064,1992-06-01,29.32105,117.86247,0
5068,1992-06-01,28.3934,117.451,0
5074,1992-06-01,26.98703,116.85442,0
5087,1992-06-01,23.87773,115.64101,1
5090,1992-06-01,23.14792,115.37537,1
5127,1992-06-01,40.79479,-124.21571,5
5146,1992-06-01,61.32807,-160.98923,0
5158,1992-06-01,62.91383,178.55588,0
5172,1992-06-01,62.64238,171.8699,0
5185,1992-06-01,62.05848,165.85052,0
5203,1992-06-01,54.08268,139.39871,0
5229,1992-06-01,49.7807,132.91322,2
5230,1992-06-01,49.60451,132.69093,2
5237,1992-06-01,48.35113,131.18593,2
5245,1992-06-01,46.87748,129.56995,0
5253,1992-06-01,45.3624,128.05721,0
5258,1992-06-01,44.39545,127.16074,2
5270,1992-06-01,42.01517,125.15099,2
5271,1992-06-01,41.81314,124.99202,2
5276,1992-06-01,40.79479,124.21571,2
5297,1992-06-01,31.27655,118.51873,0
5315,1992-06-01,27.10603,116.66167,0
5342,1992-06-01,34.75822,-120.04643,3
5346,1992-06-01,35.63522,-120.5406,0
5375,1992-06-01,59.80998,-153.04782,1
5387,1992-06-01,60.97329,-157.8645,0
5406,1992-06-01,63.14558,178.54364,0
5419,1992-06-01,62.90409,172.27816,0
5426,1992-06-01,62.63948,168.97048,0
5438,1992-06-01,61.83969,162.5907,0
5460,1992-06-01,52.668,136.49434,0
5481,1992-06-01,49.05265,131.58002,2
5488,1992-06-01,47.7758,130.1261,2
5496,1992-06-01,46.27682,128.56526,0
5510,1992-06-01,43.55856,126.06941,2
5540,1992-06-01,32.98064,119.10048,1
5551,1992-06-01,30.48543,117.88547,0
5581,1992-06-01,23.3777,115.00449,1
5586,1992-06-01,1.35195,109.40424,1
5596,1992-06-01,35.5447,-120.20324,2
5619,1992-06-01,40.45182,-123.31705,3
5629,1992-06-01,60.12365,-153.2394,1
5630,1992-06-01,60.22798,-153.63116,1
5631,1992-06-01,60.33085,-154.0256,0
5641,1992-06-01,61.27635,-158.11421,2
5646,1992-06-01,61.68971,-160.25316,0
5653,1992-06-01,62.19793,-163.34569,0
5665,1992-06-01,63.28729,175.1148,0
5667,1992-06-01,63.24392,174.14398,0
5681,1992-06-01,62.72452,167.47119,0
5690,1992-06-01,61.99041,162.00691,0
5703,1992-06-01,59.80205,152.08023,0
5708,1992-06-01,53.16741,136.76627,0
5744,1992-06-01,46.80746,128.70764,0
5749,1992-06-01,45.8537,127.76976,0
5757,1992-06-01,44.29623,126.34746,2
5775,1992-06-01,40.65903,123.46538,2
5793,1992-06-01,33.3292,119.00847,0
5822,1992-06-01,26.62927,115.98923,0
5832,1992-06-01,24.22301,115.0796,0
5843,1992-06-01,0.56068,109.09349,1
5853,1992-06-01,36.10972,-120.23853,2
5862,1992-06-01,38.05601,-121.40517,6
5868,1992-06-01,39.33106,-122.22876,3
5869,1992-06-01,39.54179,-122.36978,4
5870,1992-06-01,39.75201,-122.51192,4
5884,1992-06-01,59.67181,-150.73613,0
5887,1992-06-01,60.2253,-152.65013,1
5899,1992-06-01,61.40395,-157.52057,3
5906,1992-06-01,61.98663,-160.53413,0
5921,1992-06-01,63.56885,176.54668,0
5930,1992-06-01,63.36336,172.14668,0
5946,1992-06-01,62.42029,163.21017,0
5948,1992-06-01,62.28267,162.30911,0
5952,1992-06-01,61.98663,160.53413,0
5955,1992-06-01,61.12997,156.26706,0
5989,1992-06-01,50.79688,132.86131,2
6002,1992-06-01,48.456,130.04973,2
6024,1992-06-01,44.24297,125.94211,2
6032,1992-06-01,42.64022,124.62415,2
6039,1992-06-01,41.20907,123.53869,1
6046,1992-06-01,39.75201,122.51192,0
6078,1992-06-01,29.57008,116.96571,0
6097,1992-06-01,25.06419,115.15643,2
6120,1992-06-01,36.01755,-119.8989,0
6123,1992-06-01,36.67331,-120.27452,3
6128,1992-06-01,37.75643,-120.91985,6
6134,1992-06-01,39.03984,-121.72765,3
6135,1992-06-01,39.25198,-121.86597,3
6168,1992-06-01,61.52836,-156.92178,3
6175,1992-06-01,62.1267,-159.93692,0
6200,1992-06-01,63.67966,173.55046,0
6205,1992-06-01,63.52505,171.10414,2
6213,1992-06-01,63.17701,167.26036,0
6221,1992-06-01,62.70904,163.52957,1
6224,1992-06-01,62.50374,162.16498,0
6240,1992-06-01,60.85196,154.03593,0
6247,1992-06-01,60.10229,151.28493,0
6266,1992-06-01,51.6573,133.54364,2
6273,1992-06-01,50.42788,131.93771,2
6302,1992-06-01,44.97931,126.22218,0
6322,1992-06-01,40.93083,123.01249,0
6330,1992-06-01,39.25198,121.86597,0
6334,1992-06-01,37.32465,120.65876,0
6338,1992-06-01,36.45521,120.14837,0
6339,1992-06-01,36.23662,120.02316,0
