index,start_date,lat,lon,P0.1_N1_[ALL]_C5
41013,2006-12-01,71.39885,121.56181,1
41021,2006-12-01,69.81739,118.86716,1
41028,2006-12-01,68.39841,116.83405,1
41031,2006-12-01,67.7816,116.04182,1
41036,2006-12-01,66.74321,114.81419,1
41052,2006-12-01,63.34556,111.52901,1
41055,2006-12-01,62.69743,111.00322,1
41067,2006-12-01,60.07472,109.12523,1
41069,2006-12-01,59.63319,108.84322,1
41072,2006-12-01,58.96866,108.43495,1
41084,2006-12-01,56.28487,106.95985,1
41087,2006-12-01,55.60774,106.62621,1
41092,2006-12-01,54.47386,106.09764,1
41094,2006-12-01,54.01848,105.89527,1
41098,2006-12-01,53.10457,105.50504,1
41101,2006-12-01,52.41644,105.22443,1
41107,2006-12-01,50.80179,104.60674,1
41112,2006-12-01,49.64079,104.19474,1
41123,2006-12-01,47.064,103.36396,1
41125,2006-12-01,46.59213,103.22307,1
41156,2006-12-01,39.1404,101.36141,0
41172,2006-12-01,35.18631,100.58957,1
41179,2006-12-01,33.43116,100.28357,1
41183,2006-12-01,32.42096,100.11644,2
41186,2006-12-01,31.65975,99.99458,2
41190,2006-12-01,30.63994,99.83656,2
41206,2006-12-01,26.50234,99.25103,2
41208,2006-12-01,25.97825,99.18266,2
41226,2006-12-01,21.18638,98.60967,3
41228,2006-12-01,20.64515,98.55035,0
41232,2006-12-01,19.55709,98.43413,0
41241,2006-12-01,17.08054,98.18375,0
41242,2006-12-01,16.80285,98.15684,0
41252,2006-12-01,4.61014,97.16625,0
41255,2006-12-01,3.69372,97.10458,0
41256,2006-12-01,16.28516,-97.9175,0
41272,2006-12-01,20.68544,-98.35435,0
41274,2006-12-01,21.22681,-98.41235,0
41294,2006-12-01,26.54447,-99.03948,3
41295,2006-12-01,26.80602,-99.07328,0
41310,2006-12-01,30.68376,-99.61211,3
41319,2006-12-01,32.97166,-99.96695,2
41322,2006-12-01,33.72819,-100.09106,2
41326,2006-12-01,34.73232,-100.26138,2
41327,2006-12-01,34.98254,-100.30485,2
41329,2006-12-01,35.48204,-100.39289,2
41330,2006-12-01,35.73132,-100.43748,2
41346,2006-12-01,39.67822,-101.20595,2
41360,2006-12-01,43.07095,-101.97614,2
41372,2006-12-01,45.93653,-102.72436,2
41380,2006-12-01,47.82597,-103.2764,1
41395,2006-12-01,51.32468,-104.44903,1
41399,2006-12-01,52.24807,-104.79676,1
41407,2006-12-01,54.08268,-105.54368,1
41420,2006-12-01,57.02877,-106.92751,1
41423,2006-12-01,57.70228,-107.2815,1
41434,2006-12-01,60.37119,-108.85316,1
41447,2006-12-01,63.64567,-111.2505,4
41451,2006-12-01,64.72001,-112.18401,4
41468,2006-12-01,68.29506,-116.02959,4
41473,2006-12-01,71.90747,-121.70143,4
41487,2006-12-01,72.29417,122.47119,1
41490,2006-12-01,71.71284,121.32869,1
41498,2006-12-01,70.12817,118.61046,1
41504,2006-12-01,68.91136,116.84051,1
41512,2006-12-01,67.25736,114.77514,1
41516,2006-12-01,66.41851,113.85047,1
41518,2006-12-01,65.99639,113.41212,1
41521,2006-12-01,65.36002,112.7824,1
41522,2006-12-01,65.14708,112.57957,1
41535,2006-12-01,62.34471,110.22486,1
41550,2006-12-01,59.04187,108.03429,1
41552,2006-12-01,58.59646,107.77641,1
41560,2006-12-01,56.80373,106.81263,1
41564,2006-12-01,55.9009,106.36784,1
41590,2006-12-01,49.46579,103.79948,1
41596,2006-12-01,48.061,103.34872,1
41601,2006-12-01,46.88332,102.99461,1
41611,2006-12-01,44.50852,102.33909,4
41614,2006-12-01,43.79094,102.15495,4
41629,2006-12-01,40.16627,101.30993,0
41636,2006-12-01,38.45302,100.95406,1
41639,2006-12-01,37.71437,100.80823,1
41640,2006-12-01,37.46756,100.76047,1
41700,2006-12-01,21.76636,98.47115,0
41702,2006-12-01,21.22681,98.41235,3
41734,2006-12-01,17.1585,-97.80791,0
41745,2006-12-01,20.18142,-98.10225,0
41763,2006-12-01,25.00741,-98.63451,0
41770,2006-12-01,26.84727,-98.86072,3
41772,2006-12-01,27.36939,-98.92753,3
41778,2006-12-01,28.9266,-99.13409,3
41810,2006-12-01,37.01911,-100.41785,2
41818,2006-12-01,38.99132,-100.79655,2
41826,2006-12-01,40.94492,-101.20344,2
41829,2006-12-01,41.67287,-101.36394,1
41835,2006-12-01,43.12136,-101.69894,2
41836,2006-12-01,43.36183,-101.75668,2
41837,2006-12-01,43.60203,-101.81497,4
41844,2006-12-01,45.27599,-102.2396,2
41856,2006-12-01,48.11611,-103.04189,4
41873,2006-12-01,52.07745,-104.37278,1
41875,2006-12-01,52.53876,-104.54704,1
41896,2006-12-01,57.32165,-106.66087,4
41911,2006-12-01,60.88749,-108.71859,1
41913,2006-12-01,61.32807,-109.01077,1
41917,2006-12-01,62.20553,-109.62225,1
41926,2006-12-01,64.37637,-111.32946,1
41930,2006-12-01,65.2348,-112.09423,4
41933,2006-12-01,65.87458,-112.70284,1
41935,2006-12-01,66.51069,-113.34401,1
41940,2006-12-01,67.56215,-114.4919,1
41950,2006-12-01,72.60894,-122.24247,4
41952,2006-12-01,72.99288,-123.05582,4
41955,2006-12-01,73.74913,124.79603,1
41962,2006-12-01,72.02637,121.0875,1
41966,2006-12-01,71.23825,119.65911,1
41998,2006-12-01,64.59153,111.51588,1
42009,2006-12-01,62.20553,109.62225,1
42013,2006-12-01,61.32807,109.01077,1
42016,2006-12-01,60.66676,108.57572,1
42020,2006-12-01,59.78089,108.02473,1
42023,2006-12-01,59.1135,107.63179,1
42026,2006-12-01,58.44359,107.25511,1
42027,2006-12-01,58.21974,107.133,1
42061,2006-12-01,50.22227,103.71481,1
42062,2006-12-01,49.98925,103.6367,1
42064,2006-12-01,49.52247,103.48306,1
42068,2006-12-01,48.5859,103.18576,1
42080,2006-12-01,45.75191,102.3665,1
42084,2006-12-01,44.79903,102.11524,4
42085,2006-12-01,44.56016,102.05399,4
42108,2006-12-01,38.99132,100.79655,0
42120,2006-12-01,35.52726,100.15065,1
42121,2006-12-01,35.27753,100.10743,1
42123,2006-12-01,34.77712,100.02206,1
42131,2006-12-01,32.76257,99.69444,1
42132,2006-12-01,32.50927,99.65498,1
42142,2006-12-01,29.95732,99.27714,2
42145,2006-12-01,29.18483,99.16944,2
42170,2006-12-01,22.61218,98.35997,3
42177,2006-12-01,20.72479,98.15815,0
42186,2006-12-01,18.26464,97.91245,0
42191,2006-12-01,16.88069,97.78221,0
42194,2006-12-01,16.04414,97.70609,0
42197,2006-12-01,4.38015,96.81642,0
42200,2006-12-01,16.08152,-97.52032,0
42211,2006-12-01,19.12704,-97.80019,0
42213,2006-12-01,19.67432,-97.85331,0
42224,2006-12-01,22.6511,-98.15885,0
42249,2006-12-01,29.22598,-98.94946,3
42256,2006-12-01,31.02419,-99.19881,3
42274,2006-12-01,35.57141,-99.90804,2
42285,2006-12-01,38.29972,-100.39733,2
42292,2006-12-01,40.01729,-100.73438,2
42302,2006-12-01,42.447,-101.2551,2
42303,2006-12-01,42.68847,-101.30993,1
42306,2006-12-01,43.41125,-101.47763,4
42309,2006-12-01,44.13165,-101.6503,2
42318,2006-12-01,46.27875,-102.20047,2
42322,2006-12-01,47.22636,-102.46175,1
42326,2006-12-01,48.16994,-102.73429,4
42358,2006-12-01,55.80372,-105.52411,4
42380,2006-12-01,61.18236,-108.43495,1
42391,2006-12-01,63.80998,-110.32314,4
42395,2006-12-01,64.67539,-111.03751,1
42404,2006-12-01,66.60098,-112.83366,1
42405,2006-12-01,66.81294,-113.0513,1
42416,2006-12-01,69.93598,-116.85442,4
42441,2006-12-01,70.13992,117.14968,1
42453,2006-12-01,67.65645,113.96249,1
42459,2006-12-01,66.3886,112.61987,1
42466,2006-12-01,64.89086,111.22366,1
42482,2006-12-01,61.40302,108.57927,1
42485,2006-12-01,60.74017,108.1527,1
42491,2006-12-01,59.40675,107.35403,1
42510,2006-12-01,55.12084,105.22213,1
42511,2006-12-01,54.89272,105.12401,1
42514,2006-12-01,54.20685,104.83691,1
42543,2006-12-01,47.22636,102.46175,1
42552,2006-12-01,45.0885,101.88866,4
42567,2006-12-01,41.47843,101.04094,0
42581,2006-12-01,38.05319,100.35088,1
42601,2006-12-01,32.55187,99.42377,1
42609,2006-12-01,30.5122,99.12617,2
42624,2006-12-01,26.6258,98.61565,2
42625,2006-12-01,26.36367,98.58362,2
42634,2006-12-01,23.98641,98.30568,3
42648,2006-12-01,20.2197,97.90717,0
42650,2006-12-01,19.67432,97.85331,0
42651,2006-12-01,19.40092,97.82666,0
42663,2006-12-01,5.02492,96.69034,0
42666,2006-12-01,4.11067,96.63251,0
42673,2006-12-01,17.51018,-97.45606,0
42686,2006-12-01,21.07179,-97.79208,0
42691,2006-12-01,22.42063,-97.92947,0
42698,2006-12-01,24.29062,-98.1301,0
42705,2006-12-01,26.14017,-98.34108,0
42709,2006-12-01,27.18826,-98.46659,3
42744,2006-12-01,36.11356,-99.7486,2
42745,2006-12-01,36.36263,-99.79089,2
42746,2006-12-01,36.6114,-99.83356,2
42760,2006-12-01,40.06305,-100.47203,2
42766,2006-12-01,41.52521,-100.77145,1
42792,2006-12-01,47.75073,-102.29135,4
42801,2006-12-01,49.86594,-102.92075,1
42803,2006-12-01,50.3333,-103.06932,1
42811,2006-12-01,52.19305,-103.69872,1
42812,2006-12-01,52.42444,-103.7816,1
42814,2006-12-01,52.88648,-103.95034,1
42826,2006-12-01,55.86611,-105.15407,4
42842,2006-12-01,59.47566,-106.94532,4
42843,2006-12-01,59.69905,-107.07102,1
42848,2006-12-01,60.81193,-107.72763,1
42869,2006-12-01,65.61979,-111.30579,1
42877,2006-12-01,67.32629,-112.97272,4
42901,2006-12-01,72.84792,120.96375,4
42902,2006-12-01,72.65201,120.57922,1
42912,2006-12-01,70.65143,117.16499,1
42918,2006-12-01,69.42009,115.43622,1
42926,2006-12-01,67.74878,113.4287,1
42946,2006-12-01,63.45352,109.52173,1
42962,2006-12-01,59.92217,107.19854,1
42964,2006-12-01,59.47566,106.94532,1
42977,2006-12-01,56.54783,105.46122,1
42990,2006-12-01,53.57773,104.21119,1
42997,2006-12-01,51.96143,103.61681,1
43023,2006-12-01,45.8537,101.78053,1
43030,2006-12-01,44.18048,101.36671,4
43049,2006-12-01,39.57343,100.37585,0
43057,2006-12-01,37.60345,100.00798,1
43072,2006-12-01,33.35308,99.3061,1
43082,2006-12-01,30.80915,98.93703,2
43091,2006-12-01,28.48973,98.62885,2
43096,2006-12-01,27.18826,98.46659,2
43104,2006-12-01,25.08573,98.21921,3
43114,2006-12-01,22.42063,97.92947,3
43117,2006-12-01,21.61268,97.84646,3
43125,2006-12-01,19.43807,97.63333,0
43149,2006-12-01,18.0994,-97.31553,0
43169,2006-12-01,24.85873,-97.98205,0
43175,2006-12-01,26.44091,-98.16037,0
43184,2006-12-01,28.78786,-98.44319,3
43198,2006-12-01,32.37999,-98.92399,2
43206,2006-12-01,34.40273,-99.22392,2
43210,2006-12-01,35.40638,-99.38151,2
43214,2006-12-01,36.40505,-99.54453,2
43223,2006-12-01,38.63446,-99.93265,2
43228,2006-12-01,39.86285,-100.16209,2
43229,2006-12-01,40.10768,-100.20924,2
43252,2006-12-01,45.66427,-101.4271,2
43260,2006-12-01,47.56506,-101.92074,4
43271,2006-12-01,50.15301,-102.67232,1
43279,2006-12-01,52.01688,-103.28018,1
43280,2006-12-01,52.24879,-103.36022,1
43286,2006-12-01,53.63528,-103.86103,1
43289,2006-12-01,54.32531,-104.12549,4
43302,2006-12-01,57.29046,-105.39555,4
43312,2006-12-01,59.54296,-106.53484,1
43333,2006-12-01,64.18527,-109.55199,4
43342,2006-12-01,66.13302,-111.19405,1
43363,2006-12-01,72.96409,-120.31121,4
43377,2006-12-01,71.76946,118.15619,1
43379,2006-12-01,71.36551,117.49914,1
43396,2006-12-01,67.83914,112.89055,1
43407,2006-12-01,65.48691,110.61819,1
43409,2006-12-01,65.05439,110.25063,1
43415,2006-12-01,63.74875,109.21977,1
43431,2006-12-01,60.21369,106.90927,1
43440,2006-12-01,58.19449,105.83239,1
43447,2006-12-01,56.60983,105.08306,1
43452,2006-12-01,55.47058,104.58892,1
43454,2006-12-01,55.01319,104.40002,1
43458,2006-12-01,54.09554,104.03625,1
43460,2006-12-01,53.63528,103.86103,1
43469,2006-12-01,51.55234,103.12291,1
43474,2006-12-01,50.38682,102.74529,1
43490,2006-12-01,46.61666,101.66878,1
43492,2006-12-01,46.14097,101.54669,1
43505,2006-12-01,43.02422,100.81075,4
43506,2006-12-01,42.78266,100.75797,4
43509,2006-12-01,42.05637,100.60262,4
43530,2006-12-01,36.90256,99.62816,0
43535,2006-12-01,35.65651,99.42175,1
43543,2006-12-01,33.64665,99.10913,1
43555,2006-12-01,30.59253,98.67699,2
43571,2006-12-01,26.44091,98.16037,2
43575,2006-12-01,25.38774,98.04063,3
43580,2006-12-01,24.06215,97.89577,0
43592,2006-12-01,20.8372,97.5684,3
43603,2006-12-01,17.82295,97.29116,0
43623,2006-12-01,19.2355,-97.2216,0
43624,2006-12-01,19.50956,-97.24615,0
43631,2006-12-01,24.63021,-97.74637,0
43639,2006-12-01,26.74045,-97.97813,0
43647,2006-12-01,28.82582,-98.22408,3
43649,2006-12-01,29.34343,-98.28794,3
43661,2006-12-01,32.41939,-98.69278,3
43667,2006-12-01,33.93908,-98.91028,2
43669,2006-12-01,34.44305,-98.9852,2
43670,2006-12-01,34.69455,-99.02313,2
43678,2006-12-01,36.69542,-99.33839,2
43686,2006-12-01,38.67706,-99.67627,2
43689,2006-12-01,39.41539,-99.8093,2
43690,2006-12-01,39.66093,-99.85445,2
43705,2006-12-01,43.31122,-100.58471,2
43713,2006-12-01,45.23379,-101.01968,1
43725,2006-12-01,48.08755,-101.74258,1
43736,2006-12-01,50.67286,-102.49248,1
43737,2006-12-01,50.90646,-102.56535,1
43739,2006-12-01,51.37296,-102.71363,1
43758,2006-12-01,55.75798,-104.31483,1
43783,2006-12-01,61.39561,-107.13628,1
43788,2006-12-01,62.50374,-107.83501,1
43801,2006-12-01,65.35045,-109.93799,4
43816,2006-12-01,69.19419,-113.77235,1
43820,2006-12-01,70.02926,-114.82054,4
43828,2006-12-01,71.87608,-117.52522,1
43833,2006-12-01,73.27566,-120.03328,4
43863,2006-12-01,68.35148,112.80454,1
43903,2006-12-01,59.60864,106.1226,1
43915,2006-12-01,56.89781,104.80398,1
43922,2006-12-01,55.30039,104.12791,1
43925,2006-12-01,54.61224,103.85635,1
43931,2006-12-01,53.22959,103.34283,1
43950,2006-12-01,48.7955,101.93815,1
43973,2006-12-01,43.31122,100.58471,0
43977,2006-12-01,42.34372,100.37971,4
43986,2006-12-01,40.15118,99.94601,0
43994,2006-12-01,38.1834,99.58955,1
43998,2006-12-01,37.1926,99.42065,1
44001,2006-12-01,36.44638,99.2978,1
44021,2006-12-01,31.39961,98.55354,2
44026,2006-12-01,30.11715,98.3856,2
44029,2006-12-01,29.34343,98.28794,2
44038,2006-12-01,27.00245,98.00806,2
44041,2006-12-01,26.21528,97.9189,3
44044,2006-12-01,25.42456,97.83169,3
44067,2006-12-01,19.2355,97.2216,0
44078,2006-12-01,4.21338,96.13902,0
44116,2006-12-01,30.15458,-98.16206,3
44154,2006-12-01,39.703,-99.59313,2
44156,2006-12-01,40.19355,-99.68235,2
44164,2006-12-01,42.14483,-100.05627,1
44167,2006-12-01,42.87215,-100.20397,1
44175,2006-12-01,44.80028,-100.61965,4
44176,2006-12-01,45.04015,-100.67398,1
44190,2006-12-01,48.37248,-101.49657,1
44208,2006-12-01,52.58837,-102.75753,1
44226,2006-12-01,56.72928,-104.32272,1
44228,2006-12-01,57.18474,-104.52015,1
44252,2006-12-01,62.57394,-107.38239,1
44278,2006-12-01,69.49592,-113.44806,4
44289,2006-12-01,72.18369,-117.21611,1
44293,2006-12-01,73.18957,-118.97971,4
44298,2006-12-01,74.17612,-120.96375,4
44321,2006-12-01,68.65159,112.47943,1
44326,2006-12-01,67.58655,111.37062,1
44362,2006-12-01,59.67269,105.70864,1
44372,2006-12-01,57.41212,104.62087,1
44386,2006-12-01,54.20761,103.32453,4
44390,2006-12-01,53.28371,102.99461,1
44398,2006-12-01,51.42486,102.38076,1
44416,2006-12-01,47.18784,101.1888,1
