index,start_date,lat,lon,P0.1_N1_[ALL]_C8
28657,1999-12-01,64.54197,127.38145,1
28669,1999-12-01,62.28267,123.9511,4
28671,1999-12-01,61.89613,123.43256,4
28682,1999-12-01,59.72543,120.8157,1
28684,1999-12-01,59.3232,120.37913,1
28688,1999-12-01,58.5123,119.53878,1
28696,1999-12-01,56.86615,117.97948,4
28705,1999-12-01,54.9784,116.39752,1
28716,1999-12-01,52.62415,114.67686,1
28725,1999-12-01,50.66236,113.41845,1
28728,1999-12-01,50.00167,113.02549,1
28734,1999-12-01,48.67044,112.27589,1
28740,1999-12-01,47.32636,111.5713,4
28744,1999-12-01,46.42331,111.12472,4
28753,1999-12-01,44.37125,110.18179,5
28767,1999-12-01,41.12424,108.86574,4
28773,1999-12-01,39.71222,108.35106,3
28777,1999-12-01,38.76402,108.02276,3
28787,1999-12-01,36.36924,107.24969,3
28803,1999-12-01,32.46353,106.13842,3
28813,1999-12-01,29.97421,105.51205,2
28827,1999-12-01,26.42308,104.71089,3
28841,1999-12-01,22.78957,103.98685,2
28843,1999-12-01,22.26337,103.88908,2
28852,1999-12-01,19.87225,103.46521,0
28863,1999-12-01,16.89552,102.98043,0
28888,1999-12-01,4.58567,101.37511,0
28894,1999-12-01,1.84707,101.08749,0
28905,1999-12-01,19.66773,-103.22932,0
28911,1999-12-01,21.26963,-103.5035,0
28915,1999-12-01,22.32807,-103.69257,2
28919,1999-12-01,23.37915,-103.88691,2
28923,1999-12-01,24.42303,-104.08672,3
28964,1999-12-01,34.74473,-106.51299,3
28965,1999-12-01,34.9885,-106.58236,3
28972,1999-12-01,36.68492,-107.08426,3
28997,1999-12-01,42.60526,-109.14445,4
29024,1999-12-01,48.76118,-111.97971,4
29031,1999-12-01,50.31593,-112.84976,4
29033,1999-12-01,50.75691,-113.11044,4
29034,1999-12-01,50.97684,-113.2429,4
29036,1999-12-01,51.41561,-113.51217,4
29064,1999-12-01,57.39154,-118.00163,1
29069,1999-12-01,58.42241,-118.97414,1
29078,1999-12-01,60.24585,-120.88847,1
29090,1999-12-01,62.60476,-123.82208,4
29094,1999-12-01,63.37028,-124.91183,1
29108,1999-12-01,65.95282,-129.25134,1
29110,1999-12-01,66.3079,-129.94617,1
29113,1999-12-01,66.83322,-131.02751,4
29129,1999-12-01,71.8547,146.70644,1
29132,1999-12-01,71.46989,144.95062,1
29152,1999-12-01,68.51436,135.0,1
29156,1999-12-01,67.8556,133.33972,1
29167,1999-12-01,65.95282,129.25134,1
29169,1999-12-01,65.59401,128.57652,1
29175,1999-12-01,64.49662,126.66563,1
29180,1999-12-01,63.55989,125.19391,1
29183,1999-12-01,62.98892,124.35938,1
29193,1999-12-01,61.04191,121.81424,1
29199,1999-12-01,59.8444,120.44357,1
29210,1999-12-01,57.59868,118.19131,4
29213,1999-12-01,56.97584,117.62925,4
29224,1999-12-01,54.65744,115.73473,1
29235,1999-12-01,52.28865,114.06873,1
29246,1999-12-01,49.87351,112.59459,1
29249,1999-12-01,49.20718,112.22181,1
29267,1999-12-01,45.14317,110.21027,4
29275,1999-12-01,43.30147,109.42426,0
29284,1999-12-01,41.20376,108.60753,4
29285,1999-12-01,40.969,108.52085,4
29288,1999-12-01,40.26267,108.26543,0
29299,1999-12-01,37.64657,107.38451,3
29303,1999-12-01,36.68492,107.08426,3
29317,1999-12-01,33.27454,106.10835,3
29318,1999-12-01,33.02824,106.04279,3
29336,1999-12-01,28.53011,104.94563,2
29338,1999-12-01,28.02251,104.8327,3
29346,1999-12-01,25.97578,104.39724,2
29358,1999-12-01,22.85452,103.78907,2
29366,1999-12-01,20.73759,103.41087,2
29388,1999-12-01,14.75247,102.46873,0
29391,1999-12-01,13.9162,102.35026,0
29403,1999-12-01,4.94613,101.24453,0
29404,1999-12-01,4.64573,101.2121,0
29411,1999-12-01,1.28941,100.86726,0
29428,1999-12-01,21.59837,-103.35534,2
29433,1999-12-01,22.91854,-103.59095,2
29439,1999-12-01,24.48783,-103.88467,3
29442,1999-12-01,25.26655,-104.03625,3
29449,1999-12-01,27.06867,-104.40285,2
29465,1999-12-01,31.11324,-105.31545,2
29470,1999-12-01,32.35689,-105.62424,3
29481,1999-12-01,35.06052,-106.34818,3
29487,1999-12-01,36.51698,-106.77122,3
29521,1999-12-01,44.53776,-109.6342,4
29540,1999-12-01,48.85073,-111.68229,4
29546,1999-12-01,50.18693,-112.41615,4
29549,1999-12-01,50.85024,-112.80102,4
29568,1999-12-01,54.97299,-115.55997,1
29585,1999-12-01,58.53523,-118.61046,1
29594,1999-12-01,60.36491,-120.51024,1
29596,1999-12-01,60.76558,-120.96375,1
29603,1999-12-01,62.14948,-122.6508,1
29614,1999-12-01,64.25972,-125.65533,1
29634,1999-12-01,67.84384,-132.51045,4
29642,1999-12-01,69.1605,-135.88141,0
29643,1999-12-01,72.29417,147.52881,1
29661,1999-12-01,69.6331,137.25458,1
29674,1999-12-01,67.50296,131.72951,1
29696,1999-12-01,63.50218,124.50852,1
29699,1999-12-01,62.9265,123.69007,1
29707,1999-12-01,61.36228,121.66721,1
29715,1999-12-01,59.75976,119.85207,1
29730,1999-12-01,56.66548,116.91656,4
29746,1999-12-01,53.25405,114.32558,1
29750,1999-12-01,52.38518,113.7495,1
29752,1999-12-01,51.94848,113.47099,5
29762,1999-12-01,49.74294,112.16634,1
29763,1999-12-01,49.52042,112.04342,1
29792,1999-12-01,42.91816,108.97041,0
29800,1999-12-01,41.04716,108.26289,4
29811,1999-12-01,38.43943,107.36948,3
29813,1999-12-01,37.96089,107.21607,3
29815,1999-12-01,37.48097,107.06527,3
29822,1999-12-01,35.79034,106.55707,3
29824,1999-12-01,35.30415,106.41724,3
29827,1999-12-01,34.5722,106.21173,3
29829,1999-12-01,34.08245,106.07749,3
29836,1999-12-01,32.35689,105.62424,3
29843,1999-12-01,30.61314,105.19525,2
29856,1999-12-01,27.32445,104.45676,3
29868,1999-12-01,24.22739,103.83485,2
29876,1999-12-01,22.12782,103.44862,2
29886,1999-12-01,19.46158,102.99461,0
29887,1999-12-01,19.19229,102.95087,0
29896,1999-12-01,16.74587,102.56979,0
29903,1999-12-01,14.81347,102.28832,0
29906,1999-12-01,13.97697,102.17146,0
29912,1999-12-01,6.79232,101.27664,0
29935,1999-12-01,19.52321,-102.80427,0
29946,1999-12-01,22.4547,-103.29857,2
29947,1999-12-01,22.71839,-103.34538,2
29948,1999-12-01,22.98163,-103.39249,2
29956,1999-12-01,25.07153,-103.7816,3
29964,1999-12-01,27.13393,-104.1935,2
29969,1999-12-01,28.40954,-104.46342,2
29970,1999-12-01,28.66345,-104.51861,2
29976,1999-12-01,30.17869,-104.85861,2
29982,1999-12-01,31.68007,-105.21454,2
29997,1999-12-01,35.37537,-106.18159,3
30004,1999-12-01,37.07245,-106.67502,3
30007,1999-12-01,37.79458,-106.89555,3
30012,1999-12-01,38.99132,-107.27595,3
30013,1999-12-01,39.22965,-107.35403,3
30014,1999-12-01,39.46765,-107.43279,3
30016,1999-12-01,39.94263,-107.59242,3
30029,1999-12-01,42.99754,-108.7031,4
30030,1999-12-01,43.23021,-108.79417,4
30032,1999-12-01,43.69457,-108.97888,4
30042,1999-12-01,45.99651,-109.95741,4
30057,1999-12-01,49.3867,-111.62048,4
30071,1999-12-01,52.48047,-113.4287,1
30087,1999-12-01,55.92622,-115.87685,1
30101,1999-12-01,58.85272,-118.44293,1
30107,1999-12-01,60.07828,-119.69073,1
30113,1999-12-01,61.28465,-121.04171,1
30115,1999-12-01,61.68223,-121.51694,1
30123,1999-12-01,63.24786,-123.55494,1
30149,1999-12-01,67.9984,-132.07503,4
30168,1999-12-01,71.0066,140.80673,1
30182,1999-12-01,68.8363,134.13194,1
30183,1999-12-01,68.67109,133.70784,1
30188,1999-12-01,67.82738,131.68222,1
30202,1999-12-01,65.32813,126.76438,1
30213,1999-12-01,63.24786,123.55494,1
30239,1999-12-01,58.02576,117.66324,4
30268,1999-12-01,51.82346,113.01756,1
30275,1999-12-01,50.27775,112.10945,1
30286,1999-12-01,47.81409,110.81264,4
30290,1999-12-01,46.90798,110.37643,4
30295,1999-12-01,45.7678,109.85522,4
30322,1999-12-01,39.46765,107.43279,3
30323,1999-12-01,39.22965,107.35403,3
30331,1999-12-01,37.3135,106.7479,3
30339,1999-12-01,35.37537,106.18159,3
30360,1999-12-01,30.17869,104.85861,3
30363,1999-12-01,29.42283,104.68669,3
30370,1999-12-01,27.64539,104.30028,3
30371,1999-12-01,27.38986,104.2467,3
30380,1999-12-01,25.07153,103.7816,2
30383,1999-12-01,24.29111,103.63311,2
30396,1999-12-01,20.86283,103.0244,2
30408,1999-12-01,17.62694,102.5081,0
30415,1999-12-01,15.70526,102.22512,0
30418,1999-12-01,14.87357,102.10767,0
30436,1999-12-01,3.85727,100.79202,0
30458,1999-12-01,21.98762,-103.00972,2
30477,1999-12-01,26.94175,-103.93169,2
30487,1999-12-01,29.48853,-104.47029,2
30493,1999-12-01,30.9978,-104.81346,2
30496,1999-12-01,31.74732,-104.99108,2
30503,1999-12-01,33.48326,-105.42216,3
30505,1999-12-01,33.97597,-105.5498,3
30515,1999-12-01,36.41827,-106.22019,3
30516,1999-12-01,36.66059,-106.29034,3
30522,1999-12-01,38.10728,-106.72392,3
30524,1999-12-01,38.58679,-106.87347,5
30550,1999-12-01,44.69975,-109.08286,4
30555,1999-12-01,45.84988,-109.57313,4
30556,1999-12-01,46.07892,-109.6741,4
30575,1999-12-01,50.36735,-111.80141,4
30576,1999-12-01,50.58966,-111.92556,4
30589,1999-12-01,53.44721,-113.67054,1
30601,1999-12-01,56.24095,-115.697,1
30609,1999-12-01,57.9254,-117.11245,1
30630,1999-12-01,62.19983,-121.60751,1
30636,1999-12-01,63.37523,-123.147,4
30654,1999-12-01,66.74545,-128.65981,1
30663,1999-12-01,68.32265,-132.03177,4
30664,1999-12-01,68.49257,-132.43623,1
30674,1999-12-01,71.75245,142.56143,1
30682,1999-12-01,70.58729,138.31094,1
30702,1999-12-01,67.28032,129.7323,1
30718,1999-12-01,64.33641,124.53466,1
30719,1999-12-01,64.14558,124.24903,1
30728,1999-12-01,62.39731,121.85513,1
30732,1999-12-01,61.6038,120.88495,1
30738,1999-12-01,60.39631,119.52599,1
30753,1999-12-01,57.29702,116.56505,4
30761,1999-12-01,55.60224,115.20113,4
30762,1999-12-01,55.38852,115.03979,4
30773,1999-12-01,53.0116,113.38522,1
30775,1999-12-01,52.5745,113.10632,1
30798,1999-12-01,47.44623,110.30156,4
30809,1999-12-01,44.93043,109.17901,5
30815,1999-12-01,43.54143,108.61569,0
30816,1999-12-01,43.30878,108.52489,0
30839,1999-12-01,37.86701,106.65011,3
30851,1999-12-01,34.95711,105.81137,3
30853,1999-12-01,34.46725,105.67953,3
30862,1999-12-01,32.24514,105.11183,3
30865,1999-12-01,31.49785,104.93142,2
30873,1999-12-01,29.48853,104.47029,3
30876,1999-12-01,28.72867,104.30448,2
30888,1999-12-01,25.6531,103.67686,2
30889,1999-12-01,25.39412,103.62699,2
30910,1999-12-01,19.85292,102.65646,0
30912,1999-12-01,19.31443,102.57108,0
30931,1999-12-01,14.09582,101.81315,0
30934,1999-12-01,13.25373,101.70163,0
30938,1999-12-01,6.31557,100.87914,0
30954,1999-12-01,18.2908,-102.21572,0
30956,1999-12-01,18.83346,-102.29769,0
30959,1999-12-01,19.64371,-102.42271,0
30976,1999-12-01,24.15446,-103.18114,2
30991,1999-12-01,28.02905,-103.93004,2
30992,1999-12-01,28.28407,-103.98295,2
30994,1999-12-01,28.79292,-104.08994,2
31005,1999-12-01,31.56393,-104.70831,2
31017,1999-12-01,34.53559,-105.44632,3
31046,1999-12-01,41.51099,-107.56689,3
31084,1999-12-01,50.23267,-111.37062,1
31099,1999-12-01,53.54189,-113.34053,1
31110,1999-12-01,55.91593,-115.01689,1
31119,1999-12-01,57.822,-116.56505,1
31124,1999-12-01,58.86559,-117.50424,1
31130,1999-12-01,60.10229,-118.71508,1
31138,1999-12-01,61.72246,-120.48894,1
31139,1999-12-01,61.9225,-120.72469,1
31143,1999-12-01,62.71678,-121.70143,1
31147,1999-12-01,63.50118,-122.73523,1
31166,1999-12-01,67.06882,-128.57126,4
31172,1999-12-01,68.13017,-130.79465,4
31181,1999-12-01,72.34528,143.86462,1
31182,1999-12-01,72.2098,143.27589,1
31197,1999-12-01,69.9722,135.45836,1
31198,1999-12-01,69.81096,135.0,1
31212,1999-12-01,67.42659,129.28941,1
31221,1999-12-01,65.78793,126.22495,1
31226,1999-12-01,64.84804,124.69515,1
31235,1999-12-01,63.11026,122.21093,1
31242,1999-12-01,61.72246,120.48894,1
31271,1999-12-01,55.70207,114.85524,4
31285,1999-12-01,52.66728,112.7824,1
31303,1999-12-01,48.66171,110.55605,1
31311,1999-12-01,46.84635,109.69506,1
31347,1999-12-01,38.41905,106.55036,3
31373,1999-12-01,32.06285,104.82648,3
31393,1999-12-01,27.00494,103.7223,3
31398,1999-12-01,25.7156,103.47101,2
31399,1999-12-01,25.45648,103.42184,2
31403,1999-12-01,24.41573,103.2286,2
31429,1999-12-01,17.47298,102.09476,0
31433,1999-12-01,16.37528,101.9371,0
31439,1999-12-01,14.71258,101.70806,0
31449,1999-12-01,6.37223,100.71312,0
31461,1999-12-01,0.58729,100.1472,0
31463,1999-12-01,18.07701,-101.98751,0
31475,1999-12-01,21.31057,-102.48547,2
31477,1999-12-01,21.84278,-102.57245,2
31482,1999-12-01,23.16529,-102.7952,3
31485,1999-12-01,23.95341,-102.93261,3
31486,1999-12-01,24.21523,-102.97906,2
31507,1999-12-01,29.617,-104.03625,2
31509,1999-12-01,30.12227,-104.1458,2
31516,1999-12-01,31.87883,-104.54278,2
31534,1999-12-01,36.31419,-105.67109,3
31569,1999-12-01,44.62555,-108.43495,1
31571,1999-12-01,45.0885,-108.62158,4
31587,1999-12-01,48.74571,-110.25646,3
31599,1999-12-01,51.43339,-111.67465,1
31606,1999-12-01,52.97844,-112.59255,1
31608,1999-12-01,53.4167,-112.86849,1
31613,1999-12-01,54.50593,-113.58703,1
31622,1999-12-01,56.44259,-114.99331,1
31629,1999-12-01,57.92624,-116.20011,1
31638,1999-12-01,59.80205,-117.91977,1
31676,1999-12-01,67.21152,-128.12518,4
31683,1999-12-01,68.45389,-130.7321,4
31696,1999-12-01,71.68036,140.01311,1
31709,1999-12-01,69.47694,133.21008,1
31721,1999-12-01,67.39196,128.48019,1
31727,1999-12-01,66.29577,126.43085,1
31738,1999-12-01,64.01571,122.85572,1
31739,1999-12-01,63.82104,122.58571,1
31747,1999-12-01,62.24074,120.56084,1
31769,1999-12-01,57.71556,116.02112,4
31770,1999-12-01,57.50445,115.84439,1
31771,1999-12-01,57.29292,115.66988,4
31779,1999-12-01,55.58576,114.34936,4
31788,1999-12-01,53.63528,113.00887,1
31792,1999-12-01,52.75878,112.45694,1
31804,1999-12-01,50.09559,110.94265,1
31807,1999-12-01,49.42214,110.59409,1
31814,1999-12-01,47.83919,109.82246,1
31817,1999-12-01,47.15588,109.50851,1
31829,1999-12-01,44.39359,108.34298,4
31832,1999-12-01,43.69579,108.07232,0
31833,1999-12-01,43.46256,107.98381,0
31834,1999-12-01,43.22899,107.89613,0
31835,1999-12-01,42.99511,107.80928,0
31858,1999-12-01,37.52625,106.01544,3
31870,1999-12-01,34.60291,105.21259,3
31899,1999-12-01,27.32395,103.56317,3
31900,1999-12-01,27.06718,103.51253,3
31901,1999-12-01,26.81,103.46227,2
31907,1999-12-01,25.25821,103.16819,2
31910,1999-12-01,24.47662,103.02584,2
31915,1999-12-01,23.16529,102.7952,2
31922,1999-12-01,21.31057,102.48547,2
31931,1999-12-01,18.89204,102.1083,0
31947,1999-12-01,14.49077,101.49045,0
31957,1999-12-01,6.13043,100.51604,0
31973,1999-12-01,18.67844,-101.8787,0
32005,1999-12-01,27.12845,-103.30239,2
32039,1999-12-01,35.64996,-105.23347,3
32051,1999-12-01,38.55957,-106.05242,3
32059,1999-12-01,40.4728,-106.6477,3
32062,1999-12-01,41.1849,-106.88213,3
32069,1999-12-01,42.83525,-107.45486,3
32092,1999-12-01,48.148,-109.6326,3
32124,1999-12-01,55.25057,-113.69421,1
32125,1999-12-01,55.46667,-113.84682,1
32127,1999-12-01,55.89773,-114.15764,1
32129,1999-12-01,56.32724,-114.47616,1
32130,1999-12-01,56.5414,-114.6384,1
32140,1999-12-01,58.66034,-116.37842,1
32150,1999-12-01,60.73472,-118.36119,1
32159,1999-12-01,62.55854,-120.39326,1
32163,1999-12-01,63.35446,-121.38319,1
32168,1999-12-01,64.33539,-122.70473,4
32171,1999-12-01,64.91595,-123.54611,4
32179,1999-12-01,66.43181,-125.98679,4
32184,1999-12-01,67.35277,-127.67359,4
32186,1999-12-01,67.71485,-128.38654,4
32192,1999-12-01,68.77742,-130.66768,4
32197,1999-12-01,69.6331,-132.74542,0
32251,1999-12-01,62.95769,120.88108,1
32254,1999-12-01,62.35809,120.15455,1
32272,1999-12-01,58.66034,116.37842,1
32278,1999-12-01,57.39401,115.30798,4
32298,1999-12-01,53.06913,112.26399,1
32302,1999-12-01,52.18654,111.73682,1
32305,1999-12-01,51.52097,111.35677,1
32315,1999-12-01,49.28054,110.17686,1
32318,1999-12-01,48.60199,109.84689,1
32321,1999-12-01,47.92052,109.52711,1
32330,1999-12-01,45.85879,108.62467,4
32337,1999-12-01,44.2374,107.97659,0
32347,1999-12-01,41.89412,107.12306,0
32360,1999-12-01,38.79987,106.12456,3
32370,1999-12-01,36.38191,105.43047,3
32374,1999-12-01,35.40529,105.16889,3
32403,1999-12-01,28.15371,103.50426,3
32414,1999-12-01,25.31854,102.96303,2
32419,1999-12-01,24.01311,102.73087,2
32423,1999-12-01,22.96092,102.55095,2
32428,1999-12-01,21.63557,102.33296,2
32436,1999-12-01,19.49074,101.99929,0
32438,1999-12-01,18.9497,101.91863,0
32440,1999-12-01,18.40667,101.83904,0
32443,1999-12-01,17.58832,101.72159,0
32446,1999-12-01,16.76533,101.60641,0
32457,1999-12-01,13.70613,101.20257,0
32463,1999-12-01,6.48291,100.38053,0
32475,1999-12-01,17.918,-101.57293,0
32498,1999-12-01,24.07187,-102.52881,2
32515,1999-12-01,28.47006,-103.34146,2
32516,1999-12-01,28.72513,-103.39249,2
32517,1999-12-01,28.97981,-103.44392,2
32523,1999-12-01,30.49984,-103.76079,2
32525,1999-12-01,31.00349,-103.86969,2
32527,1999-12-01,31.50566,-103.98029,2
32554,1999-12-01,38.14618,-105.66211,3
32557,1999-12-01,38.86875,-105.87364,3
32562,1999-12-01,40.06653,-106.23884,3
32569,1999-12-01,41.72989,-106.77846,3
32570,1999-12-01,41.96625,-106.8584,3
32574,1999-12-01,42.90847,-107.18571,3
32587,1999-12-01,45.9359,-108.33993,3
32588,1999-12-01,46.16657,-108.43495,3
32597,1999-12-01,48.22849,-109.33481,3
32602,1999-12-01,49.36287,-109.87218,4
32609,1999-12-01,50.93742,-110.67442,1
32622,1999-12-01,53.81817,-112.34064,1
32626,1999-12-01,54.69272,-112.90577,1
32635,1999-12-01,56.63885,-114.28146,1
32651,1999-12-01,60.01788,-117.14968,1
32655,1999-12-01,60.84468,-117.96712,5
32665,1999-12-01,62.87587,-120.22184,1
32683,1999-12-01,66.56638,-125.53768,4
32688,1999-12-01,67.49253,-127.21644,4
32708,1999-12-01,70.94267,135.48146,1
32723,1999-12-01,68.39601,129.03551,4
32754,1999-12-01,62.47397,119.74488,1
32779,1999-12-01,57.28061,114.77514,1
32780,1999-12-01,57.06709,114.60851,4
32786,1999-12-01,55.77769,113.65131,4
32794,1999-12-01,54.03735,112.47943,1
32796,1999-12-01,53.59865,112.20348,1
32810,1999-12-01,50.48918,110.43896,1
32814,1999-12-01,49.58878,109.98311,1
32823,1999-12-01,47.54403,109.0256,1
32826,1999-12-01,46.85672,108.72578,1
32827,1999-12-01,46.62699,108.62786,1
32845,1999-12-01,42.43799,107.02052,0
32850,1999-12-01,41.25624,106.62076,0
32859,1999-12-01,39.10896,105.9454,0
32876,1999-12-01,34.98038,104.80566,3
32889,1999-12-01,31.75619,104.03625,3
32891,1999-12-01,31.25476,103.92477,3
32894,1999-12-01,30.49984,103.76079,2
32905,1999-12-01,27.70247,103.19061,3
32922,1999-12-01,23.28304,102.39541,2
32933,1999-12-01,20.35586,101.92932,2
32935,1999-12-01,19.81756,101.84827,0
32944,1999-12-01,17.37073,101.49657,0
32955,1999-12-01,14.32273,101.09372,0
32968,1999-12-01,1.68379,99.75491,0
32984,1999-12-01,20.41216,-101.73606,2
32985,1999-12-01,20.6807,-101.77637,2
32989,1999-12-01,21.75012,-101.9404,2
33001,1999-12-01,24.91496,-102.46062,2
33003,1999-12-01,25.43634,-102.5517,2
33007,1999-12-01,26.4741,-102.73783,2
33016,1999-12-01,28.78533,-103.17714,2
33031,1999-12-01,32.56818,-103.97935,2
33047,1999-12-01,36.51423,-104.94756,3
33051,1999-12-01,37.48712,-105.21043,3
33056,1999-12-01,38.6958,-105.55199,3
33070,1999-12-01,42.03726,-106.59299,3
33072,1999-12-01,42.50954,-106.75287,3
33080,1999-12-01,44.38614,-107.42341,3
33094,1999-12-01,47.62227,-108.7308,3
33100,1999-12-01,48.99043,-109.35079,3
33114,1999-12-01,52.1381,-110.96268,1
33116,1999-12-01,52.58253,-111.21412,1
33119,1999-12-01,53.24664,-111.60223,1
33129,1999-12-01,55.43774,-112.9993,1
33154,1999-12-01,60.74652,-117.36355,1
33169,1999-12-01,63.7919,-120.79324,1
33172,1999-12-01,64.3856,-121.57419,4
33175,1999-12-01,64.97355,-122.3914,4
33187,1999-12-01,67.81446,-127.10423,5
33190,1999-12-01,68.3599,-128.19095,4
33235,1999-12-01,65.16819,122.67223,1
33239,1999-12-01,64.3856,121.57419,1
33244,1999-12-01,63.39305,120.29169,1
33247,1999-12-01,62.7904,119.56657,1
33254,1999-12-01,61.36506,117.99205,4
33257,1999-12-01,60.74652,117.36355,1
33284,1999-12-01,55.00237,112.70637,4
33305,1999-12-01,50.3472,110.0115,1
33307,1999-12-01,49.89622,109.78651,1
33316,1999-12-01,47.85108,108.83145,1
33317,1999-12-01,47.62227,108.7308,1
33321,1999-12-01,46.70389,108.33833,1
33338,1999-12-01,42.74521,106.83393,0
33385,1999-12-01,31.31651,103.70151,3
33389,1999-12-01,30.30856,103.48692,2
33411,1999-12-01,24.65363,102.41557,2
33425,1999-12-01,20.94875,101.81696,2
33439,1999-12-01,17.15153,101.27271,0
33484,1999-12-01,21.27201,-101.6624,2
33491,1999-12-01,23.13297,-101.95187,2
33492,1999-12-01,23.39702,-101.99439,2
33495,1999-12-01,24.18655,-102.12374,2
33497,1999-12-01,24.71073,-102.21151,2
33509,1999-12-01,27.82075,-102.76556,2
33513,1999-12-01,28.84455,-102.9614,2
33523,1999-12-01,31.37727,-103.47782,2
33536,1999-12-01,34.6153,-104.21272,3
33541,1999-12-01,35.84503,-104.5167,3
33561,1999-12-01,40.68124,-105.87118,3
33565,1999-12-01,41.63311,-106.17216,3
33575,1999-12-01,43.99094,-106.9755,3
33584,1999-12-01,46.08659,-107.76764,3
33597,1999-12-01,49.06957,-109.04662,4
33604,1999-12-01,50.65397,-109.81148,4
33615,1999-12-01,53.11196,-111.13982,1
33624,1999-12-01,55.09293,-112.3597,1
33626,1999-12-01,55.52931,-112.64912,1
33632,1999-12-01,56.82966,-113.56155,1
33663,1999-12-01,63.30802,-119.62375,1
33669,1999-12-01,64.50589,-121.13897,4
33676,1999-12-01,66.64121,-124.30779,4
33685,1999-12-01,68.31905,-127.34935,4
33694,1999-12-01,74.91335,150.36162,0
33695,1999-12-01,74.79961,149.62088,0
33699,1999-12-01,71.42808,135.0,5
33705,1999-12-01,70.43442,132.18445,1
33706,1999-12-01,70.2643,131.74278,1
33722,1999-12-01,67.39541,125.60453,1
33741,1999-12-01,63.70968,120.11373,1
33752,1999-12-01,61.47352,117.58808,4
33756,1999-12-01,60.64504,116.76399,1
33760,1999-12-01,59.8091,115.98437,1
33764,1999-12-01,58.96608,115.24597,1
33781,1999-12-01,55.3113,112.50352,1
33794,1999-12-01,52.44553,110.76096,1
33802,1999-12-01,50.65397,109.81148,1
33805,1999-12-01,49.97683,109.47658,1
33807,1999-12-01,49.52383,109.25929,4
33825,1999-12-01,45.39081,107.49576,4
33836,1999-12-01,42.8159,106.56437,0
33841,1999-12-01,41.63311,106.17216,0
33845,1999-12-01,40.68124,105.87118,0
33853,1999-12-01,38.76232,105.30084,0
33857,1999-12-01,37.79514,105.03043,0
33883,1999-12-01,31.37727,103.47782,3
33909,1999-12-01,24.71073,102.21151,2
33910,1999-12-01,24.44885,102.16747,2
33912,1999-12-01,23.92381,102.08031,2
33925,1999-12-01,20.46754,101.54253,0
33937,1999-12-01,17.20584,101.08641,0
33947,1999-12-01,14.43077,100.73267,0
33963,1999-12-01,1.47838,99.40922,0
33968,1999-12-01,17.25924,-100.89989,0
33986,1999-12-01,22.12734,-101.5871,2
34026,1999-12-01,32.4404,-103.46841,3
34032,1999-12-01,33.9348,-103.80357,3
34036,1999-12-01,34.92411,-104.03625,3
34041,1999-12-01,36.1531,-104.33811,3
34043,1999-12-01,36.64235,-104.46246,3
34048,1999-12-01,37.85971,-104.78272,5
34053,1999-12-01,39.06896,-105.11716,3
34061,1999-12-01,40.98721,-105.68411,3
34063,1999-12-01,41.46363,-105.83239,3
34064,1999-12-01,41.70138,-105.90755,3
34104,1999-12-01,50.95994,-109.60844,1
34120,1999-12-01,54.5235,-111.59531,1
34138,1999-12-01,58.42665,-114.34109,1
34140,1999-12-01,58.85272,-114.68717,1
34141,1999-12-01,59.06515,-114.86369,1
34142,1999-12-01,59.27716,-115.04259,1
34145,1999-12-01,59.91067,-115.59403,1
34153,1999-12-01,61.5805,-117.18111,1
34173,1999-12-01,65.99966,-122.6375,0
34193,1999-12-01,70.06955,-130.38934,0
34196,1999-12-01,74.87761,148.44861,0
34200,1999-12-01,71.26032,133.5312,1
34204,1999-12-01,70.58729,131.68906,1
34222,1999-12-01,67.3401,124.80401,1
34231,1999-12-01,65.61012,122.06194,5
34238,1999-12-01,64.22603,120.18368,1
34240,1999-12-01,63.82506,119.68314,1
34244,1999-12-01,63.01627,118.72613,1
34254,1999-12-01,60.95776,116.56505,4
34256,1999-12-01,60.54027,116.16855,1
34276,1999-12-01,56.27289,112.73942,4
34282,1999-12-01,54.96295,111.87094,4
34295,1999-12-01,52.0825,110.19059,1
34307,1999-12-01,49.37512,108.84566,1
34336,1999-12-01,42.64927,106.21529,0
34337,1999-12-01,42.41276,106.13728,0
34350,1999-12-01,39.30985,105.18584,3
34358,1999-12-01,37.37375,104.65297,3
34380,1999-12-01,31.93943,103.36022,3
34385,1999-12-01,30.68067,103.09705,3
34394,1999-12-01,28.39139,102.64817,3
34400,1999-12-01,26.84777,102.36537,2
34413,1999-12-01,23.4526,101.79343,2
34416,1999-12-01,22.65879,101.66878,2
34419,1999-12-01,21.86094,101.54669,2
34424,1999-12-01,20.52198,101.34872,0
34432,1999-12-01,18.3548,101.04555,0
34440,1999-12-01,16.15538,100.75797,0
34442,1999-12-01,15.60026,100.68837,0
34494,1999-12-01,24.55997,-101.75978,2
34499,1999-12-01,25.86632,-101.97614,2
34500,1999-12-01,26.12634,-102.02035,2
34504,1999-12-01,27.16234,-102.20047,2
34506,1999-12-01,27.67793,-102.29254,2
34515,1999-12-01,29.97882,-102.72436,2
34526,1999-12-01,32.74992,-103.29441,3
34530,1999-12-01,33.74686,-103.51434,3
34538,1999-12-01,35.72421,-103.97631,3
34542,1999-12-01,36.70483,-104.2191,3
34562,1999-12-01,41.53054,-105.56821,3
34578,1999-12-01,45.30184,-106.84121,3
34607,1999-12-01,51.93984,-109.74683,1
