index,start_date,lat,lon,P0.05_N1_Q0.1_V[ALL]_C32
1902,1995-06-01,25.15822,121.64882,2
1910,1995-06-01,23.32166,120.7879,2
1927,1995-06-01,0.80682,113.62019,3
1956,1995-06-01,43.8063,135.40634,0
1969,1995-06-01,35.38189,127.50867,0
1978,1995-06-01,24.3831,121.03511,2
1990,1995-06-01,3.22677,113.99581,3
1994,1995-06-01,2.08668,113.73166,3
2046,1995-06-01,43.98046,135.2039,0
2067,1995-06-01,34.52052,126.57931,7
2098,1995-06-01,56.36885,162.18111,0
2109,1995-06-01,55.48936,158.19859,1
2124,1995-06-01,49.14205,142.09669,0
2144,1995-06-01,43.45583,134.19307,0
2150,1995-06-01,37.48376,128.50066,26
2173,1995-06-01,3.19346,113.62938,2
2192,1995-06-01,56.51969,161.6888,0
2212,1995-06-01,50.06173,143.19611,0
2241,1995-06-01,43.44973,133.7897,0
2245,1995-06-01,38.03292,128.61963,26
2252,1995-06-01,36.64677,127.52267,3
2271,1995-06-01,1.01661,112.96629,2
2290,1995-06-01,56.18672,158.99031,1
2310,1995-06-01,47.82862,138.99091,0
2312,1995-06-01,47.50988,138.52145,0
2316,1995-06-01,46.86256,137.60257,0
2327,1995-06-01,45.01756,135.20834,1
2376,1995-06-01,56.57359,159.58157,0
2385,1995-06-01,55.77769,156.34869,0
2397,1995-06-01,48.48409,139.50218,0
2452,1995-06-01,0.67776,112.54585,2
2465,1995-06-01,56.95632,160.1862,0
2476,1995-06-01,55.99356,156.19406,0
2488,1995-06-01,48.50953,139.05356,0
2517,1995-06-01,43.59712,132.77408,0
2527,1995-06-01,37.30514,127.07307,2
2538,1995-06-01,1.67314,112.58253,3
2546,1995-06-01,56.84506,-158.5654,0
2554,1995-06-01,57.25682,160.42688,0
2573,1995-06-01,49.4733,140.06943,0
2575,1995-06-01,49.16307,139.57393,1
2639,1995-06-01,0.33184,112.12796,3
2640,1995-06-01,0.03692,112.0679,3
2667,1995-06-01,49.65724,139.85962,0
2685,1995-06-01,46.73494,135.64861,1
2719,1995-06-01,37.80805,126.81865,2
2736,1995-06-01,2.77958,112.46902,2
2749,1995-06-01,57.28225,-158.2729,0
2784,1995-06-01,48.07958,137.00565,1
2808,1995-06-01,43.91148,131.94441,1
2811,1995-06-01,43.36183,131.37343,0
2825,1995-06-01,40.52645,128.70187,0
2835,1995-06-01,37.75643,126.46028,20
2886,1995-06-01,51.68448,142.30576,0
2898,1995-06-01,49.0716,137.96486,1
2915,1995-06-01,46.21782,134.1449,0
2922,1995-06-01,44.43891,132.11703,0
2928,1995-06-01,43.33865,130.97174,0
3016,1995-06-01,51.72598,141.82346,27
3053,1995-06-01,44.6025,131.90038,0
3056,1995-06-01,44.05385,131.32176,1
3063,1995-06-01,42.75064,130.02165,0
3098,1995-06-01,28.60737,120.32001,0
3111,1995-06-01,25.62113,118.9313,2
3115,1995-06-01,24.68437,118.52711,2
3128,1995-06-01,57.56972,-156.3244,0
3142,1995-06-01,58.27789,159.34741,10
3145,1995-06-01,58.02325,158.19859,0
3184,1995-06-01,46.55471,133.70784,0
3205,1995-06-01,42.33892,129.26978,0
3284,1995-06-01,58.8939,161.16624,0
3316,1995-06-01,48.94653,136.36392,0
3328,1995-06-01,46.8976,133.69804,0
3337,1995-06-01,45.29175,131.85504,2
3364,1995-06-01,40.15583,127.03039,0
3376,1995-06-01,31.99589,121.56181,0
3410,1995-06-01,24.22885,117.86489,2
3426,1995-06-01,57.99897,-155.99599,7
3429,1995-06-01,58.27873,-157.12633,0
3438,1995-06-01,59.26415,-161.83405,2
3447,1995-06-01,59.47566,163.05467,0
3511,1995-06-01,43.60019,129.7323,0
3513,1995-06-01,43.22169,129.36932,1
3520,1995-06-01,41.87743,128.14169,1
3548,1995-06-01,30.35429,120.41958,0
3556,1995-06-01,28.54525,119.52599,0
3582,1995-06-01,1.14835,111.08376,2
3607,1995-06-01,60.24942,-166.7092,0
3627,1995-06-01,53.20886,142.3443,2
3637,1995-06-01,51.39855,139.1028,0
3653,1995-06-01,48.78809,135.22647,2
3666,1995-06-01,46.5199,132.41698,0
3670,1995-06-01,45.79769,131.60866,0
3684,1995-06-01,43.1864,128.96999,0
3720,1995-06-01,30.03566,119.99667,0
3722,1995-06-01,29.58385,119.77267,0
3724,1995-06-01,29.12998,119.55169,0
3733,1995-06-01,27.0622,118.59323,0
3799,1995-06-01,60.18514,164.47589,13
3821,1995-06-01,51.4213,138.62149,0
3909,1995-06-01,27.18826,118.40331,0
3910,1995-06-01,26.95568,118.30076,0
3920,1995-06-01,24.60143,117.31153,2
3928,1995-06-01,0.48617,110.61225,2
3950,1995-06-01,59.85411,-161.01678,20
3965,1995-06-01,61.1217,170.46336,0
4037,1995-06-01,45.00941,129.99417,1
4070,1995-06-01,31.641,120.28972,2
4095,1995-06-01,25.43634,117.41451,0
4102,1995-06-01,23.76671,116.74958,2
4117,1995-06-01,58.85272,-155.31282,2
4147,1995-06-01,61.35118,170.38788,0
4174,1995-06-01,52.40771,139.20898,0
4180,1995-06-01,51.4583,137.65739,1
4220,1995-06-01,44.41097,129.0233,0
4235,1995-06-01,41.49323,126.43085,0
4247,1995-06-01,32.65979,120.56084,0
4249,1995-06-01,32.2163,120.32361,0
4296,1995-06-01,58.23322,-152.14555,2
4335,1995-06-01,61.4986,169.40848,0
4358,1995-06-01,52.43098,138.71529,1
4423,1995-06-01,40.63565,125.41217,26
4487,1995-06-01,59.8444,-157.31348,0
4516,1995-06-01,61.91967,171.60708,0
4519,1995-06-01,61.80964,170.23332,0
4550,1995-06-01,51.31971,136.44412,0
4568,1995-06-01,48.22915,132.31622,0
4592,1995-06-01,43.75471,127.67359,1
4621,1995-06-01,31.3539,119.34521,0
4693,1995-06-01,61.36969,-164.30507,0
4696,1995-06-01,61.55069,-165.63,20
4699,1995-06-01,62.44999,178.57972,20
4701,1995-06-01,62.38104,175.74618,0
4713,1995-06-01,62.03861,170.15418,0
4716,1995-06-01,61.91119,168.78116,1
4733,1995-06-01,53.8738,140.14789,9
4740,1995-06-01,52.78737,138.24911,1
4749,1995-06-01,51.32681,135.96286,1
4750,1995-06-01,51.16033,135.71916,1
4764,1995-06-01,48.74772,132.51045,1
4767,1995-06-01,48.21185,131.86975,1
4780,1995-06-01,45.81869,129.26833,0
4788,1995-06-01,44.29189,127.79862,0
4848,1995-06-01,25.92054,116.66007,1
4850,1995-06-01,25.4442,116.47066,1
4863,1995-06-01,1.33066,109.91421,2
4867,1995-06-01,0.13848,109.69677,3
4872,1995-06-01,36.02633,-121.34715,20
4902,1995-06-01,60.54117,-158.19859,0
4915,1995-06-01,61.52929,-163.73979,0
4948,1995-06-01,61.83312,165.96376,0
4959,1995-06-01,59.28758,153.05424,0
4968,1995-06-01,53.28074,138.54477,0
4972,1995-06-01,52.64461,137.48955,1
4982,1995-06-01,50.99445,135.0,1
5009,1995-06-01,46.16081,129.22568,0
5012,1995-06-01,45.59325,128.65981,0
5082,1995-06-01,25.08377,116.09542,0
5102,1995-06-01,35.50601,-120.75265,26
5128,1995-06-01,59.70608,-153.62787,0
5156,1995-06-01,62.0008,-165.39873,31
5190,1995-06-01,61.4763,161.85442,2
5191,1995-06-01,61.40302,161.42073,0
5200,1995-06-01,59.27977,152.10272,0
5268,1995-06-01,42.41756,125.47272,1
5278,1995-06-01,40.38366,123.91359,0
5279,1995-06-01,40.1773,123.76428,0
5303,1995-06-01,29.9041,117.87386,0
5318,1995-06-01,26.39535,116.37375,0
5393,1995-06-01,61.47073,-160.40771,0
5409,1995-06-01,63.11908,177.08916,0
5411,1995-06-01,63.09163,176.12148,0
5414,1995-06-01,63.03583,174.67426,0
5416,1995-06-01,62.98892,173.7131,0
5425,1995-06-01,62.68294,169.439,0
5480,1995-06-01,49.2323,131.79478,1
5485,1995-06-01,48.32711,130.73877,0
5501,1995-06-01,45.31949,127.64091,0
5508,1995-06-01,43.95397,126.40878,1
5511,1995-06-01,43.35999,125.90177,1
5558,1995-06-01,28.86683,117.1598,0
5579,1995-06-01,23.8656,115.17913,2
5591,1995-06-01,34.44305,-119.59489,2
5610,1995-06-01,38.56353,-122.03291,0
5617,1995-06-01,40.03582,-123.02386,0
5628,1995-06-01,60.01788,-152.85031,30
5635,1995-06-01,60.72747,-155.62988,0
5672,1995-06-01,63.10143,171.73284,0
5683,1995-06-01,62.62019,166.54132,0
5708,1995-06-01,53.16741,136.76627,0
5709,1995-06-01,53.00423,136.50743,0
5732,1995-06-01,49.031,131.12532,1
5755,1995-06-01,44.68914,126.69432,1
5784,1995-06-01,36.85044,120.96375,0
5793,1995-06-01,33.3292,119.00847,0
5839,1995-06-01,1.753,109.30533,2
5869,1995-06-01,39.54179,-122.36978,16
5882,1995-06-01,42.23401,-124.30779,2
5912,1995-06-01,62.42029,-163.21017,0
5914,1995-06-01,62.55084,-164.11986,2
5922,1995-06-01,63.55391,176.0548,0
5938,1995-06-01,63.04855,168.31064,0
5958,1995-06-01,60.84195,155.03722,0
5968,1995-06-01,59.7853,151.11342,20
6012,1995-06-01,46.57793,128.08878,0
6038,1995-06-01,41.41512,123.69007,0
6056,1995-06-01,35.891,120.11373,0
6099,1995-06-01,24.57948,114.97909,1
6101,1995-06-01,24.09275,114.80408,0
6133,1995-06-01,38.82718,-121.5904,16
6134,1995-06-01,39.03984,-121.72765,16
6139,1995-06-01,40.09551,-122.43021,1
6150,1995-06-01,42.37253,-124.07719,7
6199,1995-06-01,63.70467,174.04286,0
6200,1995-06-01,63.67966,173.55046,0
6248,1995-06-01,59.98949,150.90311,0
6251,1995-06-01,59.28411,148.67131,4
6252,1995-06-01,54.16138,137.33203,2
6258,1995-06-01,53.01602,135.50258,1
6267,1995-06-01,51.48392,133.30821,1
6270,1995-06-01,50.95924,132.61406,0
6283,1995-06-01,48.61071,129.80557,1
6331,1995-06-01,39.03984,121.72765,2
6353,1995-06-01,32.21945,117.92153,0
6373,1995-06-01,27.09806,115.69553,0
6395,1995-06-01,34.59375,-118.84266,26
6408,1995-06-01,37.45247,-120.43973,16
6430,1995-06-01,42.09999,-123.53605,0
6517,1995-06-01,61.45959,155.48036,0
6562,1995-06-01,49.68464,130.60129,0
6581,1995-06-01,46.10258,126.8699,0
6593,1995-06-01,43.7277,124.80401,0
6596,1995-06-01,43.12136,124.3188,0
6632,1995-06-01,34.14673,118.61046,0
6636,1995-06-01,33.24696,118.15619,0
6653,1995-06-01,29.33784,116.36542,2
6664,1995-06-01,26.49491,115.22392,0
6681,1995-06-01,34.04391,-118.28448,3
6722,1995-06-01,42.85158,-123.76823,1
6737,1995-06-01,61.47352,-154.45798,0
6778,1995-06-01,63.62869,167.04242,0
6786,1995-06-01,63.15343,163.25424,0
6803,1995-06-01,61.76742,155.70903,0
6824,1995-06-01,59.43377,147.49602,20
6865,1995-06-01,47.59793,127.92966,0
6877,1995-06-01,45.26591,125.74427,0
6882,1995-06-01,44.26959,124.89697,0
6947,1995-06-01,26.84727,115.12093,0
6958,1995-06-01,24.18217,114.15207,0
6982,1995-06-01,37.26947,-119.74488,16
6985,1995-06-01,37.92265,-120.12706,10
7002,1995-06-01,41.54061,-122.47119,1
7025,1995-06-01,61.58143,-153.84566,30
7044,1995-06-01,63.23702,-162.18111,9
7082,1995-06-01,62.77973,159.44395,0
7094,1995-06-01,61.68316,154.25929,0
7126,1995-06-01,52.668,133.50566,1
7163,1995-06-01,45.80342,125.85115,0
7185,1995-06-01,41.33179,122.32433,0
7200,1995-06-01,34.38929,118.1862,0
7235,1995-06-01,26.23753,114.6559,0
7248,1995-06-01,23.05921,113.54746,2
7281,1995-06-01,38.04812,-119.90448,1
7314,1995-06-01,60.68396,-149.64737,0
7376,1995-06-01,63.72871,163.91835,0
7405,1995-06-01,61.14375,151.20903,0
7421,1995-06-01,54.35802,135.52086,0
7437,1995-06-01,51.60015,131.60507,1
7452,1995-06-01,48.84467,128.40939,1
7471,1995-06-01,45.15009,124.9194,0
7486,1995-06-01,42.08983,122.53506,0
7487,1995-06-01,41.8816,122.38638,0
7501,1995-06-01,34.95819,118.20163,0
7507,1995-06-01,33.60564,117.52522,0
7513,1995-06-01,32.23623,116.87814,0
7516,1995-06-01,31.5452,116.56505,0
7532,1995-06-01,27.78816,115.00372,0
7556,1995-06-01,27.65991,-114.7143,2
7578,1995-06-01,34.62824,-117.75854,1
7593,1995-06-01,37.9547,-119.55368,1
7609,1995-06-01,41.38438,-121.71513,1
7619,1995-06-01,43.46317,-123.21525,1
7690,1995-06-01,64.07651,164.74489,0
7727,1995-06-01,60.64504,148.65479,0
7744,1995-06-01,53.34012,133.47923,1
7745,1995-06-01,53.16741,133.23373,1
7770,1995-06-01,48.61406,127.76308,1
7784,1995-06-01,45.88809,125.18874,0
7819,1995-06-01,34.85328,117.87196,0
7825,1995-06-01,33.49602,117.20401,0
7847,1995-06-01,28.37576,114.9903,0
7849,1995-06-01,27.899,114.80566,0
7871,1995-06-01,22.5267,112.9321,2
7876,1995-06-01,27.76962,-114.51616,2
7907,1995-06-01,36.5363,-118.47047,3
7922,1995-06-01,39.81145,-120.37122,21
7936,1995-06-01,42.76997,-122.36329,0
7941,1995-06-01,43.80262,-123.13227,0
7992,1995-06-01,65.15024,175.27986,0
7996,1995-06-01,65.05754,173.19868,0
8002,1995-06-01,64.85639,170.11202,0
8003,1995-06-01,64.81572,169.60266,0
8040,1995-06-01,61.99325,152.39333,0
8064,1995-06-01,56.16441,137.46576,2
8097,1995-06-01,50.08315,128.91766,1
8156,1995-06-01,34.52052,117.43147,0
8165,1995-06-01,32.46721,116.4603,0
8179,1995-06-01,29.19854,115.07072,0
8198,1995-06-01,24.6146,113.3904,0
8221,1995-06-01,30.72244,-115.44375,2
8245,1995-06-01,36.21078,-118.01385,1
8266,1995-06-01,40.79362,-120.68517,1
8305,1995-06-01,62.19888,-152.1759,0
8358,1995-06-01,64.99977,168.99646,0
8359,1995-06-01,64.95468,168.48618,0
8405,1995-06-01,60.9185,147.80426,0
8406,1995-06-01,60.79374,147.42595,1
8430,1995-06-01,56.01577,136.63658,0
8507,1995-06-01,41.43109,121.10477,0
8528,1995-06-01,34.41079,117.10556,0
8537,1995-06-01,32.35059,116.14684,0
8552,1995-06-01,28.83391,114.6823,0
8573,1995-06-01,23.73231,112.87366,0
8580,1995-06-01,21.98379,112.32533,2
8603,1995-06-01,32.23203,-115.83454,1
8627,1995-06-01,37.66169,-118.50848,1
8692,1995-06-01,63.12987,-154.9538,0
8747,1995-06-01,65.22633,168.89616,0
8754,1995-06-01,64.86578,165.33554,0
8804,1995-06-01,59.80205,143.909,0
8817,1995-06-01,57.91789,139.61992,0
8818,1995-06-01,57.76541,139.31062,0
8840,1995-06-01,54.1735,133.18581,0
8844,1995-06-01,53.47627,132.2011,1
8861,1995-06-01,50.38265,128.40009,1
8897,1995-06-01,43.23995,122.03549,0
8908,1995-06-01,40.91968,120.45178,0
8921,1995-06-01,36.32905,117.79343,1
8936,1995-06-01,32.92515,116.14299,0
8948,1995-06-01,30.12791,114.94867,3
8955,1995-06-01,28.46552,114.29807,0
8956,1995-06-01,28.22617,114.20773,0
8960,1995-06-01,27.26407,113.85256,0
8970,1995-06-01,24.8255,113.00623,0
8972,1995-06-01,24.33199,112.84373,1
8981,1995-06-01,22.08665,112.13866,2
8989,1995-06-01,28.33343,-114.00715,2
9045,1995-06-01,41.04481,-120.21728,1
9053,1995-06-01,42.74158,-121.34958,1
9096,1995-06-01,62.82533,-152.57664,0
9110,1995-06-01,64.16084,-158.85391,0
9124,1995-06-01,65.61549,-170.88864,9
9128,1995-06-01,65.74471,-173.00808,0
9129,1995-06-01,65.77171,-173.54118,0
9136,1995-06-01,65.90063,-177.29938,26
9143,1995-06-01,65.91041,177.83892,0
9162,1995-06-01,65.35896,167.75768,0
9186,1995-06-01,63.62869,156.08768,0
9194,1995-06-01,62.82533,152.57664,2
9208,1995-06-01,61.18512,146.93816,0
9217,1995-06-01,59.99038,143.65254,0
9269,1995-06-01,51.4647,129.19327,1
9284,1995-06-01,48.61607,126.16809,0
9293,1995-06-01,46.84181,124.54009,0
9320,1995-06-01,41.2586,120.35475,0
9379,1995-06-01,25.91167,113.1428,0
9402,1995-06-01,27.95873,-113.62938,2
9430,1995-06-01,36.11356,-117.1213,1
9435,1995-06-01,37.23325,-117.69947,1
9453,1995-06-01,41.16899,-119.98164,1
9485,1995-06-01,50.67846,-127.87498,7
9486,1995-06-01,50.8671,-128.08162,2
9504,1995-06-01,62.58838,-150.66817,0
9518,1995-06-01,64.02584,-156.80141,0
9520,1995-06-01,64.20463,-157.72974,0
9531,1995-06-01,65.12493,-163.55139,0
9556,1995-06-01,66.15825,180.0,0
9557,1995-06-01,66.15716,179.45434,0
9563,1995-06-01,66.10454,176.18592,0
9587,1995-06-01,65.12493,163.55139,0
9634,1995-06-01,60.178,143.39293,0
9647,1995-06-01,58.27368,139.08562,0
9648,1995-06-01,58.11968,138.77547,1
9679,1995-06-01,52.89824,130.48601,1
9687,1995-06-01,51.42912,128.7131,1
9722,1995-06-01,44.53776,122.31458,0
9746,1995-06-01,39.43835,118.92642,20
9756,1995-06-01,36.11356,117.1213,1
9782,1995-06-01,30.10894,114.44395,2
9787,1995-06-01,28.919,113.98501,1
9869,1995-06-01,39.33966,-118.56841,3
9903,1995-06-01,46.51023,-123.5213,20
9905,1995-06-01,46.91382,-123.86034,27
9933,1995-06-01,62.07742,-147.99461,0
9934,1995-06-01,62.19983,-148.3925,0
9951,1995-06-01,64.05117,-155.68069,1
9955,1995-06-01,64.41845,-157.53679,0
9966,1995-06-01,65.2793,-162.89728,0
9973,1995-06-01,65.70588,-166.48343,0
10003,1995-06-01,66.29908,175.05404,0
10039,1995-06-01,64.23828,156.60223,0
10049,1995-06-01,63.23604,152.12805,0
10094,1995-06-01,57.02225,136.12331,1
10135,1995-06-01,49.67642,126.41206,1
10169,1995-06-01,42.78447,120.72241,1
10175,1995-06-01,41.50685,119.88106,1
10178,1995-06-01,40.8616,119.47589,1
10180,1995-06-01,40.42909,119.21129,1
10192,1995-06-01,36.67828,117.12675,0
10225,1995-06-01,29.02494,113.78203,0
10226,1995-06-01,28.78533,113.69276,0
10286,1995-06-01,33.60138,-115.39156,2
10292,1995-06-01,34.97984,-116.01939,1
10295,1995-06-01,35.66306,-116.34426,3
10309,1995-06-01,38.79816,-117.96508,1
10318,1995-06-01,40.76668,-119.10717,22
10320,1995-06-01,41.19905,-119.37262,1
10352,1995-06-01,47.85108,-124.29865,9
10376,1995-06-01,56.52934,-134.72321,0
10380,1995-06-01,59.83292,-141.13725,2
10395,1995-06-01,62.51911,-148.54794,0
10404,1995-06-01,63.54893,-152.33324,0
10418,1995-06-01,64.89086,-158.77634,1
10420,1995-06-01,65.05439,-159.74936,0
10430,1995-06-01,65.75767,-164.79196,0
10449,1995-06-01,66.61439,-178.8876,0
10450,1995-06-01,66.61773,-179.44374,0
10487,1995-06-01,65.21046,160.73474,0
10513,1995-06-01,62.63948,148.95451,0
10527,1995-06-01,60.83012,143.57771,0
10529,1995-06-01,60.55109,142.86403,0
10530,1995-06-01,60.40978,142.51215,0
10546,1995-06-01,57.99813,137.31372,1
10592,1995-06-01,49.81849,126.14799,1
10607,1995-06-01,46.84635,123.43504,0
10609,1995-06-01,46.44068,123.10028,0
10621,1995-06-01,43.96321,121.21093,0
10627,1995-06-01,42.69752,120.33733,0
10633,1995-06-01,41.41453,119.507,1
10662,1995-06-01,34.06265,115.59767,1
10668,1995-06-01,32.67349,114.9885,0
10699,1995-06-01,25.23664,112.23132,0
10755,1995-06-01,33.479,-115.07442,3
10760,1995-06-01,34.63255,-115.58852,17
10761,1995-06-01,34.86193,-115.6937,1
10782,1995-06-01,39.57631,-118.10361,21
10795,1995-06-01,42.39474,-119.81416,0
10806,1995-06-01,44.71722,-121.41569,1
10825,1995-06-01,48.78271,-124.75591,31
10873,1995-06-01,61.29296,-144.03949,0
10884,1995-06-01,62.71678,-148.29857,0
10924,1995-06-01,66.59651,-171.6341,0
11027,1995-06-01,59.1109,138.89371,1
11055,1995-06-01,54.44106,131.08176,1
11084,1995-06-01,48.9803,124.93931,0
11102,1995-06-01,45.34031,121.8796,0
11112,1995-06-01,43.24604,120.37913,1
11214,1995-06-01,12.87723,108.77803,2
11270,1995-06-01,39.6932,-117.8697,21
11312,1995-06-01,48.72083,-124.3109,31
11352,1995-06-01,57.52675,-135.28505,30
11380,1995-06-01,62.5393,-146.83678,0
11396,1995-06-01,64.3815,-153.66231,10
11400,1995-06-01,64.77822,-155.51332,16
11455,1995-06-01,66.582,168.25436,0
11456,1995-06-01,66.53407,167.71167,0
11460,1995-06-01,66.32115,165.56403,0
11494,1995-06-01,63.27546,149.28717,0
11497,1995-06-01,62.91383,148.04564,0
11513,1995-06-01,60.7783,141.96826,0
11534,1995-06-01,57.52675,135.28505,0
11613,1995-06-01,42.30233,119.43369,1
11626,1995-06-01,39.47282,117.74624,0
11675,1995-06-01,28.13108,112.73793,0
11681,1995-06-01,26.66847,112.23999,0
11710,1995-06-01,14.59706,108.95951,2
11730,1995-06-01,25.78305,-111.72266,2
11738,1995-06-01,32.05657,-113.96249,2
11800,1995-06-01,45.80342,-121.52899,1
11805,1995-06-01,46.83403,-122.33018,0
11835,1995-06-01,53.65847,-129.11139,0
11847,1995-06-01,55.81556,-132.01572,0
11857,1995-06-01,57.85866,-135.28792,26
11870,1995-06-01,61.38913,-142.76517,0
11878,1995-06-01,62.47493,-145.7843,0
11879,1995-06-01,62.60476,-146.17792,0
11883,1995-06-01,63.11026,-147.78908,0
11900,1995-06-01,64.98823,-155.29758,10
11901,1995-06-01,65.08384,-155.77225,20
11927,1995-06-01,67.2987,178.28164,0
11942,1995-06-01,66.93941,169.79602,0
11950,1995-06-01,66.5441,165.42578,0
11963,1995-06-01,65.61979,158.69421,0
11966,1995-06-01,65.36002,157.21759,1
11974,1995-06-01,64.58844,153.43495,0
11980,1995-06-01,63.93889,150.75117,0
11983,1995-06-01,63.59277,149.4594,0
12008,1995-06-01,60.2253,139.96974,0
12021,1995-06-01,58.18692,135.87245,1
12048,1995-06-01,53.47403,128.88449,1
12119,1995-06-01,38.92345,117.14968,0
12120,1995-06-01,38.70092,117.03086,0
12144,1995-06-01,33.22841,114.44395,0
12146,1995-06-01,32.76099,114.24921,1
12164,1995-06-01,28.4746,112.61987,0
12185,1995-06-01,23.2869,110.96392,1
12238,1995-06-01,33.33397,-114.22775,0
12244,1995-06-01,34.72746,-114.82606,1
12281,1995-06-01,42.97268,-119.21925,1
12296,1995-06-01,46.13777,-121.42957,1
12332,1995-06-01,53.99206,-129.05849,0
12340,1995-06-01,55.44164,-130.97174,2
12368,1995-06-01,62.53449,-145.12466,10
12403,1995-06-01,66.23296,-161.04576,2
12461,1995-06-01,64.89818,153.66692,0
12486,1995-06-01,61.85473,143.22281,0
12492,1995-06-01,60.99798,141.05899,0
12544,1995-06-01,52.11788,126.8699,0
12577,1995-06-01,45.51345,120.96375,1
12618,1995-06-01,36.56114,115.66813,0
12634,1995-06-01,32.866,114.03429,1
12663,1995-06-01,25.8811,111.52538,0
12669,1995-06-01,24.38797,111.06738,0
12721,1995-06-01,29.8821,-112.63718,2
12741,1995-06-01,34.60237,-114.50416,1
12742,1995-06-01,34.83383,-114.60513,1
12771,1995-06-01,41.35779,-117.9115,1
12828,1995-06-01,54.14094,-128.77417,0
12829,1995-06-01,54.32531,-129.00461,0
12833,1995-06-01,55.05575,-129.94977,0
12850,1995-06-01,58.35642,-135.0,2
12855,1995-06-01,59.49313,-137.12109,2
12885,1995-06-01,65.00081,-152.96915,20
12906,1995-06-01,67.75815,-178.2466,0
