index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_minus3,fw_fw_06_swe_minus2,fw_fw_06_swe_minus1,fw_fw_06_swe_plus1,fw_fw_06_swe_plus2,swe_swe_average_minus3,swe_swe_average_minus2,swe_swe_average_minus1,swe_swe_average_plus1,swe_swe_average_plus2,energy_sw_up_minus3,energy_sw_up_minus2,energy_sw_up_minus1,energy_sw_up_plus1,energy_sw_up_plus2,energy_sw_dn_minus3,energy_sw_dn_minus2,energy_sw_dn_minus1,energy_sw_dn_plus1,energy_sw_dn_plus2,energy_lw_up_minus3,energy_lw_up_minus2,energy_lw_up_minus1,energy_lw_up_plus1,energy_lw_up_plus2,energy_lw_dn_minus3,energy_lw_dn_minus2,energy_lw_dn_minus1,energy_lw_dn_plus1,energy_lw_dn_plus2,clusterLabel
153,2006-03-01,0.86404,122.75452,0,0,0,0,1,25,56,10,0,0,0,0,0,0,0,0,34,55,3,0,1,55,35,1,2,22,68,0,0,2,5,69,16,0,1
183,2006-03-01,0.67067,122.31132,0,0,0,0,0,32,44,13,3,0,0,0,0,0,0,0,42,49,1,1,2,56,32,1,2,18,72,0,0,3,3,70,16,0,1
185,2006-03-01,9.71795,125.43605,0,0,0,0,0,12,79,1,0,0,0,0,0,0,0,5,65,13,9,0,5,75,12,0,0,17,75,0,0,0,10,68,14,0,1
190,2006-03-01,7.77233,124.64095,0,0,0,0,0,23,64,5,0,0,0,0,0,0,0,0,20,41,31,8,25,46,11,0,0,10,74,6,2,1,13,73,4,0,1
191,2006-03-01,7.52578,124.54375,0,0,0,0,0,43,46,3,0,0,0,0,0,0,0,0,26,52,14,6,27,49,8,0,0,8,73,9,2,1,13,73,4,0,1
209,2006-03-01,0.73941,121.95436,0,0,0,0,0,7,62,21,2,0,0,0,0,0,0,0,43,48,1,0,6,56,29,1,1,13,71,7,0,3,4,73,12,0,1
223,2006-03-01,1.07295,121.6813,0,0,0,0,0,20,66,6,0,0,0,0,0,0,0,0,51,34,7,0,10,56,26,0,1,17,69,5,0,3,5,73,11,0,1
225,2006-03-01,0.53362,121.51308,0,0,0,0,16,10,33,27,6,0,0,0,0,0,0,0,46,46,0,1,10,53,28,0,1,10,69,12,0,3,5,71,13,0,1
232,2006-03-01,0.69905,121.37634,0,0,0,0,8,20,61,3,0,0,0,0,0,0,0,0,50,40,2,1,10,55,26,0,1,11,69,11,0,3,5,73,11,0,1
242,2006-03-01,8.11756,123.73778,0,0,0,0,2,17,64,9,0,0,0,0,0,0,0,0,59,31,2,3,11,59,19,0,0,13,76,3,0,0,16,73,2,0,1
0,2006-03-01,9.75935,124.1752,0,0,0,0,3,21,68,0,0,0,0,0,0,0,0,24,67,1,0,0,3,62,26,1,0,15,74,3,0,1,11,66,14,0,1
260,2006-03-01,7.53473,123.31063,0,0,0,0,0,5,72,12,3,0,0,0,0,0,0,22,70,0,0,0,1,64,27,0,0,20,69,3,0,1,14,73,3,0,1
267,2006-03-01,11.85389,124.83087,0,0,0,0,0,17,69,6,0,0,0,0,0,0,0,0,56,19,15,1,5,54,32,0,0,11,80,1,0,0,5,70,17,0,1
269,2006-03-01,9.92453,124.03024,0,0,0,0,1,17,64,10,0,0,0,0,0,0,0,11,79,2,0,0,5,63,23,1,0,14,73,5,0,1,12,65,14,0,1
299,2006-03-01,35.26666,140.3828,0,91,0,1,0,14,55,22,1,0,0,0,0,0,0,14,73,5,0,0,12,66,14,0,0,10,77,5,0,0,16,59,16,1,0
303,2006-03-01,9.1843,123.11134,0,0,0,0,4,8,59,12,8,0,0,0,0,0,0,0,28,31,29,2,12,60,17,1,0,20,68,3,1,1,12,72,7,0,1
304,2006-03-01,7.93528,122.64238,0,0,0,0,0,1,75,10,6,0,0,0,0,0,0,7,54,16,12,0,11,63,17,1,0,20,72,0,0,2,15,71,4,0,1
330,2006-03-01,12.1935,123.88918,0,0,0,0,0,8,75,9,0,0,0,0,0,0,0,2,40,38,12,1,11,72,8,0,0,15,72,5,0,0,4,69,19,0,1
356,2006-03-01,10.65336,123.05347,0,0,0,0,0,14,73,5,0,0,0,0,0,0,0,1,78,13,0,2,7,53,30,0,0,11,76,5,0,1,12,69,10,0,1
358,2006-03-01,10.16098,122.86187,0,0,0,0,0,33,54,1,4,0,0,0,0,0,0,0,78,14,0,0,9,50,32,1,0,13,74,5,0,1,14,69,8,0,1
