date	ft_frozen	ft_thawed	ft_trans	ft_itrans	fw_fw_06_swe_-3	fw_fw_06_swe_-2	fw_fw_06_swe_-1	fw_fw_06_swe_+1	fw_fw_06_swe_+2	swe_swe_average_-3	swe_swe_average_-2	swe_swe_average_-1	swe_swe_average_+1	swe_swe_average_+2	energy_sw_up_-3	energy_sw_up_-2	energy_sw_up_-1	energy_sw_up_+1	energy_sw_up_+2	energy_sw_dn_-3	energy_sw_dn_-2	energy_sw_dn_-1	energy_sw_dn_+1	energy_sw_dn_+2	energy_lw_up_-3	energy_lw_up_-2	energy_lw_up_-1	energy_lw_up_+1	energy_lw_up_+2	energy_lw_dn_-3	energy_lw_dn_-2	energy_lw_dn_-1	energy_lw_dn_+1	energy_lw_dn_+2	clusters
1992-03-01	13.148703429637733	25.307509169294125	12.475258992342836	0.14477832829290266	0.22533942474744226	3.4625828453767453	31.36188147480857	6.85547905540184	2.3964995817514962	0.15835531819059262	1.7247281384724278	16.78399073418699	4.29521909787015	0.7733093108551573	0.16105784698539347	6.464062801621517	67.40126118010424	14.760890547583811	2.6726722862106684	0.7067112798404221	13.778907406215817	60.43536451965768	16.891126697123738	0.1571970915642494	1.2575123865903095	16.489543787401068	62.5583939257448	10.120584260987066	1.4150955536966734	1.383179975548549	14.471076507303263	61.74493275850975	12.872337687407503	1.2412972138215044	7
1992-06-01	0.23782253394247474	49.389807605688176	1.3210218132681295	0.12759796666881154	0.43452802264976514	4.708641657550994	39.60298565085902	8.106170774081463	2.92291358342449	0.0	0.0	1.0263818287111512	0.29213049353323467	0.1499260021877614	0.17000193037771058	3.056431375072389	72.29515475194647	12.49057332218004	3.2454153529373913	0.0017373399395148317	2.0747699633228236	88.31510198828904	1.6082620166012482	0.000128691847371469	0.0	0.18480149282542951	91.47583810565601	0.33910301782382085	0.000257383694742938	0.0	0.5687536194582073	91.04523518435107	0.38601119619072133	0.0	3
1992-09-01	8.766424297020784	30.89968470497394	10.565214593655492	0.2897496943568625	0.3900649893829226	3.2793256547197736	33.685670162795184	7.641014091757287	3.0292130493533236	0.0	0.11556527893957917	5.290650537288463	1.9538639727173284	0.9251656907534908	0.09394504858117238	7.4263560903416765	68.26690689144843	10.882826072968278	3.5752525577504666	0.00019303777105720353	6.19715591017309	73.31085515732579	11.090406022778456	0.38800591982497906	0.00032172961842867257	0.6715784055080111	87.93211505051156	2.393797052956695	0.0009008429316002831	0.0	1.3238530339103018	85.64564699826266	4.024001029534779	0.006498938292259186	9
1992-12-01	31.37925487420372	9.050640241940673	8.915449456276946	0.3737854706904318	0.08461488964674088	2.1792677433884564	25.840036033717265	5.822855672093173	1.5766038221478669	0.05765394762241812	2.097355382536516	21.19702721832572	5.23518435107136	1.631104819509684	0.05675310469081784	5.024001029534779	74.6621195547262	7.304613602728267	2.2170388005919826	0.000257383694742938	0.5228749758702786	82.92297792934818	6.4585933981082295	0.002509491023743646	0.00032172961842867257	0.3161958689916994	89.38826330351972	0.28479505823306095	0.005598095360658902	0.0	0.533685091049482	88.0319799240718	1.4329193745576219	0.0014156103210861593	4
1993-03-01	13.030950389292839	24.99787658451837	12.464513223087318	0.19812109902837655	0.2228299337236986	3.9288977543272634	32.64815648928641	7.180812045556914	2.4281577762048774	0.12785535036355447	2.0720674345280226	15.523261051412392	4.492889775432726	1.342255968084422	0.7276237050382858	16.54636123801557	63.179975548549	8.52042983077022	2.0420822340904703	0.7218969178302554	13.74203719194389	60.20281835145744	17.132938678334728	0.12219290907920984	1.1757930635094267	14.47789717521395	63.03268772923235	11.889904124573707	1.2661990862878836	1.48574737790361	13.963258477575446	61.92497265298243	13.429702078373335	0.9321150505115501	7
1993-06-01	0.11176886944212085	49.423524869699506	1.0173090534714626	0.13885850331381508	0.4085322694807284	4.463612380155717	41.9742616305257	7.951097097998842	2.511357055530532	0.0	0.0	0.7998841773373657	0.09999356540763142	0.05218454410913069	0.40467151405958435	6.463097612766231	76.1961907213178	7.10604208223409	1.5665658580528923	0.00032172961842867257	1.7785856765973875	88.99877742744997	1.2218647448684126	0.00045042146580014157	0.0	0.03751367350878322	91.34663149089505	0.6150826845119362	0.0007721510842288141	0.0	0.06054951418827617	91.12811273405829	0.8110160221349978	0.00032172961842867257	4
1993-09-01	9.17360530210411	30.24110417605045	10.450421465800142	0.275336207451258	0.31259249726529825	3.028119168650666	34.77787787143684	7.1523068013641335	2.55845827166849	0.0	0.10378997490508976	4.760182742423267	2.245029277395277	0.9524483623962422	0.09935010617077408	8.896917830255454	69.92394311820347	9.296248632649121	2.1593848529695645	0.0	5.602084807927418	73.0333311884692	11.944598159706583	0.40776011839649956	0.0	1.9402869828196383	86.32668425455248	2.731227076764687	0.0012225725500289557	0.0	2.4342706389550224	84.9061836432662	3.644617463483688	0.014928254295090405	13
1993-12-01	30.62949617141754	8.789846213242392	8.542050061128627	0.3600797889453703	0.08937648799948524	1.7058747828325076	22.377453188340517	5.851489608133325	1.8404864551830642	0.019754198571520495	1.8209252943826009	22.771893700534072	5.257061965124509	1.146129592690303	0.091371211633743	8.689016150826845	72.69429251656908	6.809278682195483	1.369088218261373	0.0011582266263432213	0.6650151212920662	82.86043369152564	6.375136735087832	0.004632906505372885	0.0007721510842288141	0.5699118460845506	89.22488900328165	0.19799240718100508	0.0021234154816292387	0.0	1.244514510005791	87.70523132359565	1.0474229457563864	0.0028312206421723185	2
1994-03-01	13.291100958754264	24.424683096325847	10.824979087574802	0.17347661025674024	0.23840164725564636	3.1580979344958497	30.470819123608518	6.863457949938871	2.4069879673122707	0.18287111511485749	2.242584132295219	16.456598674473973	3.8164210797245994	0.8160350041824851	2.1817128884885144	16.35158612701885	62.50588765201724	8.420951032752075	1.5008043240460718	0.9877742744997104	14.760440126118011	60.35795637346374	15.669969757415867	0.13525513158741392	0.8218904832378868	13.535486776912682	62.838877807090924	13.235120005147675	1.447139823692169	1.2786178495592304	12.913776462261115	62.84962357634644	13.807991763721768	1.0202689659610065	7
1994-06-01	0.1183964995817515	47.40003860755421	1.0636381185251915	0.13216652725049868	0.5091049482015314	4.639984556978315	38.83919953670935	7.947429380348755	2.84100122257255	0.0	0.0	0.3475966797503378	0.07393346631490895	0.03442506917186796	0.5489350749630011	5.705488707290393	73.01229007142398	9.1790747056174	2.928511678785149	0.002059069557943504	2.3497200952319672	88.55440447847629	1.0936876648864295	0.000128691847371469	0.000257383694742938	0.03024258413229522	90.81262467022714	1.1546876005405058	0.0021234154816292387	0.0	0.07374042854385175	90.70400875104562	1.2216717070973553	0.0005791133131716106	4
