indicator,average
0,0.11
1,49.66
2,1.2
3,0.11
4,0.22
5,4.34
6,45.41
7,7.15
8,1.92
9,0.0
10,0.0
11,0.37
12,0.11
13,0.03
14,0.1
15,5.89
16,77.53
17,7.63
18,0.61
19,0.0
20,1.54
21,89.57
22,0.89
23,0.0
24,0.0
25,0.08
26,91.35
27,0.56
28,0.0
29,0.0
30,0.2
31,90.39
32,1.41
33,0.0
