indicator,average
0,0.08
1,49.66
2,1.22
3,0.11
4,0.27
5,3.92
6,43.1
7,8.51
8,2.86
9,0.0
10,0.0
11,0.6
12,0.09
13,0.06
14,0.02
15,3.41
16,76.59
17,11.07
18,0.72
19,0.0
20,1.83
21,89.24
22,0.93
23,0.0
24,0.0
25,0.07
26,89.74
27,2.16
28,0.04
29,0.0
30,0.07
31,90.7
32,1.23
33,0.0
