indicator,average
0,29.69
1,9.79
2,10.68
3,0.36
4,0.05
5,0.84
6,11.46
7,3.85
8,1.71
9,0.02
10,1.53
11,17.87
12,3.95
13,0.63
14,0.04
15,2.54
16,77.13
17,9.15
18,1.73
19,0.0
20,0.76
21,83.26
22,6.87
23,0.02
24,0.0
25,0.14
26,90.46
27,0.41
28,0.0
29,0.0
30,0.24
31,89.43
32,1.32
33,0.0
