indicator,average
0,7.07
1,32.19
2,11.05
3,0.21
4,0.26
5,3.19
6,37.93
7,6.15
8,1.83
9,0.0
10,0.08
11,4.77
12,1.72
13,0.49
14,0.14
15,6.08
16,71.51
17,11.18
18,1.74
19,0.0
20,5.8
21,72.85
22,11.97
23,0.37
24,0.0
25,0.24
26,87.13
27,3.61
28,0.01
29,0.0
30,0.89
31,85.3
32,4.77
33,0.05
