indicator,average
0,28.52
1,9.59
2,11.59
3,0.26
4,0.07
5,2.58
6,28.07
7,4.3
8,0.95
9,0.08
10,2.41
11,21.03
12,3.77
13,0.8
14,0.16
15,3.28
16,71.05
17,12.33
18,2.47
19,0.0
20,0.71
21,82.27
22,6.92
23,0.0
24,0.0
25,0.12
26,88.69
27,1.19
28,0.0
29,0.0
30,0.56
31,87.21
32,2.22
33,0.01
