indicator,average
0,7.55
1,32.33
2,10.42
3,0.22
4,0.26
5,3.71
6,38.36
7,5.5
8,1.5
9,0.0
10,0.01
11,3.7
12,2.18
13,0.69
14,0.0
15,3.89
16,76.33
17,9.15
18,1.38
19,0.0
20,5.52
21,73.08
22,11.84
23,0.54
24,0.0
25,0.59
26,86.81
27,3.59
28,0.0
29,0.0
30,1.43
31,83.89
32,5.67
33,0.01
