indicator,average
0,6.87
1,32.63
2,10.82
3,0.2
4,0.27
5,3.43
6,37.62
7,6.06
8,1.79
9,0.0
10,0.02
11,4.03
12,1.66
13,0.5
14,0.01
15,4.25
16,76.83
17,8.72
18,0.94
19,0.0
20,5.38
21,72.25
22,12.86
23,0.5
24,0.0
25,0.7
26,83.81
27,6.38
28,0.11
29,0.0
30,1.41
31,83.44
32,6.02
33,0.13
