indicator,average
0,13.33
1,26.05
2,11.53
3,0.17
4,0.18
5,3.54
6,35.3
7,6.36
8,1.76
9,0.12
10,1.36
11,16.73
12,4.1
13,0.33
14,0.2
15,11.37
16,68.35
17,10.58
18,1.17
19,0.65
20,13.92
21,60.01
22,17.27
23,0.14
24,0.79
25,10.14
26,63.19
27,14.58
28,2.96
29,1.42
30,13.29
31,64.53
32,11.62
33,0.95
