indicator,average
0,8.48
1,31.67
2,10.17
3,0.2
4,0.35
5,3.8
6,36.83
7,6.35
8,1.95
9,0.0
10,0.09
11,4.68
12,2.22
13,0.7
14,0.03
15,4.15
16,74.06
17,10.55
18,1.82
19,0.0
20,5.66
21,72.57
22,12.35
23,0.41
24,0.0
25,1.29
26,85.96
27,3.74
28,0.01
29,0.0
30,1.99
31,83.07
32,5.9
33,0.04
