indicator,average
0,13.03
1,25.0
2,12.46
3,0.2
4,0.22
5,3.93
6,32.65
7,7.18
8,2.43
9,0.13
10,2.07
11,15.52
12,4.49
13,1.34
14,0.73
15,16.55
16,63.18
17,8.52
18,2.04
19,0.72
20,13.74
21,60.2
22,17.13
23,0.12
24,1.18
25,14.48
26,63.03
27,11.89
28,1.27
29,1.49
30,13.96
31,61.92
32,13.43
33,0.93
