indicator,average
0,8.77
1,30.9
2,10.57
3,0.29
4,0.39
5,3.28
6,33.69
7,7.64
8,3.03
9,0.0
10,0.12
11,5.29
12,1.95
13,0.93
14,0.09
15,7.43
16,68.27
17,10.88
18,3.58
19,0.0
20,6.2
21,73.31
22,11.09
23,0.39
24,0.0
25,0.67
26,87.93
27,2.39
28,0.0
29,0.0
30,1.32
31,85.65
32,4.02
33,0.01
