indicator,average
0,0.11
1,49.6
2,1.25
3,0.11
4,0.22
5,3.89
6,44.77
7,7.34
8,2.13
9,0.0
10,0.0
11,0.36
12,0.01
13,0.0
14,0.05
15,4.23
16,79.62
17,7.21
18,0.59
19,0.0
20,1.78
21,88.9
22,1.32
23,0.0
24,0.0
25,0.06
26,91.37
27,0.57
28,0.0
29,0.0
30,0.17
31,90.55
32,1.28
33,0.0
