indicator,average
0,29.71
1,9.82
2,10.12
3,0.32
4,0.1
5,2.78
6,27.79
7,3.88
8,0.95
9,0.04
10,2.14
11,21.54
12,5.17
13,1.03
14,0.01
15,3.0
16,80.24
17,5.59
18,0.93
19,0.0
20,0.54
21,83.32
22,6.04
23,0.0
24,0.0
25,0.39
26,88.93
27,0.68
28,0.0
29,0.0
30,0.89
31,87.12
32,1.96
33,0.03
