indicator,average
0,29.24
1,9.42
2,11.02
3,0.29
4,0.06
5,2.34
6,27.15
7,4.51
8,1.18
9,0.11
10,2.84
11,22.39
12,3.52
13,0.6
14,0.0
15,4.05
16,75.31
17,8.6
18,1.62
19,0.0
20,0.43
21,83.1
22,6.37
23,0.0
24,0.0
25,0.22
26,88.6
27,1.17
28,0.0
29,0.0
30,0.74
31,87.34
32,1.9
33,0.02
