indicator,average
0,29.11
1,10.0
2,10.59
3,0.27
4,0.09
5,2.29
6,27.04
7,5.2
8,1.45
9,0.07
10,2.99
11,23.49
12,2.99
13,0.46
14,0.12
15,4.44
16,78.42
17,5.56
18,1.07
19,0.0
20,0.55
21,83.59
22,5.76
23,0.0
24,0.0
25,0.27
26,88.89
27,0.83
28,0.0
29,0.0
30,0.84
31,87.37
32,1.77
33,0.02
