indicator,average
0,0.18
1,49.44
2,1.34
3,0.11
4,0.41
5,5.17
6,43.25
7,6.5
8,1.97
9,0.0
10,0.0
11,0.05
12,0.02
13,0.02
14,0.1
15,5.35
16,78.03
17,7.42
18,0.74
19,0.0
20,1.95
21,88.59
22,1.46
23,0.0
24,0.0
25,0.14
26,91.45
27,0.41
28,0.0
29,0.0
30,0.2
31,90.79
32,1.0
33,0.0
