indicator,average
0,13.6
1,26.06
2,11.27
3,0.15
4,0.24
5,4.18
6,34.3
7,6.15
8,1.75
9,0.11
10,1.97
11,17.32
12,3.95
13,0.44
14,1.11
15,17.45
16,62.56
17,8.83
18,1.54
19,0.87
20,14.15
21,61.46
22,15.35
23,0.11
24,1.45
25,13.93
26,60.47
27,14.47
28,1.49
29,1.47
30,13.46
31,54.57
32,19.54
33,2.76
