indicator,average
0,8.39
1,31.01
2,10.9
3,0.22
4,0.29
5,3.16
6,37.5
7,5.88
8,1.74
9,0.0
10,0.07
11,3.75
12,1.99
13,0.74
14,0.0
15,3.27
16,70.97
17,13.81
18,2.41
19,0.0
20,5.62
21,72.37
22,12.63
23,0.38
24,0.0
25,1.07
26,86.62
27,3.3
28,0.0
29,0.0
30,1.72
31,84.94
32,4.32
33,0.03
