indicator,average
0,7.42
1,31.69
2,11.17
3,0.23
4,0.38
5,3.36
6,35.51
7,6.55
8,2.12
9,0.0
10,0.1
11,5.26
12,1.45
13,0.43
14,0.01
15,6.57
16,73.5
17,8.93
18,1.67
19,0.0
20,6.15
21,72.26
22,12.11
23,0.47
24,0.0
25,0.2
26,86.94
27,3.86
28,0.0
29,0.0
30,0.81
31,84.53
32,5.61
33,0.06
