indicator,average
0,29.68
1,9.37
2,11.15
3,0.32
4,0.22
5,2.97
6,26.31
7,3.64
8,0.88
9,0.02
10,1.7
11,21.98
12,5.47
13,0.82
14,0.03
15,4.17
16,78.34
17,6.72
18,1.42
19,0.0
20,0.36
21,83.63
22,6.91
23,0.0
24,0.0
25,0.22
26,90.14
27,0.64
28,0.0
29,0.0
30,0.65
31,88.73
32,1.59
33,0.03
