index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,clusterLabel
7,2006-09-01,19.6795,-155.79903,0,0,0,0,0,22,50,13,1,0,0,0,0,0,0,0,84,7,0,0,0,83,8,0,0,0,91,0,0,0,0,91,0,0,3
14,2006-09-01,21.32913,-158.08727,0,0,0,0,6,11,69,5,0,0,0,0,0,0,0,0,64,24,3,0,0,84,7,0,0,0,91,0,0,0,0,91,0,0,3
17,2006-09-01,19.83736,-155.10158,0,0,0,0,0,22,55,13,1,0,0,0,0,0,0,0,89,2,0,0,0,83,8,0,0,0,91,0,0,0,0,91,0,0,3
25,2006-09-01,13.43787,144.69498,0,0,0,0,13,14,52,12,0,0,0,0,0,0,0,9,82,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
26,2006-09-01,7.49447,134.51651,0,0,0,0,0,13,78,0,0,0,0,0,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
34,2006-09-01,0.61878,128.18423,0,0,0,0,0,14,69,8,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
41,2006-09-01,2.48924,128.53255,0,0,0,0,0,1,82,8,0,0,0,0,0,0,0,0,89,2,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
75,2006-09-01,7.18326,126.29048,0,0,0,0,0,8,62,16,5,0,0,0,0,0,0,0,80,11,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,3
83,2006-09-01,7.11801,126.05241,0,0,0,0,7,7,71,6,0,0,0,0,0,0,0,0,86,5,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
84,2006-09-01,6.13935,125.65533,0,0,0,0,0,1,84,6,0,0,0,0,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
