index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,clusterLabel
7,2002-12-01,19.6795,-155.79903,0,0,0,0,0,1,84,1,0,0,0,0,0,0,0,1,89,0,0,0,0,80,10,0,0,0,90,0,0,0,0,90,0,0,6
14,2002-12-01,21.32913,-158.08727,0,0,0,0,0,0,84,2,0,0,0,0,0,0,0,23,67,0,0,0,0,83,7,0,0,0,90,0,0,0,0,90,0,0,6
17,2002-12-01,19.83736,-155.10158,0,0,0,0,5,19,65,1,0,0,0,0,0,0,0,1,89,0,0,0,0,85,5,0,0,0,90,0,0,0,0,90,0,0,6
25,2002-12-01,13.43787,144.69498,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,12,73,5,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
26,2002-12-01,7.49447,134.51651,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,11,79,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
34,2002-12-01,0.61878,128.18423,0,0,0,0,5,3,75,6,0,0,0,0,0,0,5,12,50,23,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
41,2002-12-01,2.48924,128.53255,0,0,0,0,1,6,78,4,0,0,0,0,0,0,1,9,77,3,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
75,2002-12-01,7.18326,126.29048,0,0,0,0,0,5,65,20,0,0,0,0,0,0,1,2,55,32,0,0,2,86,2,0,0,0,90,0,0,0,0,90,0,0,6
83,2002-12-01,7.11801,126.05241,0,0,0,0,0,0,67,23,0,0,0,0,0,0,0,2,53,35,0,0,0,87,3,0,0,0,90,0,0,0,0,90,0,0,6
84,2002-12-01,6.13935,125.65533,0,0,0,0,5,7,59,17,2,0,0,0,0,0,0,0,68,22,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
91,2002-12-01,7.77949,126.1156,0,0,0,0,0,4,86,0,0,0,0,0,0,0,0,1,34,55,0,0,1,86,3,0,0,0,90,0,0,0,0,90,0,0,6
112,2002-12-01,8.13055,125.83765,0,0,0,0,0,2,87,0,0,0,0,0,0,0,0,0,33,57,0,0,4,84,2,0,0,0,90,0,0,0,0,90,0,0,6
137,2002-12-01,6.09609,124.81245,0,0,0,0,0,7,76,2,5,0,0,0,0,0,0,0,74,16,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
142,2002-12-01,8.47834,125.55775,0,0,0,0,0,28,56,0,0,0,0,0,0,0,0,0,43,47,0,0,5,85,0,0,0,0,90,0,0,0,0,90,0,0,6
152,2002-12-01,6.01938,124.57794,0,0,0,0,0,8,50,20,11,0,0,0,0,0,0,0,82,8,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
153,2002-12-01,0.86404,122.75452,0,0,0,0,1,18,71,0,0,0,0,0,0,0,0,1,74,15,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
183,2002-12-01,0.67067,122.31132,0,0,0,0,0,6,36,41,3,0,0,0,0,0,0,0,68,22,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,6
185,2002-12-01,9.71795,125.43605,0,0,0,0,0,14,72,4,0,0,0,0,0,0,0,8,82,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
190,2002-12-01,7.77233,124.64095,0,0,0,0,0,10,69,4,0,0,0,0,0,0,0,0,49,41,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
191,2002-12-01,7.52578,124.54375,0,0,0,0,0,10,69,11,0,0,0,0,0,0,0,0,50,40,0,0,2,88,0,0,0,0,90,0,0,0,0,90,0,0,6
209,2002-12-01,0.73941,121.95436,0,0,0,0,0,3,74,8,1,0,0,0,0,0,0,0,64,26,0,0,2,88,0,0,0,0,90,0,0,0,0,90,0,0,6
223,2002-12-01,1.07295,121.6813,0,0,0,0,0,30,56,0,0,0,0,0,0,0,0,0,65,25,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
225,2002-12-01,0.53362,121.51308,0,0,0,0,0,1,74,11,0,0,0,0,0,0,0,0,62,28,0,0,4,86,0,0,0,0,90,0,0,0,0,90,0,0,6
232,2002-12-01,0.69905,121.37634,0,0,0,0,0,0,81,5,0,0,0,0,0,0,0,0,60,30,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,6
242,2002-12-01,8.11756,123.73778,0,0,0,0,0,1,84,1,0,0,0,0,0,0,0,0,51,39,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
0,2002-12-01,9.75935,124.1752,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,23,47,19,1,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,6
260,2002-12-01,7.53473,123.31063,0,0,0,0,0,4,75,7,0,0,0,0,0,0,0,15,46,29,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
267,2002-12-01,11.85389,124.83087,0,0,0,0,7,1,63,13,2,0,0,0,0,0,0,0,57,10,23,0,0,87,3,0,0,0,90,0,0,0,0,90,0,0,6
269,2002-12-01,9.92453,124.03024,0,0,0,0,0,19,60,7,0,0,0,0,0,0,0,2,63,18,7,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,6
299,2002-12-01,35.26666,140.3828,0,89,0,1,0,0,62,26,1,0,0,0,0,0,0,16,73,1,0,0,0,81,9,0,0,0,90,0,0,0,0,88,2,0,5
303,2002-12-01,9.1843,123.11134,0,0,0,0,0,0,74,12,0,0,0,0,0,0,0,0,79,11,0,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,6
304,2002-12-01,7.93528,122.64238,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,6
330,2002-12-01,12.1935,123.88918,0,0,0,0,0,0,78,8,0,0,0,0,0,0,0,5,84,1,0,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,6
