index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,clusterLabel
7,2004-09-01,19.6795,-155.79903,0,0,0,0,0,20,69,0,0,0,0,0,0,0,0,6,85,0,0,0,0,84,7,0,0,0,91,0,0,0,0,91,0,0,1
14,2004-09-01,21.32913,-158.08727,0,0,0,0,0,6,84,1,0,0,0,0,0,0,0,0,79,12,0,0,0,85,6,0,0,0,91,0,0,0,0,91,0,0,1
17,2004-09-01,19.83736,-155.10158,0,0,0,0,0,11,65,9,6,0,0,0,0,0,0,2,73,16,0,0,0,87,4,0,0,0,91,0,0,0,0,91,0,0,1
25,2004-09-01,13.43787,144.69498,0,0,0,0,1,23,65,2,0,0,0,0,0,0,0,22,69,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
26,2004-09-01,7.49447,134.51651,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,31,57,3,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
34,2004-09-01,0.61878,128.18423,0,0,0,0,2,2,50,24,13,0,0,0,0,0,0,45,46,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
41,2004-09-01,2.48924,128.53255,0,0,0,0,0,14,57,16,4,0,0,0,0,0,0,15,63,7,2,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
75,2004-09-01,7.18326,126.29048,0,0,0,0,0,6,71,10,4,0,0,0,0,0,0,58,33,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
83,2004-09-01,7.11801,126.05241,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,54,37,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
84,2004-09-01,6.13935,125.65533,0,0,0,0,1,19,51,15,5,0,0,0,0,0,0,57,34,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
91,2004-09-01,7.77949,126.1156,0,0,0,0,0,20,57,8,6,0,0,0,0,0,0,52,39,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
112,2004-09-01,8.13055,125.83765,0,0,0,0,0,9,65,1,0,0,0,0,0,0,0,38,53,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,1
137,2004-09-01,6.09609,124.81245,0,0,0,0,0,7,55,20,9,0,0,0,0,0,0,55,35,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
142,2004-09-01,8.47834,125.55775,0,0,0,0,0,8,83,0,0,0,0,0,0,0,0,19,72,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,1
152,2004-09-01,6.01938,124.57794,0,0,0,0,0,5,47,38,1,0,0,0,0,0,0,35,53,2,1,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
153,2004-09-01,0.86404,122.75452,0,0,0,0,0,6,72,11,2,0,0,0,0,0,0,19,72,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
183,2004-09-01,0.67067,122.31132,0,0,0,0,0,9,71,11,0,0,0,0,0,0,0,38,53,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
185,2004-09-01,9.71795,125.43605,0,0,0,0,12,23,55,0,0,0,0,0,0,0,0,1,58,30,2,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
190,2004-09-01,7.77233,124.64095,0,0,0,0,0,12,71,8,0,0,0,0,0,0,0,15,76,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
191,2004-09-01,7.52578,124.54375,0,0,0,0,0,19,58,4,10,0,0,0,0,0,0,23,68,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
209,2004-09-01,0.73941,121.95436,0,0,0,0,5,31,46,7,2,0,0,0,0,0,0,41,50,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
223,2004-09-01,1.07295,121.6813,0,0,0,0,2,37,52,0,0,0,0,0,0,0,0,10,80,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
225,2004-09-01,0.53362,121.51308,0,0,0,0,0,12,41,30,8,0,0,0,0,0,0,53,38,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,3
232,2004-09-01,0.69905,121.37634,0,0,0,0,1,18,58,8,6,0,0,0,0,0,0,49,42,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
242,2004-09-01,8.11756,123.73778,0,0,0,0,0,23,59,8,1,0,0,0,0,0,0,38,53,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
0,2004-09-01,9.75935,124.1752,0,0,0,0,0,19,72,0,0,0,0,0,0,0,0,43,48,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
