index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,clusterLabel
7,1999-09-01,19.6795,-155.79903,0,0,0,0,0,11,79,1,0,0,0,0,0,0,0,2,89,0,0,0,0,83,8,0,0,0,91,0,0,0,0,91,0,0,1
14,1999-09-01,21.32913,-158.08727,0,0,0,0,0,11,79,1,0,0,0,0,0,0,0,0,80,11,0,0,0,80,11,0,0,0,91,0,0,0,0,91,0,0,1
17,1999-09-01,19.83736,-155.10158,0,0,0,0,0,0,68,20,3,0,0,0,0,0,0,0,81,10,0,0,0,86,5,0,0,0,91,0,0,0,0,91,0,0,1
25,1999-09-01,13.43787,144.69498,0,0,0,0,0,13,73,5,0,0,0,0,0,0,0,9,82,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
26,1999-09-01,7.49447,134.51651,0,0,0,0,0,7,84,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
34,1999-09-01,0.61878,128.18423,0,0,0,0,1,12,69,9,0,0,0,0,0,0,0,0,67,24,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
41,1999-09-01,2.48924,128.53255,0,0,0,0,1,21,66,3,0,0,0,0,0,0,0,2,87,2,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
75,1999-09-01,7.18326,126.29048,0,0,0,0,1,19,62,9,0,0,0,0,0,0,0,0,57,33,1,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
83,1999-09-01,7.11801,126.05241,0,0,0,0,0,7,81,3,0,0,0,0,0,0,0,0,73,18,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
84,1999-09-01,6.13935,125.65533,0,0,0,0,3,20,64,4,0,0,0,0,0,0,0,0,76,15,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
91,1999-09-01,7.77949,126.1156,0,0,0,0,0,3,71,9,6,0,0,0,0,0,0,0,54,37,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
112,1999-09-01,8.13055,125.83765,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,71,20,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
137,1999-09-01,6.09609,124.81245,0,0,0,0,1,27,63,0,0,0,0,0,0,0,0,0,68,23,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
142,1999-09-01,8.47834,125.55775,0,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,78,13,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
152,1999-09-01,6.01938,124.57794,0,0,0,0,0,8,68,15,0,0,0,0,0,0,0,0,72,19,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
153,1999-09-01,0.86404,122.75452,0,0,0,0,0,9,67,15,0,0,0,0,0,0,0,0,36,50,5,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
183,1999-09-01,0.67067,122.31132,0,0,0,0,0,15,71,5,0,0,0,0,0,0,0,0,37,51,3,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
185,1999-09-01,9.71795,125.43605,0,0,0,0,0,12,73,6,0,0,0,0,0,0,0,8,83,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
190,1999-09-01,7.77233,124.64095,0,0,0,0,0,7,81,2,1,0,0,0,0,0,0,0,74,17,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,1
191,1999-09-01,7.52578,124.54375,0,0,0,0,0,7,82,2,0,0,0,0,0,0,0,0,75,16,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,1
209,1999-09-01,0.73941,121.95436,0,0,0,0,0,12,79,0,0,0,0,0,0,0,0,0,39,48,4,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
223,1999-09-01,1.07295,121.6813,0,0,0,0,0,10,64,17,0,0,0,0,0,0,0,1,59,26,3,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
225,1999-09-01,0.53362,121.51308,0,0,0,0,0,17,69,5,0,0,0,0,0,0,0,0,37,46,8,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
232,1999-09-01,0.69905,121.37634,0,0,0,0,0,10,75,6,0,0,0,0,0,0,0,0,38,47,6,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
242,1999-09-01,8.11756,123.73778,0,0,0,0,0,8,74,9,0,0,0,0,0,0,0,0,78,13,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
0,1999-09-01,9.75935,124.1752,0,0,0,0,0,26,65,0,0,0,0,0,0,0,0,0,71,20,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
260,1999-09-01,7.53473,123.31063,0,0,0,0,0,2,61,19,9,0,0,0,0,0,0,0,76,15,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
267,1999-09-01,11.85389,124.83087,0,0,0,0,7,17,57,8,2,0,0,0,0,0,0,1,72,18,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
269,1999-09-01,9.92453,124.03024,0,0,0,0,0,3,74,14,0,0,0,0,0,0,0,0,59,32,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
299,1999-09-01,35.26666,140.3828,0,91,0,0,0,19,66,6,0,0,0,0,0,0,0,2,78,10,1,0,2,78,11,0,0,0,91,0,0,0,0,82,9,0,0
303,1999-09-01,9.1843,123.11134,0,0,0,0,1,5,73,12,0,0,0,0,0,0,0,0,71,20,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0,1
304,1999-09-01,7.93528,122.64238,0,0,0,0,0,8,75,8,0,0,0,0,0,0,0,0,79,10,2,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
330,1999-09-01,12.1935,123.88918,0,0,0,0,15,10,62,0,0,0,0,0,0,0,0,3,88,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
356,1999-09-01,10.65336,123.05347,0,0,0,0,0,10,67,14,0,0,0,0,0,0,0,0,65,26,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
358,1999-09-01,10.16098,122.86187,0,0,0,0,0,1,83,7,0,0,0,0,0,0,0,0,66,25,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
359,1999-09-01,9.91373,122.76681,0,0,0,0,0,31,56,4,0,0,0,0,0,0,0,0,77,14,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0,1
