index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,clusterLabel
7,2000-12-01,19.6795,-155.79903,0,0,0,0,0,19,61,2,5,0,0,0,0,0,0,5,85,0,0,0,0,86,4,0,0,0,90,0,0,0,0,90,0,0,5
14,2000-12-01,21.32913,-158.08727,0,0,0,0,0,2,87,0,0,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
17,2000-12-01,19.83736,-155.10158,0,0,0,0,0,16,49,16,8,0,0,0,0,0,0,2,88,0,0,0,0,85,5,0,0,0,90,0,0,0,0,90,0,0,5
25,2000-12-01,13.43787,144.69498,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
26,2000-12-01,7.49447,134.51651,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
34,2000-12-01,0.61878,128.18423,0,0,0,0,0,9,78,0,0,0,0,0,0,0,0,0,53,36,1,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
41,2000-12-01,2.48924,128.53255,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,23,67,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
75,2000-12-01,7.18326,126.29048,0,0,0,0,2,29,57,1,0,0,0,0,0,0,0,0,54,36,0,0,4,85,1,0,0,0,90,0,0,0,0,90,0,0,5
83,2000-12-01,7.11801,126.05241,0,0,0,0,0,6,67,15,1,0,0,0,0,0,0,0,54,36,0,0,6,82,2,0,0,0,90,0,0,0,0,90,0,0,5
84,2000-12-01,6.13935,125.65533,0,0,0,0,6,1,68,14,0,0,0,0,0,0,0,0,48,42,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
