index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,clusterLabel
209,1994-12-01,0.73941,121.95436,0,0,0,0,0,13,67,9,1,0,0,0,0,0,0,5,85,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
223,1994-12-01,1.07295,121.6813,0,0,0,0,0,8,82,0,0,0,0,0,0,0,0,9,81,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
225,1994-12-01,0.53362,121.51308,0,0,0,0,0,10,79,1,0,0,0,0,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
232,1994-12-01,0.69905,121.37634,0,0,0,0,0,23,67,0,0,0,0,0,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
242,1994-12-01,8.11756,123.73778,0,0,0,0,0,1,81,8,0,0,0,0,0,0,0,2,88,0,0,0,2,88,0,0,0,0,90,0,0,0,0,90,0,0,5
0,1994-12-01,9.75935,124.1752,0,0,0,0,0,6,71,9,4,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
260,1994-12-01,7.53473,123.31063,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
267,1994-12-01,11.85389,124.83087,0,0,0,0,0,3,68,12,7,0,0,0,0,0,0,5,85,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
269,1994-12-01,9.92453,124.03024,0,0,0,0,0,0,85,5,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
299,1994-12-01,35.26666,140.3828,0,86,2,2,0,0,83,6,0,0,0,0,0,0,0,0,90,0,0,0,0,78,12,0,0,0,90,0,0,0,0,87,3,0,2
303,1994-12-01,9.1843,123.11134,0,0,0,0,0,1,88,1,0,0,0,0,0,0,0,9,81,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
304,1994-12-01,7.93528,122.64238,0,0,0,0,0,11,79,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
330,1994-12-01,12.1935,123.88918,0,0,0,0,0,0,87,3,0,0,0,0,0,0,0,0,90,0,0,0,0,87,3,0,0,0,90,0,0,0,0,90,0,0,5
356,1994-12-01,10.65336,123.05347,0,0,0,0,0,16,67,6,1,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
358,1994-12-01,10.16098,122.86187,0,0,0,0,0,10,74,6,0,0,0,0,0,0,0,1,89,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
359,1994-12-01,9.91373,122.76681,0,0,0,0,0,1,74,5,9,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
383,1994-12-01,36.72474,140.16225,0,0,0,0,0,0,76,2,3,0,0,0,0,0,0,4,86,0,0,0,1,77,12,0,0,0,90,0,0,0,0,89,1,0,5
406,1994-12-01,37.40054,140.5853,0,87,0,3,0,0,54,2,0,0,0,0,0,0,0,20,70,0,0,0,0,78,12,0,0,0,90,0,0,0,0,89,1,0,2
419,1994-12-01,35.26069,138.12213,0,90,0,0,0,16,65,5,1,0,0,0,0,0,0,5,85,0,0,0,1,77,12,0,0,0,90,0,0,0,0,88,2,0,2
427,1994-12-01,11.37443,122.70316,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,2,88,0,0,0,1,86,3,0,0,0,90,0,0,0,0,90,0,0,5
428,1994-12-01,11.1289,122.60728,0,0,0,0,4,30,56,0,0,0,0,0,0,0,0,2,88,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
436,1994-12-01,37.11081,139.83795,0,87,2,1,0,0,16,0,0,0,0,0,0,0,0,12,67,11,0,0,2,76,12,0,0,0,89,1,0,0,0,89,1,0,2
442,1994-12-01,36.12289,138.69705,0,89,1,0,0,0,14,0,0,0,0,0,0,0,0,19,71,0,0,0,0,78,12,0,0,0,89,1,0,0,0,89,1,0,2
448,1994-12-01,35.10822,137.59471,0,90,0,0,0,10,48,17,15,0,0,0,0,0,0,4,85,1,0,0,0,78,12,0,0,0,90,0,0,0,0,89,1,0,2
455,1994-12-01,11.53144,122.5532,0,0,0,0,0,14,72,4,0,0,0,0,0,0,0,2,88,0,0,0,1,85,4,0,0,0,90,0,0,0,0,90,0,0,5
465,1994-12-01,37.78785,140.26003,0,84,6,0,0,0,11,8,0,0,0,0,0,0,0,20,64,6,0,0,2,76,12,0,0,0,88,2,0,0,0,89,1,0,2
468,1994-12-01,37.30291,139.67416,0,87,2,1,0,8,11,0,0,0,0,0,0,0,0,12,64,14,0,0,2,76,12,0,0,0,89,1,0,0,0,89,1,0,2
495,1994-12-01,1.00641,118.86716,0,0,0,0,5,13,72,0,0,0,0,0,0,0,0,5,83,2,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
505,1994-12-01,37.98058,140.0957,1,81,7,1,0,4,15,0,0,0,0,5,30,0,0,21,61,8,0,0,2,76,12,0,0,0,89,1,0,0,0,89,1,0,2
506,1994-12-01,37.81928,139.89909,0,80,10,0,0,0,19,0,0,0,0,0,0,0,0,20,57,13,0,0,2,76,12,0,0,0,89,1,0,0,0,89,1,0,2
521,1994-12-01,35.30959,137.08257,0,0,0,0,0,0,58,24,2,0,0,0,0,0,0,3,82,5,0,0,0,78,12,0,0,0,90,0,0,0,0,88,2,0,5
528,1994-12-01,33.90434,135.67802,0,88,0,2,0,4,65,14,7,0,0,0,0,0,0,0,89,1,0,0,1,78,11,0,0,0,90,0,0,0,0,84,6,0,2
538,1994-12-01,39.28292,141.34019,0,68,20,2,0,0,18,1,0,0,0,8,15,24,0,26,60,4,0,0,0,79,11,0,0,0,89,1,0,0,0,89,1,0,2
545,1994-12-01,38.17268,139.93024,1,76,13,0,0,0,9,1,0,0,0,0,0,0,0,20,61,9,0,0,1,78,11,0,0,0,89,1,0,0,0,89,1,0,2
547,1994-12-01,37.84848,139.53777,2,74,12,2,0,1,9,1,0,0,0,0,0,0,0,15,59,11,5,0,2,77,11,0,0,0,89,1,0,0,0,89,1,0,2
553,1994-12-01,36.85765,138.38739,0,80,9,1,0,0,16,0,0,0,0,0,0,0,0,22,57,11,0,0,0,79,11,0,0,0,89,1,0,0,0,89,1,0,2
564,1994-12-01,34.97226,136.38036,0,90,0,0,0,6,76,8,0,0,0,0,0,0,0,9,76,0,5,0,0,77,13,0,0,0,90,0,0,0,0,89,1,0,2
574,1994-12-01,1.03258,118.50776,0,0,0,0,5,3,70,11,1,0,0,0,0,0,0,1,89,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,5
577,1994-12-01,39.63329,141.38156,4,59,26,1,0,2,17,0,0,0,0,16,16,18,0,26,55,9,0,0,1,78,11,0,0,0,90,0,0,0,0,89,1,0,2
584,1994-12-01,38.52555,139.96179,1,77,11,1,0,0,11,11,0,0,0,0,0,0,0,20,64,6,0,0,0,81,9,0,0,0,90,0,0,0,0,89,1,0,2
586,1994-12-01,38.20203,139.56665,5,66,13,6,0,7,46,1,0,0,0,3,3,29,0,20,55,14,1,0,1,79,10,0,0,0,90,0,0,0,0,89,1,0,2
596,1994-12-01,36.53906,137.65889,0,86,4,0,0,0,0,12,2,0,0,0,0,0,0,20,60,10,0,0,1,77,12,0,0,0,89,1,0,0,0,90,0,0,2
617,1994-12-01,39.98313,141.42348,7,58,25,0,0,11,8,0,0,0,0,23,27,0,0,29,46,15,0,0,0,79,11,0,0,0,90,0,0,0,0,89,1,0,2
635,1994-12-01,35.51472,136.21887,0,83,6,1,0,0,54,35,0,0,0,0,0,0,0,5,80,0,5,0,0,79,11,0,0,0,90,0,0,0,0,89,1,0,2
648,1994-12-01,40.1773,141.25661,5,63,20,2,0,0,18,0,0,0,0,24,26,0,0,27,47,16,0,0,0,79,11,0,0,0,90,0,0,0,0,89,1,0,2
661,1994-12-01,35.87294,136.22633,1,72,13,4,2,10,42,2,0,0,0,2,1,2,0,5,80,5,0,0,0,80,10,0,0,0,90,0,0,0,0,89,1,0,2
670,1994-12-01,33.90434,134.32198,0,83,6,1,0,10,71,7,2,0,0,0,0,0,0,6,84,0,0,0,1,82,7,0,0,0,90,0,0,0,0,87,3,0,2
681,1994-12-01,43.18458,145.2869,0,0,0,0,0,7,81,1,0,0,0,0,0,0,0,30,48,12,0,0,0,82,8,0,0,0,90,0,0,0,0,89,1,0,5
682,1994-12-01,40.52645,141.29813,8,50,17,15,0,19,12,0,0,0,0,27,23,0,0,27,43,20,0,0,0,79,11,0,0,0,90,0,0,0,0,89,1,0,2
683,1994-12-01,40.37086,141.08853,9,59,19,3,0,19,11,0,0,0,0,23,27,0,0,26,50,14,0,0,0,79,11,0,0,0,90,0,0,0,0,89,1,0,2
685,1994-12-01,40.05725,140.67302,2,64,22,2,0,0,13,4,0,0,0,0,0,0,0,14,68,8,0,0,1,78,11,0,0,0,90,0,0,0,0,89,1,0,2
700,1994-12-01,34.26524,134.31793,0,0,0,0,0,3,86,1,0,0,0,0,0,0,0,6,82,2,0,0,1,84,5,0,0,0,90,0,0,0,0,88,2,0,5
713,1994-12-01,46.00672,150.06848,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,90,0,0,0,0,82,8,0,0,0,90,0,0,0,0,89,1,0,5
724,1994-12-01,40.40696,140.71059,5,64,19,2,0,0,16,11,0,0,0,6,29,0,0,6,78,6,0,0,1,78,11,0,0,0,90,0,0,0,0,89,1,0,2
727,1994-12-01,39.93164,140.09212,0,0,0,0,2,5,43,21,16,0,0,7,26,0,0,13,69,8,0,0,0,80,10,0,0,0,90,0,0,0,0,89,1,0,5
740,1994-12-01,33.52048,133.31532,0,87,3,0,0,0,78,12,0,0,0,0,0,0,0,0,90,0,0,0,1,77,12,0,0,0,90,0,0,0,0,85,5,0,2
742,1994-12-01,33.1468,132.99045,0,85,1,4,0,6,81,3,0,0,0,0,0,0,0,0,89,1,0,0,0,78,12,0,0,0,90,0,0,0,0,84,6,0,2
758,1994-12-01,0.93855,117.5714,0,0,0,0,0,9,65,10,1,0,0,0,0,0,0,2,88,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
762,1994-12-01,52.17063,-174.4278,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,0,86,4,0,0,0,81,9,0,0,0,90,0,0,0,0,90,0,0,5
774,1994-12-01,42.43258,143.1301,22,46,18,4,0,2,85,2,0,0,0,86,4,0,0,35,51,4,0,0,0,79,11,0,0,0,88,2,0,0,0,89,1,0,2
784,1994-12-01,35.16678,134.48071,0,83,7,0,4,1,59,8,2,0,0,0,0,0,0,6,70,12,2,0,0,81,9,0,0,0,90,0,0,0,0,89,1,0,2
785,1994-12-01,34.98525,134.30972,0,87,3,0,0,11,60,18,1,0,0,0,0,0,0,6,75,7,2,0,0,81,9,0,0,0,90,0,0,0,0,89,1,0,2
810,1994-12-01,1.64342,117.57775,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,7,83,0,0,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,5
823,1994-12-01,42.92421,143.41234,17,54,18,1,0,1,11,1,10,0,0,81,0,0,0,36,46,8,0,0,1,80,9,0,0,0,88,2,0,0,0,89,1,0,6
828,1994-12-01,41.26096,140.9989,0,0,0,0,0,1,88,1,0,0,0,0,0,0,0,0,79,9,2,0,0,82,8,0,0,0,90,0,0,0,0,89,1,0,5
840,1994-12-01,33.87015,132.96669,0,85,4,1,0,0,60,17,13,0,0,0,0,0,0,4,86,0,0,0,0,79,11,0,0,0,90,0,0,0,0,87,3,0,2
859,1994-12-01,5.073,118.35729,0,0,0,0,0,5,70,14,1,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
863,1994-12-01,2.06671,117.509,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,5,85,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,5
867,1994-12-01,0.94875,117.21203,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,3,87,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
881,1994-12-01,41.13896,140.40379,0,0,0,0,0,2,72,12,4,0,0,0,0,0,0,5,76,8,1,0,0,80,10,0,0,0,90,0,0,0,0,88,2,0,5
890,1994-12-01,32.90825,131.82942,0,87,2,1,0,10,70,9,0,0,0,0,0,0,0,6,84,0,0,0,0,79,11,0,0,0,90,0,0,0,0,84,6,0,2
893,1994-12-01,32.3317,131.36182,0,87,1,2,1,22,60,1,0,0,0,0,0,0,0,2,88,0,0,0,0,78,12,0,0,0,90,0,0,0,0,82,8,0,2
895,1994-12-01,31.94414,131.05481,0,90,0,0,0,2,80,8,0,0,0,0,0,0,0,4,85,1,0,0,0,79,11,0,0,0,90,0,0,0,0,81,9,0,2
901,1994-12-01,16.3591,122.125,0,0,0,0,0,1,83,6,0,0,0,0,0,0,0,13,77,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,5
905,1994-12-01,14.18683,121.24693,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1,89,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
910,1994-12-01,12.95731,120.77753,0,0,0,0,2,11,65,12,0,0,0,0,0,0,0,2,87,1,0,0,0,86,4,0,0,0,90,0,0,0,0,90,0,0,5
914,1994-12-01,4.94835,118.13134,0,0,0,0,6,21,50,13,0,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
923,1994-12-01,1.09291,117.06889,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,86,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
939,1994-12-01,35.14726,133.44249,0,90,0,0,0,13,57,0,0,0,0,0,0,0,0,0,84,4,2,0,0,78,12,0,0,0,90,0,0,0,0,89,1,0,2
947,1994-12-01,32.69456,131.34071,0,88,2,0,0,24,62,4,0,0,0,0,0,0,0,1,89,0,0,0,0,79,11,0,0,0,89,1,0,0,0,84,6,0,2
953,1994-12-01,31.52595,130.42607,0,0,0,0,0,0,67,23,0,0,0,0,0,0,0,0,89,0,0,0,0,86,4,0,0,0,90,0,0,0,0,81,9,0,5
954,1994-12-01,31.32897,130.27689,0,0,0,0,0,0,78,12,0,0,0,0,0,0,0,0,89,0,0,0,0,86,4,0,0,0,90,0,0,0,0,82,8,0,5
971,1994-12-01,4.82195,117.90593,0,0,0,0,0,18,70,2,0,0,0,0,0,0,0,0,90,0,0,0,1,87,2,0,0,0,90,0,0,0,0,90,0,0,5
972,1994-12-01,4.55096,117.82818,0,0,0,0,0,11,66,13,0,0,0,0,0,0,0,1,89,0,0,0,1,88,1,0,0,0,90,0,0,0,0,90,0,0,5
976,1994-12-01,3.45911,117.52112,0,0,0,0,0,17,73,0,0,0,0,0,0,0,0,0,90,0,0,0,0,87,3,0,0,0,90,0,0,0,0,90,0,0,5
983,1994-12-01,1.23618,116.9254,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,86,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
1001,1994-12-01,41.51928,140.05383,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,8,67,13,2,0,0,81,9,0,0,0,90,0,0,0,0,88,2,0,5
1003,1994-12-01,35.13641,133.09662,0,86,4,0,0,0,70,0,0,0,0,0,0,0,0,0,87,3,0,0,0,80,10,0,0,0,90,0,0,0,0,89,1,0,2
1026,1994-12-01,15.69651,121.41187,0,0,0,0,0,5,79,6,0,0,0,0,0,0,0,0,90,0,0,0,0,83,7,0,0,0,90,0,0,0,0,90,0,0,5
1027,1994-12-01,15.45481,121.31487,0,0,0,0,0,1,86,3,0,0,0,0,0,0,0,0,90,0,0,0,0,83,7,0,0,0,90,0,0,0,0,90,0,0,5
1036,1994-12-01,11.7515,119.92213,0,0,0,0,0,1,89,0,0,0,0,0,0,0,0,0,80,10,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
1039,1994-12-01,5.77328,117.99339,0,0,0,0,0,3,87,0,0,0,0,0,0,0,0,1,89,0,0,0,1,87,2,0,0,0,90,0,0,0,0,90,0,0,5
1054,1994-12-01,1.65939,116.85442,0,0,0,0,0,0,20,4,5,0,0,0,0,0,0,3,87,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
1063,1994-12-01,43.70929,142.72864,47,22,17,4,0,0,0,0,0,0,0,0,0,0,0,17,61,12,0,0,3,78,9,0,0,0,89,1,0,0,0,88,2,0,4
1075,1994-12-01,35.12339,132.75087,0,83,6,1,0,0,65,0,2,0,0,0,0,0,0,0,90,0,0,0,0,82,8,0,0,0,90,0,0,0,0,89,1,0,2
1090,1994-12-01,17.99212,122.14766,0,0,0,0,5,20,63,2,0,0,0,0,0,0,0,21,69,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
1094,1994-12-01,17.04343,121.74413,0,0,0,0,0,21,60,0,0,0,0,0,0,0,0,11,79,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,5
1098,1994-12-01,16.08475,121.34958,0,0,0,0,5,10,75,0,0,0,0,0,0,0,0,1,89,0,0,0,0,85,5,0,0,0,90,0,0,0,0,90,0,0,5
1100,1994-12-01,15.60164,121.15559,0,0,0,0,0,13,77,0,0,0,0,0,0,0,0,0,90,0,0,0,0,84,6,0,0,0,90,0,0,0,0,90,0,0,5
1105,1994-12-01,10.88268,119.4156,0,0,0,0,0,1,85,4,0,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
1112,1994-12-01,5.10684,117.61075,0,0,0,0,0,0,60,8,5,0,0,0,0,0,0,0,90,0,0,0,1,86,3,0,0,0,90,0,0,0,0,90,0,0,5
1118,1994-12-01,3.46844,117.15343,0,0,0,0,0,40,46,0,0,0,0,0,0,0,0,0,90,0,0,0,0,86,4,0,0,0,90,0,0,0,0,90,0,0,5
1122,1994-12-01,2.36007,116.85626,0,0,0,0,0,0,34,12,4,0,0,0,0,0,0,0,90,0,0,0,1,89,0,0,0,0,90,0,0,0,0,90,0,0,5
1131,1994-12-01,44.34706,143.24632,0,0,0,0,0,12,69,2,0,0,0,83,7,0,0,11,63,8,3,0,0,82,8,0,0,0,89,1,0,0,0,88,2,0,5
1137,1994-12-01,43.45339,141.87482,37,31,14,8,0,0,9,1,0,0,0,76,0,0,0,10,77,3,0,0,3,79,8,0,0,0,89,1,0,0,0,88,2,0,6
1158,1994-12-01,17.90355,121.88356,0,0,0,0,0,14,76,0,0,0,0,0,0,0,0,20,70,0,0,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,5
1162,1994-12-01,16.95161,121.48343,0,0,0,0,0,17,73,0,0,0,0,0,0,0,0,11,79,0,0,0,1,87,2,0,0,0,90,0,0,0,0,90,0,0,5
1169,1994-12-01,15.26165,120.80451,0,0,0,0,0,28,53,9,0,0,0,0,0,0,0,0,90,0,0,0,0,85,5,0,0,0,90,0,0,0,0,90,0,0,5
1180,1994-12-01,4.15869,117.15723,0,0,0,0,0,10,67,9,0,0,0,0,0,0,0,0,90,0,0,0,0,86,4,0,0,0,90,0,0,0,0,90,0,0,5
1186,1994-12-01,2.50078,116.71084,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
1187,1994-12-01,2.2216,116.63776,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,0,0,90,0,0,5
1211,1994-12-01,42.40375,139.94408,14,30,40,6,0,9,55,22,4,0,0,0,0,0,1,11,66,11,1,0,0,83,7,0,0,0,90,0,0,0,0,88,2,0,2
1214,1994-12-01,34.13977,131.25385,0,85,2,3,0,0,81,9,0,0,0,0,0,0,0,0,88,2,0,0,0,87,3,0,0,0,90,0,0,0,0,85,5,0,2
1226,1994-12-01,16.85798,121.2233,0,0,0,0,0,15,66,7,2,0,0,0,0,0,0,7,83,0,0,0,1,86,3,0,0,0,90,0,0,0,0,90,0,0,5
1245,1994-12-01,4.84509,117.16109,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,89,0,0,0,1,86,3,0,0,0,90,0,0,0,0,90,0,0,5
1251,1994-12-01,3.19657,116.71178,0,0,0,0,0,0,31,1,1,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
1263,1994-12-01,53.43754,-168.05582,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,0,90,0,0,0,0,83,7,0,0,0,90,0,0,0,0,90,0,0,5
1277,1994-12-01,33.14309,130.13904,0,0,0,0,0,0,73,17,0,0,0,0,0,0,0,0,88,2,0,0,0,83,7,0,0,0,90,0,0,0,0,84,6,0,5
1282,1994-12-01,17.72096,121.35709,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,4,86,0,0,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,5
1283,1994-12-01,17.48228,121.25791,0,0,0,0,0,24,61,1,0,0,0,0,0,0,0,1,89,0,0,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,5
1291,1994-12-01,15.55053,120.48444,0,0,0,0,0,11,74,5,0,0,0,0,0,0,0,0,90,0,0,0,0,84,6,0,0,0,90,0,0,0,0,90,0,0,5
1294,1994-12-01,14.81576,120.20324,0,0,0,0,0,5,56,19,10,0,0,0,0,0,0,0,90,0,0,0,0,84,6,0,0,0,90,0,0,0,0,90,0,0,5
1301,1994-12-01,5.52774,117.16499,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,90,0,0,0,0,87,3,0,0,0,90,0,0,0,0,90,0,0,5
1307,1994-12-01,3.88839,116.71272,0,0,0,0,0,2,65,9,1,0,0,0,0,0,0,2,88,0,0,0,0,87,3,0,0,0,90,0,0,0,0,90,0,0,5
1312,1994-12-01,2.50034,116.34637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,89,1,0,0,0,90,0,0,0,0,90,0,0,5
1313,1994-12-01,2.22026,116.27422,0,0,0,0,0,0,14,6,2,0,0,0,0,0,0,0,90,0,0,0,0,88,2,0,0,0,90,0,0,0,0,90,0,0,5
1321,1994-12-01,53.51503,-166.92442,0,0,0,0,0,0,88,1,1,0,0,0,0,0,0,0,90,0,0,0,0,83,7,0,0,0,90,0,0,0,0,90,0,0,5
