index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2
8,2005-09-01,19.7921,-155.97781,0,0,0,0,5,33,45,8,0,0,0,0,0,0,0,0,86,5,0,0,0,88,3,0,0,0,91,0,0,0,0,91,0,0
15,2005-09-01,22.02062,-159.39676,0,0,0,0,4,14,73,0,0,0,0,0,0,0,0,0,71,20,0,0,0,82,9,0,0,0,91,0,0,0,0,91,0,0
25,2005-09-01,13.43787,144.69498,0,0,0,0,2,37,52,0,0,0,0,0,0,0,0,9,60,17,5,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
26,2005-09-01,7.49447,134.51651,0,0,0,0,0,22,60,0,0,0,0,0,0,0,0,8,54,28,1,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
44,2005-09-01,0.50879,127.73455,0,0,0,0,0,22,48,21,0,0,0,0,0,0,1,10,78,2,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
51,2005-09-01,1.64475,127.77568,0,0,0,0,0,36,50,5,0,0,0,0,0,0,1,44,46,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
63,2005-09-01,1.38789,124.67474,0,0,0,0,0,15,67,2,2,0,0,0,0,0,0,31,60,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
92,2005-09-01,7.53741,126.0148,0,0,0,0,0,5,58,12,15,0,0,0,0,0,1,48,42,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0
94,2005-09-01,6.31557,125.51804,0,0,0,0,5,19,53,7,7,0,0,0,0,0,0,33,58,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
106,2005-09-01,6.24418,125.28251,0,0,0,0,0,26,65,0,0,0,0,0,0,0,0,31,60,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
124,2005-09-01,9.26697,126.10414,0,0,0,0,0,0,81,10,0,0,0,0,0,0,0,1,74,16,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
128,2005-09-01,8.30486,125.69794,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,23,68,0,0,0,2,89,0,0,0,0,91,0,0,0,0,91,0,0
176,2005-09-01,7.60183,124.78174,0,0,0,0,0,28,56,0,0,0,0,0,0,0,0,8,83,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0
192,2005-09-01,7.27848,124.44703,0,0,0,0,0,20,70,1,0,0,0,0,0,0,0,13,77,1,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
227,2005-09-01,11.35272,125.26888,0,0,0,0,1,12,63,15,0,0,0,0,0,0,0,49,42,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
253,2005-09-01,10.96985,124.67274,0,0,0,0,5,19,55,7,5,0,0,0,0,0,0,2,89,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
293,2005-09-01,10.49636,123.83673,0,0,0,0,0,30,61,0,0,0,0,0,0,0,0,9,82,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0
327,2005-09-01,35.81877,140.25781,0,0,0,0,1,42,48,0,0,0,0,0,0,0,0,61,30,0,0,0,8,68,15,0,0,0,91,0,0,0,0,82,9,0
329,2005-09-01,12.67306,124.09038,0,0,0,0,1,13,56,17,4,0,0,0,0,0,0,21,48,9,13,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
337,2005-09-01,9.5061,122.81908,0,0,0,0,0,15,76,0,0,0,0,0,0,0,0,0,75,16,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
339,2005-09-01,7.49715,122.07787,0,0,0,0,6,19,44,21,1,0,0,0,0,0,0,1,86,4,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
367,2005-09-01,36.04387,139.74905,0,0,0,0,0,57,34,0,0,0,0,0,0,0,0,58,33,0,0,0,7,68,16,0,0,0,85,6,0,0,0,77,14,0
372,2005-09-01,35.21725,138.81407,0,91,0,0,4,8,66,10,3,0,0,0,0,0,0,53,38,0,0,0,3,73,15,0,0,0,89,2,0,0,0,78,13,0
382,2005-09-01,36.88592,140.35582,0,91,0,0,0,26,43,9,13,0,0,0,0,0,0,32,59,0,0,0,2,74,15,0,0,0,84,7,0,0,0,76,15,0
444,2005-09-01,35.78761,138.32538,0,91,0,0,0,0,14,0,0,0,0,0,0,0,0,46,45,0,0,0,5,73,13,0,0,0,82,9,0,0,0,76,15,0
461,2005-09-01,38.42358,141.05695,0,89,1,1,3,14,57,15,2,0,0,22,15,5,0,56,35,0,0,0,4,71,16,0,0,0,90,1,0,0,0,78,13,0
511,2005-09-01,37.00134,138.93289,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,10,81,0,0,0,3,73,15,0,0,0,87,4,0,0,0,75,16,0
522,2005-09-01,35.13641,136.90338,0,0,0,0,0,6,79,6,0,0,0,0,0,0,0,32,59,0,0,0,3,76,12,0,0,0,88,3,0,0,0,77,14,0
530,2005-09-01,13.78602,123.03152,0,0,0,0,0,8,76,1,6,0,0,0,0,0,0,36,55,0,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
538,2005-09-01,39.28292,141.34019,0,91,0,0,0,39,30,13,6,0,0,0,0,0,0,37,54,0,0,0,4,72,15,0,0,0,90,1,0,0,0,78,13,0
588,2005-09-01,37.87544,139.17609,1,85,3,2,0,33,58,0,0,0,0,0,0,0,0,0,59,32,0,0,3,74,14,0,0,0,90,1,0,0,0,75,16,0
608,2005-09-01,34.44735,135.51308,0,0,0,0,0,27,64,0,0,0,0,0,0,0,0,27,64,0,0,0,3,78,10,0,0,0,91,0,0,0,0,76,15,0
632,2005-09-01,36.03784,136.75699,0,91,0,0,0,0,76,0,14,0,0,0,0,0,0,10,80,1,0,0,4,72,15,0,0,0,90,1,0,0,0,76,15,0
655,2005-09-01,37.92265,138.45175,0,0,0,0,1,21,67,2,0,0,0,0,0,0,0,0,33,19,21,0,3,74,14,0,0,0,91,0,0,0,0,74,17,0
706,2005-09-01,12.60761,121.48939,0,0,0,0,0,16,68,7,0,0,0,0,0,0,0,49,41,1,0,0,2,89,0,0,0,0,91,0,0,0,0,91,0,0
713,2005-09-01,46.00672,150.06848,0,0,0,0,0,12,78,1,0,0,0,0,0,0,0,1,84,6,0,0,9,62,20,0,0,0,91,0,0,0,0,85,6,0
740,2005-09-01,33.52048,133.31532,0,91,0,0,0,6,56,14,9,0,0,0,0,0,0,11,80,0,0,0,1,79,11,0,0,0,90,1,0,0,0,80,11,0
756,2005-09-01,1.49746,117.72092,0,0,0,0,0,5,60,11,1,0,0,0,0,0,0,13,58,20,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
759,2005-09-01,0.6578,117.49719,0,0,0,0,0,7,60,16,2,0,0,0,0,0,0,15,60,16,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
762,2005-09-01,52.17063,-174.4278,0,0,0,0,0,8,78,5,0,0,0,0,0,0,0,3,74,14,0,0,10,62,19,0,0,0,91,0,0,0,0,86,5,0
820,2005-09-01,43.35999,144.09824,0,91,0,0,0,26,60,5,0,0,0,0,0,0,0,32,59,0,0,0,9,62,20,0,0,0,88,3,0,0,0,81,10,0
850,2005-09-01,14.52513,121.59544,0,0,0,0,1,5,63,22,0,0,0,0,0,0,0,11,80,0,0,0,1,90,0,0,0,0,91,0,0,0,0,91,0,0
866,2005-09-01,1.22952,117.28571,0,0,0,0,0,0,37,21,6,0,0,0,0,0,0,9,61,21,0,0,0,91,0,0,0,0,91,0,0,0,0,91,0,0
883,2005-09-01,35.33894,133.95837,0,90,1,0,0,51,40,0,0,0,0,0,0,0,0,3,75,11,1,0,0,78,13,0,0,0,91,0,0,0,0,77,14,0
931,2005-09-01,43.31792,143.07321,0,91,0,0,0,0,79,2,0,0,0,0,0,0,0,49,41,1,0,0,11,61,19,0,0,0,86,5,0,0,0,81,10,0
943,2005-09-01,34.40434,132.77769,0,91,0,0,1,14,53,17,6,0,0,0,0,0,0,30,61,0,0,0,3,75,13,0,0,0,89,2,0,0,0,74,17,0
996,2005-09-01,42.91513,142.00127,0,90,1,0,0,5,64,16,2,0,0,0,0,0,0,39,52,0,0,0,11,62,18,0,0,0,90,1,0,0,0,82,9,0
1011,2005-09-01,33.24908,131.47597,0,91,0,0,0,33,52,6,0,0,0,0,0,0,0,23,68,0,0,0,3,74,14,0,0,0,91,0,0,0,0,75,16,0
