index,lat,lon,ft_frozen,fw_fw_06_swe_-3,clusteringLabel
38023,56.29126,-109.41847,22,0,1
38035,59.15239,-111.2505,28,0,1
38047,62.38104,-113.81865,47,0,3
38122,65.51686,117.04053,53,0,3
38140,61.74212,113.25922,49,0,3
38210,44.58755,104.46117,0,0,0
38224,41.24681,103.50636,0,0,0
38228,40.28186,103.25587,0,0,0
38242,36.86652,102.4468,3,0,0
38244,36.37365,102.33909,0,0,0
38247,35.63195,102.18092,2,0,0
38284,26.22912,100.51479,0,0,0
38311,19.02474,99.55808,0,0,0
38355,2.52519,98.01482,0,0,0
38366,19.61546,-99.43017,0,0,0
38368,20.15874,-99.49469,0,0,0
38384,24.43911,-100.04416,0,0,0
38385,24.70292,-100.0806,0,0,0
38438,38.14787,-102.47289,0,0,0
38449,40.82174,-103.11644,1,0,0
38466,44.88472,-104.25003,0,0,0
38468,45.35735,-104.39613,0,0,0
38479,47.93707,-105.25512,0,0,0
38487,49.79238,-105.9454,8,0,2
38500,52.76977,-107.20657,20,0,1
38507,54.35346,-107.96914,20,0,1
38539,62.26075,-113.19859,41,0,3
38551,64.79175,-115.64101,66,0,3
38562,67.05176,-118.33913,81,0,3
38565,67.65645,-119.16761,83,0,3
38594,70.39738,123.69007,73,0,3
38606,68.05647,119.74488,58,0,3
38608,67.65645,119.16761,55,0,3
38613,66.64569,117.81042,55,0,3
38639,61.18881,112.30621,49,0,3
38641,60.75741,111.96725,47,0,3
38662,56.1461,108.92464,60,0,3
38675,52.31476,107.00009,17,0,2
38693,48.16994,105.3382,23,0,1
38722,41.30404,103.24052,0,0,0
38740,36.92031,102.20047,5,0,0
38748,34.9398,101.78819,2,0,0
38753,33.69141,101.54417,3,0,0
38792,23.64514,99.93639,0,0,0
38835,11.79272,98.61029,0,0,0
38855,17.74284,-99.02232,0,0,0
38871,22.09096,-99.52868,0,0,0
38886,26.06264,-100.05731,0,0,0
38909,31.97916,-100.99087,0,0,0
38925,35.98466,-101.74804,0,0,0
38933,37.95639,-102.16653,0,0,0
38944,40.63565,-102.7923,1,0,0
38955,43.27953,-103.48468,0,0,0
38956,43.51818,-103.55128,0,0,0
38971,47.06465,-104.63383,0,0,0
38977,48.46604,-105.11572,1,0,0
38998,53.2941,-107.07641,22,0,1
39013,56.8905,-108.93533,0,0,0
39026,59.97442,-110.91254,29,0,1
39091,69.75065,121.73352,66,0,3
39149,57.5565,109.32813,51,0,3
39156,55.99832,108.43495,55,0,3
39172,51.46897,106.27387,27,0,1
39179,49.85768,105.62959,23,0,1
39195,46.12497,104.32894,17,0,2
39209,42.80139,103.35337,0,0,0
39235,36.47947,101.84998,0,0,0
39247,33.49123,101.26324,10,0,2
39271,27.36589,100.24666,0,0,0
39290,22.35876,99.56219,0,0,0
39310,16.9136,98.93326,0,0,0
39327,4.44998,97.82497,0,0,0
39333,2.61043,97.69168,0,0,0
39342,18.61104,-98.92241,0,0,0
39345,19.43148,-99.01321,0,0,0
39364,24.53072,-99.63366,0,0,0
39445,44.76529,-103.60973,0,0,0
39456,47.35974,-104.41219,1,0,0
39517,61.79462,-111.80141,38,0,3
39524,63.7217,-113.45902,65,0,3
39530,64.98823,-114.70243,74,0,3
39552,69.47694,-120.52971,0,0,0
39555,73.25256,128.41806,0,0,0
39565,71.41137,124.07719,84,0,3
39576,69.27925,120.21132,59,0,3
39591,66.23847,116.07536,56,0,3
39623,59.39978,110.05609,46,0,3
39635,56.74303,108.43495,50,0,3
39644,54.72266,107.37621,35,0,1
39740,31.01229,100.59153,0,0,0
39747,29.22141,100.30485,0,0,0
39770,23.20436,99.46232,0,0,0
39776,21.59837,99.26453,0,0,0
39782,19.97602,99.07476,0,0,0
39798,15.56388,98.60448,0,0,0
39799,15.28372,98.57669,0,0,0
39808,4.49135,97.66048,0,0,0
39811,3.57507,97.59464,0,0,0
39832,20.83246,-98.97263,0,0,0
39840,22.98163,-99.22736,0,0,0
39850,25.629,-99.56669,0,0,0
39854,26.67641,-99.70943,0,0,0
39882,33.84024,-100.84031,0,0,0
39888,35.34002,-101.11734,0,0,0
39900,38.30537,-101.71556,0,0,0
39917,42.43258,-102.68038,0,0,0
39924,44.10817,-103.12463,1,0,0
39955,51.37012,-105.52411,22,0,1
39963,53.20293,-106.28877,21,0,1
39979,56.81669,-108.06047,25,0,1
39993,60.35684,-110.24662,32,0,1
39997,61.22932,-110.87465,36,0,1
39999,61.66354,-111.20282,36,0,1
40007,63.813,-113.00259,0,0,0
40011,64.66191,-113.80595,76,0,3
40021,66.75332,-116.06467,81,0,3
40096,61.66354,111.20282,50,0,3
40104,59.91863,109.946,46,0,3
40130,54.11294,106.69924,34,0,1
40151,48.58925,104.50017,21,0,1
40171,43.86963,103.05931,0,0,0
40175,42.91271,102.80427,0,0,0
40179,41.95133,102.55884,0,0,0
40195,38.05995,101.66329,3,0,0
40220,31.82193,100.49148,0,0,0
40235,27.97681,99.89392,0,0,0
40255,22.71455,99.19474,0,0,0
40275,17.27596,98.58717,0,0,0
40365,34.38929,-100.69387,0,0,0
40418,47.24268,-103.73627,1,0,0
40466,58.22816,-108.43495,28,0,1
40480,61.96398,-110.93729,44,0,3
40501,66.64569,-115.31969,82,0,3
40511,68.70038,-117.92898,0,0,0
40523,72.98227,125.80334,86,0,3
40555,66.64569,115.31969,58,0,3
40587,59.77737,109.39207,44,0,3
40607,55.31364,106.88033,40,0,3
40620,52.35322,105.56151,19,0,2
40629,49.81368,104.59327,22,0,1
40654,43.92441,102.77873,0,0,0
40691,34.8895,100.78429,2,0,0
40711,29.82688,99.94286,0,0,0
40724,26.45924,99.46232,0,0,0
40725,26.19749,99.42725,0,0,0
40761,16.48439,98.31656,0,0,0
40779,16.52463,-98.1301,0,0,0
40781,17.08054,-98.18375,0,0,0
40787,18.73603,-98.349,0,0,0
40819,27.28552,-99.35549,0,0,0
40823,28.32436,-99.49847,0,0,0
40847,34.43605,-100.45625,0,0,0
40858,37.17312,-100.96209,0,0,0
40912,50.10596,-104.35677,23,0,1
40919,51.72598,-104.95357,25,0,1
40921,52.18654,-105.13308,26,0,1
40925,53.10457,-105.50504,24,0,1
40993,68.80684,-117.38742,0,0,0
41044,65.05754,113.06152,59,0,3
41059,61.82842,110.33923,46,0,3
41067,60.07472,109.12523,42,0,3
41083,56.51004,107.07397,40,0,3
41116,48.70739,103.88118,21,0,1
41134,44.45569,102.62357,0,0,0
41162,37.66674,101.0593,12,0,2
41163,37.42008,101.01048,21,0,1
41168,36.18221,100.77264,1,0,0
41181,32.92673,100.19933,14,0,2
41204,27.02485,99.32041,0,0,0
41219,23.06644,98.82386,0,0,0
41238,17.91054,98.26556,0,0,0
41265,18.77584,-98.15748,0,0,0
41270,20.14221,-98.29714,0,0,0
41276,21.76636,-98.47115,0,0,0
41307,29.91484,-99.49934,0,0,0
41322,33.72819,-100.09106,0,0,0
41329,35.48204,-100.39289,0,0,0
41351,40.89621,-101.46953,0,0,0
41391,50.39726,-104.11694,23,0,1
41422,57.47805,-107.16192,29,0,1
41434,60.37119,-108.85316,35,0,1
41443,62.34471,-110.22486,49,0,3
41474,72.10125,-122.08218,0,0,0
41508,68.08854,115.76933,55,0,3
41514,66.83886,114.30455,58,0,3
41518,65.99639,113.41212,59,0,3
41520,65.57256,112.98872,59,0,3
41530,63.42971,111.07272,54,0,3
41581,52.0176,104.70831,19,0,2
41598,47.5907,103.20483,21,0,1
41613,44.0304,102.21572,0,0,0
41637,38.2071,100.90502,1,0,0
41649,34.98254,100.30485,7,0,2
41658,32.71881,99.92625,13,0,2
41687,25.23075,98.87416,0,0,0
41690,24.43765,98.77782,0,0,0
41704,20.68544,98.35435,0,0,0
41744,19.90903,-98.07458,0,0,0
41776,28.40903,-99.06419,0,0,0
41789,31.74732,-99.53846,0,0,0
41810,37.01911,-100.41785,0,0,0
41837,43.60203,-101.81497,2,0,0
41967,71.03933,119.32047,77,0,3
41991,66.08703,112.91283,59,0,3
41993,65.66172,112.49648,59,0,3
42007,62.64238,109.94238,52,0,3
42028,57.99562,107.01255,40,0,3
42049,53.22885,104.81632,28,0,1
42064,49.52247,103.48306,21,0,1
42085,44.56016,102.05399,0,0,0
42099,41.18785,101.25643,0,0,0
42114,37.51395,100.51004,12,0,2
42175,21.2663,98.21482,0,0,0
42199,3.76838,96.77728,0,6,0
42243,27.67042,-98.74616,0,0,0
42245,28.19044,-98.8129,0,0,0
42326,48.16994,-102.73429,0,0,0
42331,49.3438,-103.0919,20,0,1
42334,50.04515,-103.31609,25,0,1
42344,52.36702,-104.121,26,0,1
42361,56.48433,-105.838,28,0,1
42366,58.06347,-106.62076,28,0,1
42383,61.84345,-108.87455,49,0,3
42417,72.14315,-120.46555,0,0,0
42434,71.5496,119.39605,86,0,3
42439,70.54596,117.75854,71,0,3
42446,69.11442,115.73071,61,0,3
42505,56.25771,105.732,35,0,1
42531,50.04515,103.31609,22,0,1
42594,34.31892,99.70039,11,0,2
42606,31.27966,99.23556,7,0,2
42623,26.88754,98.64791,0,0,0
42660,16.91823,97.59464,0,0,0
42662,16.36095,97.54493,0,1,0
42664,4.72093,96.67095,0,0,0
42676,18.33938,-97.53102,0,0,0
42682,19.98452,-97.68552,0,0,0
42720,30.03925,-98.83191,0,0,0
42722,30.55287,-98.90172,0,0,0
42730,32.59344,-99.19225,0,0,0
42736,34.10977,-99.42278,0,0,0
42741,35.36449,-99.62383,0,0,0
42820,54.2668,-104.48177,25,0,1
42823,54.95368,-104.76262,0,0,0
42853,61.91779,-108.43495,53,0,3
42866,64.97355,-110.73871,80,0,3
42888,71.66062,-118.77981,0,0,0
42895,73.43046,-122.17122,0,0,0
42938,65.18932,110.9245,60,0,3
42980,55.86611,105.15407,35,0,1
42998,51.72956,103.53586,23,0,1
43026,45.13814,101.59959,0,0,0
43047,40.06305,100.47203,0,0,0
43048,39.81838,100.42371,0,0,0
43049,39.57343,100.37585,0,0,0
43051,39.08267,100.28139,0,0,0
43076,32.33957,99.1549,4,0,0
43088,29.26613,98.72921,0,0,0
43097,26.92682,98.43487,0,0,0
43098,26.665,98.40337,0,0,0
43136,5.06009,96.52454,0,1,0
43148,17.82295,-97.29116,0,0,0
43169,24.85873,-97.98205,0,0,0
43179,27.4878,-98.28371,0,0,0
43213,36.15584,-99.50325,0,0,0
43243,43.50656,-100.91788,1,0,0
43250,45.18657,-101.30993,2,0,0
43251,45.42555,-101.36822,1,0,0
43261,47.80154,-101.98541,4,0,0
43276,51.31971,-103.04564,23,0,1
43398,67.41504,112.44276,59,0,3
43431,60.21369,106.90927,41,0,3
43442,57.74297,105.61098,39,0,3
43524,38.38793,99.88799,5,0,0
43532,36.40505,99.54453,11,0,2
43561,29.04675,98.47582,0,0,0
43582,23.52901,97.83926,0,0,0
43594,20.29344,97.51644,0,0,0
43610,4.18003,96.30363,0,0,0
43615,17.02534,-97.03098,0,0,0
43624,19.50956,-97.24615,0,0,0
43666,33.68661,-98.87328,0,0,0
43706,43.55244,-100.63721,1,0,0
43733,49.97063,-102.27876,23,0,1
43738,51.13983,-102.63906,25,0,1
43760,56.21462,-104.50665,28,0,1
43791,63.16522,-108.28134,79,0,3
43798,64.69821,-109.41148,0,0,0
43810,67.28836,-111.69511,84,0,3
43815,68.9842,-113.52321,0,0,0
43881,64.48014,109.24187,58,0,3
43915,56.89781,104.80398,34,0,1
43991,38.92345,99.72021,9,0,2
43997,37.44074,99.46232,20,0,1
44002,36.19704,99.25755,26,0,1
44010,34.19122,98.94759,3,0,0
44019,31.91017,98.6226,18,0,2
44040,26.47806,97.9484,0,0,0
44059,21.41485,97.42278,0,0,0
44082,16.50151,-96.79788,0,0,0
44098,25.46041,-97.62254,0,0,0
44132,34.23037,-98.70952,0,0,0
44221,55.58655,-103.85142,26,0,1
44224,56.27289,-104.13048,28,0,1
44246,61.24038,-106.56883,56,0,3
44261,64.99242,-109.09349,0,0,0
44273,67.58655,-111.37062,78,1,3
44291,72.58817,-117.89727,0,0,0
44300,72.98985,118.61046,91,0,3
44372,57.41212,104.62087,35,0,1
44388,53.74612,103.15754,26,0,1
44434,42.87215,100.20397,0,0,0
44456,37.48153,99.21103,22,0,1
44460,36.48664,99.05072,12,0,2
44598,36.27622,-98.76513,0,0,0
44629,43.88194,-100.12467,1,0,0
44631,44.36381,-100.22686,0,0,0
44636,45.5641,-100.49148,0,0,0
44656,50.30482,-101.70058,24,0,1
44677,55.18293,-103.30524,25,0,1
44742,70.84376,-114.44395,0,0,0
44780,69.16299,112.38013,65,0,3
44801,64.62877,108.27264,58,0,3
44816,61.30589,106.13284,45,0,3
44827,58.83215,104.85034,43,0,3
44861,51.00784,101.90605,42,0,3
44862,50.77373,101.83678,27,0,1
44883,45.80342,100.54604,0,0,0
44892,43.64062,100.07433,0,0,0
44915,38.01716,99.03948,26,0,1
44952,28.63919,97.75522,0,0,0
44965,25.23075,97.38604,0,0,0
44985,19.85103,96.88172,0,0,0
45016,20.15685,-96.70984,0,0,0
45040,32.78578,-98.03023,0,0,0
45043,33.54708,-98.1301,0,0,0
45090,45.12809,-100.09352,1,0,0
45112,50.35275,-101.37511,27,0,1
45116,51.29063,-101.64343,26,0,1
45123,52.92324,-102.14428,26,0,1
45133,55.23656,-102.93806,28,0,1
45165,62.48645,-106.33604,0,0,0
45174,64.48014,-107.62802,86,0,3
45204,71.97614,-115.27773,0,0,0
45221,71.97614,115.27773,90,0,3
45232,69.67391,112.27589,67,0,3
45234,69.24919,111.80141,66,0,3
45281,58.89133,104.44404,39,0,3
45302,54.08268,102.52881,27,0,1
45311,51.99167,101.853,49,0,3
45329,47.75469,100.69651,20,0,1
45339,45.36808,100.14555,0,0,0
45348,43.19918,99.69561,0,0,0
45356,41.25388,99.32761,0,0,0
45391,32.53136,97.99747,27,0,1
45394,31.7661,97.90079,18,0,2
45471,27.9266,-97.23348,0,0,0
45479,30.00288,-97.46056,0,0,0
45507,37.09969,-98.38062,0,0,0
45521,40.55914,-98.93059,0,0,0
45535,43.96567,-99.55711,1,0,0
45547,46.84635,-100.16778,6,0,2
45596,58.94888,-104.03625,40,0,3
45606,61.43176,-105.25512,64,0,3
45609,62.10394,-105.62424,74,0,3
45610,62.32752,-105.75117,74,0,3
45627,66.08813,-108.26289,0,0,0
45636,68.90519,-110.77225,81,0,3
45654,72.89762,-115.88702,86,0,3
45692,67.17834,109.15561,60,0,3
45714,62.32752,105.75117,50,0,3
45717,61.65606,105.37625,48,0,3
45720,60.98243,105.01836,47,0,3
45724,60.08095,104.56577,42,0,3
45729,58.94888,104.03625,40,0,3
45760,51.80624,101.44506,47,0,3
45818,37.84567,98.49273,21,0,1
45859,27.40385,97.17884,0,0,0
45916,28.48065,-97.07034,0,0,0
45931,32.34587,-97.50195,0,0,0
45950,37.13584,-98.1301,0,0,0
45956,38.62595,-98.35075,0,0,0
45963,40.35165,-98.6237,0,0,0
45972,42.55106,-99.00175,0,0,0
45980,44.48863,-99.36651,0,0,0
46009,51.38433,-100.97565,27,0,1
46031,56.49076,-102.61362,28,0,1
46040,59.23205,-103.7271,47,0,3
46056,62.83699,-105.5498,82,0,3
46057,63.06029,-105.67953,83,0,3
46075,67.0347,-108.43495,82,0,3
46076,67.25277,-108.61569,82,0,3
46077,67.47053,-108.79989,0,0,0
46106,73.61182,116.21138,88,0,3
46150,64.17306,106.36108,58,0,3
46161,61.71684,104.93142,47,0,3
46163,61.26712,104.69732,48,0,3
46175,58.54968,103.43103,35,0,1
46177,58.09366,103.24052,37,0,1
46181,57.17901,102.875,31,0,1
46192,54.64594,101.96513,27,0,1
46204,51.85288,101.10699,48,0,3
46210,50.44459,100.72197,23,0,1
46214,49.50129,100.47961,22,0,1
46222,47.60385,100.02604,25,0,1
46223,47.36564,99.97206,23,0,1
46226,46.64959,99.81351,20,0,1
46247,41.57617,98.82974,0,0,0
46266,36.88647,98.09445,0,0,0
46292,30.29418,97.26545,1,0,0
46298,28.74081,97.09757,0,0,0
46329,20.49215,96.34019,0,0,0
46333,19.39763,96.25404,0,0,0
46355,18.3249,-95.97878,0,0,0
46360,28.77268,-96.87794,0,0,0
46380,33.90434,-97.45208,0,0,0
46455,52.13233,-100.83305,26,0,1
46485,59.96822,-103.61418,57,0,3
46492,61.77586,-104.48473,71,0,3
46500,63.56885,-105.47133,86,0,3
46516,67.10641,-107.89613,82,0,3
46543,76.51469,-121.29304,0,0,0
46556,70.99162,111.67465,82,0,3
46585,64.68161,106.15734,59,0,3
46586,64.45956,106.01544,58,0,3
46660,45.97162,99.36345,0,0,0
46671,43.31792,98.85431,0,0,0
46673,42.83223,98.76758,0,0,0
46737,26.68038,96.6722,0,0,0
46745,24.56339,96.47836,0,0,0
46753,22.42015,96.29543,0,0,0
46784,18.35339,-95.78725,0,0,0
46786,28.54323,-96.63251,0,0,0
46796,31.13034,-96.89743,0,0,0
46819,36.95526,-97.59464,0,0,0
46825,38.44849,-97.80019,0,0,0
46829,39.43835,-97.94347,0,0,0
46835,40.91499,-98.16848,1,0,0
46840,42.13825,-98.36588,0,0,0
46858,46.49026,-99.16235,7,0,2
46864,47.92383,-99.46232,9,0,2
46897,56.36005,-101.76829,29,0,1
46899,56.82074,-101.92932,30,0,1
46982,71.50062,111.54098,82,0,3
46994,68.92245,108.82471,60,0,3
47004,66.73647,107.02052,60,0,3
47018,63.62969,104.99508,51,0,3
47019,63.40592,104.86828,51,0,3
47053,55.66745,101.53462,31,0,1
47059,54.27667,101.09372,27,0,1
47080,49.34925,99.78241,23,0,1
47086,47.92383,99.46232,25,0,1
47089,47.20807,99.30994,22,0,1
47095,45.77035,99.01933,0,0,0
47098,45.04831,98.88066,0,0,0
47099,44.80716,98.83537,0,0,0
47110,42.13825,98.36588,0,0,0
47112,41.64972,98.2858,0,0,0
47134,36.20474,97.49586,0,0,0
47142,33.93694,97.21426,14,0,2
47148,32.41098,97.03794,33,0,1
47150,31.89973,96.98106,23,0,1
47158,29.84119,96.76239,0,0,0
47178,24.59313,96.27108,0,0,0
47192,20.82344,95.96744,0,0,0
47197,19.45594,95.86597,0,0,0
47205,17.24299,95.71059,0,0,0
47222,29.3531,-96.48811,0,0,0
47224,29.87136,-96.53896,0,0,0
47247,35.73514,-97.18633,0,0,0
47257,38.23364,-97.50933,0,0,0
47282,44.36071,-98.45892,0,0,0
47287,45.56727,-98.67817,7,0,2
47334,58.24754,-102.0372,37,0,1
47383,69.64712,-108.83843,0,0,0
47414,71.79641,111.13982,82,0,3
47427,68.99533,108.2394,61,0,3
47444,65.25174,105.43964,59,0,3
47448,64.35997,104.8987,58,0,3
47452,63.46443,104.39359,52,0,3
47461,61.4364,103.37133,48,0,3
47480,57.09892,101.62217,30,2,1
47537,43.63388,98.33256,0,0,0
47564,36.73802,97.31216,0,0,0
47566,36.23717,97.2487,27,0,1
47587,30.90369,96.64307,12,0,2
47599,27.78967,96.34019,0,0,0
47604,26.47658,96.22196,0,0,0
47615,23.55319,95.9767,0,0,0
47658,29.90052,-96.31534,0,0,0
47660,30.41753,-96.36524,0,0,0
47703,41.22852,-97.6668,0,0,0
47777,60.80829,-102.62584,69,0,3
47781,61.71591,-103.0292,74,0,3
47783,62.16847,-103.24052,78,0,3
47806,67.30904,-106.26021,85,0,3
47812,69.06596,-107.65012,84,0,3
47826,72.09115,-110.72556,0,0,0
47846,72.09115,110.72556,88,0,3
47873,66.20217,105.49485,59,0,3
47882,64.19444,104.2811,57,0,3
47891,62.16847,103.24052,50,0,3
47892,61.94229,103.13403,50,0,3
47913,57.14548,101.23177,29,0,1
47918,55.99038,100.85641,30,0,1
47963,45.3624,98.33997,0,0,0
47980,41.22852,97.6668,0,0,0
47987,39.505,97.42001,0,0,0
47991,38.51421,97.28596,12,0,2
47995,37.51898,97.15664,0,0,0
47998,36.76957,97.0626,0,0,0
48017,31.96034,96.5198,10,0,2
48027,29.3821,96.2662,0,0,0
48042,25.44715,95.92062,0,0,0
48058,21.15071,95.59156,0,0,0
48065,19.2355,95.45879,0,0,0
48109,34.78792,-96.58195,0,0,0
48114,36.04771,-96.72435,0,0,0
48173,50.41396,-99.02454,24,0,1
48203,58.11212,-101.14899,0,0,0
48206,58.80132,-101.39214,47,0,3
48219,61.99419,-102.68038,77,0,3
48230,64.475,-103.9125,83,0,3
48238,66.26269,-104.96672,87,0,3
48260,71.52579,-109.32318,0,0,0
48287,71.52579,109.32318,84,0,3
48316,65.14708,104.29032,59,0,3
48319,64.475,103.9125,57,0,3
48507,18.15633,95.19443,0,0,0
48508,17.87886,95.17709,0,0,0
48512,16.76394,95.10889,0,0,0
48517,16.78849,-94.92062,0,0,0
48527,29.69661,-95.84457,0,0,0
48541,33.29417,-96.18293,0,0,0
48573,41.29224,-97.12502,0,0,0
48576,42.02771,-97.22819,0,0,0
48616,52.57377,-99.17354,30,0,1
48626,54.91355,-99.7697,29,0,1
48638,57.69564,-100.59476,38,0,3
48711,76.86528,-116.56505,0,0,0
48757,64.75429,103.53586,58,0,3
48802,54.44716,99.64441,30,0,1
48814,51.63229,98.9548,52,0,3
48815,51.39641,98.90172,48,0,3
48845,44.22069,97.55634,0,0,0
48870,38.07798,96.70984,31,0,1
48871,37.82882,96.67989,19,0,2
48872,37.57939,96.6502,0,0,0
48938,20.38378,95.1408,0,0,0
48939,20.11009,95.12317,0,0,0
48943,19.01067,95.05383,0,0,0
49005,39.59645,-96.63251,0,0,0
49011,41.07657,-96.82115,0,0,0
49028,45.22119,-97.41865,1,0,0
49043,48.82243,-98.03944,24,0,1
49046,49.53681,-98.1762,27,0,1
49125,70.14383,-106.57401,85,0,3
49154,72.96864,109.39781,91,0,3
49216,59.12041,100.64566,37,0,1
49242,53.08094,98.93562,55,0,3
49256,49.77452,98.22282,34,0,1
49274,45.46284,97.45705,0,0,0
49307,37.35812,96.36826,0,0,0
49311,36.35603,96.25743,0,0,0
49449,42.08744,-96.6774,0,0,0
49472,47.65979,-97.51215,15,0,2
49548,67.99485,-104.32272,0,0,0
49561,71.74113,-107.31165,0,0,0
49568,75.8137,-112.47943,0,0,0
49576,75.18148,111.47679,92,0,3
49612,66.20767,103.24052,59,0,3
49652,57.08422,99.59313,29,0,1
49664,54.28958,98.85796,38,0,3
49715,42.08744,96.6774,0,0,0
49718,41.35129,96.58195,0,0,0
49728,38.88071,96.28249,0,0,0
49759,31.04075,95.50548,9,0,2
49806,18.50485,94.63546,0,0,0
49819,17.13622,-94.36959,0,0,0
49820,17.41534,-94.3841,0,0,0
49821,17.69396,-94.3987,0,0,0
49833,31.83706,-95.34139,0,0,0
49835,32.35007,-95.38492,0,0,0
49837,32.86177,-95.42916,0,0,0
49852,36.66003,-95.78555,0,0,0
49857,37.91141,-95.91495,0,0,0
49871,41.37906,-96.30996,0,0,0
49874,42.11553,-96.40154,0,0,0
49914,51.73744,-97.93555,26,0,1
49915,54.091,-98.44037,0,0,0
49956,64.68161,-101.91515,84,0,3
49985,71.80777,-106.63095,85,0,3
50004,74.40873,109.48613,92,0,3
50015,71.36968,106.23235,84,0,3
50043,65.13337,102.13132,55,0,3
50062,60.81193,100.34486,45,0,3
50064,60.35325,100.18663,43,0,3
50073,58.28042,99.53013,31,0,1
50087,55.02712,98.66061,32,0,1
50110,49.60246,97.52993,37,0,1
50158,37.91141,95.91495,0,0,0
50187,30.54875,95.23559,0,0,0
50215,23.16673,94.71265,0,0,0
50255,32.62977,-95.17317,0,0,0
50256,32.88553,-95.19443,0,0,0
50267,35.67834,-95.44033,0,0,0
50293,42.14244,-96.12537,0,0,0
50347,57.15938,-98.80679,0,0,0
50391,67.65645,-102.90741,83,0,3
50417,76.40483,111.44774,89,0,3
50449,68.77375,103.59095,61,0,3
50502,56.69454,98.68636,32,0,1
50520,52.47828,97.7336,48,0,3
50525,51.2963,97.50473,45,0,3
50555,44.09644,96.37211,0,0,0
50562,42.38753,96.15517,0,0,0
50603,32.11729,95.13116,39,0,3
50604,31.86056,95.11042,37,0,1
50617,28.49226,94.85517,0,0,0
50623,26.91737,94.74575,1,0,0
50638,22.91902,94.49258,0,0,0
50639,22.64918,94.47666,0,0,0
50675,32.90825,-94.95953,0,0,0
50737,48.22849,-96.65443,22,0,1
50791,63.63668,-100.43748,80,0,3
50794,64.31901,-100.71312,83,0,3
50803,66.35651,-101.63364,83,0,3
50832,75.4174,-108.99665,0,0,0
50835,77.75142,-112.7824,0,0,0
50850,73.68586,106.92751,87,0,3
50851,73.46782,106.69924,90,0,3
50855,72.37309,105.64225,83,0,3
50874,68.15519,102.59333,62,0,3
50912,59.5106,99.03948,34,0,1
50918,58.12304,98.65254,35,0,1
50933,54.62679,97.81529,36,0,1
50936,53.92272,97.6668,49,0,3
50961,47.98873,96.61799,27,0,1
51010,35.95398,95.21689,0,0,0
51015,34.69024,95.10648,41,0,3
51017,34.18264,95.06361,45,0,3
51046,26.67492,94.51398,0,0,0
51069,20.49499,94.15606,0,0,0
51104,34.96577,-94.8852,0,0,0
51119,38.73218,-95.21802,0,0,0
51168,51.59301,-96.87,0,0,0
51172,52.77564,-97.08121,29,0,1
51217,63.67766,-99.95063,0,0,0
51260,75.27366,107.8787,92,0,3
51301,66.17581,100.98865,62,0,3
51307,64.81572,100.39733,56,0,3
51322,61.38913,99.16235,45,0,3
51340,57.22814,98.01709,33,0,1
51346,55.82898,97.69605,32,0,1
51374,49.21328,96.48307,37,0,1
51394,44.39173,95.82634,0,0,0
51426,36.48002,95.01311,42,0,3
51434,34.45864,94.844,38,0,3
51440,32.92991,94.72445,52,0,3
51576,47.80154,-95.95984,17,0,2
51590,51.62086,-96.52953,26,0,1
51602,54.45326,-97.03342,28,0,1
51610,56.32724,-97.41463,32,0,1
51638,62.80204,-99.14708,0,0,0
51673,76.63887,-108.74134,0,0,0
51684,75.34186,107.03777,92,0,3
51710,69.59745,102.18365,72,0,3
51740,62.80204,99.14708,51,0,3
51819,44.17244,95.50895,0,0,0
51851,36.24982,94.74294,0,0,0
51855,35.24005,94.66187,50,0,3
51885,27.5053,94.13206,0,0,0
51886,27.24212,94.11646,0,0,0
51900,23.51691,93.90982,0,0,0
51905,22.16708,93.84095,0,0,0
51914,19.70965,93.7229,0,0,0
51959,37.77663,-94.61477,0,0,0
51962,38.52611,-94.67742,0,0,0
51977,42.23821,-95.01798,1,0,0
51991,45.65349,-95.38371,6,0,2
51998,47.34469,-95.58724,16,0,2
52002,48.30644,-95.71059,20,0,1
52032,55.42054,-96.84277,29,0,1
52041,57.52344,-97.275,36,0,1
52069,64.21074,-99.13017,81,0,3
52086,70.09298,-101.82149,74,0,3
52091,78.42389,-110.55605,91,0,3
52092,78.63575,-110.95578,92,0,3
52096,75.84269,106.69924,91,0,3
52113,72.10125,103.15754,80,0,3
52146,64.6671,99.29331,60,0,3
52180,56.82398,97.12502,31,0,1
52198,52.59494,96.34019,32,0,1
52217,48.06631,95.67925,26,0,1
52234,43.9515,95.19443,0,0,0
52250,40.01787,94.80795,0,0,0
52299,27.5238,93.91528,0,0,0
52302,26.733,93.87125,2,0,0
52369,37.29511,-94.32081,0,0,0
52394,43.48456,-94.85846,0,0,0
52395,43.72893,-94.88276,0,0,0
52414,48.32977,-95.39526,18,0,2
52415,48.56981,-95.42522,19,0,2
52423,50.48291,-95.67741,23,0,1
52446,55.91672,-96.55255,0,0,0
52469,61.26159,-97.74471,78,0,3
52473,62.18272,-97.99747,81,0,3
52481,64.24644,-98.6308,0,0,0
52484,65.15974,-98.94538,82,0,3
52494,67.43236,-99.84113,81,0,3
52498,75.90629,-105.81919,0,0,0
52515,73.04146,103.10921,89,0,3
52517,72.59707,102.77124,89,0,3
52528,70.13862,101.18176,79,0,3
52542,66.97907,99.64805,66,0,3
52560,62.87198,98.19807,52,0,3
52564,61.95266,97.93275,48,0,3
52592,55.4479,96.46593,31,0,1
