index,lat,lon,ft_frozen,fw_fw_06_swe_-3,clusteringLabel
72274,33.76339,81.59932,66,0,3
72354,28.86277,-81.99527,0,0,0
72371,33.21939,-81.43406,0,0,0
72403,41.17135,-80.13419,4,0,0
72410,43.59712,-79.64397,0,0,0
72424,46.95019,-78.87081,16,9,2
72431,48.60869,-78.43987,23,6,1
72462,56.04434,-75.96375,0,0,0
72492,64.11712,-71.56505,74,0,3
72535,63.01627,72.32895,52,0,3
72573,54.43801,76.5904,33,0,1
72596,49.0804,78.31063,13,0,2
72610,45.27978,79.27114,10,0,2
72629,40.683,80.22677,0,0,0
72665,31.6931,81.64084,38,0,3
72668,30.9254,81.74056,0,0,0
72703,21.72005,82.75042,0,0,0
72759,34.69455,-80.97687,0,0,0
72777,39.16956,-80.23544,3,0,0
72796,44.99436,-79.03661,14,2,2
72810,48.32377,-78.19294,23,0,1
72818,50.20494,-77.6508,0,0,0
72823,51.37296,-77.28637,30,0,1
72850,58.25765,-74.56414,0,0,0
72861,60.72747,-73.25802,0,0,0
72888,68.35148,-67.19545,0,0,0
72969,51.13983,77.36094,16,0,2
72982,48.08755,78.25742,2,0,0
73002,42.82799,79.51878,6,0,2
73035,34.69455,80.97687,0,0,0
73041,33.18071,81.1998,74,0,3
73054,29.8596,81.64721,0,0,0
73119,29.04675,-81.52418,0,0,0
73136,34.90518,-80.69794,0,0,0
73142,36.40505,-80.45547,0,0,0
73143,36.65395,-80.41384,0,0,0
73158,40.35223,-79.74318,3,0,0
73167,43.02422,-79.18924,9,0,2
73207,53.17407,-76.30995,0,1,0
73256,65.27083,-69.56717,0,0,0
73288,65.48691,69.38181,59,0,3
73290,65.05439,69.74936,56,0,3
73291,64.83761,69.92847,53,0,3
73298,63.31098,71.10175,52,0,3
73300,62.87198,71.41307,49,0,3
73340,53.86553,76.0519,33,0,1
73341,53.63528,76.13897,33,0,1
73377,44.94734,78.74776,9,0,2
73451,26.17821,81.86989,0,0,0
73464,22.72608,82.24399,0,7,0
73495,27.18826,-81.53341,0,0,0
73500,28.48973,-81.37114,0,0,0
73512,33.85786,-80.61643,0,0,0
73548,42.73615,-78.96579,0,0,0
73568,47.98674,-77.64171,23,1,1
73595,54.72497,-75.33217,0,0,0
73606,57.45331,-74.10985,0,0,0
73607,57.67905,-73.99898,57,0,3
73646,67.74878,-66.5713,0,1,0
73693,60.3676,72.54079,39,0,3
73707,57.22732,74.21924,33,0,1
73739,49.86594,77.07924,16,0,2
73802,34.10977,80.57721,83,0,3
73826,27.97028,81.43678,0,0,0
73831,26.665,81.59662,0,0,0
73857,19.71153,82.34066,0,0,0
73883,28.44988,-81.15335,0,0,0
73890,33.31115,-80.45962,0,0,0
74018,65.74903,-67.9993,0,0,0
74057,64.24338,69.32557,52,0,3
74102,54.20685,75.16309,34,0,1
74121,49.81162,76.75948,16,0,2
74138,45.56537,77.98852,4,0,0
74164,39.28292,79.41268,0,0,0
74176,36.31914,79.96309,68,0,3
74182,34.82087,80.21759,0,0,0
74184,34.31892,80.2996,0,1,0
74194,31.78957,80.69006,33,0,1
74207,28.44988,81.15335,0,0,0
74213,26.88754,81.35209,0,0,0
74248,17.47345,82.35499,0,0,0
74249,17.1961,82.38025,0,0,0
74290,37.51395,-79.48996,0,0,0
74291,37.76092,-79.44325,0,0,0
74298,39.48143,-79.1045,2,0,0
74338,49.52247,-76.51693,0,0,0
74362,55.05808,-74.41559,48,0,3
74388,60.88749,-71.28141,0,0,0
74396,64.16084,-68.8539,0,0,0
74399,64.80633,-68.29456,0,0,0
74440,64.37637,68.67054,52,0,3
74455,61.10793,71.13641,39,0,3
74472,57.32165,73.33913,36,0,1
74479,55.73986,74.10717,32,0,1
74492,52.76904,75.36427,32,0,1
74536,42.15679,78.52652,0,0,0
74543,40.45823,78.9011,0,0,0
74588,29.18483,80.83056,0,0,0
74606,24.47808,81.42804,0,0,0
74625,19.36284,81.98018,0,0,0
74674,36.97302,-79.33381,0,0,0
74688,40.40987,-78.63736,3,0,0
74701,44.0304,-77.78428,0,0,0
74705,44.98558,-77.53506,15,3,2
74730,50.86147,-75.7189,30,0,1
74737,52.47828,-75.11373,37,0,1
74745,54.31086,-74.35775,46,0,3
74746,54.53879,-74.25795,48,0,3
74778,63.2134,-69.10223,0,0,0
74797,80.00715,-18.43494,0,0,0
74804,73.05668,55.88553,28,0,1
74820,66.62891,65.9245,65,0,3
74841,62.1267,69.93693,40,0,3
74861,57.70228,72.7185,37,0,1
74871,55.4479,73.84607,32,0,1
74892,50.62949,75.80144,18,0,2
74904,47.82597,76.7236,1,0,0
74916,44.98558,77.53506,0,0,0
74945,37.71437,79.19177,0,0,0
74988,26.80602,80.92672,0,0,0
74993,25.4943,81.09325,0,0,0
75006,22.03545,81.49914,0,0,0
75031,22.26337,-81.26922,0,0,0
75061,36.92585,-79.08588,0,0,0
75110,49.64079,-75.80526,27,0,1
75125,53.10457,-74.49495,41,0,3
75145,57.6318,-72.33236,58,0,3
75164,63.12987,-68.64901,0,0,0
75170,64.63188,-67.34064,0,0,0
75208,65.26977,66.73229,57,0,3
75217,63.34556,68.47099,47,0,3
75236,59.19047,71.43087,37,0,1
75240,58.30151,71.95659,36,0,1
75275,50.33816,75.56083,17,0,2
75280,49.1746,75.96375,14,0,2
75307,42.29753,77.92471,0,5,0
75311,41.33121,78.1536,0,0,0
75334,35.68489,79.31966,0,0,0
75385,22.5315,81.2384,0,0,0
75402,17.91054,81.73444,0,0,0
75441,37.37151,-78.73993,0,0,0
75442,37.61801,-78.69007,0,0,0
75467,44.16317,-77.15725,17,0,2
75501,52.12365,-74.53166,37,0,1
75535,59.99747,-70.46335,66,0,3
75538,60.6559,-70.01689,66,0,3
75553,66.01929,-65.37643,73,0,3
75602,63.25968,68.01756,45,0,3
75609,61.7468,69.22774,40,0,3
75624,58.45037,71.43393,36,0,1
75708,38.35569,78.53782,0,0,0
75722,34.8895,79.2157,0,0,0
75746,28.79747,80.21007,0,0,0
75748,28.28054,80.2848,0,0,0
75784,18.69529,81.45967,0,0,0
75797,22.71455,-80.80526,0,0,0
75810,34.09102,-79.11447,0,0,0
75847,43.15235,-77.13289,17,9,2
75855,45.77035,-76.39946,16,0,2
75856,46.00672,-76.32869,15,3,2
75858,46.47867,-76.18497,17,5,2
75889,53.65847,-73.50847,42,0,3
75893,54.56632,-73.08789,48,0,3
75915,59.69905,-70.20112,65,0,3
76020,54.11294,73.30076,33,0,1
76033,51.13983,74.56657,16,0,2
76038,49.98442,75.00492,20,0,1
76089,37.07523,78.54124,0,0,0
76105,33.08591,79.29316,0,0,0
76108,32.32854,79.42341,41,0,3
76119,29.52471,79.87533,0,0,0
76184,35.04157,-78.69007,0,0,0
76214,42.37793,-77.04723,9,0,2
76222,45.23945,-76.25095,15,0,2
76226,46.18451,-75.96375,16,5,2
76234,48.06166,-75.35262,25,0,1
76244,50.61481,-74.42217,28,0,1
76282,59.39978,-69.94391,62,0,3
76420,47.35974,75.5878,1,0,0
76440,42.13765,77.10952,13,0,2
76441,41.89709,77.17122,16,0,2
76448,40.20516,77.58735,0,0,0
76450,39.71914,77.70141,0,0,0
76460,37.27114,78.24206,0,0,0
76462,36.77788,78.34462,0,0,0
76517,22.6708,80.60453,0,0,0
76558,36.47947,-78.15001,0,0,0
76561,37.21933,-77.99379,0,0,0
76590,44.94421,-76.03511,12,0,2
76596,46.3603,-75.59601,17,3,2
76614,50.78005,-74.00847,0,0,0
76625,53.2941,-72.92359,0,0,0
76637,56.2218,-71.44236,50,0,3
76643,57.5565,-70.67186,55,0,3
76743,56.6679,71.1922,36,0,1
76748,55.55047,71.80578,33,0,1
76749,55.32611,71.92389,32,0,1
76751,54.87653,72.15571,32,0,1
76759,53.06692,73.02808,30,0,1
76760,52.83946,73.13134,29,0,1
76774,49.62642,74.4584,13,0,2
76787,46.3603,75.59601,7,0,2
76796,44.23245,76.24495,1,0,0
76817,38.69069,77.66886,2,0,0
76832,34.99121,78.45073,0,0,0
76872,24.7493,80.12523,0,0,0
76935,39.36776,-77.24247,1,0,0
76938,40.09609,-77.06546,1,0,0
76959,45.12117,-75.67727,15,0,2
76994,53.67643,-72.36554,0,0,0
76995,53.90239,-72.25532,45,0,3
77016,58.57944,-69.59012,61,0,3
77035,66.4418,-62.44719,0,1,0
77062,66.03239,62.9494,64,0,3
77063,65.82689,63.19421,59,0,3
77067,64.99977,64.13364,55,0,3
77072,63.95505,65.22486,48,0,3
77114,54.80337,71.80083,32,0,1
77117,54.12807,72.14377,33,0,1
77127,51.85863,73.20163,30,0,1
77200,34.19176,78.35943,0,0,0
77205,32.93836,78.5975,0,0,0
77209,31.9295,78.78116,0,0,0
77232,26.01575,79.73321,0,0,0
77243,23.11368,80.13419,0,0,0
77249,21.50873,80.3401,0,0,0
77260,18.52309,80.6963,0,0,0
77273,7.96215,-81.55415,0,0,0
77321,44.11373,-75.68324,12,2,2
77344,49.49515,-73.83097,28,1,1
77368,55.17672,-71.2077,48,0,3
77370,55.62344,-70.96196,49,0,3
77380,57.83865,-69.63446,54,0,3
77389,63.43764,-65.19059,0,2,0
77409,71.01887,54.22392,68,0,3
77413,68.53373,58.82865,45,0,3
77414,68.33706,59.1391,69,0,3
77443,62.38104,66.18135,40,0,3
77455,59.80469,68.27894,37,0,1
77478,54.7288,71.4474,32,0,1
77484,53.37802,72.13231,33,0,1
77489,52.24445,72.66675,30,0,1
77519,44.82404,75.46554,2,0,0
77525,43.40088,75.89464,5,0,0
77549,37.60345,77.38811,0,0,0
77575,31.11894,78.69007,0,0,0
77591,27.01042,79.36709,0,0,0
77648,35.0822,-77.68329,0,0,0
77652,36.0724,-77.47119,0,0,0
77670,40.46581,-76.42054,0,0,0
77743,57.31673,-69.53772,51,0,3
77761,77.83742,21.80141,0,0,0
77769,68.21843,58.62699,69,1,3
77771,67.82503,59.23728,69,0,3
77778,66.42738,61.21338,59,0,3
77794,63.12987,64.95379,0,0,0
77813,59.06688,68.35557,37,0,1
77823,56.87589,69.81419,36,0,1
77838,53.52995,71.67896,33,0,1
77847,51.49033,72.64597,31,0,1
77884,42.14782,75.96375,6,0,2
77887,41.42873,76.16316,14,0,2
77959,23.28497,79.69515,0,0,0
77967,21.14643,79.98047,0,0,0
77974,19.251,80.21759,0,0,0
77990,7.32542,81.43548,0,0,0
78058,48.20453,-73.66395,20,1,1
78068,50.50591,-72.72558,31,9,1
78072,51.41845,-72.32032,34,9,4
78082,53.67943,-71.22197,0,0,0
78092,55.91039,-69.98404,50,0,3
78130,64.89503,62.50716,52,0,3
78165,57.45331,69.02025,36,0,1
78186,52.77857,71.67673,33,0,1
78209,47.50857,73.92642,8,0,2
78241,39.44008,76.41187,0,0,0
78283,28.71856,78.6467,0,0,0
78292,26.3909,79.02562,0,0,0
78306,22.70445,79.56778,0,0,0
78318,19.47569,79.99202,0,0,0
78322,18.38423,80.12594,0,7,0
78324,17.83552,80.19158,0,0,0
78327,17.00864,80.28843,0,0,0
78342,8.12159,-81.01843,0,0,0
78351,35.46679,-77.09759,0,0,0
78374,41.54772,-75.56402,3,0,0
78460,77.89438,14.03624,0,0,0
78464,67.97592,57.61932,69,0,3
78477,65.39728,61.30509,63,0,3
78499,60.82284,66.03751,39,0,3
78516,57.14957,68.79077,36,0,1
78528,54.49677,70.39591,35,0,1
78560,47.20873,73.71508,6,0,2
78629,29.43505,78.29553,0,0,0
