index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2
8,2001-06-01,19.7921,-155.97781,0,0,0,0,0,6,86,0,0,0,0,0,0,0,0,3,69,20,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
15,2001-06-01,22.02062,-159.39676,0,0,0,0,7,34,50,1,0,0,0,0,0,0,0,0,87,5,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
25,2001-06-01,13.43787,144.69498,0,0,0,0,1,11,70,10,0,0,0,0,0,0,0,0,89,3,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
26,2001-06-01,7.49447,134.51651,0,0,0,0,0,4,80,8,0,0,0,0,0,0,0,0,84,3,4,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
44,2001-06-01,0.50879,127.73455,0,0,0,0,0,20,71,1,0,0,0,0,0,0,0,1,84,5,2,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
51,2001-06-01,1.64475,127.77568,0,0,0,0,0,28,60,4,0,0,0,0,0,0,0,0,76,14,1,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
63,2001-06-01,1.38789,124.67474,0,0,0,0,0,9,75,7,1,0,0,0,0,0,0,0,80,12,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
92,2001-06-01,7.53741,126.0148,0,0,0,0,0,3,79,10,0,0,0,0,0,0,0,0,57,35,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
94,2001-06-01,6.31557,125.51804,0,0,0,0,15,21,48,8,0,0,0,0,0,0,0,0,65,27,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
106,2001-06-01,6.24418,125.28251,0,0,0,0,0,25,59,8,0,0,0,0,0,0,0,0,75,17,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
124,2001-06-01,9.26697,126.10414,0,0,0,0,1,25,62,4,0,0,0,0,0,0,0,5,57,14,16,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
128,2001-06-01,8.30486,125.69794,0,0,0,0,0,8,84,0,0,0,0,0,0,0,0,0,42,50,0,0,1,91,0,0,0,0,92,0,0,0,0,92,0,0
176,2001-06-01,7.60183,124.78174,0,0,0,0,0,23,50,0,0,0,0,0,0,0,0,0,90,2,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
192,2001-06-01,7.27848,124.44703,0,0,0,0,0,19,73,0,0,0,0,0,0,0,0,0,86,6,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
227,2001-06-01,11.35272,125.26888,0,0,0,0,0,7,56,27,2,0,0,0,0,0,0,0,76,16,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
253,2001-06-01,10.96985,124.67274,0,0,0,0,5,6,68,12,1,0,0,0,0,0,0,2,67,23,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
293,2001-06-01,10.49636,123.83673,0,0,0,0,0,14,78,0,0,0,0,0,0,0,0,2,86,4,0,0,0,92,0,0,0,0,92,0,0,0,0,92,0,0
327,2001-06-01,35.81877,140.25781,0,0,0,0,9,56,20,7,0,0,0,0,0,0,0,0,76,16,0,0,3,89,0,0,0,0,92,0,0,0,0,92,0,0
