index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2
8,1982-12-01,19.7921,-155.97781,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,29,19,0,0,0,6,53,0,0,59,0,0,0,0,59,0,0
15,1982-12-01,22.02062,-159.39676,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,28,26,5,0,0,0,0,59,0,0,59,0,0,0,0,59,0,0
25,1982-12-01,13.43787,144.69498,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,10,0,0,0,59,0,0,0,59,0,0,0,0,59,0,0
26,1982-12-01,7.49447,134.51651,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,6,26,0,0,59,0,0,0,0,59,0,0,0,0,59,0,0
44,1982-12-01,0.50879,127.73455,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,8,24,21,0,0,59,0,0,0,0,59,0,0,0,0,59,0,0
51,1982-12-01,1.64475,127.77568,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,15,38,6,0,0,59,0,0,0,0,59,0,0,0,0,59,0,0
63,1982-12-01,1.38789,124.67474,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,24,35,0,0,0,59,0,0,0,0,59,0,0,0,0,59,0,0
92,1982-12-01,7.53741,126.0148,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,59,0,0,0,0,44,15,0,0,0,59,0,0,0,0,59,0,0
94,1982-12-01,6.31557,125.51804,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,48,11,0,0,0,56,3,0,0,0,59,0,0,0,0,59,0,0
106,1982-12-01,6.24418,125.28251,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,44,15,0,0,0,57,2,0,0,0,59,0,0,0,0,59,0,0
124,1982-12-01,9.26697,126.10414,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,15,18,8,0,0,48,11,0,0,0,59,0,0,0,0,59,0,0
128,1982-12-01,8.30486,125.69794,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,58,1,0,0,0,45,14,0,0,0,59,0,0,0,0,59,0,0
176,1982-12-01,7.60183,124.78174,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,31,27,1,0,0,55,4,0,0,0,59,0,0,0,0,59,0,0
192,1982-12-01,7.27848,124.44703,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,28,31,0,0,0,56,3,0,0,0,59,0,0,0,0,59,0,0
227,1982-12-01,11.35272,125.26888,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,59,0,0,0,0,23,36,0,0,0,59,0,0,0,0,59,0,0
253,1982-12-01,10.96985,124.67274,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,1,13,10,0,0,34,25,0,0,0,59,0,0,0,0,59,0,0
