index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2
8,1987-03-01,19.7921,-155.97781,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,14,74,4,0,2,10,71,9,0,1,11,70,9,1,6,17,60,9,0
15,1987-03-01,22.02062,-159.39676,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,4,82,5,1,0,13,70,9,0,0,12,80,0,0,10,12,67,1,0
25,1987-03-01,13.43787,144.69498,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,2,90,0,0,1,11,64,16,0,0,19,71,2,0,6,28,57,1,0
26,1987-03-01,7.49447,134.51651,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,1,71,20,0,2,10,63,16,1,0,31,37,24,0,4,19,66,3,0
44,1987-03-01,0.50879,127.73455,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,3,83,3,1,0,18,62,12,0,0,2,90,0,0,5,16,63,7,1
51,1987-03-01,1.64475,127.77568,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,11,71,10,0,1,7,59,25,0,4,24,57,7,0,12,13,58,8,0
63,1987-03-01,1.38789,124.67474,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,3,81,7,0,0,13,68,11,0,11,11,46,24,0,5,13,64,10,0
92,1987-03-01,7.53741,126.0148,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,6,86,0,0,0,6,65,21,0,0,3,36,18,23,6,14,68,4,0
94,1987-03-01,6.31557,125.51804,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,8,84,0,0,1,3,67,21,0,0,1,30,25,25,3,11,73,5,0
106,1987-03-01,6.24418,125.28251,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,3,89,0,0,1,5,65,20,1,0,0,35,26,26,3,11,73,5,0
124,1987-03-01,9.26697,126.10414,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,10,81,1,0,4,4,69,15,0,5,5,36,22,11,2,34,54,1,0
128,1987-03-01,8.30486,125.69794,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,3,89,0,0,1,6,71,14,0,2,4,29,33,19,6,18,64,4,0
176,1987-03-01,7.60183,124.78174,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,7,85,0,0,1,5,63,23,0,0,2,33,34,19,6,10,69,7,0
