index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2
8,1986-03-01,19.7921,-155.97781,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,1,90,1,0,1,14,72,5,0,1,3,76,12,0,0,0,69,22,1
15,1986-03-01,22.02062,-159.39676,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,3,88,1,0,0,15,72,5,0,0,0,78,14,0,0,8,65,18,1
25,1986-03-01,13.43787,144.69498,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,92,0,0,2,9,73,8,0,0,8,69,15,0,0,7,75,10,0
26,1986-03-01,7.49447,134.51651,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,14,78,0,0,0,7,75,10,0,0,11,51,26,4,1,10,74,6,0
44,1986-03-01,0.50879,127.73455,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,20,72,0,0,0,10,59,23,0,2,23,67,0,0,16,28,43,1,0
51,1986-03-01,1.64475,127.77568,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,9,83,0,0,1,5,61,25,0,6,23,62,0,0,13,27,52,0,0
63,1986-03-01,1.38789,124.67474,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,1,89,2,0,0,8,61,23,0,10,12,70,0,0,8,25,55,4,0
92,1986-03-01,7.53741,126.0148,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,8,84,0,0,0,8,56,28,0,4,26,59,3,0,0,17,73,2,0
94,1986-03-01,6.31557,125.51804,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,25,67,0,0,0,7,64,21,0,4,27,61,0,0,4,21,66,1,0
106,1986-03-01,6.24418,125.28251,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,27,65,0,0,0,4,62,26,0,5,24,63,0,0,4,23,64,1,0
124,1986-03-01,9.26697,126.10414,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,12,80,0,0,0,2,80,10,0,7,22,60,0,0,2,14,73,3,0
128,1986-03-01,8.30486,125.69794,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,4,88,0,0,0,3,62,27,0,5,20,51,11,4,1,17,72,2,0
176,1986-03-01,7.60183,124.78174,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,18,74,0,0,1,3,70,18,0,7,23,60,2,0,1,25,65,1,0
192,1986-03-01,7.27848,124.44703,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,31,61,0,0,2,3,69,18,0,5,24,58,4,1,5,24,63,0,0
227,1986-03-01,11.35272,125.26888,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,31,61,0,0,2,5,67,18,0,5,30,56,0,0,8,12,66,6,0
253,1986-03-01,10.96985,124.67274,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,5,87,0,0,0,4,70,18,0,2,26,64,0,0,9,11,69,3,0
293,1986-03-01,10.49636,123.83673,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,2,90,0,0,0,7,66,19,0,0,23,69,0,0,9,13,68,1,0
327,1986-03-01,35.81877,140.25781,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,40,51,1,0,0,12,63,17,0,0,26,56,10,0,0,23,60,9,0
329,1986-03-01,12.67306,124.09038,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,4,88,0,0,0,5,69,18,0,6,25,58,1,0,10,6,66,10,0
337,1986-03-01,9.5061,122.81908,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,5,87,0,0,0,7,63,22,0,0,25,64,3,0,5,20,67,0,0
339,1986-03-01,7.49715,122.07787,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,10,79,3,0,0,8,68,16,0,11,24,50,5,0,1,26,64,1,0
367,1986-03-01,36.04387,139.74905,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,18,74,0,0,0,13,63,16,0,0,24,56,12,0,0,22,61,9,0
372,1986-03-01,35.21725,138.81407,0,92,0,0,255,255,255,255,255,0,0,0,0,0,2,29,61,0,0,0,13,68,11,0,1,20,62,9,0,0,22,61,9,0
382,1986-03-01,36.88592,140.35582,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,4,88,0,0,0,11,68,13,0,1,21,57,12,1,0,23,60,9,0
444,1986-03-01,35.78761,138.32538,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,13,79,0,0,0,10,69,13,0,2,13,68,9,0,0,23,62,7,0
461,1986-03-01,38.42358,141.05695,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,2,74,16,0,0,11,66,15,0,0,26,61,5,0,0,23,62,7,0
511,1986-03-01,37.00134,138.93289,0,91,1,0,255,255,255,255,255,0,0,0,0,0,0,0,75,12,5,0,14,65,13,0,0,22,58,12,0,0,24,60,8,0
522,1986-03-01,35.13641,136.90338,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,30,57,5,0,0,11,63,18,0,3,15,61,12,0,0,24,59,9,0
530,1986-03-01,13.78602,123.03152,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,1,91,0,0,0,8,64,20,0,4,19,68,1,0,10,8,63,10,0
538,1986-03-01,39.28292,141.34019,0,85,7,0,255,255,255,255,255,0,0,0,0,0,0,0,72,19,1,0,13,65,14,0,8,17,57,10,0,0,22,61,9,0
588,1986-03-01,37.87544,139.17609,0,84,8,0,255,255,255,255,255,0,0,0,0,0,0,0,67,15,5,0,14,63,15,0,2,21,58,11,0,0,26,58,8,0
608,1986-03-01,34.44735,135.51308,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,30,62,0,0,0,12,62,18,0,0,21,59,12,0,0,25,58,9,0
632,1986-03-01,36.03784,136.75699,0,79,13,0,255,255,255,255,255,0,0,0,0,0,0,20,71,1,0,0,14,64,14,0,1,19,62,10,0,0,24,60,8,0
655,1986-03-01,37.92265,138.45175,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,11,81,0,0,0,16,61,15,0,0,30,54,8,0,0,25,59,8,0
706,1986-03-01,12.60761,121.48939,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,1,91,0,0,0,4,64,24,0,4,20,64,4,0,9,7,70,6,0
713,1986-03-01,46.00672,150.06848,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,8,79,5,0,0,16,59,17,0,0,2,90,0,0,0,16,65,7,4
740,1986-03-01,33.52048,133.31532,0,92,0,0,255,255,255,255,255,0,0,0,0,0,10,12,70,0,0,0,11,65,16,0,0,25,56,11,0,2,21,58,11,0
756,1986-03-01,1.49746,117.72092,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,33,59,0,0,0,9,63,20,0,2,23,60,4,3,6,32,50,2,0
759,1986-03-01,0.6578,117.49719,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,25,67,0,0,0,11,61,20,0,2,23,60,3,3,6,34,46,1,0
762,1986-03-01,52.17063,-174.4278,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,1,68,17,4,0,17,55,20,0,0,0,90,2,0,1,5,72,13,1
820,1986-03-01,43.35999,144.09824,13,39,20,20,255,255,255,255,255,0,0,0,0,0,0,19,63,10,0,0,15,62,15,0,1,26,53,12,0,2,14,66,8,2
850,1986-03-01,14.52513,121.59544,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,15,77,0,0,0,13,53,26,0,5,7,79,0,0,8,9,69,5,0
866,1986-03-01,1.22952,117.28571,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,31,61,0,0,0,9,64,19,0,1,21,64,4,2,7,35,45,2,0
883,1986-03-01,35.33894,133.95837,0,89,3,0,255,255,255,255,255,0,0,0,0,0,0,11,81,0,0,0,10,65,17,0,0,23,60,9,0,0,24,56,12,0
931,1986-03-01,43.31792,143.07321,16,50,13,13,255,255,255,255,255,0,0,0,0,0,0,10,61,21,0,0,15,59,18,0,1,27,53,10,1,1,15,68,7,1
943,1986-03-01,34.40434,132.77769,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,21,71,0,0,0,7,64,21,0,2,18,59,13,0,0,25,55,11,1
996,1986-03-01,42.91513,142.00127,0,56,23,13,255,255,255,255,255,0,0,10,13,0,3,3,66,19,1,0,15,63,14,0,1,25,59,7,0,1,14,70,6,1
1011,1986-03-01,33.24908,131.47597,0,92,0,0,255,255,255,255,255,0,0,0,0,0,10,11,71,0,0,0,6,67,19,0,2,19,63,8,0,2,21,58,10,1
1016,1986-03-01,32.28132,130.70261,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,27,65,0,0,0,10,67,15,0,2,15,58,17,0,2,21,55,13,1
1017,1986-03-01,32.08588,130.5508,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,25,67,0,0,0,12,65,15,0,2,14,58,17,1,2,21,55,13,1
1031,1986-03-01,14.48161,120.93219,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,20,72,0,0,1,9,52,29,1,5,10,76,0,0,8,7,71,5,0
1078,1986-03-01,34.5609,132.25739,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,16,76,0,0,0,9,63,20,0,2,19,60,11,0,0,24,56,11,1
1169,1986-03-01,15.26165,120.80451,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,26,66,0,0,1,11,52,27,1,2,12,55,14,8,6,9,69,6,0
1170,1986-03-01,15.0177,120.70968,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,31,61,0,0,1,14,45,31,1,4,11,61,14,2,6,9,69,6,0
1175,1986-03-01,5.51838,117.53989,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,21,71,0,0,0,7,61,24,0,2,14,67,6,2,5,20,66,1,0
1193,1986-03-01,0.52875,116.20695,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,11,81,0,0,0,8,63,21,0,4,18,69,0,0,7,26,55,2,0
1204,1986-03-01,43.64613,141.69801,4,48,24,16,255,255,255,255,255,0,0,0,0,0,0,5,83,4,0,0,15,61,16,0,3,18,63,8,0,1,13,69,9,0
1216,1986-03-01,33.56145,130.78229,0,0,0,0,255,255,255,255,255,0,0,0,0,0,7,12,73,0,0,0,11,58,23,0,2,21,62,7,0,2,23,53,13,1
1255,1986-03-01,2.08136,116.41982,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,34,58,0,0,1,8,62,21,0,0,22,70,0,0,8,28,53,3,0
1267,1986-03-01,44.14153,141.97276,1,47,34,10,255,255,255,255,255,0,0,86,2,0,0,5,66,21,0,0,16,54,22,0,0,19,62,11,0,1,13,68,10,0
1268,1986-03-01,43.99032,141.74557,2,49,30,11,255,255,255,255,255,0,0,0,0,0,0,5,80,7,0,0,15,59,18,0,1,20,63,8,0,1,13,69,9,0
1269,1986-03-01,43.83827,141.51981,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,2,82,8,0,0,15,62,15,0,2,22,61,7,0,1,13,68,10,0
1279,1986-03-01,32.74992,129.83569,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,20,72,0,0,0,11,64,17,0,3,18,62,9,0,2,22,54,13,1
1280,1986-03-01,18.19647,121.55713,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,23,69,0,0,1,12,51,28,0,5,7,72,4,0,5,5,63,16,0
1305,1986-03-01,4.43797,116.86192,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,40,52,0,0,0,13,54,25,0,0,20,65,6,0,1,27,61,1,0
1342,1986-03-01,15.93757,120.4181,0,0,0,0,255,255,255,255,255,0,0,0,0,0,1,24,67,0,0,1,8,55,27,1,3,15,51,14,7,5,8,68,8,0
1350,1986-03-01,5.66632,117.0156,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,13,79,0,0,0,6,61,23,2,0,16,68,5,3,5,21,65,1,0
1353,1986-03-01,4.84999,116.78857,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,33,59,0,0,0,9,57,26,0,0,17,67,7,0,3,24,62,1,0
1436,1986-03-01,17.19238,120.47517,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,22,48,20,2,1,8,64,19,0,6,30,53,0,0,5,8,64,12,0
1455,1986-03-01,2.9119,115.90651,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,30,62,0,0,0,10,54,28,0,0,26,66,0,0,3,21,65,3,0
1458,1986-03-01,2.06893,115.6937,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,32,60,0,0,2,5,64,21,0,0,25,67,0,0,7,17,65,3,0
1471,1986-03-01,52.13594,157.16635,1,56,29,6,255,255,255,255,255,0,41,47,0,0,0,0,87,5,0,0,18,56,18,0,0,21,59,11,1,2,8,62,20,0
1481,1986-03-01,16.3628,119.93151,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,21,70,1,0,1,3,72,16,0,5,22,61,1,0,5,8,68,8,0
1491,1986-03-01,4.98619,116.26664,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,30,62,0,0,1,6,62,23,0,1,19,69,2,1,4,19,67,1,0
1497,1986-03-01,3.32672,115.83053,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,32,60,0,0,0,7,57,28,0,0,21,70,1,0,2,22,66,2,0
1517,1986-03-01,6.21206,116.41408,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,16,76,0,0,3,8,63,18,0,7,25,60,0,0,5,18,69,0,0
1518,1986-03-01,5.94046,116.33918,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,23,69,0,0,1,9,59,22,1,3,22,63,4,0,5,16,71,0,0
1539,1986-03-01,0.05333,114.85311,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,12,80,0,0,0,13,59,20,0,1,11,78,2,0,8,20,63,1,0
1553,1986-03-01,34.51621,129.34052,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,17,75,0,0,0,12,60,20,0,2,26,56,8,0,2,22,56,12,0
1575,1986-03-01,0.18682,114.70823,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,15,77,0,0,0,12,59,21,0,1,9,80,2,0,7,20,64,1,0
1594,1986-03-01,5.3883,115.81613,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,31,61,0,0,2,4,60,25,1,2,27,63,0,0,4,21,66,1,0
1619,1986-03-01,53.72513,159.27444,0,74,18,0,255,255,255,255,255,0,0,0,0,0,0,15,70,7,0,0,18,57,17,0,1,13,65,13,0,2,4,67,19,0
1621,1986-03-01,53.55458,158.60019,3,48,31,10,255,255,255,255,255,0,0,0,0,0,0,15,71,6,0,0,18,57,17,0,0,14,67,11,0,2,4,67,19,0
1634,1986-03-01,5.52061,115.66519,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,20,71,1,0,0,5,68,19,0,4,32,56,0,0,4,22,65,1,0
1690,1986-03-01,1.44555,114.47068,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,30,62,0,0,0,11,65,16,0,1,9,81,0,1,6,20,64,2,0
1696,1986-03-01,55.01861,-162.86971,0,0,0,0,255,255,255,255,255,0,0,0,0,0,2,10,60,18,2,0,17,56,19,0,3,10,70,5,2,5,13,68,6,0
1715,1986-03-01,47.4069,142.26111,0,38,38,16,255,255,255,255,255,0,0,0,0,0,0,9,40,40,3,0,17,56,19,0,1,20,62,9,0,1,14,70,7,0
1739,1986-03-01,0.42231,114.05996,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,33,59,0,0,0,6,65,21,0,0,5,84,3,0,6,20,64,2,0
1745,1986-03-01,54.87653,160.9744,0,44,48,0,255,255,255,255,255,0,0,0,0,0,0,12,63,17,0,0,17,54,21,0,5,19,62,6,0,2,6,68,16,0
1768,1986-03-01,35.31393,128.39154,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,22,70,0,0,0,14,58,20,0,1,16,61,14,0,1,19,60,12,0
1778,1986-03-01,22.81218,121.03363,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,22,70,0,0,1,19,55,17,0,5,14,65,6,0,6,5,64,13,0
1791,1986-03-01,2.27619,114.30933,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,34,58,0,0,0,6,68,18,0,0,13,77,0,1,2,23,66,1,0
1839,1986-03-01,23.41442,121.0694,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,28,63,1,0,2,16,54,20,0,5,12,69,4,0,5,5,66,12,0
1878,1986-03-01,54.38238,156.89819,34,23,35,0,255,255,255,255,255,0,39,49,0,0,0,13,77,2,0,0,17,58,17,0,3,9,63,16,1,1,8,62,21,0
1902,1986-03-01,25.15822,121.64882,0,0,0,0,255,255,255,255,255,0,0,0,0,0,3,31,42,16,0,0,2,69,21,0,5,21,63,3,0,6,9,65,10,0
1910,1986-03-01,23.32166,120.7879,0,0,0,0,255,255,255,255,255,0,0,0,0,0,1,27,64,0,0,3,16,52,21,0,4,11,69,6,0,5,5,65,13,0
1927,1986-03-01,0.80682,113.62019,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,32,60,0,0,0,4,70,18,0,0,5,82,4,1,5,24,61,2,0
1956,1986-03-01,43.8063,135.40634,26,33,13,20,255,255,255,255,255,0,0,0,0,0,0,1,90,1,0,0,16,62,14,0,0,17,64,11,0,1,7,77,7,0
1969,1986-03-01,35.38189,127.50867,0,91,1,0,255,255,255,255,255,0,0,0,0,0,0,15,77,0,0,0,7,67,18,0,1,17,59,15,0,1,17,62,12,0
1978,1986-03-01,24.3831,121.03511,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,25,66,1,0,0,8,65,19,0,3,14,70,3,0,4,8,63,13,0
1990,1986-03-01,3.22677,113.99581,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,32,60,0,0,0,2,71,19,0,0,13,77,0,1,3,21,67,1,0
1994,1986-03-01,2.08668,113.73166,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,29,63,0,0,0,5,70,17,0,0,11,77,2,0,2,26,63,1,0
2046,1986-03-01,43.98046,135.2039,9,32,26,25,255,255,255,255,255,0,0,0,0,0,0,3,89,0,0,0,16,60,16,0,0,16,65,11,0,1,7,77,7,0
2067,1986-03-01,34.52052,126.57931,0,92,0,0,255,255,255,255,255,0,0,0,0,0,0,11,81,0,0,0,15,63,14,0,2,22,62,6,0,1,19,57,15,0
2098,1986-03-01,56.36885,162.18111,20,32,40,0,255,255,255,255,255,0,35,30,0,0,0,16,71,5,0,0,17,58,17,0,1,7,68,16,0,3,4,70,15,0
2109,1986-03-01,55.48936,158.19859,46,21,25,0,255,255,255,255,255,0,0,0,0,0,0,11,81,0,0,0,18,57,17,0,0,14,62,12,3,2,6,66,18,0
2124,1986-03-01,49.14205,142.09669,32,44,16,0,255,255,255,255,255,0,0,88,0,0,0,31,61,0,0,0,17,51,24,0,1,16,63,12,0,1,13,69,9,0
2144,1986-03-01,43.45583,134.19307,11,46,15,20,255,255,255,255,255,0,0,0,0,0,0,10,82,0,0,0,16,55,21,0,0,18,63,8,3,1,8,76,7,0
2150,1986-03-01,37.48376,128.50066,0,88,4,0,255,255,255,255,255,0,0,0,0,0,0,17,75,0,0,0,16,51,25,0,0,18,58,16,0,0,17,61,14,0
2173,1986-03-01,3.19346,113.62938,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,22,70,0,0,1,5,55,31,0,0,14,76,2,0,4,21,66,1,0
